comp_go_id,component_id,go_id
2552730,283,GO:0005576
2552734,283,GO:0005886
2552729,283,GO:0006950
2552731,283,GO:0007165
2552728,283,GO:0008150
2552732,283,GO:0016020
2552725,283,GO:0016787
2552724,283,GO:0016798
2552721,283,GO:0019838
2552733,283,GO:0019899
2552738,284,GO:0005515
2552749,284,GO:0005575
2552747,284,GO:0005654
2552737,284,GO:0005739
2552742,284,GO:0005829
2552741,284,GO:0008150
2552748,284,GO:0008152
2552750,284,GO:0009058
2552743,284,GO:0016020
2552744,284,GO:0016740
2552736,284,GO:0016746
2552740,284,GO:0034641
2552739,284,GO:0042802
2552746,284,GO:0043167
2552745,284,GO:0048856
2552756,285,GO:0005575
2552755,285,GO:0005886
2552757,285,GO:0009058
2552752,285,GO:0016020
2552754,285,GO:0016740
2552753,285,GO:0016757
2552751,285,GO:0071554
2552759,286,GO:0003674
2552764,286,GO:0004930
2552758,286,GO:0005515
2552761,286,GO:0005575
2552765,286,GO:0005886
2552763,286,GO:0007165
2552766,286,GO:0007267
2552760,286,GO:0008150
2552762,286,GO:0016020
2552769,287,GO:0005515
2552777,287,GO:0005575
2552767,287,GO:0005886
2552776,287,GO:0006810
2552771,287,GO:0008150
2552773,287,GO:0016020
2552770,287,GO:0022857
2552775,287,GO:0043167
2552772,287,GO:0044325
2552774,287,GO:0055085
2552768,287,GO:0065003
2552783,288,GO:0004930
2552778,288,GO:0005515
2552780,288,GO:0005737
2552784,288,GO:0005886
2552782,288,GO:0007165
2552779,288,GO:0008150
2552781,288,GO:0016020
2552786,289,GO:0005515
2552794,289,GO:0005654
2552790,289,GO:0005737
2552785,289,GO:0005739
2552788,289,GO:0005829
2552795,289,GO:0005886
2552796,289,GO:0009058
2552793,289,GO:0016020
2552789,289,GO:0016491
2552791,289,GO:0016810
2552787,289,GO:0034641
2552792,289,GO:0044281
2552799,290,GO:0000166
2552801,290,GO:0005198
2552803,290,GO:0005575
2552798,290,GO:0005634
2552802,290,GO:0005737
2552807,290,GO:0005856
2552805,290,GO:0007010
2552806,290,GO:0007017
2552797,290,GO:0007049
2552800,290,GO:0016787
2552804,290,GO:0043167
2552812,291,GO:0003824
2552813,291,GO:0004301
2552815,291,GO:0005515
2552810,291,GO:0005783
2552822,291,GO:0006629
2552808,291,GO:0006805
2552817,291,GO:0008150
2552823,291,GO:0008152
2552811,291,GO:0008289
2552818,291,GO:0009056
2552809,291,GO:0009636
2552821,291,GO:0016020
2552814,291,GO:0016787
2552816,291,GO:0033961
2552819,291,GO:0043226
2552820,291,GO:0044281
2552844,292,GO:0003674
2552837,292,GO:0005515
2552831,292,GO:0005575
2552835,292,GO:0005634
2552840,292,GO:0005737
2552833,292,GO:0005739
2552824,292,GO:0005783
2552827,292,GO:0005829
2552853,292,GO:0006520
2552855,292,GO:0006629
2552851,292,GO:0006810
2552846,292,GO:0006950
2552842,292,GO:0007267
2552826,292,GO:0008150
2552830,292,GO:0008152
2552852,292,GO:0009058
2552832,292,GO:0009308
2552834,292,GO:0009636
2552848,292,GO:0009820
2552850,292,GO:0016020
2552839,292,GO:0016491
2552829,292,GO:0019748
2552856,292,GO:0019899
2552847,292,GO:0019904
2552845,292,GO:0034641
2552849,292,GO:0042592
2552838,292,GO:0042802
2552828,292,GO:0043167
2552854,292,GO:0043226
2552825,292,GO:0043473
2552841,292,GO:0044281
2552843,292,GO:0048856
2552836,292,GO:0050877
2552857,293,GO:0005515
2552863,293,GO:0005654
2552860,293,GO:0005737
2552858,293,GO:0005829
2552866,293,GO:0005886
2552861,293,GO:0006091
2552865,293,GO:0006629
2552859,293,GO:0016491
2552864,293,GO:0043167
2552862,293,GO:0044281
2552868,294,GO:0000166
2552879,294,GO:0003013
2552871,294,GO:0003674
2552881,294,GO:0005575
2552867,294,GO:0005886
2552880,294,GO:0006810
2552875,294,GO:0006950
2552869,294,GO:0008150
2552873,294,GO:0008283
2552876,294,GO:0016020
2552872,294,GO:0016887
2552870,294,GO:0022857
2552883,294,GO:0030554
2552878,294,GO:0043167
2552874,294,GO:0044325
2552882,294,GO:0048856
2552877,294,GO:0055085
2552896,295,GO:0003677
2552887,295,GO:0005515
2552897,295,GO:0005575
2552884,295,GO:0005886
2552890,295,GO:0006810
2552885,295,GO:0008150
2552891,295,GO:0016020
2552895,295,GO:0019899
2552892,295,GO:0019904
2552886,295,GO:0022857
2552894,295,GO:0042592
2552888,295,GO:0042802
2552889,295,GO:0042803
2552893,295,GO:0055085
2552906,296,GO:0005515
2552904,296,GO:0005575
2552909,296,GO:0005737
2552914,296,GO:0005764
2552916,296,GO:0006520
2552899,296,GO:0008150
2552903,296,GO:0008152
2552900,296,GO:0008283
2552915,296,GO:0009058
2552913,296,GO:0016020
2552908,296,GO:0016491
2552902,296,GO:0019748
2552907,296,GO:0042802
2552912,296,GO:0042803
2552901,296,GO:0043167
2552917,296,GO:0043226
2552898,296,GO:0043473
2552910,296,GO:0044281
2552911,296,GO:0048856
2552905,296,GO:0050877
2552936,297,GO:0000166
2552928,297,GO:0002376
2552938,297,GO:0003674
2552927,297,GO:0005515
2552926,297,GO:0005575
2552919,297,GO:0005783
2552941,297,GO:0005886
2552930,297,GO:0007165
2552934,297,GO:0008134
2552920,297,GO:0008150
2552921,297,GO:0008283
2552939,297,GO:0016020
2552935,297,GO:0016301
2552918,297,GO:0016310
2552929,297,GO:0016740
2552933,297,GO:0019838
2552922,297,GO:0030154
2552937,297,GO:0030234
2552932,297,GO:0030554
2552940,297,GO:0042592
2552925,297,GO:0043085
2552924,297,GO:0043167
2552923,297,GO:0043621
2552931,297,GO:0048856
2552948,298,GO:0002376
2552945,298,GO:0003674
2552949,298,GO:0005102
2552944,298,GO:0005515
2552958,298,GO:0005575
2552942,298,GO:0005783
2552951,298,GO:0005794
2552957,298,GO:0005886
2552954,298,GO:0007165
2552947,298,GO:0008150
2552950,298,GO:0008283
2552952,298,GO:0016020
2552956,298,GO:0019899
2552953,298,GO:0019904
2552959,298,GO:0030674
2552946,298,GO:0042802
2552955,298,GO:0048856
2552943,298,GO:0065003
2552977,299,GO:0003674
2552968,299,GO:0005515
2552967,299,GO:0005575
2552979,299,GO:0005576
2552961,299,GO:0005615
2552963,299,GO:0005829
2552984,299,GO:0005886
2552971,299,GO:0006790
2552972,299,GO:0007165
2552962,299,GO:0008150
2552966,299,GO:0008152
2552976,299,GO:0008289
2552981,299,GO:0016020
2552975,299,GO:0016192
2552974,299,GO:0019838
2552983,299,GO:0019899
2552980,299,GO:0019904
2552965,299,GO:0042277
2552960,299,GO:0042562
2552969,299,GO:0042802
2552978,299,GO:0042803
2552964,299,GO:0043085
2552982,299,GO:0043226
2552970,299,GO:0044281
2552973,299,GO:0048856
2552994,300,GO:0000902
2553001,300,GO:0003674
2553009,300,GO:0003677
2552992,300,GO:0005515
2552990,300,GO:0005575
2552991,300,GO:0005634
2553008,300,GO:0005654
2552993,300,GO:0005737
2552986,300,GO:0005829
2553006,300,GO:0006810
2552996,300,GO:0007165
2552998,300,GO:0008134
2552985,300,GO:0008150
2552999,300,GO:0008219
2553000,300,GO:0008289
2553007,300,GO:0009058
2552987,300,GO:0030154
2553002,300,GO:0034641
2553004,300,GO:0042592
2553005,300,GO:0043065
2552989,300,GO:0043085
2552988,300,GO:0043167
2552997,300,GO:0048856
2553003,300,GO:0050790
2552995,300,GO:0055085
2553013,301,GO:0003674
2553010,301,GO:0005783
2553021,301,GO:0006629
2553012,301,GO:0008150
2553014,301,GO:0009056
2553023,301,GO:0009058
2553019,301,GO:0016020
2553016,301,GO:0016491
2553011,301,GO:0040007
2553022,301,GO:0043167
2553017,301,GO:0043226
2553018,301,GO:0044281
2553015,301,GO:0048646
2553020,301,GO:0048856
2553025,302,GO:0005829
2553031,302,GO:0008152
2553032,302,GO:0009058
2553028,302,GO:0016740
2553027,302,GO:0016765
2553024,302,GO:0034641
2553030,302,GO:0043167
2553026,302,GO:0044281
2553029,302,GO:0046677
2553038,303,GO:0005515
2553036,303,GO:0005516
2553037,303,GO:0005575
2553049,303,GO:0005654
2553041,303,GO:0005730
2553039,303,GO:0005737
2553033,303,GO:0005783
2553051,303,GO:0005886
2553047,303,GO:0006810
2553044,303,GO:0008092
2553034,303,GO:0008150
2553045,303,GO:0016020
2553043,303,GO:0019838
2553050,303,GO:0019899
2553046,303,GO:0019904
2553048,303,GO:0022857
2553035,303,GO:0044325
2553042,303,GO:0048856
2553040,303,GO:0055085
2553070,304,GO:0000166
2553067,304,GO:0001540
2553058,304,GO:0003013
2553071,304,GO:0003674
2553080,304,GO:0005102
2553081,304,GO:0005198
2553061,304,GO:0005515
2553059,304,GO:0005575
2553079,304,GO:0005635
2553078,304,GO:0005764
2553072,304,GO:0005768
2553084,304,GO:0005886
2553077,304,GO:0006810
2553064,304,GO:0007165
2553054,304,GO:0008150
2553075,304,GO:0016020
2553068,304,GO:0016192
2553069,304,GO:0016301
2553052,304,GO:0016310
2553063,304,GO:0016740
2553073,304,GO:0019904
2553066,304,GO:0030554
2553085,304,GO:0031994
2553083,304,GO:0031995
2553057,304,GO:0042277
2553053,304,GO:0042562
2553074,304,GO:0042592
2553062,304,GO:0042802
2553055,304,GO:0043085
2553056,304,GO:0043167
2553082,304,GO:0043226
2553076,304,GO:0044403
2553065,304,GO:0048856
2553060,304,GO:0050877
2553089,305,GO:0000166
2553088,305,GO:0003723
2553092,305,GO:0005737
2553091,305,GO:0005829
2553093,305,GO:0006399
2553087,305,GO:0006412
2553090,305,GO:0006520
2553095,305,GO:0016788
2553086,305,GO:0016874
2553096,305,GO:0030554
2553094,305,GO:0043167
2553100,306,GO:0005515
2553112,306,GO:0005575
2553098,306,GO:0005634
2553110,306,GO:0005654
2553105,306,GO:0005737
2553104,306,GO:0005829
2553097,306,GO:0005886
2553108,306,GO:0007165
2553101,306,GO:0008081
2553103,306,GO:0008150
2553107,306,GO:0016020
2553102,306,GO:0016787
2553113,306,GO:0030554
2553111,306,GO:0034655
2553109,306,GO:0043167
2553106,306,GO:0044281
2553099,306,GO:0050877
2553120,307,GO:0003013
2553115,307,GO:0003674
2553119,307,GO:0004930
2553116,307,GO:0005575
2553121,307,GO:0005886
2553118,307,GO:0007165
2553122,307,GO:0007267
2553114,307,GO:0008150
2553117,307,GO:0016020
2553123,308,GO:0001618
2553127,308,GO:0003013
2553139,308,GO:0003674
2553146,308,GO:0004930
2553131,308,GO:0005515
2553128,308,GO:0005575
2553129,308,GO:0005886
2553136,308,GO:0005975
2553144,308,GO:0006091
2553134,308,GO:0007165
2553137,308,GO:0007267
2553124,308,GO:0008150
2553140,308,GO:0016020
2553138,308,GO:0030234
2553147,308,GO:0034655
2553141,308,GO:0042592
2553132,308,GO:0042802
2553142,308,GO:0043065
2553126,308,GO:0043085
2553125,308,GO:0043167
2553145,308,GO:0043226
2553133,308,GO:0044281
2553143,308,GO:0044403
2553130,308,GO:0050877
2553135,308,GO:0055085
2553150,309,GO:0003674
2553156,309,GO:0004930
2553148,309,GO:0005515
2553152,309,GO:0005575
2553160,309,GO:0005886
2553153,309,GO:0006950
2553155,309,GO:0007165
2553161,309,GO:0007267
2553151,309,GO:0008150
2553159,309,GO:0016020
2553154,309,GO:0042592
2553149,309,GO:0042802
2553157,309,GO:0043167
2553158,309,GO:0055085
2553163,310,GO:0003824
2553169,310,GO:0005737
2553167,310,GO:0005829
2553162,310,GO:0007049
2553164,310,GO:0008150
2553173,310,GO:0009058
2553172,310,GO:0016740
2553171,310,GO:0016765
2553165,310,GO:0034641
2553170,310,GO:0044281
2553168,310,GO:0051301
2553166,310,GO:0071554
2553177,311,GO:0003674
2553183,311,GO:0004930
2553178,311,GO:0005085
2553185,311,GO:0005768
2553187,311,GO:0005886
2553179,311,GO:0006091
2553180,311,GO:0006950
2553182,311,GO:0007165
2553176,311,GO:0008150
2553186,311,GO:0016020
2553175,311,GO:0016192
2553184,311,GO:0042277
2553174,311,GO:0042562
2553181,311,GO:0042592
2553191,312,GO:0005515
2553189,312,GO:0005777
2553188,312,GO:0005783
2553201,312,GO:0006629
2553194,312,GO:0008150
2553202,312,GO:0009058
2553199,312,GO:0016020
2553196,312,GO:0016491
2553190,312,GO:0030234
2553203,312,GO:0030554
2553195,312,GO:0032880
2553193,312,GO:0034641
2553200,312,GO:0043167
2553197,312,GO:0043226
2553198,312,GO:0044281
2553192,312,GO:0050877
2553212,313,GO:0003677
2553205,313,GO:0003824
2553204,313,GO:0004518
2553208,313,GO:0006259
2553214,313,GO:0008152
2553213,313,GO:0009058
2553209,313,GO:0016740
2553207,313,GO:0016779
2553206,313,GO:0016787
2553210,313,GO:0043167
2553211,313,GO:0044403
2553217,314,GO:0006508
2553216,314,GO:0008233
2553215,314,GO:0016787
2553223,315,GO:0005102
2553220,315,GO:0005515
2553232,315,GO:0005575
2553225,315,GO:0005576
2553219,315,GO:0005615
2553218,315,GO:0005886
2553227,315,GO:0006508
2553224,315,GO:0006950
2553228,315,GO:0007165
2553221,315,GO:0008150
2553231,315,GO:0008152
2553226,315,GO:0008233
2553230,315,GO:0016020
2553233,315,GO:0016485
2553222,315,GO:0016787
2553229,315,GO:0021700
2553234,315,GO:0048856
2553240,316,GO:0004930
2553238,316,GO:0005576
2553236,316,GO:0005737
2553242,316,GO:0005886
2553237,316,GO:0006950
2553239,316,GO:0007165
2553235,316,GO:0008150
2553241,316,GO:0016020
2553247,317,GO:0003674
2553256,317,GO:0003677
2553249,317,GO:0005102
2553246,317,GO:0005515
2553250,317,GO:0005575
2553244,317,GO:0005634
2553255,317,GO:0005654
2553243,317,GO:0005739
2553252,317,GO:0007165
2553257,317,GO:0007267
2553248,317,GO:0008150
2553245,317,GO:0008289
2553254,317,GO:0019899
2553253,317,GO:0043167
2553251,317,GO:0043226
2553270,318,GO:0000166
2553262,318,GO:0003013
2553271,318,GO:0003674
2553276,318,GO:0004930
2553263,318,GO:0005575
2553277,318,GO:0005886
2553274,318,GO:0006810
2553266,318,GO:0007165
2553259,318,GO:0008150
2553275,318,GO:0009058
2553264,318,GO:0009308
2553273,318,GO:0016020
2553269,318,GO:0016301
2553268,318,GO:0016829
2553267,318,GO:0030554
2553272,318,GO:0034641
2553261,318,GO:0042277
2553258,318,GO:0042562
2553260,318,GO:0043167
2553265,318,GO:0044281
2553286,319,GO:0002376
2553293,319,GO:0003674
2553285,319,GO:0005515
2553284,319,GO:0005575
2553278,319,GO:0005615
2553302,319,GO:0005654
2553304,319,GO:0005886
2553290,319,GO:0006508
2553300,319,GO:0006520
2553303,319,GO:0006629
2553289,319,GO:0006790
2553295,319,GO:0006950
2553279,319,GO:0008150
2553283,319,GO:0008152
2553281,319,GO:0008233
2553291,319,GO:0008289
2553298,319,GO:0009056
2553299,319,GO:0010951
2553296,319,GO:0016020
2553294,319,GO:0016787
2553287,319,GO:0016810
2553292,319,GO:0030234
2553297,319,GO:0040011
2553282,319,GO:0043167
2553301,319,GO:0043226
2553288,319,GO:0044281
2553280,319,GO:0048870
2553305,320,GO:0005886
2553313,320,GO:0006508
2553306,320,GO:0008150
2553314,320,GO:0008152
2553311,320,GO:0008233
2553315,320,GO:0009058
2553310,320,GO:0016020
2553307,320,GO:0016787
2553309,320,GO:0016810
2553312,320,GO:0043167
2553308,320,GO:0071554
2553331,321,GO:0000166
2553325,321,GO:0002376
2553336,321,GO:0005102
2553323,321,GO:0005515
2553321,321,GO:0005575
2553322,321,GO:0005634
2553326,321,GO:0005737
2553318,321,GO:0005829
2553333,321,GO:0006950
2553338,321,GO:0007010
2553328,321,GO:0007165
2553317,321,GO:0008150
2553335,321,GO:0016020
2553330,321,GO:0016301
2553316,321,GO:0016310
2553327,321,GO:0016740
2553339,321,GO:0019899
2553329,321,GO:0030554
2553324,321,GO:0042802
2553332,321,GO:0042803
2553319,321,GO:0043167
2553320,321,GO:0046982
2553334,321,GO:0050790
2553337,321,GO:0051604
2553359,322,GO:0003677
2553356,322,GO:0003682
2553348,322,GO:0005515
2553344,322,GO:0005575
2553347,322,GO:0005634
2553358,322,GO:0005654
2553345,322,GO:0005694
2553350,322,GO:0005737
2553351,322,GO:0006790
2553355,322,GO:0006950
2553353,322,GO:0008134
2553340,322,GO:0008150
2553342,322,GO:0008168
2553354,322,GO:0008219
2553346,322,GO:0009636
2553352,322,GO:0016740
2553341,322,GO:0030154
2553360,322,GO:0030674
2553357,322,GO:0032259
2553349,322,GO:0042802
2553343,322,GO:0043167
2553364,323,GO:0000166
2553373,323,GO:0003677
2553363,323,GO:0003682
2553362,323,GO:0003723
2553365,323,GO:0005515
2553374,323,GO:0005575
2553361,323,GO:0005634
2553371,323,GO:0005654
2553366,323,GO:0008150
2553369,323,GO:0008168
2553375,323,GO:0009058
2553370,323,GO:0016740
2553368,323,GO:0032259
2553367,323,GO:0034641
2553372,323,GO:0043167
2553381,324,GO:0003674
2553389,324,GO:0003677
2553380,324,GO:0005515
2553390,324,GO:0005575
2553378,324,GO:0005634
2553388,324,GO:0005654
2553384,324,GO:0005737
2553376,324,GO:0005783
2553383,324,GO:0005829
2553386,324,GO:0007165
2553377,324,GO:0008134
2553382,324,GO:0008150
2553379,324,GO:0008289
2553385,324,GO:0016020
2553387,324,GO:0043167
2553397,325,GO:0004930
2553392,325,GO:0005085
2553393,325,GO:0005829
2553398,325,GO:0005886
2553394,325,GO:0006950
2553396,325,GO:0007165
2553399,325,GO:0007267
2553391,325,GO:0008150
2553395,325,GO:0016020
2553403,326,GO:0003013
2553415,326,GO:0003674
2553420,326,GO:0004930
2553406,326,GO:0005515
2553402,326,GO:0005516
2553404,326,GO:0005575
2553422,326,GO:0005886
2553417,326,GO:0006950
2553409,326,GO:0007165
2553410,326,GO:0007267
2553416,326,GO:0008092
2553400,326,GO:0008150
2553413,326,GO:0008219
2553414,326,GO:0008289
2553418,326,GO:0016020
2553412,326,GO:0016192
2553421,326,GO:0019899
2553401,326,GO:0032880
2553408,326,GO:0035254
2553407,326,GO:0042802
2553419,326,GO:0043065
2553411,326,GO:0048856
2553405,326,GO:0050877
2553426,327,GO:0002376
2553425,327,GO:0003674
2553424,327,GO:0005515
2553435,327,GO:0005575
2553431,327,GO:0005576
2553434,327,GO:0005886
2553430,327,GO:0006950
2553423,327,GO:0007155
2553432,327,GO:0007165
2553428,327,GO:0008150
2553433,327,GO:0016020
2553436,327,GO:0040011
2553429,327,GO:0048646
2553427,327,GO:0048870
2553446,328,GO:0003013
2553448,328,GO:0005575
2553438,328,GO:0005886
2553437,328,GO:0006805
2553447,328,GO:0006810
2553442,328,GO:0006950
2553439,328,GO:0008150
2553445,328,GO:0016020
2553440,328,GO:0022857
2553441,328,GO:0034641
2553443,328,GO:0042592
2553444,328,GO:0055085
2553454,329,GO:0005575
2553449,329,GO:0005783
2553450,329,GO:0005886
2553460,329,GO:0006810
2553461,329,GO:0007267
2553452,329,GO:0008150
2553456,329,GO:0016020
2553459,329,GO:0019899
2553453,329,GO:0022857
2553457,329,GO:0042592
2553455,329,GO:0043226
2553458,329,GO:0055085
2553451,329,GO:0065003
2553463,330,GO:0005515
2553466,330,GO:0005575
2553462,330,GO:0005886
2553471,330,GO:0006810
2553472,330,GO:0007267
2553465,330,GO:0008150
2553468,330,GO:0016020
2553464,330,GO:0022857
2553469,330,GO:0042592
2553467,330,GO:0043226
2553470,330,GO:0055085
2553485,331,GO:0004252
2553475,331,GO:0005515
2553480,331,GO:0005576
2553474,331,GO:0005615
2553484,331,GO:0005886
2553482,331,GO:0006508
2553479,331,GO:0006950
2553476,331,GO:0008150
2553481,331,GO:0008233
2553477,331,GO:0016787
2553473,331,GO:0031638
2553483,331,GO:0031639
2553478,331,GO:0043226
2553495,332,GO:0004930
2553489,332,GO:0005085
2553491,332,GO:0005575
2553487,332,GO:0005886
2553496,332,GO:0006810
2553492,332,GO:0006950
2553486,332,GO:0007155
2553494,332,GO:0007165
2553488,332,GO:0008150
2553493,332,GO:0016020
2553497,332,GO:0022607
2553498,332,GO:0048856
2553490,332,GO:0048870
2553512,333,GO:0000166
2553508,333,GO:0002376
2553518,333,GO:0003677
2553499,333,GO:0003723
2553506,333,GO:0003824
2553507,333,GO:0005515
2553504,333,GO:0005575
2553514,333,GO:0005576
2553505,333,GO:0005634
2553510,333,GO:0005737
2553502,333,GO:0005829
2553500,333,GO:0008150
2553501,333,GO:0008283
2553516,333,GO:0009058
2553515,333,GO:0016020
2553509,333,GO:0016491
2553513,333,GO:0034641
2553503,333,GO:0043167
2553517,333,GO:0043226
2553511,333,GO:0044281
2553532,334,GO:0003674
2553538,334,GO:0003677
2553536,334,GO:0003682
2553525,334,GO:0005515
2553523,334,GO:0005575
2553524,334,GO:0005634
2553537,334,GO:0005654
2553526,334,GO:0005737
2553527,334,GO:0007165
2553529,334,GO:0008134
2553519,334,GO:0008150
2553530,334,GO:0008219
2553520,334,GO:0008283
2553534,334,GO:0016020
2553521,334,GO:0030154
2553531,334,GO:0040007
2553535,334,GO:0043065
2553522,334,GO:0043167
2553533,334,GO:0048646
2553528,334,GO:0048856
2553541,335,GO:0003674
2553548,335,GO:0003677
2553540,335,GO:0005515
2553549,335,GO:0005575
2553539,335,GO:0005634
2553547,335,GO:0005654
2553544,335,GO:0005737
2553545,335,GO:0007165
2553542,335,GO:0008150
2553543,335,GO:0030154
2553550,335,GO:0030674
2553546,335,GO:0043167
2553553,336,GO:0003674
2553552,336,GO:0005515
2553556,336,GO:0005576
2553551,336,GO:0005615
2553560,336,GO:0005886
2553555,336,GO:0006950
2553557,336,GO:0007165
2553554,336,GO:0008150
2553558,336,GO:0016020
2553559,336,GO:0019899
2553561,336,GO:0030674
2553565,337,GO:0003674
2553571,337,GO:0003677
2553564,337,GO:0005515
2553572,337,GO:0005575
2553562,337,GO:0005618
2553567,337,GO:0005829
2553563,337,GO:0005886
2553573,337,GO:0009058
2553570,337,GO:0016740
2553568,337,GO:0016779
2553566,337,GO:0034641
2553569,337,GO:0046677
2553595,338,GO:0000166
2553596,338,GO:0003674
2553603,338,GO:0005102
2553584,338,GO:0005515
2553582,338,GO:0005575
2553583,338,GO:0005634
2553604,338,GO:0005654
2553586,338,GO:0005737
2553585,338,GO:0005794
2553607,338,GO:0005886
2553597,338,GO:0005929
2553605,338,GO:0006629
2553600,338,GO:0006950
2553606,338,GO:0007010
2553592,338,GO:0007155
2553588,338,GO:0007165
2553577,338,GO:0008150
2553576,338,GO:0009790
2553601,338,GO:0016020
2553594,338,GO:0016301
2553574,338,GO:0016310
2553587,338,GO:0016740
2553593,338,GO:0019838
2553589,338,GO:0022607
2553579,338,GO:0030154
2553575,338,GO:0030198
2553591,338,GO:0030554
2553602,338,GO:0040011
2553599,338,GO:0042803
2553581,338,GO:0043085
2553580,338,GO:0043167
2553598,338,GO:0048646
2553590,338,GO:0048856
2553578,338,GO:0048870
2553613,339,GO:0003674
2553622,339,GO:0003677
2553615,339,GO:0005515
2553623,339,GO:0005575
2553610,339,GO:0005634
2553620,339,GO:0005654
2553617,339,GO:0005737
2553618,339,GO:0007165
2553608,339,GO:0008134
2553612,339,GO:0008150
2553609,339,GO:0008219
2553614,339,GO:0008283
2553616,339,GO:0030154
2553611,339,GO:0040007
2553621,339,GO:0043065
2553619,339,GO:0043167
2553624,339,GO:0048856
2553626,340,GO:0000166
2553628,340,GO:0003924
2553629,340,GO:0005198
2553631,340,GO:0005575
2553630,340,GO:0005737
2553635,340,GO:0005856
2553633,340,GO:0007010
2553634,340,GO:0007017
2553625,340,GO:0007049
2553627,340,GO:0008150
2553632,340,GO:0043167
2553646,341,GO:0005575
2553637,341,GO:0005618
2553640,341,GO:0005829
2553645,341,GO:0005886
2553644,341,GO:0006629
2553647,341,GO:0009058
2553641,341,GO:0016491
2553643,341,GO:0016740
2553636,341,GO:0016746
2553639,341,GO:0016787
2553638,341,GO:0042802
2553642,341,GO:0044281
2553651,342,GO:0003674
2553648,342,GO:0005783
2553650,342,GO:0008150
2553654,342,GO:0008152
2553653,342,GO:0016020
2553649,342,GO:0016829
2553652,342,GO:0044281
2553657,343,GO:0000166
2553658,343,GO:0003824
2553660,343,GO:0003848
2553667,343,GO:0005575
2553661,343,GO:0005829
2553666,343,GO:0008152
2553668,343,GO:0009058
2553656,343,GO:0016301
2553655,343,GO:0016310
2553664,343,GO:0016740
2553663,343,GO:0016765
2553669,343,GO:0030554
2553659,343,GO:0034641
2553665,343,GO:0043167
2553662,343,GO:0044281
2553677,344,GO:0004930
2553671,344,GO:0005515
2553679,344,GO:0005575
2553678,344,GO:0005886
2553675,344,GO:0007165
2553672,344,GO:0008150
2553674,344,GO:0016020
2553676,344,GO:0042277
2553673,344,GO:0043226
2553670,344,GO:0050877
2553712,345,GO:0000166
2553697,345,GO:0002376
2553691,345,GO:0003013
2553714,345,GO:0003674
2553729,345,GO:0005102
2553681,345,GO:0005178
2553696,345,GO:0005515
2553692,345,GO:0005575
2553694,345,GO:0005634
2553732,345,GO:0005654
2553698,345,GO:0005737
2553693,345,GO:0005739
2553725,345,GO:0005764
2553722,345,GO:0005768
2553688,345,GO:0005829
2553703,345,GO:0005856
2553734,345,GO:0005886
2553716,345,GO:0006259
2553735,345,GO:0006914
2553717,345,GO:0006950
2553731,345,GO:0007010
2553706,345,GO:0007049
2553707,345,GO:0007155
2553700,345,GO:0007165
2553709,345,GO:0008134
2553682,345,GO:0008150
2553683,345,GO:0008283
2553726,345,GO:0009058
2553728,345,GO:0010951
2553721,345,GO:0016020
2553708,345,GO:0016192
2553711,345,GO:0016301
2553680,345,GO:0016310
2553699,345,GO:0016740
2553733,345,GO:0019899
2553718,345,GO:0019904
2553702,345,GO:0022607
2553687,345,GO:0030154
2553713,345,GO:0030234
2553705,345,GO:0030554
2553685,345,GO:0032880
2553701,345,GO:0034330
2553710,345,GO:0040007
2553719,345,GO:0042592
2553724,345,GO:0043065
2553690,345,GO:0043085
2553689,345,GO:0043167
2553730,345,GO:0043226
2553686,345,GO:0044325
2553723,345,GO:0044403
2553704,345,GO:0048856
2553684,345,GO:0048870
2553720,345,GO:0050790
2553695,345,GO:0050877
2553715,345,GO:0051219
2553727,345,GO:0065003
2553745,346,GO:0003674
2553752,346,GO:0005102
2553741,346,GO:0005515
2553738,346,GO:0005575
2553742,346,GO:0005737
2553754,346,GO:0005886
2553748,346,GO:0006810
2553736,346,GO:0008150
2553750,346,GO:0009056
2553749,346,GO:0009058
2553739,346,GO:0009308
2553747,346,GO:0016020
2553753,346,GO:0019899
2553751,346,GO:0022857
2553746,346,GO:0034641
2553737,346,GO:0043167
2553744,346,GO:0048856
2553740,346,GO:0050877
2553743,346,GO:0055085
2553768,347,GO:0004252
2553757,347,GO:0005515
2553767,347,GO:0005575
2553762,347,GO:0005576
2553756,347,GO:0005615
2553766,347,GO:0005886
2553765,347,GO:0006508
2553758,347,GO:0008150
2553763,347,GO:0008233
2553759,347,GO:0016787
2553760,347,GO:0030312
2553755,347,GO:0031638
2553764,347,GO:0043167
2553761,347,GO:0043226
2553780,348,GO:0004252
2553771,348,GO:0005515
2553779,348,GO:0005575
2553774,348,GO:0005576
2553769,348,GO:0005615
2553778,348,GO:0005886
2553777,348,GO:0006508
2553772,348,GO:0008150
2553775,348,GO:0008233
2553770,348,GO:0008289
2553773,348,GO:0016787
2553776,348,GO:0043167
2553793,349,GO:0004930
2553783,349,GO:0005515
2553796,349,GO:0005575
2553788,349,GO:0005737
2553789,349,GO:0005768
2553781,349,GO:0005783
2553787,349,GO:0005794
2553795,349,GO:0005886
2553791,349,GO:0007165
2553785,349,GO:0008150
2553790,349,GO:0016020
2553784,349,GO:0022857
2553786,349,GO:0032880
2553792,349,GO:0042277
2553782,349,GO:0050877
2553794,349,GO:0055085
2553815,350,GO:0003676
2553819,350,GO:0003677
2553799,350,GO:0003723
2553807,350,GO:0003824
