assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,confidence_score,curated_by,src_id,src_assay_id,chembl_id,cell_id,bao_format,tissue_id,variant_id,aidx
4296,168,Inhibitory Activity against 5-Lipoxygenase was determined; IA=Inactive at concentrations less than 32 uM,B,,,,,,,,,55,H,8,Autocuration,1,,CHEMBL618405,,BAO_0000357,,,CLD0
4297,168,Inhibitory Activity against 5-Lipoxygenase was determined; NA=No significant inhibitory activity up to 300 uM,B,,,,,,,,,55,H,8,Autocuration,1,,CHEMBL618406,,BAO_0000357,,,CLD0
4298,12338,Inhibitory concentration against arachidonic acid 5-lipoxygenation,F,,,,,,,,,55,H,8,Expert,1,,CHEMBL618407,,BAO_0000019,,,CLD0
4299,4501,Tested for the inhibitory activity against 5-lipoxygenase,B,,,,,,,,,55,H,8,Autocuration,1,,CHEMBL618408,,BAO_0000357,,,CLD0
4300,1132,Compound was tested for its inhibitory activity against 5-lipoxygenase,B,,,,,,,,,55,H,8,Autocuration,1,,CHEMBL618409,,BAO_0000357,,,CLD0
4301,2117,Compound was tested for inhibition of 5-lipoxygenase at 50 uM; NI means no inhibition was observed,B,,,,,,,,,55,H,8,Autocuration,1,,CHEMBL618410,,BAO_0000357,,,CLD0
4302,168,Inhibitory Activity against 5-Lipoxygenase at 30 uM was determined; Weakly active,B,,,,,,,,,55,H,8,Autocuration,1,,CHEMBL618411,,BAO_0000357,,,CLD0
4303,168,Inhibitory Activity against 5-Lipoxygenase at concentration 32 uM was determined,B,,,,,,,,,55,H,8,Autocuration,1,,CHEMBL618412,,BAO_0000357,,,CLD0
4304,13575,Concentration required to inhibit RBL-1 supernatant 5-lipoxygenase,B,,,,,,,RBL-1,,12166,H,8,Autocuration,1,,CHEMBL618413,702.0,BAO_0000219,,,CLD0
4305,11089,,B,,,,,,,,,12166,H,8,Autocuration,1,,CHEMBL618414,,BAO_0000357,,,CLD0
4306,216,Compound was tested for its binding activity towards 5-lipoxygenase activating protein (FLAP),B,,,,,,,,,10102,H,8,Autocuration,1,,CHEMBL618415,,BAO_0000357,,,CLD0
4307,13165,Inhibition of 5-lipoxygenase activating protein using human leukocyte membrane preparations,B,,,,,,,,,10102,H,8,Autocuration,1,,CHEMBL618416,,BAO_0000019,,,CLD0
4308,3278,Measuring the affinity of leukotriene synthesis inhibitor for 5-Lipoxygenase activating protein (FLAP) by using [125I]L-691831 as radioligand.,B,,,,,,,,,10102,H,8,Autocuration,1,,CHEMBL876401,,BAO_0000357,,,CLD0
4309,3278,Measuring the affinity of leukotriene synthesis inhibitor for 5-lipoxygenase activating protein by using [125I]L-691831 as radioligand.,B,,,,,,,,,10102,H,8,Expert,1,,CHEMBL618417,,BAO_0000357,,,CLD0
4310,11966,Tested for inhibition of leukotriene biosynthesis by binding to 5-lipoxygenase activating protein,B,,,,,,,,,10102,H,8,Autocuration,1,,CHEMBL618418,,BAO_0000357,,,CLD0
4311,175,"The compound was tested for the inhibition of binding of [125I]- L- 691,831 binding to 5-lipoxygenase activating protein",B,,,,,,,,,10102,H,8,Autocuration,1,,CHEMBL618419,,BAO_0000357,,,CLD0
4312,175,"The compound was tested for the inhibition of binding of [125I]- L- 691,831 binding to 5-lipoxygenase activating protein (FLAP)",B,,,,,,,,,10102,H,8,Autocuration,1,,CHEMBL618420,,BAO_0000357,,,CLD0
4313,13449,Binding affinity of compound for 5-lipoxygenase activating protein protein by FLAP binding assay,B,,,,,,,,,10102,H,8,Autocuration,1,,CHEMBL618421,,BAO_0000357,,,CLD0
4314,12014,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane,B,,,,,,,,,11238,H,8,Autocuration,1,,CHEMBL618422,,BAO_0000019,,,CLD0
4315,12014,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane (R metabolically resistant),B,,,,,,,,,11238,H,8,Autocuration,1,,CHEMBL618423,,BAO_0000019,,,CLD0
4316,12014,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane (S substrate),B,,,,,,,,,11238,H,8,Autocuration,1,,CHEMBL618424,,BAO_0000019,,,CLD0
4317,99,Inhibition of protein biosynthesis at the level of the peptidyl transferase center of the 50 s ribosomal subunit,B,,,,,,,,,100284,S,2,Intermediate,1,,CHEMBL618425,,BAO_0000220,,,CLD0
4318,4349,The dark toxicity against 543 human galactophore carcinoma cells,F,,,Homo sapiens,9606.0,,,,,22226,U,0,Autocuration,1,,CHEMBL618426,,BAO_0000019,,,CLD0
4319,4071,Tested in vitro for cytotoxicity against 56 human tumor cell lines,F,,,Homo sapiens,9606.0,,,Panel (56 tumour cell lines),,80623,N,1,Expert,1,,CHEMBL618427,390.0,BAO_0000219,,,CLD0
4320,17589,Cytotoxic activity against human 5637 cell line at 20 uM expressed as percent growth value,F,,,Homo sapiens,9606.0,,,5637,,80008,N,1,Expert,1,,CHEMBL618428,345.0,BAO_0000219,,,CLD0
4321,15002,Antitumor activity was evaluated against human bladder carcinoma cell line 5637.,F,,,Homo sapiens,9606.0,,,5637,,80008,N,1,Intermediate,1,,CHEMBL618429,345.0,BAO_0000219,,,CLD0
4322,13958,"Compound was tested for antiproliferative activity against 5637, human bladder carcinoma cell line",F,,,Homo sapiens,9606.0,,,5637,,80008,N,1,Intermediate,1,,CHEMBL618430,345.0,BAO_0000219,,,CLD0
4323,17589,Growth inhibition against human 5637 cell lines,F,,,Homo sapiens,9606.0,,,5637,,80008,N,1,Expert,1,,CHEMBL618431,345.0,BAO_0000219,,,CLD0
4324,16748,Antitumor activity against human bladder carcinoma 5637 cells.,F,,,Homo sapiens,9606.0,,,5637,,80008,N,1,Expert,1,,CHEMBL883799,345.0,BAO_0000219,,,CLD0
4325,16747,Antitumor activity against human bladder carcinoma 5637 cells,F,,,Homo sapiens,9606.0,,,5637,,80008,N,1,Intermediate,1,,CHEMBL618432,345.0,BAO_0000219,,,CLD0
4326,16747,Antitumor activity against human bladder carcinoma 5637 cells,F,,,Homo sapiens,9606.0,,,5637,,80008,N,1,Intermediate,1,,CHEMBL618433,345.0,BAO_0000219,,,CLD0
4327,15285,In vitro inhibition of bovine trypsin(Trp).,B,,,Bos taurus,9913.0,,,,,10443,D,9,Expert,1,,CHEMBL618434,,BAO_0000357,,,CLD0
4328,3726,Transcriptional activation in CV-1 cells expressing retinoic acid gamma receptor,B,,,Cercopithecidae,9527.0,,,CV-1,,240,H,8,Expert,1,,CHEMBL618435,407.0,BAO_0000219,,,CLD0
4329,5033,Ability to displace the radioligand [125I](-)-iodocyanopindolol from rat striatal 5-HT1B receptor,B,,,,,,,,,10577,H,8,Autocuration,1,,CHEMBL876402,,BAO_0000357,,,CLD0
4330,11756,In vitro antagonism of the 5-HT-3 receptor determined by inhibition of 5-HT-induced depolarization of the isolated rat vagus nerve.,F,,,,,,,,,104698,H,6,Autocuration,1,,CHEMBL618436,,BAO_0000019,,,CLD0
4331,11953,Concentration required to inhibit pressor response to serotonin after 15 min i.v. administration of compound mediated via activation of vascular 5-HT2 receptors in rat,F,In vivo,,,,,,,,22226,U,0,Autocuration,1,,CHEMBL618437,,BAO_0000218,,,CLD0
4332,5033,Ability to displace the radioligand [3H]GR-113808 from guinea pig striatum 5-HT4 receptor,B,,,Cavia porcellus,10141.0,,,,,20033,D,9,Intermediate,1,,CHEMBL618438,,BAO_0000357,,,CLD0
4333,11347,Inhibition of progesterone 6-beta-hydroxylase in rat hepatic microsomes,A,,,Rattus norvegicus,10116.0,,Liver,,Microsomes,17045,H,8,Expert,1,,CHEMBL883800,,BAO_0000251,2107.0,,CLD0
4334,11347,Inhibition of progesterone 6-beta-hydroxylase in rat hepatic microsomes,A,,,Rattus norvegicus,10116.0,,Liver,,Microsomes,17045,H,8,Expert,1,,CHEMBL618439,,BAO_0000251,2107.0,,CLD0
4335,1229,In vitro anticancer activity against 6 NCI ovarian cancer cell lines; inactive,F,,,,,,,NCI,,22226,U,0,Intermediate,1,,CHEMBL618440,1188.0,BAO_0000219,,,CLD0
4336,1229,In vitro anticancer activity against 6 NCI ovarian cancer cell lines; inactive,F,,,,,,,NCI,,22226,U,0,Intermediate,1,,CHEMBL618441,1188.0,BAO_0000219,,,CLD0
4337,17588,Inhibition constant against 6-phosphogluconate dehydrogenase of Trypanosoma brucei expressed in Escherichia coli,B,,,Trypanosoma brucei,5691.0,,,,,11938,H,8,Expert,1,,CHEMBL618442,,BAO_0000019,,,CLD0
4338,17588,Inhibition constant against 6-phosphogluconate dehydrogenase of Trypanosoma brucei expressed in Escherichia coli; NI denotes no inhibition,B,,,Trypanosoma brucei,5691.0,,,,,11938,H,8,Autocuration,1,,CHEMBL618443,,BAO_0000019,,,CLD0
4339,17588,Inhibition constant against 6-phosphogluconate dehydrogenase of sheep liver,B,,,Ovis aries,9940.0,,,,,11938,H,8,Expert,1,,CHEMBL619158,,BAO_0000019,,,CLD0
4340,17588,Inhibition constant against 6-phosphogluconate dehydrogenase of sheep liver; NI denotes no inhibition,B,,,Ovis aries,9940.0,,,,,11938,H,8,Autocuration,1,,CHEMBL620974,,BAO_0000019,,,CLD0
4341,16485,log Kd which is the binding affinity against 6-phosphogluconate dehydrogenase,B,,,,,,,,,11938,H,8,Autocuration,1,,CHEMBL620975,,BAO_0000357,,,CLD0
4342,4337,Average inhibitory concentration against 60 human cell lines was reported,F,,,Homo sapiens,9606.0,,,,,22226,U,0,Intermediate,1,,CHEMBL620976,,BAO_0000019,,,CLD0
4343,4112,Inhibition of proliferation in NCI panel of 60 human tumor cell lines,F,,,Homo sapiens,9606.0,,,,,22221,N,1,Expert,1,,CHEMBL620977,,BAO_0000019,,,CLD0
4344,16160,Cancer specificity was measured from the +/- value under average log LC50 60-cell line,F,,,Homo sapiens,9606.0,,,Panel NCI-60 (60 carcinoma cell lines),,80315,N,1,Intermediate,1,,CHEMBL620978,542.0,BAO_0000219,,,CLD0
4345,16160,Cancer specificity was measured from the +/- value under average log LC50 60-cell line. ,F,,,Homo sapiens,9606.0,,,Panel NCI-60 (60 carcinoma cell lines),,80315,N,1,Intermediate,1,,CHEMBL620979,542.0,BAO_0000219,,,CLD0
4346,17376,In vitro mean growth inhibitory activity against 60-cell panel,F,,,,,,,Panel NCI-60 (60 carcinoma cell lines),,80315,N,1,Expert,1,,CHEMBL620980,542.0,BAO_0000219,,,CLD0
4347,17376,In vitro mean growth lethal concentration against 60-cell panel,F,,,,,,,Panel NCI-60 (60 carcinoma cell lines),,80315,N,1,Expert,1,,CHEMBL620981,542.0,BAO_0000219,,,CLD0
4348,17376,In vitro mean growth lethal concentration in colon subpanel against 60-cell panel,F,,,,,,,Panel NCI-60 (60 carcinoma cell lines),,80315,N,1,Expert,1,,CHEMBL620982,542.0,BAO_0000219,,,CLD0
4349,17376,In vitro mean growth lethal concentration in renal subpanel against 60-cell panel,F,,,,,,,Panel NCI-60 (60 carcinoma cell lines),,80315,N,1,Expert,1,,CHEMBL620983,542.0,BAO_0000219,,,CLD0
4350,3241,Inhibition of CK-II-mediated 60S acidic ribosomal P protein activity at 10 uM,F,,,,,,,,,104775,H,4,Autocuration,1,,CHEMBL620984,,BAO_0000019,,,CLD0
4351,3241,Inhibition of CK-II-mediated 60S acidic ribosomal P protein activity at 10 uM,F,,,,,,,,,104775,H,4,Autocuration,1,,CHEMBL620985,,BAO_0000019,,,CLD0
4352,3725,Transcriptional activation in CV-1 expressing retinoid X receptor RXR alpha,B,,,,,,,,,275,H,8,Expert,1,,CHEMBL620986,,BAO_0000357,,,CLD0
4353,10805,Inhibitory activity against Plasmodium falciparum 68 neutral proteinase,F,,,Plasmodium falciparum,5833.0,,,,,50425,N,1,Expert,1,,CHEMBL620987,,BAO_0000218,,,CLD0
4354,10805,In vitro inhibition of Plasmodium falciparum 68 neutral proteinase activity by reinvasion of red blood cells,F,,,Plasmodium falciparum,5833.0,,,,,50425,N,1,Expert,1,,CHEMBL620988,,BAO_0000218,,,CLD0
4355,10805,Inhibitory activity against Plasmodium falciparum 68 neutral proteinase.,F,,,Plasmodium falciparum,5833.0,,,,,50425,N,1,Expert,1,,CHEMBL620989,,BAO_0000218,,,CLD0
4356,10805,Substrate affinity for Plasmodium falciparum 68 neutral proteinase.,F,,,Plasmodium falciparum,5833.0,,,,,50425,N,1,Expert,1,,CHEMBL620990,,BAO_0000218,,,CLD0
4357,10805,Reaction velocity for Plasmodium falciparum 68 neutral proteinase.,F,,,Plasmodium falciparum,5833.0,,,,,50425,N,1,Intermediate,1,,CHEMBL620991,,BAO_0000218,,,CLD0
4358,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 100 mg/kg in C3H mice,F,,,Mus musculus,10090.0,,,6C3HED,,80628,N,1,Intermediate,1,,CHEMBL620992,850.0,BAO_0000218,,,CLD0
4359,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 12.5 mg/kg in C3H mice,F,,,Mus musculus,10090.0,,,6C3HED,,80628,N,1,Intermediate,1,,CHEMBL620993,850.0,BAO_0000218,,,CLD0
4360,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 200 mg/kg in C3H mice,F,,,Mus musculus,10090.0,,,6C3HED,,80628,N,1,Intermediate,1,,CHEMBL620994,850.0,BAO_0000218,,,CLD0
4361,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 25 mg/kg in C3H mice,F,,,Mus musculus,10090.0,,,6C3HED,,80628,N,1,Intermediate,1,,CHEMBL620995,850.0,BAO_0000218,,,CLD0
4362,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 50 mg/kg in C3H mice,F,,,Mus musculus,10090.0,,,6C3HED,,80628,N,1,Intermediate,1,,CHEMBL620996,850.0,BAO_0000218,,,CLD0
4363,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 6 mg/kg in C3H mice,F,,,Mus musculus,10090.0,,,6C3HED,,80628,N,1,Intermediate,1,,CHEMBL875581,850.0,BAO_0000218,,,CLD0
4364,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 100 mg/kg,F,In vivo,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL620997,,BAO_0000218,,,CLD0
4365,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 150 mg/kg,F,In vivo,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL620998,,BAO_0000218,,,CLD0
4366,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 1600 mg/kg (intraperitoneal dosing for 8 days),F,In vivo,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL620999,,BAO_0000218,,,CLD0
4367,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 200 mg/kg,F,In vivo,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL621000,,BAO_0000218,,,CLD0
4368,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 225 mg/kg,F,In vivo,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL621001,,BAO_0000218,,,CLD0
4369,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 270 mg/kg,F,In vivo,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL621002,,BAO_0000218,,,CLD0
4370,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 275 mg/kg,F,In vivo,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL621003,,BAO_0000218,,,CLD0
4371,10685,"Antitumor activity in vivo against the 6C3HED lymphosarcoma, dosed for 10 days at 300 mg/kg",F,In vivo,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL621004,,BAO_0000218,,,CLD0
4372,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 300 mg/kg (intraperitoneal dosing for 8 days),F,In vivo,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL621005,,BAO_0000218,,,CLD0
4373,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 300 mg/kg (ip dosing daily for 8 days),F,In vivo,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL621006,,BAO_0000218,,,CLD0
4374,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 600 mg/kg,F,In vivo,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL621007,,BAO_0000218,,,CLD0
4375,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 100 mg/kg in C3H mice,F,,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL621008,,BAO_0000218,,,CLD0
4376,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 12.5 mg/kg in C3H mice,F,,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL621009,,BAO_0000218,,,CLD0
4377,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 25 mg/kg in C3H mice,F,,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL857705,,BAO_0000218,,,CLD0
4378,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 50 mg/kg in C3H mice,F,,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL619828,,BAO_0000218,,,CLD0
4379,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 100 mg/kg dosage administered for 8 days intraperitoneally,F,,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL619829,,BAO_0000218,,,CLD0
4380,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 10 days intraperitoneally,F,,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL619830,,BAO_0000218,,,CLD0
4381,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 8 days intraperitoneally,F,,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL619831,,BAO_0000218,,,CLD0
4382,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 50 mg/kg dosage administered for 8 days intraperitoneally,F,,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL619832,,BAO_0000218,,,CLD0
4383,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 100 mg/kg dosage administered for 8 days intraperitoneally; 0/10,A,,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL619833,,BAO_0000218,,,CLD0
4384,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 8 days perorally; 1/10,A,,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL619834,,BAO_0000218,,,CLD0
4385,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 10 days intraperitoneally; 1/10,A,,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL619835,,BAO_0000218,,,CLD0
4386,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 50 mg/kg dosage administered for 8 days perorally; 3/10,A,,,Mus musculus,10090.0,,,,,22224,U,0,Autocuration,1,,CHEMBL619836,,BAO_0000218,,,CLD0
4387,8831,"Compound was evaluated for the antitumor activity against 6C3HED lymphosarcoma for ip administration and daily x 8 schedule; Number of toxic deaths over total number of mice per group (T/C), 0/10 at dose of 35 mg/kg",F,,,Mus musculus,10090.0,,,6C3HED,,80628,N,1,Intermediate,1,,CHEMBL619837,850.0,BAO_0000218,,,CLD0
4388,11704,In vivo antitumor activity against 6C3HED tumor type after intraperitoneal administration of 400 mg/kg,F,In vivo,,,,,,,,22224,U,0,Autocuration,1,,CHEMBL619838,,BAO_0000218,,,CLD0
4389,11704,In vivo antitumor activity against 6C3HED tumor type was expressed as toxic deaths/total treated mice at 400 mg/kg dose; 2/10,A,,,Mus musculus,10090.0,,,,,50594,N,1,Intermediate,1,,CHEMBL619839,,BAO_0000218,,,CLD0
4390,10685,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line,F,In vivo,,Mus musculus,10090.0,,,6C3HED,,80628,N,1,Intermediate,1,,CHEMBL619840,850.0,BAO_0000218,,,CLD0
4391,10685,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line; 95-100% inhibition,F,In vivo,,Mus musculus,10090.0,,,6C3HED,,80628,N,1,Intermediate,1,,CHEMBL619841,850.0,BAO_0000218,,,CLD0
4392,11368,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 150 mg/kg given orally(daily x 8),F,,,Mus musculus,10090.0,,,6C3HED,,80628,N,1,Expert,1,,CHEMBL857704,850.0,BAO_0000218,,,CLD0
4393,11368,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 200 mg/kg given orally(daily x 8),F,,,Mus musculus,10090.0,,,6C3HED,,80628,N,1,Intermediate,1,,CHEMBL619842,850.0,BAO_0000218,,,CLD0
4394,11368,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 300 mg/kg given orally (daily x 8),F,,,Mus musculus,10090.0,,,6C3HED,,80628,N,1,Expert,1,,CHEMBL619843,850.0,BAO_0000218,,,CLD0
4395,17763,"Inhibition of Staphylococcus aureus 7,8-dihydroneopterin aldolase",B,,,Staphylococcus aureus,1280.0,,,,,22226,U,0,Autocuration,1,,CHEMBL619844,,BAO_0000019,,,CLD0
4396,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at a concentration of 5 uM,B,,,Rattus norvegicus,10116.0,,Liver,,Microsome,22221,N,1,Autocuration,1,,CHEMBL857855,,BAO_0000251,2107.0,,CLD0
4397,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,B,,,Rattus norvegicus,10116.0,,Liver,,Microsome,22221,N,1,Autocuration,1,,CHEMBL619845,,BAO_0000251,2107.0,,CLD0
4398,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 1 uM,B,,,Rattus norvegicus,10116.0,,Liver,,Microsome,22221,N,1,Autocuration,1,,CHEMBL619846,,BAO_0000251,2107.0,,CLD0
4399,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 20 uM,B,,,Rattus norvegicus,10116.0,,Liver,,Microsome,22221,N,1,Autocuration,1,,CHEMBL619847,,BAO_0000251,2107.0,,CLD0
4400,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 25 uM,B,,,Rattus norvegicus,10116.0,,Liver,,Microsome,22221,N,1,Autocuration,1,,CHEMBL619848,,BAO_0000251,2107.0,,CLD0
4401,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 50 uM,B,,,Rattus norvegicus,10116.0,,Liver,,Microsome,22221,N,1,Autocuration,1,,CHEMBL620893,,BAO_0000251,2107.0,,CLD0
4402,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 5 uM,B,,,Rattus norvegicus,10116.0,,Liver,,Microsome,22221,N,1,Autocuration,1,,CHEMBL620894,,BAO_0000251,2107.0,,CLD0
4403,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 10 uM,B,,,Rattus norvegicus,10116.0,,Liver,,Microsome,22221,N,1,Autocuration,1,,CHEMBL620895,,BAO_0000251,2107.0,,CLD0
4404,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,B,,,Rattus norvegicus,10116.0,,Liver,,Microsome,22221,N,1,Autocuration,1,,CHEMBL620896,,BAO_0000251,2107.0,,CLD0
4405,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,B,,,Rattus norvegicus,10116.0,,Liver,,Microsome,22221,N,1,Autocuration,1,,CHEMBL620897,,BAO_0000251,2107.0,,CLD0
4406,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,B,,,Rattus norvegicus,10116.0,,Liver,,Microsome,22221,N,1,Autocuration,1,,CHEMBL620898,,BAO_0000251,2107.0,,CLD0
4407,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,B,,,Rattus norvegicus,10116.0,,Liver,,Microsome,22221,N,1,Autocuration,1,,CHEMBL620899,,BAO_0000251,2107.0,,CLD0
4408,347,The apparent total plasma clearance in monkey,A,In vivo,,Cercopithecidae,9527.0,,Plasma,,,22224,U,0,Autocuration,1,,CHEMBL620900,,BAO_0000218,1969.0,,CLD0
4409,3341,Compound was evaluated for Hepatic clearance in monkey,A,In vivo,,Cercopithecidae,9527.0,,Liver,,,22224,U,0,Autocuration,1,,CHEMBL620901,,BAO_0000218,2107.0,,CLD0
4410,17853,Lower clearance in monkey (i.v.) at 0.5 mpk,A,In vivo,,Cercopithecidae,9527.0,,,,,22224,U,0,Autocuration,1,,CHEMBL620902,,BAO_0000218,,,CLD0
4411,4514,Plasma clearance in rhesus monkey,A,In vivo,,Cercopithecidae,9527.0,,Plasma,,,22224,U,0,Autocuration,1,,CHEMBL620903,,BAO_0000218,1969.0,,CLD0
4412,6062,Plasma clearance for the compound was measured in monkey after an iv dose of 1 mg/kg,A,In vivo,,Cercopithecidae,9527.0,,Plasma,,,22224,U,0,Autocuration,1,,CHEMBL620904,,BAO_0000218,1969.0,,CLD0
4413,6821,Plasma clearance of compound was determined in monkey,A,In vivo,,Cercopithecidae,9527.0,,Plasma,,,22224,U,0,Autocuration,1,,CHEMBL620905,,BAO_0000218,1969.0,,CLD0
4414,6057,Plasma clearance was calculated in rhesus monkey,A,In vivo,,Cercopithecidae,9527.0,,Plasma,,,22224,U,0,Autocuration,1,,CHEMBL620906,,BAO_0000218,1969.0,,CLD0
4415,5145,Plasma clearance in rhesus monkey,A,In vivo,,Cercopithecidae,9527.0,,Plasma,,,22224,U,0,Autocuration,1,,CHEMBL875420,,BAO_0000218,1969.0,,CLD0
4416,6641,Plasma clearance in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),A,In vivo,,Cercopithecidae,9527.0,,Plasma,,,22224,U,0,Autocuration,1,,CHEMBL620907,,BAO_0000218,1969.0,,CLD0
4417,5472,Plasma clearance was evaluated in rhesus,A,In vivo,,Cercopithecidae,9527.0,,Plasma,,,22224,U,0,Autocuration,1,,CHEMBL620908,,BAO_0000218,1969.0,,CLD0
4418,4257,Plasma clearance value was determined in monkey after a 3 mg/kg of iv dose,A,In vivo,,Cercopithecidae,9527.0,,Plasma,,,22224,U,0,Autocuration,1,,CHEMBL620909,,BAO_0000218,1969.0,,CLD0
4419,5546,Plasma clearance was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,A,In vivo,,Cercopithecidae,9527.0,,Plasma,,,22224,U,0,Autocuration,1,,CHEMBL620910,,BAO_0000218,1969.0,,CLD0
