drugind_id,record_id,molregno,max_phase_for_ind,mesh_id,mesh_heading,efo_id,efo_term
46769,1344706,675516,2.0,D011014,Pneumonia,EFO:0003106,pneumonia
46771,1706423,1380081,2.0,D011014,Pneumonia,EFO:0003106,pneumonia
46773,1699537,94071,3.0,D006333,Heart Failure,EFO:0003144,heart failure
46776,1699551,59311,1.0,D002659,"Child Development Disorders, Pervasive",EFO:0003756,autism spectrum disorder
46777,1699732,446432,2.0,D002659,"Child Development Disorders, Pervasive",EFO:0003756,autism spectrum disorder
46779,1344495,468656,3.0,D001321,Autistic Disorder,EFO:0003758,autism
46781,1344058,88316,2.0,D014029,Tobacco Use Disorder,EFO:0003768,nicotine dependence
46782,1344161,675383,0.5,D003930,Diabetic Retinopathy,EFO:0003770,diabetic retinopathy
46785,1343081,1280,2.0,D006331,Heart Diseases,EFO:0003777,heart disease
46788,1696001,1380177,3.0,D015535,"Arthritis, Psoriatic",EFO:0003778,psoriatic arthritis
46798,1344154,33307,2.0,D011472,Prostatitis,EFO:0003830,prostatitis
46801,1344130,15217,2.0,D013964,Thyroid Neoplasms,EFO:0003841,thyroid neoplasm
46804,1703402,58424,1.0,D010146,Pain,EFO:0003843,pain
46808,1344850,2197728,3.0,D010146,Pain,EFO:0003843,pain
46809,1879122,1540477,2.0,D010146,Pain,EFO:0003843,pain
46810,1705387,52523,3.0,D010146,Pain,EFO:0003843,pain
46811,1344976,43740,3.0,D010146,Pain,EFO:0003843,pain
46812,1343641,5975,1.0,D010146,Pain,EFO:0003843,pain
46814,1392877,1121864,1.0,D015663,"Osteoporosis, Postmenopausal",EFO:0003854,postmenopausal osteoporosis
46817,1705912,1379999,2.0,D007383,Intermittent Claudication,EFO:0003876,intermittent vascular claudication
46821,1344737,923,3.0,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
46822,1343230,374037,1.0,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
46823,1344110,96595,2.0,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
46831,1344781,674662,2.0,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
46832,1697487,1380889,2.0,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
46837,2472739,1421862,2.0,D001289,Attention Deficit Disorder with Hyperactivity,EFO:0003888,attention deficit hyperactivity disorder
46838,1344406,21459,3.0,D019966,Substance-Related Disorders,EFO:0003890,drug dependence
46841,1344494,243124,3.0,D001661,Biliary Tract Neoplasms,EFO:0003891,biliary tract neoplasm
46843,1699434,371561,4.0,D000152,Acne Vulgaris,EFO:0003894,acne
46844,1344343,1927101,4.0,D013274,Stomach Neoplasms,EFO:0003897,stomach neoplasm
46848,1343565,27152,3.0,D047928,Premature Birth,EFO:0003917,premature birth
46849,1343635,11819,1.0,D047928,Premature Birth,EFO:0003917,premature birth
46853,1343876,313314,3.0,D020181,"Sleep Apnea, Obstructive",EFO:0003918,obstructive sleep apnea
46854,1343635,11819,2.0,D020181,"Sleep Apnea, Obstructive",EFO:0003918,obstructive sleep apnea
46855,1343811,317124,4.0,D020181,"Sleep Apnea, Obstructive",EFO:0003918,obstructive sleep apnea
46858,1702213,431456,2.0,D008593,Menopause,EFO:0003922,menopause
46860,1700744,102755,3.0,D020529,"Multiple Sclerosis, Relapsing-Remitting",EFO:0003929,relapsing-remitting multiple sclerosis
46861,1344900,675393,3.0,D020529,"Multiple Sclerosis, Relapsing-Remitting",EFO:0003929,relapsing-remitting multiple sclerosis
46863,1343835,16450,2.0,D050723,"Fractures, Bone",EFO:0003931,bone fracture
46867,1937967,1562844,3.0,D006255,"Rhinitis, Allergic, Seasonal",EFO:0003956,seasonal allergic rhinitis
46868,1435097,150882,2.0,D006620,Hip Fractures,EFO:0003964,hip fracture
46871,2791014,1078496,2.0,D010523,Peripheral Nervous System Diseases,EFO:0004149,neuropathy
46872,1343830,138562,1.0,D000506,Alopecia Areata,EFO:0004192,alopecia areata
46874,1699198,340939,1.0,D002280,"Carcinoma, Basal Cell",EFO:0004193,basal cell carcinoma
46875,1699806,1376100,2.0,D005922,"Glomerulonephritis, IGA",EFO:0004194,IGA glomerulonephritis
46877,1343916,417163,4.0,D019694,"Hepatitis B, Chronic",EFO:0004197,hepatitis B virus infection
46880,1344675,73547,3.0,D017544,"Aortic Aneurysm, Abdominal",EFO:0004214,Abdominal Aortic Aneurysm
46884,1697400,1380626,2.0,D019698,"Hepatitis C, Chronic",EFO:0004220,chronic hepatitis C virus infection
46885,1706452,708075,4.0,D019698,"Hepatitis C, Chronic",EFO:0004220,chronic hepatitis C virus infection
46886,1705607,1379819,2.0,D023903,Coronary Restenosis,EFO:0004224,Coronary Restenosis
46889,1699810,619400,2.0,D005923,"Glomerulosclerosis, Focal Segmental",EFO:0004236,focal segmental glomerulosclerosis
46891,1344228,74911,3.0,D019694,"Hepatitis B, Chronic",EFO:0004239,chronic hepatitis B virus infection
46892,1343934,38898,2.0,D009771,Obsessive-Compulsive Disorder,EFO:0004242,obsessive-compulsive disorder
46893,1976748,1604993,2.0,D009771,Obsessive-Compulsive Disorder,EFO:0004242,obsessive-compulsive disorder
46895,1344741,392195,2.0,D009771,Obsessive-Compulsive Disorder,EFO:0004242,obsessive-compulsive disorder
46896,1703326,2223,3.0,D009771,Obsessive-Compulsive Disorder,EFO:0004242,obsessive-compulsive disorder
46897,1343234,675371,2.0,D009080,Mucocutaneous Lymph Node Syndrome,EFO:0004246,mucocutaneous lymph node syndrome
46904,1344800,1383003,4.0,D000740,Anemia,EFO:0004272,anemia (phenotype)
46915,1705449,453833,3.0,D006258,Head and Neck Neoplasms,EFO:0004284,upper aerodigestive tract neoplasm
46917,1344034,675617,3.0,D006086,Graft vs Host Disease,EFO:0004599,acute graft vs. host disease
46921,2473732,711568,1.0,D007319,Sleep Initiation and Maintenance Disorders,EFO:0004698,insomnia
46922,1343081,1280,0.5,D007319,Sleep Initiation and Maintenance Disorders,EFO:0004698,insomnia
46923,1699234,453579,1.0,D019969,Amphetamine-Related Disorders,EFO:0004701,methamphetamine dependence
46933,1343267,675484,2.0,D065630,"Hernias, Diaphragmatic, Congenital",EFO:0005207,congenital heart disease
46935,1343869,93617,2.0,D065630,"Hernias, Diaphragmatic, Congenital",EFO:0005207,congenital heart disease
46936,1703613,380567,2.0,D065630,"Hernias, Diaphragmatic, Congenital",EFO:0005207,congenital heart disease
46937,1344476,361469,2.0,D018281,Cholangiocarcinoma,EFO:0005221,cholangiocarcinoma
46943,1699243,115369,3.0,D001007,Anxiety,EFO:0005230,anxiety
46945,1344149,2717277,3.0,D000236,Adenoma,EFO:0005406,colorectal adenoma
46946,1344764,304398,2.0,D011618,Psychotic Disorders,EFO:0005407,psychosis
46947,1344781,674662,0.5,D002598,Chagas Cardiomyopathy,EFO:0005529,Chagas cardiomyopathy
46953,1344953,238127,2.0,D009293,Opioid-Related Disorders,EFO:0005611,opioid dependence
46957,1702447,217548,2.0,D054058,Acute Coronary Syndrome,EFO:0005672,acute coronary syndrome
46959,1699242,6643,1.0,D005356,Fibromyalgia,EFO:0005687,fibromyalgia
46961,1344116,674781,3.0,D005356,Fibromyalgia,EFO:0005687,fibromyalgia
46963,1705235,404474,2.0,D009437,Neuralgia,EFO:0005762,neuropathic pain
46964,1700584,6579,2.0,D001927,Brain Diseases,EFO:0005774,brain disease
46969,1696966,1381457,1.0,D008228,"Lymphoma, Non-Hodgkin",EFO:0005952,non-Hodgkins lymphoma
46970,1343732,374719,1.0,D008228,"Lymphoma, Non-Hodgkin",EFO:0005952,non-Hodgkins lymphoma
46972,1344494,243124,3.0,D008228,"Lymphoma, Non-Hodgkin",EFO:0005952,non-Hodgkins lymphoma
46973,1699898,470511,1.0,D008228,"Lymphoma, Non-Hodgkin",EFO:0005952,non-Hodgkins lymphoma
46976,1699753,1376068,2.0,D018567,"Breast Neoplasms, Male",EFO:0006861,male breast carcinoma
46977,1702551,361444,2.0,D018567,"Breast Neoplasms, Male",EFO:0006861,male breast carcinoma
46980,1343850,374052,4.0,D003233,"Conjunctivitis, Allergic",EFO:0007141,allergic conjunctivitis
46982,1343960,241,1.0,D016553,"Purpura, Thrombocytopenic, Idiopathic",EFO:0007160,autoimmune thrombocytopenic purpura
46983,1696145,1380463,1.0,D016553,"Purpura, Thrombocytopenic, Idiopathic",EFO:0007160,autoimmune thrombocytopenic purpura
46988,1343930,675553,4.0,D012128,Respiratory Distress Syndrome,EFO:1000637,acute respiratory distress syndrome
46990,1583665,1285396,2.0,D012128,Respiratory Distress Syndrome,EFO:1000637,acute respiratory distress syndrome
46991,1343675,466768,2.0,D012393,Rosacea,EFO:1000760,rosacea
46993,1344559,6723,4.0,D002062,Bursitis,EFO:1000941,frozen shoulder
46994,1343364,8531,4.0,D009798,Ocular Hypertension,EFO:1001069,ocular hypertension
46995,1344780,132003,4.0,D009798,Ocular Hypertension,EFO:1001069,ocular hypertension
46996,1696456,675360,3.0,D001750,"Urinary Bladder, Neurogenic",HP:0000011,Neurogenic bladder
47000,1392874,1121861,2.0,D011507,Proteinuria,HP:0000093,Proteinuria
47002,1344620,445395,3.0,D009216,Myopia,HP:0000545,Myopia
47007,1390844,675779,2.0,D013921,Thrombocytopenia,HP:0001873,Thrombocytopenia
47009,1343599,674458,0.5,D058186,Acute Kidney Injury,HP:0001919,Acute kidney injury
47010,2473035,1926953,2.0,D058186,Acute Kidney Injury,HP:0001919,Acute kidney injury
47013,1703308,93995,3.0,D003248,Constipation,HP:0002019,Constipation
47014,2472813,1926824,2.0,D003248,Constipation,HP:0002019,Constipation
47017,1344064,577488,2.0,D001987,Bronchiectasis,HP:0002110,Bronchiectasis
47019,1695913,456123,3.0,D006937,Hypercholesterolemia,HP:0003124,Hypercholesterolemia
47028,1702458,369464,3.0,D060825,Cognitive Dysfunction,HP:0100543,Cognitive impairment
47034,2795476,3012,2.0,D006470,Hemorrhage,MP:0001914,hemorrhage
47035,1392858,328601,2.0,D006470,Hemorrhage,MP:0001914,hemorrhage
47038,1343814,469217,3.0,D006470,Hemorrhage,MP:0001914,hemorrhage
47060,1392889,1121876,1.0,D015451,"Leukemia, Lymphocytic, Chronic, B-Cell",EFO:0000095,chronic lymphocytic leukemia
47062,1699827,1376110,3.0,D015451,"Leukemia, Lymphocytic, Chronic, B-Cell",EFO:0000095,chronic lymphocytic leukemia
47064,1344494,243124,3.0,D013274,Stomach Neoplasms,EFO:0000178,gastric carcinoma
47066,1344369,675089,3.0,D013274,Stomach Neoplasms,EFO:0000178,gastric carcinoma
47069,2473018,616367,2.0,D006528,"Carcinoma, Hepatocellular",EFO:0000182,hepatocellular carcinoma
47070,1879144,319858,2.0,D006528,"Carcinoma, Hepatocellular",EFO:0000182,hepatocellular carcinoma
47071,1344522,675416,3.0,D006528,"Carcinoma, Hepatocellular",EFO:0000182,hepatocellular carcinoma
47072,1702601,623658,2.0,D006528,"Carcinoma, Hepatocellular",EFO:0000182,hepatocellular carcinoma
47073,1344369,675089,3.0,D006528,"Carcinoma, Hepatocellular",EFO:0000182,hepatocellular carcinoma
47076,1344059,365284,2.0,D006528,"Carcinoma, Hepatocellular",EFO:0000182,hepatocellular carcinoma
47077,1344494,243124,2.0,D006689,Hodgkin Disease,EFO:0000183,Hodgkins lymphoma
47079,1343570,16656,2.0,D024821,Metabolic Syndrome,EFO:0000195,metabolic syndrome
47081,1344063,2045,0.5,D024821,Metabolic Syndrome,EFO:0000195,metabolic syndrome
47083,1699738,55080,2.0,D011471,Prostatic Neoplasms,EFO:0000196,metastatic prostate cancer
47086,1344322,112480,2.0,D009190,Myelodysplastic Syndromes,EFO:0000198,myelodysplastic syndrome
47087,1938038,1592363,4.0,D009190,Myelodysplastic Syndromes,EFO:0000198,myelodysplastic syndrome
47088,1702690,78759,3.0,D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,EFO:0000220,acute lymphoblastic leukemia
47089,1976821,1626780,2.0,D015470,"Leukemia, Myeloid, Acute",EFO:0000222,acute myeloid leukemia
47090,1701398,1418037,2.0,D015470,"Leukemia, Myeloid, Acute",EFO:0000222,acute myeloid leukemia
47091,2473118,1248758,1.0,D015470,"Leukemia, Myeloid, Acute",EFO:0000222,acute myeloid leukemia
47092,1705350,49931,3.0,D015470,"Leukemia, Myeloid, Acute",EFO:0000222,acute myeloid leukemia
47093,1699885,695878,3.0,D015470,"Leukemia, Myeloid, Acute",EFO:0000222,acute myeloid leukemia
47105,1343585,76538,2.0,D003876,"Dermatitis, Atopic",EFO:0000274,atopic eczema
47106,1343170,102073,3.0,D003876,"Dermatitis, Atopic",EFO:0000274,atopic eczema
47107,2473740,349135,1.0,D003876,"Dermatitis, Atopic",EFO:0000274,atopic eczema
47108,1705137,1379653,4.0,D001281,Atrial Fibrillation,EFO:0000275,atrial fibrillation
47109,1703672,1140314,3.0,D001281,Atrial Fibrillation,EFO:0000275,atrial fibrillation
47111,1343064,443348,3.0,D001281,Atrial Fibrillation,EFO:0000275,atrial fibrillation
47112,1343486,67010,2.0,D010195,Pancreatitis,EFO:0000278,pancreatitis
47114,2795476,3012,3.0,D001471,Barrett Esophagus,EFO:0000280,Barrett's esophagus
47115,1697338,1380578,2.0,D011470,Prostatic Hyperplasia,EFO:0000284,benign prostatic hyperplasia
47118,1699855,360298,2.0,D011470,Prostatic Hyperplasia,EFO:0000284,benign prostatic hyperplasia
47119,2473451,328126,2.0,D011470,Prostatic Hyperplasia,EFO:0000284,benign prostatic hyperplasia
47160,1976818,1626777,3.0,D002277,Carcinoma,EFO:0000313,carcinoma
47161,1699368,16088,3.0,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease
47163,1696597,1381088,1.0,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease
47164,1699732,446432,3.0,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease
47166,1392946,1121933,1.0,D005910,Glioma,EFO:0000326,central nervous system cancer
47170,1343205,456266,1.0,D005910,Glioma,EFO:0000326,central nervous system cancer
47173,1343743,485100,2.0,D002813,Chondrosarcoma,EFO:0000333,chondrosarcoma
47174,1343518,115,3.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
47176,1344195,674631,3.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
47177,1343960,241,3.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
47179,1696022,1380340,3.0,D050500,"Pancreatitis, Chronic",EFO:0000342,chronic pancreatitis
47180,1699753,1376068,2.0,D002292,"Carcinoma, Renal Cell",EFO:0000349,clear cell renal carcinoma
47182,1344721,8062,2.0,D015179,Colorectal Neoplasms,EFO:0000365,colorectal adenocarcinoma
47186,1343118,12506,2.0,D015179,Colorectal Neoplasms,EFO:0000365,colorectal adenocarcinoma
47188,1343268,5028,3.0,D015179,Colorectal Neoplasms,EFO:0000365,colorectal adenocarcinoma
47195,1705333,238336,2.0,D006333,Heart Failure,EFO:0000373,congestive heart failure
47199,1937941,1439374,2.0,D003424,Crohn Disease,EFO:0000384,Crohn's disease
47200,1390842,699374,1.0,D003424,Crohn Disease,EFO:0000384,Crohn's disease
47201,1343960,241,2.0,D003424,Crohn Disease,EFO:0000384,Crohn's disease
47202,1976826,1626785,2.0,D003424,Crohn Disease,EFO:0000384,Crohn's disease
47203,1343941,674747,3.0,D008545,Melanoma,EFO:0000389,cutaneous melanoma
47205,1343081,1280,3.0,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
47209,1702428,697236,3.0,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
47210,1705118,137246,2.0,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
47213,1343286,688684,2.0,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
47214,1344395,63252,3.0,D003928,Diabetic Nephropathies,EFO:0000401,diabetic nephropathy
47215,1705607,1379819,2.0,D003928,Diabetic Nephropathies,EFO:0000401,diabetic nephropathy
47220,1699234,453579,3.0,D002311,"Cardiomyopathy, Dilated",EFO:0000407,dilated cardiomyopathy
47222,1700784,92577,2.0,D004827,Epilepsy,EFO:0000474,epilepsy
47227,1699654,411450,1.0,D005909,Glioblastoma,EFO:0000519,glioblastoma multiforme
47228,1702549,715901,2.0,D005909,Glioblastoma,EFO:0000519,glioblastoma multiforme
47229,2473783,1927281,0.5,D005909,Glioblastoma,EFO:0000519,glioblastoma multiforme
47230,1707068,1540523,2.0,D005909,Glioblastoma,EFO:0000519,glioblastoma multiforme
47231,2473221,83217,3.0,D005909,Glioblastoma,EFO:0000519,glioblastoma multiforme
47234,1343803,150941,1.0,D006973,Hypertension,EFO:0000537,hypertension
47237,1699234,453579,3.0,D006973,Hypertension,EFO:0000537,hypertension
47239,1343081,1280,3.0,D002312,"Cardiomyopathy, Hypertrophic",EFO:0000538,hypertrophic cardiomyopathy
47240,1696294,675486,3.0,D007154,Immune System Diseases,EFO:0000540,immune system disease
47241,1706462,1280078,4.0,D007239,Infections,EFO:0000544,infection
47243,1344108,365189,3.0,D007239,Infections,EFO:0000544,infection
47248,1344014,419601,4.0,D007239,Infections,EFO:0000544,infection
47253,1343509,1376005,2.0,D007246,Infertility,EFO:0000545,infertility
47255,1344918,364520,3.0,D007246,Infertility,EFO:0000545,infertility
47262,1697412,675447,1.0,D043183,Irritable Bowel Syndrome,EFO:0000555,irritable bowel syndrome
47263,1700768,321213,2.0,D043183,Irritable Bowel Syndrome,EFO:0000555,irritable bowel syndrome
47267,1343279,85305,2.0,D043183,Irritable Bowel Syndrome,EFO:0000555,irritable bowel syndrome
47268,1696050,1380368,2.0,D043183,Irritable Bowel Syndrome,EFO:0000555,irritable bowel syndrome
47269,1701543,1377330,2.0,D007511,Ischemia,EFO:0000556,ischemia
47270,1702428,697236,1.0,D007511,Ischemia,EFO:0000556,ischemia
47271,1705242,1037712,1.0,D012514,"Sarcoma, Kaposi",EFO:0000558,Kaposi's sarcoma
47272,1706020,63100,2.0,D012514,"Sarcoma, Kaposi",EFO:0000558,Kaposi's sarcoma
47275,1698992,62111,2.0,D007938,Leukemia,EFO:0000565,leukemia
47276,1707015,1381940,2.0,D007938,Leukemia,EFO:0000565,leukemia
47277,1699577,453911,2.0,D007938,Leukemia,EFO:0000565,leukemia
47278,1879144,319858,2.0,D008080,Liposarcoma,EFO:0000569,liposarcoma
47279,1699577,453911,3.0,D008223,Lymphoma,EFO:0000574,lymphoma
47280,1697230,675367,3.0,D008223,Lymphoma,EFO:0000574,lymphoma
47281,1697251,675439,2.0,D008223,Lymphoma,EFO:0000574,lymphoma
47284,1696513,1381004,4.0,D008654,Mesothelioma,EFO:0000588,mesothelioma
47285,2473626,675252,2.0,D009203,Myocardial Infarction,EFO:0000612,myocardial infarction
47286,1702551,361444,2.0,D009369,Neoplasms,EFO:0000616,neoplasm
47287,1699971,197166,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
47289,1699885,695878,2.0,D009369,Neoplasms,EFO:0000616,neoplasm
47290,1702242,84633,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
47291,2583005,1381846,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
47292,1707160,1382048,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
47294,1344487,65415,4.0,D009369,Neoplasms,EFO:0000616,neoplasm
47295,1707230,1382107,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
47297,1344738,675569,4.0,D009369,Neoplasms,EFO:0000616,neoplasm
47300,1937975,1592343,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
47301,1343268,5028,3.0,D009369,Neoplasms,EFO:0000616,neoplasm
47302,1705096,1379627,2.0,D009369,Neoplasms,EFO:0000616,neoplasm
47303,1700795,853,2.0,D009447,Neuroblastoma,EFO:0000621,neuroblastoma
47304,1344852,119640,3.0,D012516,Osteosarcoma,EFO:0000637,osteosarcoma
47305,1435115,1204086,2.0,D012516,Osteosarcoma,EFO:0000637,osteosarcoma
47307,1702458,369464,2.0,D010518,Periodontitis,EFO:0000649,periodontitis
47308,1704450,890056,2.0,D010518,Periodontitis,EFO:0000649,periodontitis
47311,1705388,33469,3.0,D011225,Pre-Eclampsia,EFO:0000668,preeclampsia
47312,1702396,351701,3.0,D011225,Pre-Eclampsia,EFO:0000668,preeclampsia
47313,1344149,2717277,2.0,D011225,Pre-Eclampsia,EFO:0000668,preeclampsia
47315,1702429,1173967,1.0,D011471,Prostatic Neoplasms,EFO:0000673,prostate adenocarcinoma
47316,1343064,443348,2.0,D011471,Prostatic Neoplasms,EFO:0000673,prostate adenocarcinoma
47321,1699218,328891,2.0,D011471,Prostatic Neoplasms,EFO:0000673,prostate adenocarcinoma
47323,1697546,1380947,4.0,D011565,Psoriasis,EFO:0000676,psoriasis
47326,2473359,364875,2.0,D011565,Psoriasis,EFO:0000676,psoriasis
47332,1392901,1121888,2.0,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
47333,1697041,1380226,2.0,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
47335,1392967,1121954,2.0,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
47337,1392898,2832008,2.0,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
47342,1343899,53686,2.0,D012509,Sarcoma,EFO:0000691,sarcoma
47350,1344727,675481,2.0,D012859,Sjogren's Syndrome,EFO:0000699,Sjogren syndrome
47352,1702319,70140,4.0,D012871,Skin Diseases,EFO:0000701,skin disease
47353,1700182,1376249,2.0,D055752,Small Cell Lung Carcinoma,EFO:0000702,small cell lung carcinoma
47354,1976818,1626777,3.0,D055752,Small Cell Lung Carcinoma,EFO:0000702,small cell lung carcinoma
47356,1706866,1381828,2.0,D002294,"Carcinoma, Squamous Cell",EFO:0000707,squamous cell carcinoma
47359,1392859,416772,4.0,D020521,Stroke,EFO:0000712,stroke
47361,1344085,252155,1.0,D020521,Stroke,EFO:0000712,stroke
47363,1344850,2197728,3.0,D020521,Stroke,EFO:0000712,stroke
47365,1698619,44905,3.0,D013345,Subarachnoid Hemorrhage,EFO:0000713,subarachnoid hemorrhage
47369,1344850,2197728,3.0,D013345,Subarachnoid Hemorrhage,EFO:0000713,subarachnoid hemorrhage
47370,1343941,674747,3.0,D012595,"Scleroderma, Systemic",EFO:0000717,systemic scleroderma
47371,1344666,675406,2.0,D012595,"Scleroderma, Systemic",EFO:0000717,systemic scleroderma
47372,1699882,1376143,3.0,D012595,"Scleroderma, Systemic",EFO:0000717,systemic scleroderma
47374,1392912,1121899,2.0,D008545,Melanoma,EFO:0000756,melanoma
47376,1392898,2832008,2.0,D008545,Melanoma,EFO:0000756,melanoma
47380,1583657,716337,2.0,D008545,Melanoma,EFO:0000756,melanoma
47382,1697523,1380924,3.0,D008545,Melanoma,EFO:0000756,melanoma
47383,1344871,9495,2.0,D008545,Melanoma,EFO:0000756,melanoma
47384,1702551,361444,2.0,D008545,Melanoma,EFO:0000756,melanoma
47385,1696357,1380760,2.0,D008545,Melanoma,EFO:0000756,melanoma
47386,1343093,17347,4.0,D015658,HIV Infections,EFO:0000764,HIV infection
47387,1343520,345872,3.0,D015658,HIV Infections,EFO:0000764,HIV infection
47388,1700584,6579,2.0,D015658,HIV Infections,EFO:0000764,HIV infection
47389,2139002,1763556,4.0,D015658,HIV Infections,EFO:0000764,HIV infection
47390,1343268,5028,2.0,D015658,HIV Infections,EFO:0000764,HIV infection
47391,1343301,13494,3.0,D015658,HIV Infections,EFO:0000764,HIV infection
47392,1344988,90635,2.0,D015658,HIV Infections,EFO:0000764,HIV infection
47393,1702338,511465,1.0,D054990,Idiopathic Pulmonary Fibrosis,EFO:0000768,idiopathic pulmonary fibrosis
47394,1699897,1376152,2.0,D008654,Mesothelioma,EFO:0000770,malignant pleural mesothelioma
47395,1343396,675597,2.0,D008654,Mesothelioma,EFO:0000770,malignant pleural mesothelioma
47402,1705307,343725,3.0,D008288,Malaria,EFO:0001068,malaria
47403,1705878,51162,4.0,D008288,Malaria,EFO:0001068,malaria
47411,1343404,39857,2.0,D009765,Obesity,EFO:0001073,obesity
47413,1344202,13618,2.0,D009765,Obesity,EFO:0001073,obesity
47414,1699771,430253,2.0,D009765,Obesity,EFO:0001073,obesity
47415,1699399,1376028,2.0,D009765,Obesity,EFO:0001073,obesity
47418,1698619,44905,3.0,D009765,Obesity,EFO:0001073,obesity
47420,2473654,1383547,2.0,D009767,"Obesity, Morbid",EFO:0001074,morbid obesity
47423,1344155,47340,3.0,D010051,Ovarian Neoplasms,EFO:0001075,ovarian carcinoma
47427,1344546,366279,2.0,D013313,"Stress Disorders, Post-Traumatic",EFO:0001358,post-traumatic stress disorder
47430,1702682,1378030,3.0,D013313,"Stress Disorders, Post-Traumatic",EFO:0001358,post-traumatic stress disorder
47444,1390841,699373,2.0,D006976,"Hypertension, Pulmonary",EFO:0001361,pulmonary arterial hypertension
47445,2139014,1763566,3.0,D006976,"Hypertension, Pulmonary",EFO:0001361,pulmonary arterial hypertension
47446,1344559,6723,1.0,D006976,"Hypertension, Pulmonary",EFO:0001361,pulmonary arterial hypertension
47448,1699752,694190,1.0,D006976,"Hypertension, Pulmonary",EFO:0001361,pulmonary arterial hypertension
47449,1702148,26851,2.0,D006976,"Hypertension, Pulmonary",EFO:0001361,pulmonary arterial hypertension
47450,1343848,261343,1.0,D008268,Macular Degeneration,EFO:0001365,age-related macular degeneration
47453,1699827,1376110,2.0,D009101,Multiple Myeloma,EFO:0001378,multiple myeloma
47455,2473022,436278,2.0,D009101,Multiple Myeloma,EFO:0001378,multiple myeloma
47456,1699897,1376152,2.0,D009101,Multiple Myeloma,EFO:0001378,multiple myeloma
47457,2472757,1248752,3.0,D009101,Multiple Myeloma,EFO:0001378,multiple myeloma
47458,1706249,662975,1.0,D009101,Multiple Myeloma,EFO:0001378,multiple myeloma
47462,1702587,1377964,1.0,D008107,Liver Diseases,EFO:0001421,liver disease
47465,1697398,1380624,1.0,D008107,Liver Diseases,EFO:0001421,liver disease
47466,2473748,1525737,1.0,D008107,Liver Diseases,EFO:0001421,liver disease
47467,1937961,1117844,1.0,D008107,Liver Diseases,EFO:0001421,liver disease
47468,1706462,1280078,1.0,D008107,Liver Diseases,EFO:0001421,liver disease
47469,1879120,1335704,1.0,D008107,Liver Diseases,EFO:0001421,liver disease
47471,1343231,675080,1.0,D019337,Hematologic Neoplasms,EFO:0001642,lymphoid neoplasm
47472,1343688,675363,2.0,D019337,Hematologic Neoplasms,EFO:0001642,lymphoid neoplasm
47477,1706440,1380086,4.0,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
47486,1343081,1280,3.0,D011087,Polycythemia Vera,EFO:0002429,polycythemia vera
47503,1344734,675816,2.0,D015526,AIDS Dementia Complex,EFO:0002608,AIDS dementia
47504,1702669,324544,1.0,D019970,Cocaine-Related Disorders,EFO:0002610,cocaine dependence
47505,1343992,27251,1.0,D019970,Cocaine-Related Disorders,EFO:0002610,cocaine dependence
47507,1700581,14367,2.0,D019970,Cocaine-Related Disorders,EFO:0002610,cocaine dependence
47508,1702661,1378017,0.5,D019970,Cocaine-Related Disorders,EFO:0002610,cocaine dependence
47510,1392898,2832008,2.0,D008545,Melanoma,EFO:0002617,metastatic melanoma
47511,2472757,1248752,3.0,D008545,Melanoma,EFO:0002617,metastatic melanoma
47513,2473563,1797534,1.0,D008545,Melanoma,EFO:0002617,metastatic melanoma
47514,1344036,675579,3.0,D010190,Pancreatic Neoplasms,EFO:0002618,pancreatic carcinoma
47515,1705242,1037712,2.0,D010190,Pancreatic Neoplasms,EFO:0002618,pancreatic carcinoma
