molregno,syn_type,molsyn_id,res_stem_id,synonyms
207843,RESEARCH_CODE,15680,372.0,MDL-28050
511368,RESEARCH_CODE,15681,372.0,MDL-28618
226685,RESEARCH_CODE,15682,372.0,MDL-860
341452,RESEARCH_CODE,15684,372.0,MDL-73811
216107,RESEARCH_CODE,15686,378.0,MEN-10627
603389,RESEARCH_CODE,15689,378.0,MEN-10749
190453,RESEARCH_CODE,15691,378.0,MEN-11532
189737,RESEARCH_CODE,15692,378.0,MEN-11540
374399,RESEARCH_CODE,15693,378.0,MEN-11558
219390,RESEARCH_CODE,15694,378.0,MEN-11575
189699,RESEARCH_CODE,15695,378.0,MEN-11667
189958,RESEARCH_CODE,15696,378.0,MEN-11668
374400,RESEARCH_CODE,15697,378.0,MEN-11690
189698,RESEARCH_CODE,15698,378.0,MEN-11691
190420,RESEARCH_CODE,15699,378.0,MEN-11701
189659,RESEARCH_CODE,15738,378.0,MEN-11703
190421,RESEARCH_CODE,15739,378.0,MEN-11708
190310,RESEARCH_CODE,15740,378.0,MEN-11712
189743,RESEARCH_CODE,15741,378.0,MEN-11733
189742,RESEARCH_CODE,15742,378.0,MEN-11749
189664,RESEARCH_CODE,15743,378.0,MEN-11799
190556,RESEARCH_CODE,15744,378.0,MEN-11830
190554,RESEARCH_CODE,15745,378.0,MEN-11877
190553,RESEARCH_CODE,15746,378.0,MEN-11959
190366,RESEARCH_CODE,15747,378.0,MEN-11970
190657,RESEARCH_CODE,15748,378.0,MEN-11986
189961,RESEARCH_CODE,15749,378.0,MEN-11987
189960,RESEARCH_CODE,15750,378.0,MEN-11990
374268,RESEARCH_CODE,15751,378.0,MEN-11995
302685,RESEARCH_CODE,15752,378.0,MEN-14933
347693,RESEARCH_CODE,15753,378.0,MEN-15442
366521,RESEARCH_CODE,15754,378.0,MEN-16132
512042,RESEARCH_CODE,15755,386.0,MK-0354
364983,RESEARCH_CODE,15756,386.0,MK-0364
363589,RESEARCH_CODE,15758,386.0,MK-0431
436277,RESEARCH_CODE,15759,386.0,MK-045
422253,RESEARCH_CODE,15761,386.0,MK-0518
479177,RESEARCH_CODE,15763,386.0,MK-0668
468094,RESEARCH_CODE,15764,386.0,MK-0731
469679,RESEARCH_CODE,15767,386.0,MK-1256
555380,RESEARCH_CODE,15768,386.0,MK-1925
492184,RESEARCH_CODE,15772,386.0,MK-4965
496967,RESEARCH_CODE,15773,386.0,MK-499
1385895,RESEARCH_CODE,15774,386.0,MK-50
612835,RESEARCH_CODE,15779,386.0,MK-801
391126,RESEARCH_CODE,15781,,NCI-0001009
391128,RESEARCH_CODE,15782,,NCI-0002091
391132,RESEARCH_CODE,15783,,NCI-0004355
314314,RESEARCH_CODE,15784,,NCI-100857
469990,RESEARCH_CODE,15785,,NCI-107527
314172,RESEARCH_CODE,15786,,NCI-10777
469604,RESEARCH_CODE,15787,,NCI-117769
314335,RESEARCH_CODE,15788,,NCI-13239
469391,RESEARCH_CODE,15789,,NCI-139606
224527,RESEARCH_CODE,15790,,NCI-142496
595130,RESEARCH_CODE,15791,,NCI-14893
469392,RESEARCH_CODE,15792,,NCI-159878
314209,RESEARCH_CODE,15793,,NCI-163376
469467,RESEARCH_CODE,15794,,NCI-165451
313986,RESEARCH_CODE,15795,,NCI-172112
314034,RESEARCH_CODE,15796,,NCI-17383
314205,RESEARCH_CODE,15797,,NCI-176327
469468,RESEARCH_CODE,15798,,NCI-177967
314199,RESEARCH_CODE,15799,,NCI-178248
314003,RESEARCH_CODE,15800,,NCI-180973
314363,RESEARCH_CODE,15801,,NCI-193457
469542,RESEARCH_CODE,15802,,NCI-23869
469543,RESEARCH_CODE,15803,,NCI-23872
314010,RESEARCH_CODE,15804,,NCI-24915
314002,RESEARCH_CODE,15805,,NCI-293015
595125,RESEARCH_CODE,15806,,NCI-29992
595139,RESEARCH_CODE,15807,,NCI-29997
314034,RESEARCH_CODE,15808,,NCI-303812
314378,RESEARCH_CODE,15809,,NCI-305884
314402,RESEARCH_CODE,15811,,NCI-314055
313981,RESEARCH_CODE,15812,,NCI-320000
66218,RESEARCH_CODE,15813,,NCI-321803
314401,RESEARCH_CODE,15814,,NCI-343513
130925,RESEARCH_CODE,15815,,NCI-372939
86618,RESEARCH_CODE,15816,,NCI-57653
469989,RESEARCH_CODE,15817,,NCI-58425
469603,RESEARCH_CODE,15818,,NCI-80427
205991,RESEARCH_CODE,15819,,NU-1025
154752,RESEARCH_CODE,15820,,NU-2017
440694,RESEARCH_CODE,15821,,NU-2058
112224,RESEARCH_CODE,15823,,NU-6027
111941,RESEARCH_CODE,15824,,NU-6034
154753,RESEARCH_CODE,15825,,NU-6052
202989,RESEARCH_CODE,15826,,NU-6086
203121,RESEARCH_CODE,15827,,NU-6094
171551,RESEARCH_CODE,15829,,NU-6102
315023,RESEARCH_CODE,15830,,NU-7432
315023,RESEARCH_CODE,15831,,NU-7441
301247,RESEARCH_CODE,15833,,NU-8231
140673,RESEARCH_CODE,15834,457.0,ORG-20494
146162,RESEARCH_CODE,15836,457.0,ORG-25543
352246,RESEARCH_CODE,15837,457.0,ORG-41841
500701,RESEARCH_CODE,15839,,OSIP-339391
500067,RESEARCH_CODE,15840,,OSIP-339391
541743,RESEARCH_CODE,15841,,OZ-209
436587,RESEARCH_CODE,15842,,OZ-277
378238,RESEARCH_CODE,15843,,OZ-288
392649,RESEARCH_CODE,15844,,PB-100
392652,RESEARCH_CODE,15845,,PB-101
392701,RESEARCH_CODE,15846,,PB-105
392712,RESEARCH_CODE,15847,,PB-106
392710,RESEARCH_CODE,15848,,PB-107
392654,RESEARCH_CODE,15849,,PB-109
392719,RESEARCH_CODE,15850,,PB-110
392720,RESEARCH_CODE,15851,,PB-111
392713,RESEARCH_CODE,15852,,PB-112
392714,RESEARCH_CODE,15853,,PB-113
392703,RESEARCH_CODE,15854,,PB-114
392696,RESEARCH_CODE,15855,,PB-127
392705,RESEARCH_CODE,15856,,PB-139
392708,RESEARCH_CODE,15857,,PB-140
392503,RESEARCH_CODE,15858,,PB-17
392515,RESEARCH_CODE,15859,,PB-26
322320,RESEARCH_CODE,15860,,PB-27
80081,RESEARCH_CODE,15861,,PB-28
392496,RESEARCH_CODE,15862,,PB-37
392491,RESEARCH_CODE,15863,,PB-43
322570,RESEARCH_CODE,15864,,PB-80
322360,RESEARCH_CODE,15865,,PB-81
392635,RESEARCH_CODE,15866,,PB-86
392638,RESEARCH_CODE,15867,,PB-87
392640,RESEARCH_CODE,15868,,PB-88
392642,RESEARCH_CODE,15869,,PB-89
392644,RESEARCH_CODE,15870,,PB-90
392646,RESEARCH_CODE,15871,,PB-91
392688,RESEARCH_CODE,15872,,PB-94
392657,RESEARCH_CODE,15873,,PB-95
392659,RESEARCH_CODE,15874,,PB-96
392661,RESEARCH_CODE,15875,,PB-97
392662,RESEARCH_CODE,15876,,PB-98
392648,RESEARCH_CODE,15877,,PB-99
120414,RESEARCH_CODE,15878,,PB-183
183155,RESEARCH_CODE,15879,470.0,PD-0166326
174489,RESEARCH_CODE,15880,470.0,PD-0173952
359195,RESEARCH_CODE,15881,470.0,PD-0173955
568350,RESEARCH_CODE,15882,470.0,PD-0173956
568347,RESEARCH_CODE,15883,470.0,PD-0173958
568348,RESEARCH_CODE,15884,470.0,PD-0179483
568349,RESEARCH_CODE,15885,470.0,PD-0180970
234747,RESEARCH_CODE,15886,470.0,PD-0183812
360719,RESEARCH_CODE,15887,470.0,PD-0305970
389524,RESEARCH_CODE,15888,470.0,PD-0316684
378039,RESEARCH_CODE,15890,470.0,PD-0326448
496430,RESEARCH_CODE,15892,470.0,PD-068253
92501,RESEARCH_CODE,15893,470.0,PD-117915
263483,RESEARCH_CODE,15894,470.0,PD-128483
301611,RESEARCH_CODE,15895,470.0,PD-146176
80973,RESEARCH_CODE,15896,470.0,PD-158780
183155,RESEARCH_CODE,15897,470.0,PD-166326
42238,RESEARCH_CODE,15898,470.0,PD-168393
19187,RESEARCH_CODE,15899,470.0,PD-169316
317955,RESEARCH_CODE,15900,470.0,PD-173074
359195,RESEARCH_CODE,15901,470.0,PD-17395
169054,RESEARCH_CODE,15904,137.0,CI-1040
424811,RESEARCH_CODE,15905,470.0,PD-200347
596096,RESEARCH_CODE,15906,473.0,PF-00277343
631058,RESEARCH_CODE,15909,473.0,PF-02367982
473453,RESEARCH_CODE,15910,473.0,PF-04622664
618930,RESEARCH_CODE,15911,473.0,PF-184298
506482,RESEARCH_CODE,15912,473.0,PF-228
602271,RESEARCH_CODE,15913,473.0,PF-2341066
398214,RESEARCH_CODE,15914,473.0,PF-429242
452650,RESEARCH_CODE,15915,473.0,PF-431396
630429,RESEARCH_CODE,15916,473.0,PF-4618433
630975,RESEARCH_CODE,15917,473.0,PF-562271
471460,RESEARCH_CODE,15918,473.0,PF-622
558843,RESEARCH_CODE,15919,473.0,PF-750
629851,RESEARCH_CODE,15920,473.0,PF-877423
502044,RESEARCH_CODE,15921,473.0,PF-915275
312858,RESEARCH_CODE,15922,473.0,PF-1022A
561634,RESEARCH_CODE,15923,473.0,PF-1140
564274,RESEARCH_CODE,15924,473.0,PF-3409409
297525,RESEARCH_CODE,15925,474.0,PG-01037
559598,RESEARCH_CODE,15926,474.0,PG-11400
566718,RESEARCH_CODE,15927,474.0,PG-11401
566733,RESEARCH_CODE,15928,474.0,PG-11402
425914,RESEARCH_CODE,15929,475.0,PH-709829
619399,RESEARCH_CODE,15930,475.0,PH-797804
321046,RESEARCH_CODE,15931,476.0,PHA-533533
352807,RESEARCH_CODE,15932,476.0,PHA-543613
123882,RESEARCH_CODE,15933,476.0,PHA-57378
447415,RESEARCH_CODE,15934,476.0,PHA-665752
321594,RESEARCH_CODE,15935,476.0,PHA-680632
436278,RESEARCH_CODE,15936,476.0,PHA-739358
617341,RESEARCH_CODE,15937,476.0,PHA-745052
378628,RESEARCH_CODE,15938,476.0,PHA-767491
619399,RESEARCH_CODE,15939,476.0,PHA-797804
524371,RESEARCH_CODE,15941,,PK-11195
118552,RESEARCH_CODE,15946,,PKF-241-466
117931,RESEARCH_CODE,15947,,PKF-242-484
598734,RESEARCH_CODE,15948,,PKI-402
421407,RESEARCH_CODE,15951,482.0,PNU-107859
427125,RESEARCH_CODE,15952,482.0,PNU-120596
222655,RESEARCH_CODE,15953,482.0,PNU-141659
56471,RESEARCH_CODE,15954,482.0,PNU-142372
38018,RESEARCH_CODE,15955,482.0,PNU-142721
519393,RESEARCH_CODE,15956,482.0,PNU-145185
566368,RESEARCH_CODE,15957,482.0,PNU-159548
246659,RESEARCH_CODE,15958,482.0,PNU-171933
247048,RESEARCH_CODE,15959,482.0,PNU-172576
519394,RESEARCH_CODE,15960,482.0,PNU-181128
328419,RESEARCH_CODE,15961,482.0,PNU-181465
415,RESEARCH_CODE,15962,482.0,PNU-22394
298506,RESEARCH_CODE,15963,482.0,PNU-282987
350151,RESEARCH_CODE,15964,482.0,PNU-288034
425403,RESEARCH_CODE,15965,482.0,PNU-74654
18015,RESEARCH_CODE,15966,482.0,PNU-82965
65051,RESEARCH_CODE,15967,482.0,PNU-94126
208205,RESEARCH_CODE,15968,482.0,PNU-95666E
65142,RESEARCH_CODE,15969,482.0,PNU-96293
16978,RESEARCH_CODE,15970,482.0,PNU-99194A
65428,RESEARCH_CODE,15971,482.0,PNU-99963
165012,RESEARCH_CODE,15972,,PTK-787
1503706,RESEARCH_CODE,15974,,PTR-3046
623520,RESEARCH_CODE,15975,,PTR-6154
449699,RESEARCH_CODE,15976,,PWZ-31A
449629,RESEARCH_CODE,15977,,PWZ-35A
257892,RESEARCH_CODE,15978,,QF-0400B
258265,RESEARCH_CODE,15979,,QF-0402B
196879,RESEARCH_CODE,15980,,QF-0408B
196179,RESEARCH_CODE,15981,,QF-05IOB
180983,RESEARCH_CODE,15982,,QF-0610B
269278,RESEARCH_CODE,15983,,QF-0702B
269654,RESEARCH_CODE,15984,,QF-0703B
237774,RESEARCH_CODE,15985,,QF-1003B
470601,RESEARCH_CODE,15986,,QF-1012B
470538,RESEARCH_CODE,15987,,QF-1064B
470541,RESEARCH_CODE,15988,,QF-1068B
412536,RESEARCH_CODE,15989,,QF-4104B
412537,RESEARCH_CODE,15990,,QF-4108B
412538,RESEARCH_CODE,15991,,QF-4124B
412539,RESEARCH_CODE,15992,,QF-4128B
412542,RESEARCH_CODE,15993,,QF-4214B
412545,RESEARCH_CODE,15994,,QF-4218B
219423,RESEARCH_CODE,15995,,QM-96521
218619,RESEARCH_CODE,15996,,QM-96625
162216,RESEARCH_CODE,15997,498.0,R-226161
608940,RESEARCH_CODE,15998,498.0,R-30490
135676,RESEARCH_CODE,15999,498.0,R-68151
374742,RESEARCH_CODE,16001,498.0,R-115866
471031,RESEARCH_CODE,16002,498.0,R-116010
3986,RESEARCH_CODE,16006,,REV-5901
3986,RESEARCH_CODE,16007,,REV-901
82399,RESEARCH_CODE,16008,501.0,RG-6820
105992,RESEARCH_CODE,16009,501.0,RG-13022
484871,RESEARCH_CODE,16010,501.0,RG-50810
232097,RESEARCH_CODE,16011,,RK-286C
381042,RESEARCH_CODE,16017,,RK-682
438288,RESEARCH_CODE,16018,517.0,Ro-106-9920
427183,RESEARCH_CODE,16019,517.0,Ro-115-1240
295403,RESEARCH_CODE,16020,517.0,Ro-126099
563064,RESEARCH_CODE,16022,517.0,Ro-151570
164379,RESEARCH_CODE,16023,517.0,Ro-217767
496437,RESEARCH_CODE,16024,517.0,Ro-28-2653
213,RESEARCH_CODE,16025,517.0,Ro-318220
456717,RESEARCH_CODE,16026,517.0,Ro-32-7315
359155,RESEARCH_CODE,16027,517.0,Ro-41284
371594,RESEARCH_CODE,16028,517.0,Ro-490846
147406,RESEARCH_CODE,16029,517.0,Ro-5-3335
478035,RESEARCH_CODE,16031,517.0,Ro-51
123335,RESEARCH_CODE,16032,517.0,Ro-60-0175
440962,RESEARCH_CODE,16033,517.0,Ro-64-6198
630554,RESEARCH_CODE,16034,517.0,Ro-65-7674
601779,RESEARCH_CODE,16035,517.0,Ro-85
472161,RESEARCH_CODE,16036,517.0,Ro-9187
626318,RESEARCH_CODE,16037,517.0,Ro-0274375
625434,RESEARCH_CODE,16038,517.0,Ro-0281675
447075,RESEARCH_CODE,16039,517.0,Ro-2433
340673,RESEARCH_CODE,16040,517.0,Ro-3201195
609883,RESEARCH_CODE,16041,517.0,Ro-4396686
616730,RESEARCH_CODE,16042,517.0,Ro-4882224
617122,RESEARCH_CODE,16043,517.0,Ro-4938581
123335,RESEARCH_CODE,16044,517.0,Ro-600175
152981,RESEARCH_CODE,16046,508.0,RP-58866
419688,RESEARCH_CODE,16047,509.0,RPR-107393
419689,RESEARCH_CODE,16048,509.0,RPR-107393
151237,RESEARCH_CODE,16049,509.0,RPR-118071
459270,RESEARCH_CODE,16050,510.0,RS-127445
300397,RESEARCH_CODE,16051,,RTI-1176-012
300420,RESEARCH_CODE,16052,,RTI-1176-013
190878,RESEARCH_CODE,16053,,RTI-130
78097,RESEARCH_CODE,16054,,RTI-147
77884,RESEARCH_CODE,16056,,RTI-177
191491,RESEARCH_CODE,16057,,RTI-188
190908,RESEARCH_CODE,16058,,RTI-189
382978,RESEARCH_CODE,16059,,RTI-219
1058611,RESEARCH_CODE,16060,,RTI-229
77830,RESEARCH_CODE,16061,,RTI-336
77883,RESEARCH_CODE,16062,,RTI-422
78007,RESEARCH_CODE,16063,,RTI-5989-23
77536,RESEARCH_CODE,16064,,RTI-5989-25
77414,RESEARCH_CODE,16065,,RTI-5989-30
219370,RESEARCH_CODE,16066,,RTI-5989-31
30556,RESEARCH_CODE,16067,,RTI-5989-54
77991,RESEARCH_CODE,16068,,RTI-5989-56
488159,RESEARCH_CODE,16069,,RTI-12
487047,RESEARCH_CODE,16070,,RTI-15
56988,RESEARCH_CODE,16071,,RTI-20
487048,RESEARCH_CODE,16072,,RTI-22
5155,RESEARCH_CODE,16074,512.0,RU-58841
627578,RESEARCH_CODE,16077,512.0,RU-56187
317564,RESEARCH_CODE,16078,512.0,RU-846
59045,RESEARCH_CODE,16079,514.0,RWJ-37868
371733,RESEARCH_CODE,16080,514.0,RWJ-416457
435024,RESEARCH_CODE,16081,514.0,RWJ-50353
2728,RESEARCH_CODE,16082,514.0,RWJ-54003
434115,RESEARCH_CODE,16083,514.0,RWJ-56423
614783,RESEARCH_CODE,16084,514.0,RWJ-671818
320136,RESEARCH_CODE,16085,514.0,RWJ-67657
6784,RESEARCH_CODE,16086,515.0,RX-781094
6680,RESEARCH_CODE,16087,515.0,RX-821002
219056,RESEARCH_CODE,16088,,RY-066
60938,RESEARCH_CODE,16089,519.0,SA-58035
684321,RESEARCH_CODE,16090,519.0,SA-13353
288474,RESEARCH_CODE,16091,519.0,SA-2572
495804,RESEARCH_CODE,16092,519.0,SA-6541
600548,RESEARCH_CODE,16093,522.0,SB-13
19411,RESEARCH_CODE,16094,522.0,SB-202474
238731,RESEARCH_CODE,16096,522.0,SB-207266
165211,RESEARCH_CODE,16097,522.0,SB-213698
1382811,RESEARCH_CODE,16098,522.0,SB-215505
153341,RESEARCH_CODE,16099,522.0,SB-216995
597723,RESEARCH_CODE,16100,522.0,SB-218655
13629,RESEARCH_CODE,16101,522.0,SB-220025
7077,RESEARCH_CODE,16102,522.0,SB-222200
6760,RESEARCH_CODE,16103,522.0,SB-2234
6760,RESEARCH_CODE,16104,522.0,SB-223412
410017,RESEARCH_CODE,16105,522.0,SB-225002
14131,RESEARCH_CODE,16107,522.0,SB-242084
14132,RESEARCH_CODE,16108,522.0,SB-243213
98828,RESEARCH_CODE,16109,522.0,SB-258585
385208,RESEARCH_CODE,16111,522.0,SB-290157
500698,RESEARCH_CODE,16112,522.0,SB-298
500016,RESEARCH_CODE,16113,522.0,SB-298
87552,RESEARCH_CODE,16114,522.0,SB-334867
439216,RESEARCH_CODE,16115,522.0,SB-379278A
684526,RESEARCH_CODE,16116,522.0,SB-399885
580438,E_NUMBER,16139,,E386
756500,E_NUMBER,16140,,E127
976721,E_NUMBER,16141,,E122
476773,RESEARCH_CODE,16142,,DSM-100
476627,RESEARCH_CODE,16143,,DSM-106
476863,RESEARCH_CODE,16144,,DSM-107
476864,RESEARCH_CODE,16145,,DSM-108
476927,RESEARCH_CODE,16146,,DSM-109
476928,RESEARCH_CODE,16147,,DSM-111
476933,RESEARCH_CODE,16148,,DSM-112
476929,RESEARCH_CODE,16149,,DSM-120
477023,RESEARCH_CODE,16150,,DSM-121
477028,RESEARCH_CODE,16151,,DSM-122
477119,RESEARCH_CODE,16152,,DSM-123
477026,RESEARCH_CODE,16153,,DSM-124
477122,RESEARCH_CODE,16154,,DSM-125
477024,RESEARCH_CODE,16155,,DSM-126
477027,RESEARCH_CODE,16156,,DSM-128
476701,RESEARCH_CODE,16157,,DSM-131
476930,RESEARCH_CODE,16158,,DSM-132
476931,RESEARCH_CODE,16159,,DSM-133
476860,RESEARCH_CODE,16160,,DSM-69
476700,RESEARCH_CODE,16161,,DSM-73
476772,RESEARCH_CODE,16162,,DSM-74
477120,RESEARCH_CODE,16163,,DSM-81
477025,RESEARCH_CODE,16164,,DSM-82
477121,RESEARCH_CODE,16165,,DSM-83
476861,RESEARCH_CODE,16166,,DSM-84
476932,RESEARCH_CODE,16167,,DSM-85
476774,RESEARCH_CODE,16168,,DSM-87
476775,RESEARCH_CODE,16169,,DSM-88
476769,RESEARCH_CODE,16170,,DSM-89
476696,RESEARCH_CODE,16171,,DSM-92
476699,RESEARCH_CODE,16172,,DSM-94
476628,RESEARCH_CODE,16173,,DSM-95
476771,RESEARCH_CODE,16174,,DSM-97
476770,RESEARCH_CODE,16175,,DSM-98
476859,RESEARCH_CODE,16176,,DSM-99
347726,RESEARCH_CODE,16179,206.0,EMD-281014
615664,RESEARCH_CODE,16180,206.0,EMD-534085
140641,RESEARCH_CODE,16181,206.0,EMD-53998
228552,RESEARCH_CODE,16182,206.0,EMD-56010
140641,RESEARCH_CODE,16183,206.0,EMD-57033
140641,RESEARCH_CODE,16184,206.0,EMD-57439
552588,RESEARCH_CODE,16185,206.0,EMD-60400
552531,RESEARCH_CODE,16187,206.0,EMD-61753
306726,RESEARCH_CODE,16188,206.0,EMD-95885
177143,RESEARCH_CODE,16190,233.0,FK-1012
360452,OTHER,16196,,TSP1-717
360453,OTHER,16197,,TSP1-718
360454,OTHER,16198,,TSP1-719
360483,OTHER,16199,,TSP1-730
360503,OTHER,16200,,TSP1-731
644797,RESEARCH_CODE,16201,,TTP-8307
360439,RESEARCH_CODE,16202,,TW-37
439369,RESEARCH_CODE,16203,615.0,TX-1877
293649,RESEARCH_CODE,16204,615.0,TX-1943
293495,RESEARCH_CODE,16205,615.0,TX-1944
290114,RESEARCH_CODE,16206,615.0,TX-1993
510992,RESEARCH_CODE,16207,615.0,TX-2148
510993,RESEARCH_CODE,16208,615.0,TX-2152
454555,RESEARCH_CODE,16209,615.0,TX-2228
454556,RESEARCH_CODE,16210,615.0,TX-2234
454554,RESEARCH_CODE,16211,615.0,TX-2235
454553,RESEARCH_CODE,16212,615.0,TX-2236
453436,RESEARCH_CODE,16213,615.0,TX-2237
453507,RESEARCH_CODE,16214,615.0,TX-2238
453435,RESEARCH_CODE,16215,615.0,TX-2239
453437,RESEARCH_CODE,16216,615.0,TX-2240
510994,RESEARCH_CODE,16217,615.0,TX-2256
396777,RESEARCH_CODE,16218,615.0,TX-67
125427,RESEARCH_CODE,16219,617.0,TZI-41127
55600,RESEARCH_CODE,16220,619.0,U-100480
201657,RESEARCH_CODE,16221,619.0,U-37883A
57621,RESEARCH_CODE,16223,,SYM-2081
157827,RESEARCH_CODE,16224,619.0,U-0124
157892,RESEARCH_CODE,16225,619.0,U-86983
98684,RESEARCH_CODE,16226,,UB-165
306688,RESEARCH_CODE,16227,,ALX-5407
332795,RESEARCH_CODE,16228,,UBP-302
593184,RESEARCH_CODE,16229,620.0,UC-82
343850,RESEARCH_CODE,16232,621.0,UCB-101333-3
298103,RESEARCH_CODE,16233,,UCCF-029
191797,RESEARCH_CODE,16234,,UCL-1684
191832,RESEARCH_CODE,16235,,UCL-1848
55755,RESEARCH_CODE,16236,,UCL-1972
212352,RESEARCH_CODE,16237,,UCL-2138
338378,RESEARCH_CODE,16238,,UCL-2158H
10925,RESEARCH_CODE,16239,,UCM-5600
312379,RESEARCH_CODE,16240,,UCM-454
394456,RESEARCH_CODE,16243,,UFP-111
394457,RESEARCH_CODE,16244,,UFP-112
331561,RESEARCH_CODE,16245,,UFP-502
510194,RESEARCH_CODE,16246,,UFP-512
33681,RESEARCH_CODE,16247,,UH-232
28553,RESEARCH_CODE,16248,,UH-301
267859,RESEARCH_CODE,16249,,UIC-94003
267163,RESEARCH_CODE,16250,,UIC-940T
425345,RESEARCH_CODE,16251,622.0,UK-191005
499510,RESEARCH_CODE,16252,622.0,UK-201844
567179,RESEARCH_CODE,16253,622.0,UK-240455
425163,RESEARCH_CODE,16254,622.0,UK-294315
1355712,RESEARCH_CODE,16256,619.0,U-72408E
453356,RESEARCH_CODE,16257,622.0,UK-371800
382721,RESEARCH_CODE,16258,622.0,UK-383367
267163,RESEARCH_CODE,16259,368.0,MC-114
519549,RESEARCH_CODE,16260,,UMJD-1466
608201,RESEARCH_CODE,16261,,UMJD-1844
519550,RESEARCH_CODE,16262,,UMJD-853
562072,OTHER,16263,,UNBS1450
389707,OTHER,16264,,UNBS3157
571385,OTHER,16265,,UNC0224
167364,RESEARCH_CODE,16266,623.0,UR-12670
476200,RESEARCH_CODE,16267,623.0,UR-AK24
476201,RESEARCH_CODE,16268,623.0,UR-PI104
476202,RESEARCH_CODE,16269,623.0,UR-PI141
476266,RESEARCH_CODE,16270,623.0,UR-PI147
476267,RESEARCH_CODE,16271,623.0,UR-PI182
498806,RESEARCH_CODE,16272,623.0,UR-PI287
476268,RESEARCH_CODE,16273,623.0,UR-PI288
476269,RESEARCH_CODE,16274,623.0,UR-PI294
476270,RESEARCH_CODE,16275,623.0,UR-PI295
617531,RESEARCH_CODE,16276,623.0,UR-PI376
617746,RESEARCH_CODE,16277,623.0,UR-PI97
56000,RESEARCH_CODE,16278,624.0,V-102862
451254,RESEARCH_CODE,16279,624.0,V-11294
453410,RESEARCH_CODE,16280,,VA-106483
414171,RESEARCH_CODE,16281,,VCP-102
414168,RESEARCH_CODE,16282,,VCP-28
630239,RESEARCH_CODE,16283,,VEL-0230
562466,RESEARCH_CODE,16284,,VER-156084
567790,RESEARCH_CODE,16285,,VER-156085
555392,RESEARCH_CODE,16286,,VER-24052
338610,RESEARCH_CODE,16287,,VER-2692
124126,RESEARCH_CODE,16288,,VER-3323
317497,RESEARCH_CODE,16289,,VER-49009
419065,RESEARCH_CODE,16290,,VER-50589
123351,RESEARCH_CODE,16292,,VER-5384
124158,RESEARCH_CODE,16293,,VER-5593
13522,RESEARCH_CODE,16294,,VK-19911
394858,RESEARCH_CODE,16295,,VL-0494
308821,RESEARCH_CODE,16296,,VNA-932
343762,RESEARCH_CODE,16298,,VP32947
567900,OTHER,16299,,VPC44211
564256,OTHER,16300,,VPC44217
562556,OTHER,16301,,VPC45129
372413,RESEARCH_CODE,16302,,VRT-125853
571387,RESEARCH_CODE,16303,,VRT-394
372416,RESEARCH_CODE,16304,,VRT-752586
372342,RESEARCH_CODE,16305,633.0,VRX-480773
475888,RESEARCH_CODE,16306,,VU001171
491207,RESEARCH_CODE,16307,,VU0080241
475968,RESEARCH_CODE,16308,,VU0092145
478956,RESEARCH_CODE,16309,,VU0119498
689455,RESEARCH_CODE,16310,,VU0130734
479407,RESEARCH_CODE,16311,,VU0238429
689456,RESEARCH_CODE,16312,,VU0361591
616167,RESEARCH_CODE,16313,,VU0365137
616105,RESEARCH_CODE,16314,,VU0366367
616103,RESEARCH_CODE,16315,,VU0366368
616102,RESEARCH_CODE,16316,,VU0366369
616104,RESEARCH_CODE,16317,,VU0366370
616166,RESEARCH_CODE,16318,,VU0366372
684824,RESEARCH_CODE,16319,,VU10001
684825,RESEARCH_CODE,16320,,VU10002
684826,RESEARCH_CODE,16321,,VU10003
684827,RESEARCH_CODE,16322,,VU10004
684828,RESEARCH_CODE,16323,,VU10005
684829,RESEARCH_CODE,16324,,VU10006
684830,RESEARCH_CODE,16325,,VU10007
684831,RESEARCH_CODE,16326,,VU10008
684832,RESEARCH_CODE,16327,,VU10009
684833,RESEARCH_CODE,16328,,VU10010
68121,RESEARCH_CODE,16329,,VUF-5224
67073,RESEARCH_CODE,16330,,VUF-5225
68018,RESEARCH_CODE,16331,,VUF-5228
13036,RESEARCH_CODE,16332,,VUF-5296
13050,RESEARCH_CODE,16333,,VUF-5297
416035,RESEARCH_CODE,16334,,VUF-5495
416015,RESEARCH_CODE,16335,,VUF-5496
415994,RESEARCH_CODE,16336,,VUF-5497
415987,RESEARCH_CODE,16337,,VUF-5498
416005,RESEARCH_CODE,16338,,VUF-5499
416014,RESEARCH_CODE,16339,,VUF-5500
416013,RESEARCH_CODE,16340,,VUF-5509
416022,RESEARCH_CODE,16341,,VUF-5520
416040,RESEARCH_CODE,16342,,VUF-5547
416044,RESEARCH_CODE,16343,,VUF-5548
416003,RESEARCH_CODE,16344,,VUF-5550
416031,RESEARCH_CODE,16345,,VUF-5554
68019,RESEARCH_CODE,16346,,VUF-5642
67109,RESEARCH_CODE,16347,,VUF-5649
68119,RESEARCH_CODE,16348,,VUF-5650
10453,RESEARCH_CODE,16349,,VUF-8406
453765,RESEARCH_CODE,16350,,VUF-10147
429617,RESEARCH_CODE,16351,,VUF-10148
429836,RESEARCH_CODE,16352,,VUF-10214
196037,RESEARCH_CODE,16353,,VUF-10246
453770,RESEARCH_CODE,16354,,VUF-10247
429702,RESEARCH_CODE,16355,,VUF-10249
453768,RESEARCH_CODE,16356,,VUF-10327
