assay_param_id,assay_id,type,relation,value,units,text_value,standard_type,standard_relation,standard_value,standard_units,standard_text_value,comments
3714926,7191,ROUTE,,,,Oral,ROUTE,,,,Oral,
3714927,7192,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3714928,7192,ROUTE,,,,Oral,ROUTE,,,,Oral,
3714929,7194,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3714930,7194,ROUTE,,,,Oral,ROUTE,,,,Oral,
3714931,7196,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3714932,7196,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714933,7208,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3714934,7208,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714935,7209,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3714936,7209,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714937,7214,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3714938,7214,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714939,7216,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3714940,7222,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3714941,7222,ROUTE,,,,Oral,ROUTE,,,,Oral,
3714942,7223,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3714943,7223,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714944,7232,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3714945,7232,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714946,7233,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3714947,7233,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714948,7236,DOSE,=,0.25,mg/kg,,DOSE,=,0.25,mg.kg-1,,
3714949,7236,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714950,7237,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3714951,7237,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714952,7238,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3714953,7245,DOSE,=,1.2,mg/kg,,DOSE,=,1.2,mg.kg-1,,
3714954,7245,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714955,7251,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3714956,7251,ROUTE,,,,Oral,ROUTE,,,,Oral,
3714957,7253,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3714958,7253,ROUTE,,,,Oral,ROUTE,,,,Oral,
3714959,7319,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3714960,7319,ROUTE,,,,Subcutaneous,ROUTE,,,,Subcutaneous,
3714961,7336,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3714962,7336,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714963,7337,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3714964,7337,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714965,7339,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3714966,7339,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714967,7340,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3714968,7340,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714969,7341,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3714970,7341,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714971,7342,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3714972,7342,ROUTE,,,,Oral,ROUTE,,,,Oral,
3714973,7343,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3714974,7343,ROUTE,,,,Oral,ROUTE,,,,Oral,
3714975,7345,DOSE,=,15.0,mg/kg,,DOSE,=,15.0,mg.kg-1,,
3714976,7345,ROUTE,,,,Oral,ROUTE,,,,Oral,
3714977,7346,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3714978,7347,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3714979,7347,ROUTE,,,,Oral,ROUTE,,,,Oral,
3714980,7351,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3714981,7351,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714982,7352,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3714983,7352,ROUTE,,,,Oral,ROUTE,,,,Oral,
3714984,7353,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3714985,7353,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714986,7354,DOSE,=,1.0,mgkg,,DOSE,=,1.0,mg.kg-1,,
3714987,7354,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714988,7356,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3714989,7357,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3714990,7357,ROUTE,,,,Oral,ROUTE,,,,Oral,
3714991,7358,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3714992,7358,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714993,7359,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3714994,7359,ROUTE,,,,Oral,ROUTE,,,,Oral,
3714995,7362,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3714996,7362,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714997,7363,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3714998,7363,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3714999,7374,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715000,7374,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715001,7375,DOSE,=,1.0,mgkg,,DOSE,=,1.0,mg.kg-1,,
3715002,7375,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715003,7378,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715004,7378,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715005,7392,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715006,7392,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715007,7401,DOSE,=,6.0,mg/kg,,DOSE,=,6.0,mg.kg-1,,
3715008,7401,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715009,7403,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715010,7403,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715011,7407,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3715012,7407,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715013,7408,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3715014,7408,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715015,7409,DOSE,=,0.9,mg/kg,,DOSE,=,0.9,mg.kg-1,,
3715016,7409,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715017,7410,DOSE,=,0.95,mg/kg,,DOSE,=,0.95,mg.kg-1,,
3715018,7410,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715019,7411,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715020,7411,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715021,7415,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715022,7419,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715023,7419,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715024,7420,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715025,7420,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715026,7425,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715027,7425,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715028,7426,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715029,7426,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715030,7428,DOSE,=,0.2,mg/kg,,DOSE,=,0.2,mg.kg-1,,
3715031,7428,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715032,7429,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715033,7429,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715034,7430,DOSE,=,0.3,mg/kg,,DOSE,=,0.3,mg.kg-1,,
3715035,7430,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715036,7431,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3715037,7431,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715038,7432,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715039,7432,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715040,7433,DOSE,=,0.2,mg/kg,,DOSE,=,0.2,mg.kg-1,,
3715041,7433,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715042,7440,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715043,7441,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715044,7444,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3715045,7444,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715046,7445,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715047,7445,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715048,7488,DOSE,=,3.5,mg/kg,,DOSE,=,3.5,mg.kg-1,,
3715049,7488,ROUTE,,,,Subcutaneous,ROUTE,,,,Subcutaneous,
3715050,7489,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3715051,7489,ROUTE,,,,Subcutaneous,ROUTE,,,,Subcutaneous,
3715052,7490,DOSE,=,6.0,mg/kg,,DOSE,=,6.0,mg.kg-1,,
3715053,7490,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715054,7492,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715055,7533,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715056,7542,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3715057,7542,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715058,7543,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3715059,7543,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715060,7544,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3715061,7544,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715062,7559,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3715063,7561,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3715064,7561,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715065,7562,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715066,7562,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715067,7565,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715068,7566,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715069,7570,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3715070,7570,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715071,7573,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3715072,7573,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715073,7578,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3715074,7578,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715075,7580,DOSE,=,15.0,mg/kg,,DOSE,=,15.0,mg.kg-1,,
3715076,7580,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715077,7581,DOSE,=,15.0,mg/kg,,DOSE,=,15.0,mg.kg-1,,
3715078,7581,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715079,7582,DOSE,=,15.0,mg/kg,,DOSE,=,15.0,mg.kg-1,,
3715080,7582,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715081,7583,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715082,7583,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715083,7585,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3715084,7586,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715085,7586,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715086,7587,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3715087,7587,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715088,7591,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715089,7591,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715090,7595,DOSE,=,54.5,mg/kg,,DOSE,=,54.5,mg.kg-1,,
3715091,7595,ROUTE,,,,Intragastric,ROUTE,,,,Intragastric,
3715092,7597,DOSE,=,0.3,mg/kg,,DOSE,=,0.3,mg.kg-1,,
3715093,7597,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715094,7598,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715095,7598,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715096,7599,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715097,7599,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715098,7600,DOSE,=,23.4,mg/kg,,DOSE,=,23.4,mg.kg-1,,
3715099,7600,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715100,7601,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3715101,7601,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715102,7602,DOSE,=,3.87,mg/kg,,DOSE,=,3.87,mg.kg-1,,
3715103,7602,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715104,7604,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715105,7606,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715106,7606,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3715107,7607,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715108,7607,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3715109,7608,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715110,7608,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715111,7609,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715112,7609,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715113,7610,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3715114,7610,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715115,7611,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3715116,7611,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715117,7612,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715118,7612,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715119,7613,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715120,7613,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715121,7614,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715122,7614,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3715123,7615,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715124,7615,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3715125,7616,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715126,7616,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715127,7617,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715128,7617,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715129,7618,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3715130,7618,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715131,7619,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3715132,7619,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715133,7620,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715134,7620,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715135,7621,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715136,7621,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715137,7628,DOSE,=,2.27,mg/kg,,DOSE,=,2.27,mg.kg-1,,
3715138,7628,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715139,7629,DOSE,=,4.74,mg/kg,,DOSE,=,4.74,mg.kg-1,,
3715140,7629,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715141,7631,DOSE,=,5.1,mg/kg,,DOSE,=,5.1,mg.kg-1,,
3715142,7631,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715143,7632,DOSE,=,5.01,mg/kg,,DOSE,=,5.01,mg.kg-1,,
3715144,7632,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715145,7633,DOSE,=,5.03,mg/kg,,DOSE,=,5.03,mg.kg-1,,
3715146,7633,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715147,7634,DOSE,=,5.22,mg/kg,,DOSE,=,5.22,mg.kg-1,,
3715148,7634,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715149,7635,DOSE,=,5.46,mg/kg,,DOSE,=,5.46,mg.kg-1,,
3715150,7635,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715151,7640,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715152,7640,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715153,7641,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715154,7641,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715155,7642,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715156,7642,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715157,7643,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715158,7643,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715159,7644,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715160,7644,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715161,7645,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715162,7645,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715163,7646,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715164,7646,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715165,7678,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3715166,7678,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715167,7679,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3715168,7679,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715169,7680,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3715170,7680,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715171,7681,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3715172,7681,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715173,7682,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3715174,7682,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715175,7685,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3715176,7685,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715177,7743,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715178,7743,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715179,7745,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715180,7745,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715181,7746,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715182,7746,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715183,7747,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3715184,7750,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3715185,7751,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715186,7751,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715187,7752,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715188,7753,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715189,7753,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715190,7754,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3715191,7754,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3715192,7755,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3715193,7755,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715194,7756,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3715195,7758,DOSE,=,15.0,mg/kg,,DOSE,=,15.0,mg.kg-1,,
3715196,7758,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715197,7759,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715198,7759,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715199,7761,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3715200,7761,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715201,7770,DOSE,=,8.4,mg/kg,,DOSE,=,8.4,mg.kg-1,,
3715202,7770,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715203,7772,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715204,7772,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715205,7773,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715206,7774,DOSE,=,0.2,mg/kg,,DOSE,=,0.2,mg.kg-1,,
3715207,7774,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715208,7775,DOSE,=,4.0,mg/kg,,DOSE,=,4.0,mg.kg-1,,
3715209,7775,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715210,7777,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715211,7777,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715212,7783,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3715213,7788,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715214,7788,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715215,7790,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715216,7790,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715217,7792,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3715218,7793,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715219,7794,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715220,7796,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3715221,7796,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715222,7800,DOSE,=,0.32,mg/kg,,DOSE,=,0.32,mg.kg-1,,
3715223,7800,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715224,7801,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3715225,7801,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715226,7802,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715227,7802,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715228,7803,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3715229,7803,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715230,7804,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715231,7804,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715232,7805,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715233,7805,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715234,7810,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3715235,7810,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715236,7816,DOSE,=,0.5,mg/kg,,DOSE,=,0.5,mg.kg-1,,
3715237,7816,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715238,7817,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3715239,7817,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715240,7824,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3715241,7824,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715242,7825,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3715243,7825,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715244,7826,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3715245,7826,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715246,7827,DOSE,=,15.0,mg/kg,,DOSE,=,15.0,mg.kg-1,,
3715247,7827,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715248,7828,DOSE,=,15.0,mg/kg,,DOSE,=,15.0,mg.kg-1,,
3715249,7828,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715250,7834,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715251,7834,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715252,7835,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715253,7835,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715254,7836,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3715255,7836,ROUTE,,,,Oral,ROUTE,,,,Oral,
3715256,7837,DOSE,=,2.5,mg/kg,,DOSE,=,2.5,mg.kg-1,,
3715257,7837,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715258,7858,DOSE,=,1.8,mg/kg,,DOSE,=,1.8,mg.kg-1,,
3715259,7858,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3715260,7504,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3715261,7533,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
