record_id,molregno,doc_id,compound_key,compound_name,src_id,src_compound_id,cidx
5076,1352717,8950,24b,"5-(4,5-Dihydroxy-2-hydroxymethyl-6-methoxy-tetrahydro-pyran-3-ylamino)-1-hydroxymethyl-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5077,1352939,8950,24a,"5-(4,5-Dihydroxy-2-hydroxymethyl-6-methoxy-tetrahydro-pyran-3-ylamino)-1-hydroxymethyl-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5078,1352940,8950,34b,"1-Hydroxymethyl-5-(2,3,4-trihydroxy-6-methyl-cyclohexylamino)-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5079,1352718,8950,23b,"5-(4,5-Dihydroxy-6-methoxy-2-methyl-tetrahydro-pyran-3-ylamino)-1-hydroxymethyl-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5080,371674,8950,1,"5-Amino-1-hydroxymethyl-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5081,1798045,8950,7,"5-Cyclohexylamino-1-hydroxymethyl-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5082,1798042,8950,6,"5-(2-Hydroxy-1-hydroxymethyl-ethylamino)-1-hydroxymethyl-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5083,1798043,8950,8a,"5-(2-Hydroxy-cyclohexylamino)-1-hydroxymethyl-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5084,1548703,8950,10b,"1-Hydroxymethyl-5-(2-hydroxy-1-phenyl-ethylamino)-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5085,1798044,8950,12,"5-(Cyclohexylmethyl-amino)-1-hydroxymethyl-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5086,1798053,8950,14,"5-(3,5-Di-tert-butyl-4-hydroxy-benzylamino)-1-hydroxymethyl-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5087,1798054,8950,18,"1-Hydroxymethyl-5-(3-phenyl-allylamino)-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5088,693156,8950,2,"6-Amino-4-hydroxymethyl-cyclohex-4-ene-1,2,3-triol",1,,CLD0
5089,1548706,8950,9b,"1-Hydroxymethyl-5-(2-hydroxy-2-phenyl-ethylamino)-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5090,1548704,8950,10a,"1-Hydroxymethyl-5-(2-hydroxy-1-phenyl-ethylamino)-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5091,1352941,8950,23a,"5-(4,5-Dihydroxy-6-methoxy-2-methyl-tetrahydro-pyran-3-ylamino)-1-hydroxymethyl-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5092,1798051,8950,20,"4-(2-Hydroxy-1-hydroxymethyl-ethylamino)-6-hydroxymethyl-cyclohexane-1,2,3-triol",1,,CLD0
5093,1051155,8950,3,"4-Amino-6-hydroxymethyl-cyclohexane-1,2,3-triol",1,,CLD0
5094,1798047,8950,19,"6-(2-Hydroxy-1-hydroxymethyl-ethylamino)-4-hydroxymethyl-cyclohex-4-ene-1,2,3-triol",1,,CLD0
5095,1798048,8950,17,"1-Hydroxymethyl-5-phenethylamino-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5096,1798052,8950,16,"1-Hydroxymethyl-5-[(thiophen-2-ylmethyl)-amino]-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5097,1798057,8950,15,"1-Hydroxymethyl-5-[(pyridin-3-ylmethyl)-amino]-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5098,1798046,8950,13,"5-(4-Bromo-benzylamino)-1-hydroxymethyl-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5099,1798049,8950,11,"5-(3,7-Dimethyl-octa-2,6-dienylamino)-1-hydroxymethyl-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5100,1798050,8950,8b,"5-(2-Hydroxy-cyclohexylamino)-1-hydroxymethyl-cyclohexane-1,2,3,4-tetraol",1,,CLD0
5101,63252,3583,1,"(1R,3S)-5-[2-[1-((R)-5-Hydroxy-1,5-dimethyl-hexyl)-7a-methyl-octahydro-inden-(4E)-ylidene]-eth-(Z)-ylidene]-4-methylene-cyclohexane-1,3-diol",1,,CLD0
5102,1799445,3583,4,"(1R,3S)-5-[2-[1-((1R,2S)-5-Hydroxy-1,2,5-trimethyl-hexyl)-7a-methyl-octahydro-inden-(4E)-ylidene]-eth-(Z)-ylidene]-4-methylene-cyclohexane-1,3-diol",1,,CLD0
5103,1799446,3583,6,"(R)-5-[2-[1-((1S,2S)-5-Hydroxy-1,2,5-trimethyl-hexyl)-7a-methyl-octahydro-inden-(4E)-ylidene]-eth-(Z)-ylidene]-4-methylene-cyclohexane-1,3-diol",1,,CLD0
5104,149278,3583,2,"(1R,3S)-5-[2-[1-((S)-5-Hydroxy-1,5-dimethyl-hexyl)-7a-methyl-octahydro-inden-(4E)-ylidene]-eth-(Z)-ylidene]-4-methylene-cyclohexane-1,3-diol",1,,CLD0
5105,1799443,3583,5,"(R)-5-[2-[1-((1S,2R)-5-Hydroxy-1,2,5-trimethyl-hexyl)-7a-methyl-octahydro-inden-(4E)-ylidene]-eth-(Z)-ylidene]-4-methylene-cyclohexane-1,3-diol",1,,CLD0
5106,1799444,3583,3,"(1R,3S)-5-[2-[1-((1R,2R)-5-Hydroxy-1,2,5-trimethyl-hexyl)-7a-methyl-octahydro-inden-(4E)-ylidene]-eth-(Z)-ylidene]-4-methylene-cyclohexane-1,3-diol",1,,CLD0
5107,5028,5412,1 (Thalidomide),"2-(2,6-Dioxo-piperidin-3-yl)-isoindole-1,3-dione",1,,CLD0
5108,4859,5412,17,"2-(2,3,5,6-Tetramethyl-phenyl)-isoindole-1,3-dione",1,,CLD0
5109,4969,5412,16,"2-(2,3,5-Trimethyl-phenyl)-isoindole-1,3-dione",1,,CLD0
5110,4970,5412,15,"2-(3,5-Dimethyl-phenyl)-isoindole-1,3-dione",1,,CLD0
5111,4982,5412,14,"2-(2,6-Dimethyl-phenyl)-isoindole-1,3-dione",1,,CLD0
5112,5021,5412,13,"2-o-Tolyl-isoindole-1,3-dione",1,,CLD0
5113,4989,5412,12,"2-Phenyl-isoindole-1,3-dione",1,,CLD0
5114,5024,5412,11,"2-[2-(2,4-Dioxo-3,4-dihydro-2H-pyrimidin-1-yl)-ethyl]-isoindole-1,3-dione",1,,CLD0
5115,5032,5412,10,"2-(2,4-Dioxo-1,2,3,4-tetrahydro-pyrimidin-5-yl)-isoindole-1,3-dione",1,,CLD0
5116,5033,5412,9,"2-(2,4-Dioxo-tetrahydro-pyrimidin-1-yl)-isoindole-1,3-dione",1,,CLD0
5117,4790,5412,22,"2-(4,6-Dimethoxy-pyrimidin-2-yl)-4H-isoquinoline-1,3-dione",1,,CLD0
5118,4791,5412,21,"2-(4-Methoxy-6-methyl-pyrimidin-2-yl)-4H-isoquinoline-1,3-dione",1,,CLD0
5119,4792,5412,20,"2-(4,6-Dimethyl-pyrimidin-2-yl)-4H-isoquinoline-1,3-dione",1,,CLD0
5120,4831,5412,19,"2-(4,6-Dimethyl-pyridin-2-yl)-4H-isoquinoline-1,3-dione",1,,CLD0
5121,4930,5412,18,"2-(3,5-Dimethyl-phenyl)-4H-isoquinoline-1,3-dione",1,,CLD0
5122,4997,5412,4,"2-((R)-3-Methyl-2,6-dioxo-piperidin-3-yl)-4-nitro-isoindole-1,3-dione",1,,CLD0
5123,4998,5412,5,"4-Amino-2-((R)-3-methyl-2,6-dioxo-piperidin-3-yl)-isoindole-1,3-dione",1,,CLD0
5124,5036,5412,6,"2-((R)-3-Methyl-2,6-dioxo-piperidin-3-yl)-5-nitro-isoindole-1,3-dione",1,,CLD0
5125,4985,5412,8,"2-(2-Oxo-piperidin-3-yl)-isoindole-1,3-dione",1,,CLD0
5126,5000,5412,7,"5-Amino-2-((R)-3-methyl-2,6-dioxo-piperidin-3-yl)-isoindole-1,3-dione",1,,CLD0
5127,5030,5412,3,"2-((S)-3-Methyl-2,6-dioxo-piperidin-3-yl)-isoindole-1,3-dione",1,,CLD0
5128,5031,5412,2,"2-((R)-3-Methyl-2,6-dioxo-piperidin-3-yl)-isoindole-1,3-dione",1,,CLD0
5129,2202,333,1 (hygromycin A),"(E)-3-[4-((2S,3S,4S,5S)-5-Acetyl-3,4-dihydroxy-tetrahydro-furan-2-yloxy)-3-hydroxy-phenyl]-2-methyl-N-((3aS,4R,5R,6S,7R,7aR)-4,6,7-trihydroxy-hexahydro-benzo[1,3]dioxol-5-yl)-acrylamide",1,,CLD0
5130,5042,333,2,"(E)-3-{4-[(2S,3S,4S,5R)-3,4-Dihydroxy-5-((S)-1-hydroxy-ethyl)-tetrahydro-furan-2-yloxy]-3-hydroxy-phenyl}-N-((1R,2S)-2-hydroxy-cyclohexyl)-2-methyl-acrylamide",1,,CLD0
5131,4852,333,3,"(E)-3-(4-Allyloxy-3-hydroxy-phenyl)-2-methyl-N-((3aS,4R,5R,6S,7R,7aR)-4,6,7-trihydroxy-hexahydro-benzo[1,3]dioxol-5-yl)-acrylamide",1,,CLD0
5132,4893,333,4,"(E)-3-(4-Allyloxy-3-hydroxy-phenyl)-N-((1S,2S,6R)-2,6-dihydroxy-cyclohexyl)-2-methyl-acrylamide",1,,CLD0
5133,4886,333,5 (single enantiomer),"(E)-3-(4-Allyloxy-3-hydroxy-phenyl)-2-methyl-N-((1S,2S,3S,6S)-2,3,6-trihydroxy-cyclohexyl)-acrylamide",1,,CLD0
5134,4886,333,5 (racemate),"(E)-3-(4-Allyloxy-3-hydroxy-phenyl)-2-methyl-N-((1S,2S,3S,6S)-2,3,6-trihydroxy-cyclohexyl)-acrylamide",1,,CLD0
5135,4872,12246,1,4-(3-Cyclopentyloxy-4-methoxy-phenyl)-pyrrolidin-2-one,1,,CLD0
5136,4887,12246,2,"4-(3,4-Dimethoxy-phenyl)-pyrrolidin-2-one",1,,CLD0
5137,4889,12246,4,"4-(3,4-Dimethoxy-phenyl)-3-methyl-1,5-dihydro-pyrrol-2-one",1,,CLD0
5138,4890,12246,7,"3-Ethyl-4-(4-imidazol-1-yl-phenyl)-1,5-dihydro-pyrrol-2-one",1,,CLD0
5139,4942,12246,6,"3-Methyl-4-[4-(2-methyl-imidazol-1-yl)-phenyl]-1,5-dihydro-pyrrol-2-one",1,,CLD0
5140,4952,12246,5,"4-(4-Imidazol-1-yl-phenyl)-3-methyl-1,5-dihydro-pyrrol-2-one",1,,CLD0
5141,4865,12246,3,"4-(3,4-Dimethoxy-phenyl)-1,5-dihydro-pyrrol-2-one",1,,CLD0
5142,4910,12246,8,"3-Ethyl-4-[4-(2-methyl-imidazol-1-yl)-phenyl]-1,5-dihydro-pyrrol-2-one",1,,CLD0
5143,380567,12246,Milrinone,"2-Methyl-6-oxo-1,6-dihydro-[3,4']bipyridinyl-5-carbonitrile (MILRINONE)",1,,CLD0
5144,1358729,9712,1a (syn),"Tc-labeled 6-hexahydro-1-pyridinylmethyl-3,3,10,10-tetramethyl-1aceto-2,11-dithia-5-azonia-8-azatricyclo[6.3.0.01,5]undecane",1,,CLD0
5145,1358545,9712,1b (syn),"Tc-labeled 3,3,10,10-tetramethyl-6-(2-methylhexahydro-1-pyridinylmethyl)-1-acetone2,11-dithia-5-azonia-8-azatricyclo[6.3.0.01,5]undecane",1,,CLD0
5146,1358544,9712,1c (syn),"Tc-labeled 3,3,10,10-tetramethyl-6-(3-methylhexahydro-1-pyridinylmethyl)-1-acetone2,11-dithia-5-azonia-8-azatricyclo[6.3.0.01,5]undecane",1,,CLD0
5147,1358730,9712,1e (syn),"Tc-labeled 3,3,10,10-tetramethyl-6-(3,5-dimethylhexahydro-1-pyridinylmethyl)-1-acetone2,11-dithia-5-azonia-8-azatricyclo[6.3.0.01,5]undecane",1,,CLD0
5148,1358548,9712,1g (syn),"Tc-labeled 3,3,10,10-tetramethyl-6-(2,6-dimethylhexahydro-1-pyridinylmethyl)-1-acetone2,11-dithia-5-azonia-8-azatricyclo[6.3.0.01,5]undecane",1,,CLD0
5149,1358870,9712,1b (anti),"Tc-labeled 3,3,10,10-tetramethyl-6-(2-methylhexahydro-1-pyridinylmethyl)-1-acetone2,11-dithia-5-azonia-8-azatricyclo[6.3.0.01,5]undecane (isomer)",1,,CLD0
5150,1358547,9712,1d (anti),"Tc-labeled 3,3,10,10-tetramethyl-6-(4-methylhexahydro-1-pyridinylmethyl)-1-acetone2,11-dithia-5-azonia-8-azatricyclo[6.3.0.01,5]undecane (isomer)",1,,CLD0
5151,1358546,9712,1g (anti),"Tc-labeled 3,3,10,10-tetramethyl-6-(2,6-dimethylhexahydro-1-pyridinylmethyl)-1-acetone2,11-dithia-5-azonia-8-azatricyclo[6.3.0.01,5]undecane (isomer)",1,,CLD0
5152,1358728,9712,1f (anti),"Tc-labeled 3,3,10,10-tetramethyl-6-(4-phenylhexahydro-1-pyridinylmethyl)-1-acetone2,11-dithia-5-azonia-8-azatricyclo[6.3.0.01,5]undecane (isomer)",1,,CLD0
5153,1358550,9712,1e (anti),"Tc-labeled 3,3,10,10-tetramethyl-6-(3,5-dimethylhexahydro-1-pyridinylmethyl)-1-acetone2,11-dithia-5-azonia-8-azatricyclo[6.3.0.01,5]undecane (isomer)",1,,CLD0
5154,1358727,9712,1c (anti),"Tc-labeled 3,3,10,10-tetramethyl-6-(3-methylhexahydro-1-pyridinylmethyl)-1-acetone2,11-dithia-5-azonia-8-azatricyclo[6.3.0.01,5]undecane (isomer)",1,,CLD0
5155,1358731,9712,1a (anti),"Tc-labeled 6-hexahydro-1-pyridinylmethyl-3,3,10,10-tetramethyl-1aceto-2,11-dithia-5-azonia-8-azatricyclo[6.3.0.01,5]undecane (isomer)",1,,CLD0
5156,1358828,9712,1f (syn),"Tc-labeled 3,3,10,10-tetramethyl-6-(4-phenylhexahydro-1-pyridinylmethyl)-1-acetone2,11-dithia-5-azonia-8-azatricyclo[6.3.0.01,5]undecane",1,,CLD0
5157,1358549,9712,1d (syn),"Tc-labeled 3,3,10,10-tetramethyl-6-(4-methylhexahydro-1-pyridinylmethyl)-1-acetone2,11-dithia-5-azonia-8-azatricyclo[6.3.0.01,5]undecane",1,,CLD0
5158,1157513,7455,[Hfv5]Angiotensin II,[Hfv5]AngiotensinII,1,,CLD0
5159,1546712,7455,[Ac-Asn1-DL-Hfv-OEt]AngiotensinII,[Ac-Asn1-DL-Hfv-OEt]AngiotensinII,1,,CLD0
5160,1546713,7455,[Ac-Asn1-DL-Hfv-OBz]AngiotensinII,[Ac-Asn1-DL-Hfv-OBz]AngiotensinII,1,,CLD0
5161,1545883,7455,[Asn1]AngiotensinII,[Asn1]AngiotensinII,1,,CLD0
5162,1157514,7455,[D-Hfv5]AngiotensinII,[D-Hfv5]AngiotensinII,1,,CLD0
5163,1546724,7455,[Ac-Asn1-DL-Hfv]AngiotensinII,[Ac-Asn1-DL-Hfv]AngiotensinII,1,,CLD0
5164,5105,13265,Camptothecin,"(S)-4-Ethyl-4-hydroxy-1,12-dihydro-4H-2-oxa-6,12a-diaza-dibenzo[b,h]fluorene-3,13-dione",1,,CLD0
5165,4974,13265,2,"Chloro-acetic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5166,4975,13265,4,"Propionic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5167,5025,13265,3,"Trichloro-acetic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5168,5026,13265,5,"Butyric acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5169,4855,13265,14,"Heptanoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5170,5110,13265,13,"(2E,4E)-Hexa-2,4-dienoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5171,5117,13265,12,"(E)-Hex-3-enoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5172,5140,13265,11,"(E)-Hex-2-enoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5173,5148,13265,10,"Hexanoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5174,5053,13265,9,"(E)-Pent-2-enoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5175,5114,13265,8,"Pent-4-enoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5176,5145,13265,7,"Pentanoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5177,5153,13265,6,"Isobutyric acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5178,4991,13265,1,"Acetic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5179,5210,13265,32,"(2E,4E,6E,8E)-3,7-Dimethyl-9-(2,6,6-trimethyl-cyclohex-1-enyl)-nona-2,4,6,8-tetraenoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5180,5211,13265,31,"(2Z,4E,6E,8E)-3,7-Dimethyl-9-(2,6,6-trimethyl-cyclohex-1-enyl)-nona-2,4,6,8-tetraenoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5181,5202,13265,30,"(6E,9E,12E)-Octadeca-6,9,12-trienoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5182,5247,13265,29,"(9E,12E)-Octadeca-9,12-dienoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5183,5242,13265,28,"(E)-Octadec-9-enoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5184,5262,13265,27,"Hexadecanoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5185,5303,13265,26,"Octadecanoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5186,5328,13265,25,"Undecanoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5187,5337,13265,24,"Diphenyl-acetic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5188,5212,13265,23,"Phenyl-acetic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5189,5213,13265,22,"Benzoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5190,5248,13265,21,"3-Methyl-but-2-enoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5191,5253,13265,20,"Dodecanoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5192,5175,13265,19,"Decanoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5193,5250,13265,18,"Nonanoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5194,5267,13265,17,"Octanoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5195,5268,13265,shikonin,"5,8-Dihydroxy-2-((R)-1-hydroxy-4-methyl-pent-3-enyl)-[1,4]naphthoquinone",1,,CLD0
5196,5308,13265,16,"Hept-6-enoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5197,5309,13265,15,"(E)-Hepta-2,6-dienoic acid (R)-1-(5,8-dihydroxy-1,4-dioxo-1,4-dihydro-naphthalen-2-yl)-4-methyl-pent-3-enyl ester",1,,CLD0
5198,1633233,8314,1,"(4-Benzyloxy-phenoxy)-acetic acid 3-hydroxy-5-(5-methyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl)-tetrahydro-furan-2-ylmethyl ester",1,,CLD0
5199,5179,8314,4,"N-[3-Hydroxy-5-(5-methyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl)-tetrahydro-furan-2-ylmethyl]-2-[4-(4-nitro-benzyloxy)-phenoxy]-acetamide",1,,CLD0
5200,169782,8314,6,"1-(5-Aminomethyl-4-hydroxy-tetrahydro-furan-2-yl)-5-methyl-1H-pyrimidine-2,4-dione",1,,CLD0
5201,1633229,8314,5,"1-{5-[2-(4-Benzyloxy-phenoxy)-ethoxymethyl]-4-hydroxy-tetrahydro-furan-2-yl}-5-methyl-1H-pyrimidine-2,4-dione",1,,CLD0
5202,4655,8314,3,"2-(4-Benzyloxy-phenoxy)-N-[3-hydroxy-5-(5-methyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl)-tetrahydro-furan-2-ylmethyl]-acetamide",1,,CLD0
5203,1633210,8314,2,"[4-(4-Nitro-benzyloxy)-phenoxy]-acetic acid 3-hydroxy-5-(5-methyl-2,4-dioxo-3,4-dihydro-2H-pyrimidin-1-yl)-tetrahydro-furan-2-ylmethyl ester",1,,CLD0
5204,4883,4744,2,"2-Trifluoromethyl-4-(3,4,4-trimethyl-2,5-dioxo-imidazolidin-1-yl)-benzonitrile",1,,CLD0
5205,5146,4744,3,"4-[3-(2-Methoxy-ethyl)-4,4-dimethyl-2,5-dioxo-imidazolidin-1-yl]-2-trifluoromethyl-benzonitrile",1,,CLD0
5206,5149,4744,5,"4-[3-(3-Fluoro-propyl)-4,4-dimethyl-2,5-dioxo-imidazolidin-1-yl]-2-trifluoromethyl-benzonitrile",1,,CLD0
5207,5157,4744,8,"4-[3-(4-Iodo-benzyl)-4,4-dimethyl-2,5-dioxo-imidazolidin-1-yl]-2-trifluoromethyl-benzonitrile",1,,CLD0
5208,5060,4744,7,"4-[3-(3-Iodo-benzyl)-4,4-dimethyl-2,5-dioxo-imidazolidin-1-yl]-2-trifluoromethyl-benzonitrile",1,,CLD0
5209,5067,4744,6,"4-[3-(4-Fluoro-butyl)-4,4-dimethyl-2,5-dioxo-imidazolidin-1-yl]-2-trifluoromethyl-benzonitrile",1,,CLD0
5210,5120,4744,4,"4-[3-(2-Fluoro-ethyl)-4,4-dimethyl-2,5-dioxo-imidazolidin-1-yl]-2-trifluoromethyl-benzonitrile",1,,CLD0
5211,5121,4744,9,"4-{3-[2-(3-Iodo-phenyl)-ethyl]-4,4-dimethyl-2,5-dioxo-imidazolidin-1-yl}-2-trifluoromethyl-benzonitrile",1,,CLD0
5212,298600,4744,Mibolerone,"(7R,17S)-17-Hydroxy-7,13,17-trimethyl-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-cyclopenta[a]phenanthren-3-one",1,,CLD0
5213,364520,4744,Testosterone,"17-Hydroxy-10,13-dimethyl-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-cyclopenta[a]phenanthren-3-one",1,,CLD0
5214,5155,4744,RU-58841,"4-[3-(4-Hydroxy-butyl)-4,4-dimethyl-2,5-dioxo-imidazolidin-1-yl]-2-trifluoromethyl-benzonitrile",1,,CLD0
5215,5156,4744,13,"4-[3-((E)-3-Iodo-allyl)-4,4-dimethyl-2,5-dioxo-imidazolidin-1-yl]-2-trifluoromethyl-benzonitrile",1,,CLD0
5216,5065,4744,12,"4-{3-[3-(4-Iodo-phenyl)-propyl]-4,4-dimethyl-2,5-dioxo-imidazolidin-1-yl}-2-trifluoromethyl-benzonitrile",1,,CLD0
5217,5066,4744,11,"4-{3-[3-(3-Iodo-phenyl)-propyl]-4,4-dimethyl-2,5-dioxo-imidazolidin-1-yl}-2-trifluoromethyl-benzonitrile",1,,CLD0
5218,5104,4744,10,"4-{3-[2-(4-Iodo-phenyl)-ethyl]-4,4-dimethyl-2,5-dioxo-imidazolidin-1-yl}-2-trifluoromethyl-benzonitrile",1,,CLD0
5219,5134,13816,2,"4-tert-Butyl-N-[6-(3-hydroxy-propyl)-5-(2-methoxy-benzyl)-[2,2']bipyrimidinyl-4-yl]-benzenesulfonamide",1,,CLD0
5220,5142,13816,14b,"(2S,3S,4R)-4-Benzo[1,3]dioxol-5-yl-2-(4-methoxy-phenyl)-1-((E)-5-methyl-hex-2-enyl)-pyrrolidine-3-carboxylic acid",1,,CLD0
5221,5014,13816,14a,"(2S,3S,4R)-4-Benzo[1,3]dioxol-5-yl-1-hexyl-2-(4-methoxy-phenyl)-pyrrolidine-3-carboxylic acid",1,,CLD0
5222,4844,13816,14e,"(2S,3S,4R)-4-Benzo[1,3]dioxol-5-yl-1-(furan-2-carbonyl)-2-(4-methoxy-phenyl)-pyrrolidine-3-carboxylic acid",1,,CLD0
5223,4854,13816,14g,"(2S,3S,4R)-4-Benzo[1,3]dioxol-5-yl-2-(4-methoxy-phenyl)-1-phenylcarbamoyl-pyrrolidine-3-carboxylic acid",1,,CLD0
5224,5071,13816,14i,"(2S,3S,4R)-4-Benzo[1,3]dioxol-5-yl-1-butylcarbamoyl-2-(4-methoxy-phenyl)-pyrrolidine-3-carboxylic acid",1,,CLD0
5225,5072,13816,14k,"(2S,3S,4R)-4-Benzo[1,3]dioxol-5-yl-2-(4-methoxy-phenyl)-1-(morpholine-4-carbonyl)-pyrrolidine-3-carboxylic acid",1,,CLD0
5226,5103,13816,14n,"(2S,3S,4R)-4-Benzo[1,3]dioxol-5-yl-1-(2-dibutylamino-acetyl)-2-(4-methoxy-phenyl)-pyrrolidine-3-carboxylic acid",1,,CLD0
5227,5111,13816,17d,"(2S,3S,4R)-4-Benzo[1,3]dioxol-5-yl-1-(isobutylcarbamoyl-methyl)-2-(4-methoxy-phenyl)-pyrrolidine-3-carboxylic acid",1,,CLD0
5228,5143,13816,17c,"(2S,3S,4R)-4-Benzo[1,3]dioxol-5-yl-1-butylcarbamoylmethyl-2-(4-methoxy-phenyl)-pyrrolidine-3-carboxylic acid",1,,CLD0
