tissue_id,uberon_id,pref_name,efo_id,chembl_id,bto_id,caloha_id
10000122,,Temporalis muscle/brain,,CHEMBL4296382,,
10000123,,Colon/Blood,,CHEMBL4482261,,
10000124,,Skin/Blood,,CHEMBL4482262,,
10000125,,Spinal cord/Plasma,,CHEMBL4482263,,
10000126,,Tumor/Plasma,,CHEMBL4482264,,
10000127,,Ileum/Plasma,,CHEMBL4482265,,
10000128,,Tumor/Jejunum,,CHEMBL4482266,,
10000129,,Tumor/Kidney,,CHEMBL4482267,,
10000130,,Tumor/Blood,,CHEMBL4482268,,
10000131,,Tumor/Lung,,CHEMBL4482269,,
10000132,,Tumor/Liver,,CHEMBL4482270,,
10000133,,Tumor/Pancreas,,CHEMBL4482271,,
10000134,,Tumor/Spleen,,CHEMBL4482272,,
10000135,,Tumor/Small intestine,,CHEMBL4482273,,
10000136,,Tumor/Large intestine,,CHEMBL4482274,,
10000137,,Tumor/Muscle,,CHEMBL4482275,,
10000138,,Stomach/Plasma,,CHEMBL4482276,,
10000139,,Colon/Plasma,,CHEMBL4482277,,
10000140,,Small intestine/Plasma,,CHEMBL4482278,,
10000141,,Ovary/Plasma,,CHEMBL4482279,,
10000142,,Uterus/Plasma,,CHEMBL4482280,,
10000143,,Testis/Plasma,,CHEMBL4482281,,
10000144,,Intestine/Plasma,,CHEMBL4482282,,
10000145,,Adrenal gland/Plasma,,CHEMBL4482283,,
10000146,,Serum/Bone marrow,,CHEMBL4482284,,
10000148,,Right atrium/Left atrium,,CHEMBL4482286,,
10000149,,Brain frontal cortex/cerebellum,,CHEMBL4482287,,
10000150,,Hippocampus/cerebellum,,CHEMBL4482288,,
10000151,,Striatum/cerebellum,,CHEMBL4482289,,
10000152,,Liver/Serum,,CHEMBL4483830,,
10000153,,Liver/Spleen,,CHEMBL4483831,,
10000154,,Liver/Lung,,CHEMBL4483832,,
10000158,,Eye/Brain,,CHEMBL4630584,,
10000159,,Trachea/Plasma,,CHEMBL4630585,,
10000160,,Eye/Plasma,,CHEMBL4630586,,
10000161,,CNS/Plasma,,CHEMBL4630587,,
10000162,,Root,EFO:0000989,CHEMBL4651281,BTO:0001188,
10000163,,Leaf,EFO:0001983,CHEMBL4651282,BTO:0000713,
10000164,,Fruit,,CHEMBL4651283,BTO:0000486,
10000165,,Shoot,EFO;0000992,CHEMBL4651284,BTO:0001243,
10000166,,Stem,,CHEMBL4651285,BTO_0001300,
10000167,,Phrenic nerve-diaphragm muscle,,CHEMBL4680058,,
10000168,,Cortex/Plasma,,CHEMBL4680059,,
10000169,,Ileum/Liver,,CHEMBL4689855,,
10000170,,Striatum/Plasma,,CHEMBL4842303,,
10000171,,Serum/Tumor,,CHEMBL4842304,,
10000172,,Plasma/Prostate gland,,CHEMBL4845606,,
10000173,,Soleus muscle/Blood,,CHEMBL4845607,,
10000174,,Extensor digitorum longus/Blood,,CHEMBL4845608,,
10000175,,Cortex/Cerebellum,,CHEMBL5169242,,
10000176,,Anterior cingulate cortex/Cerebellum,,CHEMBL5169243,,
10000177,,Breast/Plasma,,CHEMBL5169244,,
10000178,,Bronchoalveolar lavage/Plasma,,CHEMBL5169247,,
10000179,,Synovial fluid/Blood,,CHEMBL5169249,,
10000180,,Hippocampus/Plasma,,CHEMBL5169250,,
10000181,,Cingulate cortex/Cerebellum,,CHEMBL5169251,,
10000182,,Raphe/Cerebellum,,CHEMBL5169252,,
10000183,,Dorsal raphe nucleus/Cerebellum,,CHEMBL5169253,,
10000184,,Cingulate gyrus/Cerebellum,,CHEMBL5169254,,
10000185,,Globus pallidus/Cerebellum,,CHEMBL5169255,,
10000186,,Striatopallidal complex/Cerebellum,,CHEMBL5169256,,
10000187,,Thalamus/Cerebellum,,CHEMBL5169257,,
10000188,,Tumor/Heart,,CHEMBL5169258,,
10000189,,Epididymal fat/Brain,,CHEMBL5169259,,
10000190,,Insula/Cerebellum,,CHEMBL5169260,,
10000191,,Neocortex/Cerebellum,,CHEMBL5169261,,
10000192,,Skin/Plasma,,CHEMBL5169262,,
