compsyn_id,component_id,component_synonym,syn_type
1787937,712,Solute carrier family 6 member 2,UNIPROT
1787943,713,3.1.3.48,EC_NUMBER
1787941,713,Protein-tyrosine phosphatase 1B,UNIPROT
1787942,713,PTP-1B,UNIPROT
1787939,713,Ptpn1,GENE_SYMBOL
1787940,713,Tyrosine-protein phosphatase non-receptor type 1,UNIPROT
1787946,714,2.1.1.6,EC_NUMBER
1787945,714,Catechol O-methyltransferase,UNIPROT
1787944,714,Comt,GENE_SYMBOL
1787951,715,C5a anaphylatoxin chemotactic receptor,UNIPROT
1787950,715,C5a anaphylatoxin chemotactic receptor 1,UNIPROT
1787953,715,C5a-R,UNIPROT
867029,715,C5AR,GENE_SYMBOL_OTHER
1787954,715,C5aR,UNIPROT
1787947,715,C5AR1,GENE_SYMBOL
867030,715,C5R1,GENE_SYMBOL_OTHER
1787952,715,CD_antigen=CD88,UNIPROT
1787957,716,Gamma-secretase subunit PEN-2,UNIPROT
867039,716,PEN2 ,GENE_SYMBOL_OTHER
1787958,716,Presenilin enhancer protein 2,UNIPROT
1787955,716,PSENEN,GENE_SYMBOL
1787961,717,GABA(A) receptor subunit rho-2,UNIPROT
1787962,717,GABA(C) receptor,UNIPROT
1787959,717,GABRR2,GENE_SYMBOL
1787960,717,Gamma-aminobutyric acid receptor subunit rho-2,UNIPROT
1787969,718,2.7.4.3,EC_NUMBER
1787964,718,"Adenylate kinase 2, mitochondrial",UNIPROT
1787967,718,Adenylate monophosphate kinase,UNIPROT
1787968,718,AK 2,UNIPROT
1787963,718,Ak2,GENE_SYMBOL
1787965,718,ATP-AMP transphosphorylase 2,UNIPROT
1787966,718,ATP:AMP phosphotransferase,UNIPROT
1787977,719,2.5.1.58,EC_NUMBER
1787978,719,2.5.1.59,EC_NUMBER
1787972,719,CAAX farnesyltransferase subunit alpha,UNIPROT
1787970,719,FNTA,GENE_SYMBOL
1787973,719,FTase-alpha,UNIPROT
1787976,719,GGTase-I-alpha,UNIPROT
1787971,719,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,UNIPROT
1787974,719,Ras proteins prenyltransferase subunit alpha,UNIPROT
1787975,719,Type I protein geranyl-geranyltransferase subunit alpha,UNIPROT
1787982,720,3.1.3.48,EC_NUMBER
1787979,720,CDC25C,GENE_SYMBOL
1787981,720,Dual specificity phosphatase Cdc25C,UNIPROT
1787980,720,M-phase inducer phosphatase 3,UNIPROT
867068,721,ATP1B,GENE_SYMBOL_OTHER
1787983,721,ATP1B1,GENE_SYMBOL
1787986,721,Sodium/potassium-dependent ATPase subunit beta-1,UNIPROT
1787985,721,Sodium/potassium-transporting ATPase subunit beta-1,UNIPROT
1787987,722,ATP1B1,GENE_SYMBOL
1787989,722,Sodium/potassium-dependent ATPase subunit beta-1,UNIPROT
1787988,722,Sodium/potassium-transporting ATPase subunit beta-1,UNIPROT
1788003,723,1.13.11.-,EC_NUMBER
1788004,723,1.13.11.12,EC_NUMBER
1788001,723,1.13.11.31,EC_NUMBER
1788002,723,1.13.11.33,EC_NUMBER
1787999,723,12-LOX,UNIPROT
1787992,723,12/15-lipoxygenase,UNIPROT
1788000,723,15-LOX,UNIPROT
1787990,723,ALOX15,GENE_SYMBOL
1787993,723,"Arachidonate 12-lipoxygenase, leukocyte-type",UNIPROT
1787994,723,Arachidonate 15-lipoxygenase,UNIPROT
1787995,723,Arachidonate omega-6 lipoxygenase,UNIPROT
1787996,723,Erythroid cell-specific 15-lipoxygenase,UNIPROT
1787997,723,Hepoxilin A3 synthase Alox15,UNIPROT
1787998,723,Linoleate 13S-lipoxygenase,UNIPROT
1787991,723,Polyunsaturated fatty acid lipoxygenase ALOX15,UNIPROT
1788015,724,3.4.22.53,EC_NUMBER
1788008,724,Calcium-activated neutral proteinase 2,UNIPROT
1788010,724,Calpain large polypeptide L2,UNIPROT
1788009,724,Calpain M-type,UNIPROT
1788007,724,Calpain-2 catalytic subunit,UNIPROT
1788011,724,Calpain-2 large subunit,UNIPROT
1788013,724,CANP 2,UNIPROT
867086,724,CANPL2,GENE_SYMBOL_OTHER
1788005,724,CAPN2,GENE_SYMBOL
1788014,724,M-calpain,UNIPROT
1788012,724,Millimolar-calpain,UNIPROT
1788020,725,1.3.5.2,EC_NUMBER
1788019,725,DHOdehase,UNIPROT
1788016,725,Dhodh,GENE_SYMBOL
1788017,725,"Dihydroorotate dehydrogenase (quinone), mitochondrial",UNIPROT
1788018,725,Dihydroorotate oxidase,UNIPROT
1788024,726,2.7.1.20,EC_NUMBER
1788023,726,Adenosine 5'-phosphotransferase,UNIPROT
1788022,726,Adenosine kinase,UNIPROT
1788021,726,Adk,GENE_SYMBOL
1788192,727,APH-1b,UNIPROT
1788190,727,Aph-1beta,UNIPROT
1788187,727,APH1B,GENE_SYMBOL
1788189,727,Gamma-secretase subunit APH-1B,UNIPROT
1788191,727,Presenilin-stabilization factor-like,UNIPROT
867290,727,PSFL ,GENE_SYMBOL_OTHER
1788197,728,3.4.21.2,EC_NUMBER
1788196,728,Caldecrin,UNIPROT
1788195,728,Chymotrypsin-C,UNIPROT
867297,728,CLCR,GENE_SYMBOL_OTHER
1788193,728,CTRC,GENE_SYMBOL
1788217,729,b-LEN,UNIPROT
1788215,729,b-PEN-LEN,UNIPROT
1788213,729,b-SAAS,UNIPROT
1788206,729,Big LEN,UNIPROT
1788203,729,Big PEN-LEN,UNIPROT
1788201,729,Big SAAS,UNIPROT
1788200,729,KEP,UNIPROT
1788216,729,l-LEN,UNIPROT
1788214,729,l-SAAS,UNIPROT
1788205,729,Little LEN,UNIPROT
1788202,729,Little SAAS,UNIPROT
1788209,729,N-proSAAS,UNIPROT
1788198,729,PCSK1N,GENE_SYMBOL
1788204,729,PEN,UNIPROT
1788208,729,pro-SAAS,UNIPROT
1788212,729,Proprotein convertase 1 inhibitor,UNIPROT
1788207,729,Proprotein convertase subtilisin/kexin type 1 inhibitor,UNIPROT
1788199,729,ProSAAS,UNIPROT
1788210,729,SAAS CT(1-49),UNIPROT
1788211,729,SAAS CT(25-40),UNIPROT
1788221,730,Complex III subunit 9,UNIPROT
1788222,730,Complex III subunit X,UNIPROT
1788220,730,Cytochrome b-c1 complex subunit 9,UNIPROT
1788223,730,Cytochrome c1 non-heme 7 kDa protein,UNIPROT
1788224,730,Ubiquinol-cytochrome c reductase complex 7.2 kDa protein,UNIPROT
867323,730,UCRC ,GENE_SYMBOL_OTHER
1788218,730,UQCR10,GENE_SYMBOL
1788231,731,3.13.2.1,EC_NUMBER
1788226,731,Adenosylhomocysteinase,UNIPROT
1788230,731,AdoHcyase,UNIPROT
1788225,731,Ahcy,GENE_SYMBOL
1788227,731,CUBP,UNIPROT
1788228,731,Liver copper-binding protein,UNIPROT
1788229,731,S-adenosyl-L-homocysteine hydrolase,UNIPROT
1788244,732,1.11.1.-,EC_NUMBER
1788234,732,13-hydroperoxyoctadecadienoate peroxidase,UNIPROT
1788243,732,2.5.1.18,EC_NUMBER
1788245,732,5.3.3.-,EC_NUMBER
1788235,732,"Androst-5-ene-3,17-dione isomerase",UNIPROT
1788233,732,Glutathione S-transferase alpha-1,UNIPROT
1788240,732,Glutathione S-transferase Ya-1,UNIPROT
1788236,732,GST 1-1,UNIPROT
1788237,732,GST 1a-1a,UNIPROT
1788238,732,GST A1-1,UNIPROT
1788239,732,GST B,UNIPROT
1788242,732,GST Ya1,UNIPROT
1788232,732,Gsta1,GENE_SYMBOL
1788241,732,Ligandin,UNIPROT
1788253,733,1.1.1.146,EC_NUMBER
1788254,733,1.1.1.201,EC_NUMBER
1788252,733,11-beta-HSD1,UNIPROT
1788248,733,11-beta-hydroxysteroid dehydrogenase 1,UNIPROT
1788251,733,11-DH,UNIPROT
1788249,733,7-oxosteroid reductase,UNIPROT
1788250,733,Corticosteroid 11-beta-dehydrogenase isozyme 1,UNIPROT
867348,733,Hsd11,GENE_SYMBOL_OTHER
1788246,733,Hsd11b1,GENE_SYMBOL
1788260,734,2.7.7.7,EC_NUMBER
1788261,734,4.2.99.-,EC_NUMBER
1788262,734,4.2.99.18,EC_NUMBER
1788257,734,5'-deoxyribose-phosphate lyase,UNIPROT
1788259,734,5'-dRP lyase,UNIPROT
1788258,734,AP lyase,UNIPROT
1788256,734,DNA polymerase beta,UNIPROT
1788255,734,POLB,GENE_SYMBOL
1788264,735,5'-AMP-activated protein kinase subunit gamma-1,UNIPROT
1788265,735,AMPK gamma1,UNIPROT
1788266,735,AMPK subunit gamma-1,UNIPROT
1788267,735,AMPKg,UNIPROT
1788263,735,PRKAG1,GENE_SYMBOL
1788270,736,GABA(A) receptor subunit rho-3,UNIPROT
1788271,736,GABA(C) receptor,UNIPROT
1788268,736,GABRR3,GENE_SYMBOL
1788269,736,Gamma-aminobutyric acid receptor subunit rho-3,UNIPROT
1788278,737,2.4.2.1,EC_NUMBER
1788275,737,Inosine phosphorylase,UNIPROT
1788276,737,Inosine-guanosine phosphorylase,UNIPROT
867369,737,Np,GENE_SYMBOL_OTHER
1788272,737,Pnp,GENE_SYMBOL
1788277,737,PNP,UNIPROT
1788274,737,Purine nucleoside phosphorylase,UNIPROT
1788280,738,Melatonin receptor type 1A,UNIPROT
1788279,738,Mtnr1a,GENE_SYMBOL
1788286,739,6.4.1.2,EC_NUMBER
867380,739,Acac,GENE_SYMBOL_OTHER
1788281,739,Acaca,GENE_SYMBOL
1788284,739,ACC-alpha,UNIPROT
1788285,739,ACC1,UNIPROT
1788283,739,Acetyl-CoA carboxylase 1,UNIPROT
867389,740,Agtrl1,GENE_SYMBOL_OTHER
1788291,740,Angiotensin receptor-like 1,UNIPROT
1788290,740,Apelin receptor,UNIPROT
867390,740,Apj,GENE_SYMBOL_OTHER
1788287,740,Aplnr,GENE_SYMBOL
1788292,740,B78,UNIPROT
1788293,740,G-protein coupled receptor APJ,UNIPROT
1788294,740,GPCR34,UNIPROT
1788300,741,3.3.2.6,EC_NUMBER
1788301,741,3.4.11.4,EC_NUMBER
1788297,741,Leukotriene A(4) hydrolase,UNIPROT
1788296,741,Leukotriene A-4 hydrolase,UNIPROT
1788299,741,LTA-4 hydrolase,UNIPROT
1788295,741,Lta4h,GENE_SYMBOL
1788298,741,Tripeptide aminopeptidase LTA4H,UNIPROT
1788307,742,7.2.2.10,EC_NUMBER
1788302,742,ATP2A3,GENE_SYMBOL
1788304,742,Calcium pump 3,UNIPROT
1788303,742,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,UNIPROT
1788305,742,SERCA3,UNIPROT
1788306,742,SR Ca(2+)-ATPase 3,UNIPROT
1788314,743,3.4.21.59,EC_NUMBER
1788310,743,Delta-tryptase,UNIPROT
1788311,743,HmMCP-3-like tryptase III,UNIPROT
1788312,743,Mast cell mMCP-7-like,UNIPROT
1788308,743,TPSD1,GENE_SYMBOL
1788309,743,Tryptase delta,UNIPROT
1788313,743,Tryptase-3,UNIPROT
1788323,744,1.8.1.9,EC_NUMBER
867417,744,KIAA1652,GENE_SYMBOL_OTHER
1788319,744,Selenoprotein Z,UNIPROT
1788322,744,SelZ,UNIPROT
1788318,744,"Thioredoxin reductase 2, mitochondrial",UNIPROT
1788321,744,Thioredoxin reductase TR3,UNIPROT
1788320,744,TR-beta,UNIPROT
867418,744,TRXR2,GENE_SYMBOL_OTHER
1788315,744,TXNRD2,GENE_SYMBOL
1788328,745,ER-beta,UNIPROT
1788324,745,ESR2,GENE_SYMBOL
1788326,745,Estrogen receptor beta,UNIPROT
867428,745,NR3A2,GENE_SYMBOL_OTHER
1788327,745,Nuclear receptor subfamily 3 group A member 2,UNIPROT
1788329,746,Adra2b,GENE_SYMBOL
1788330,746,Alpha-2B adrenergic receptor,UNIPROT
1788332,746,Alpha-2B adrenoceptor,UNIPROT
1788331,746,Alpha-2B adrenoreceptor,UNIPROT
1788333,746,Alpha-2BAR,UNIPROT
1788342,747,2.5.1.58,EC_NUMBER
1788343,747,2.5.1.59,EC_NUMBER
1788336,747,CAAX farnesyltransferase subunit alpha,UNIPROT
1788337,747,FTase-alpha,UNIPROT
1788341,747,GGTase-I-alpha,UNIPROT
1788340,747,PFTase/PGGTase I alpha,UNIPROT
1788335,747,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,UNIPROT
1788334,747,RAM2,GENE_SYMBOL
1788338,747,Ras proteins prenyltransferase subunit alpha,UNIPROT
1788339,747,Type I protein geranyl-geranyltransferase subunit alpha,UNIPROT
1788350,748,3.4.21.71,EC_NUMBER
1788344,748,CELA2A,GENE_SYMBOL
1788347,748,Chymotrypsin-like elastase family member 2A,UNIPROT
867448,748,ELA2,GENE_SYMBOL_OTHER
867449,748,ELA2A,GENE_SYMBOL_OTHER
1788348,748,Elastase-2,UNIPROT
1788349,748,Elastase-2A,UNIPROT
1788606,749,1.14.14.1,EC_NUMBER
1788602,749,CYP2C18,GENE_SYMBOL
1788604,749,CYPIIC18,UNIPROT
1788603,749,Cytochrome P450 2C18,UNIPROT
1788605,749,Cytochrome P450-6b/29c,UNIPROT
1788616,750,3.1.3.76,EC_NUMBER
1788615,750,3.3.2.10,EC_NUMBER
1788608,750,Bifunctional epoxide hydrolase 2,UNIPROT
1788613,750,CEH,UNIPROT
1788609,750,Cytosolic epoxide hydrolase 2,UNIPROT
1788607,750,EPHX2,GENE_SYMBOL
1788611,750,Epoxide hydratase,UNIPROT
1788610,750,Lipid-phosphate phosphatase,UNIPROT
1788614,750,SEH,UNIPROT
1788612,750,Soluble epoxide hydrolase,UNIPROT
1788622,751,CA-VIII,UNIPROT
1788617,751,CA8,GENE_SYMBOL
867737,751,CALS,GENE_SYMBOL_OTHER
1788620,751,Carbonic anhydrase VIII,UNIPROT
1788619,751,Carbonic anhydrase-related protein,UNIPROT
1788621,751,CARP,UNIPROT
1788632,752,5-HT-3,UNIPROT
1788630,752,5-HT3-A,UNIPROT
1788631,752,5-HT3A,UNIPROT
1788633,752,5-HT3R,UNIPROT
1788627,752,5-hydroxytryptamine receptor 3,UNIPROT
1788626,752,5-hydroxytryptamine receptor 3A,UNIPROT
867744,752,5ht3,GENE_SYMBOL_OTHER
867745,752,Htr3,GENE_SYMBOL_OTHER
1788623,752,Htr3a,GENE_SYMBOL
1788628,752,Serotonin receptor 3A,UNIPROT
1788629,752,Serotonin-gated ion channel receptor,UNIPROT
1788638,753,C-C chemokine receptor type 1,UNIPROT
1788644,753,C-C CKR-1,UNIPROT
1788645,753,CC-CKR-1,UNIPROT
1788646,753,CCR-1,UNIPROT
1788634,753,CCR1,GENE_SYMBOL
1788647,753,CCR1,UNIPROT
1788643,753,CD_antigen=CD191,UNIPROT
867757,753,CMKBR1,GENE_SYMBOL_OTHER
867758,753,CMKR1,GENE_SYMBOL_OTHER
1788639,753,HM145,UNIPROT
1788640,753,LD78 receptor,UNIPROT
1788641,753,Macrophage inflammatory protein 1-alpha receptor,UNIPROT
1788648,753,MIP-1alpha-R,UNIPROT
1788642,753,RANTES-R,UNIPROT
867759,753,SCYAR1,GENE_SYMBOL_OTHER
1788651,754,C-C chemokine receptor type 4,UNIPROT
1788654,754,C-C CKR-4,UNIPROT
1788655,754,CC-CKR-4,UNIPROT
1788656,754,CCR-4,UNIPROT
1788649,754,CCR4,GENE_SYMBOL
1788657,754,CCR4,UNIPROT
1788653,754,CD_antigen=CD194,UNIPROT
867775,754,CMKBR4,GENE_SYMBOL_OTHER
1788652,754,K5-5,UNIPROT
1788662,755,3.1.4.35,EC_NUMBER
1788661,755,GMP-PDE gamma,UNIPROT
1788658,755,PDE6G,GENE_SYMBOL
867785,755,PDEG,GENE_SYMBOL_OTHER
1788660,755,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma",UNIPROT
1788669,756,2.7.11.2,EC_NUMBER
867791,756,Pdh,GENE_SYMBOL_OTHER
1788668,756,PDH kinase 1,UNIPROT
1788666,756,PDK p48,UNIPROT
1788663,756,Pdk1,GENE_SYMBOL
1788667,756,Pyruvate dehydrogenase kinase isoform 1,UNIPROT
1788665,756,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",UNIPROT
1788670,757,ATP4B,GENE_SYMBOL
1788672,757,Gastric H(+)/K(+) ATPase subunit beta,UNIPROT
1788671,757,Potassium-transporting ATPase subunit beta,UNIPROT
1788673,757,Proton pump beta chain,UNIPROT
1788677,758,1.17.4.1,EC_NUMBER
1788675,758,Ribonucleoside-diphosphate reductase small subunit,UNIPROT
1788676,758,Ribonucleotide reductase small subunit,UNIPROT
1788674,758,RIR2,GENE_SYMBOL
867807,759,BZRP,GENE_SYMBOL_OTHER
1788684,759,IBP,UNIPROT
1788681,759,Isoquinoline-binding protein,UNIPROT
1788685,759,PBR,UNIPROT
1788683,759,Peripheral-type benzodiazepine receptor,UNIPROT
1788682,759,PKBS,UNIPROT
1788680,759,Translocator protein,UNIPROT
1788678,759,TSPO,GENE_SYMBOL
1788693,760,2.5.1.58,EC_NUMBER
1788694,760,2.5.1.59,EC_NUMBER
1788688,760,CAAX farnesyltransferase subunit alpha,UNIPROT
1788686,760,FNTA,GENE_SYMBOL
1788689,760,FTase-alpha,UNIPROT
1788692,760,GGTase-I-alpha,UNIPROT
1788687,760,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,UNIPROT
1788690,760,Ras proteins prenyltransferase subunit alpha,UNIPROT
1788691,760,Type I protein geranyl-geranyltransferase subunit alpha,UNIPROT
1788702,761,CA-RP II,UNIPROT
1788698,761,CA-RP XI,UNIPROT
1788700,761,CA-XI,UNIPROT
1788695,761,CA11,GENE_SYMBOL
1788697,761,Carbonic anhydrase-related protein 11,UNIPROT
1788699,761,Carbonic anhydrase-related protein 2,UNIPROT
1788701,761,CARP XI,UNIPROT
1788703,761,CARP-2,UNIPROT
867825,761,CARP2 ,GENE_SYMBOL_OTHER
867835,762,CBG,GENE_SYMBOL_OTHER
1788709,762,CBG,UNIPROT
1788706,762,Corticosteroid-binding globulin,UNIPROT
1788707,762,Serpin A6,UNIPROT
1788704,762,SERPINA6,GENE_SYMBOL
1788708,762,Transcortin,UNIPROT
1788710,763,CCND3,GENE_SYMBOL
1788711,763,G1/S-specific cyclin-D3,UNIPROT
1788717,764,2.5.1.18,EC_NUMBER
1788716,764,Glutathione S-transferase 5,UNIPROT
1788713,764,Glutathione S-transferase theta-1,UNIPROT
1788714,764,GST 5-5,UNIPROT
1788715,764,GST class-theta-1,UNIPROT
1788712,764,Gstt1,GENE_SYMBOL
1788726,765,4.4.1.5,EC_NUMBER
1788720,765,Aldoketomutase,UNIPROT
1788718,765,GLO1,GENE_SYMBOL
1788725,765,Glx I,UNIPROT
1788721,765,Glyoxalase I,UNIPROT
1788722,765,Ketone-aldehyde mutase,UNIPROT
1788719,765,Lactoylglutathione lyase,UNIPROT
1788723,765,Methylglyoxalase,UNIPROT
1788724,765,S-D-lactoylglutathione methylglyoxal lyase,UNIPROT
1788731,766,1.5.1.3,EC_NUMBER
1788732,766,2.1.1.45,EC_NUMBER
1788727,766,Bifunctional dihydrofolate reductase-thymidylate synthase,UNIPROT
1788730,766,DHFR-TS,UNIPROT
1788728,766,Dihydrofolate reductase,UNIPROT
1788729,766,Thymidylate synthase,UNIPROT
1788736,767,2.7.11.1,EC_NUMBER
1788734,767,Casein kinase I isoform gamma-1,UNIPROT
1788735,767,CKI-gamma 1,UNIPROT
1788733,767,CSNK1G1,GENE_SYMBOL
1788741,768,Myosin phosphatase target subunit 2,UNIPROT
1788740,768,Myosin phosphatase-targeting subunit 2,UNIPROT
867869,768,MYPT2,GENE_SYMBOL_OTHER
1788737,768,PPP1R12B,GENE_SYMBOL
1788739,768,Protein phosphatase 1 regulatory subunit 12B,UNIPROT
1788753,769,2.7.11.18,EC_NUMBER
1788748,769,Kinase-related protein,UNIPROT
1788752,769,KRP,UNIPROT
867875,769,MLCK,GENE_SYMBOL_OTHER
1788750,769,MLCK,UNIPROT
867876,769,MLCK1,GENE_SYMBOL_OTHER
1788742,769,MYLK,GENE_SYMBOL
867877,769,MYLK1,GENE_SYMBOL_OTHER
1788746,769,"Myosin light chain kinase, smooth muscle",UNIPROT
1788747,769,"Myosin light chain kinase, smooth muscle, deglutamylated form",UNIPROT
1788751,769,smMLCK,UNIPROT
1788749,769,Telokin,UNIPROT
1239929,770,ECO:0000313|Ensembl:ENSRNOP00000014934,GENE_SYMBOL_OTHER
1793612,770,Spermidine synthase,UNIPROT
1793611,770,Srm,GENE_SYMBOL
880631,770,Srm,GENE_SYMBOL_OTHER
1239928,770,Srm {ECO:0000313|EMBL:AAI28734.1,GENE_SYMBOL_OTHER
1239927,770,Synonyms=LOC100364487,GENE_SYMBOL_OTHER
1793619,771,12.6 kDa FK506-binding protein,UNIPROT
1793625,771,12.6 kDa FKBP,UNIPROT
1793628,771,5.2.1.8,EC_NUMBER
1793620,771,FK506-binding protein 1B,UNIPROT
1793626,771,FKBP-12.6,UNIPROT
1793627,771,FKBP-1B,UNIPROT
880635,771,FKBP12.6,GENE_SYMBOL_OTHER
1793613,771,FKBP1B,GENE_SYMBOL
880636,771,FKBP1L,GENE_SYMBOL_OTHER
880637,771,FKBP9,GENE_SYMBOL_OTHER
1793623,771,h-FKBP-12,UNIPROT
1793621,771,Immunophilin FKBP12.6,UNIPROT
880638,771,OTK4,GENE_SYMBOL_OTHER
1793618,771,Peptidyl-prolyl cis-trans isomerase FKBP1B,UNIPROT
1793624,771,PPIase FKBP1B,UNIPROT
1793622,771,Rotamase,UNIPROT
1558478,771,Synonyms=FKBP12.6,GENE_SYMBOL_OTHER
1793635,772,2.7.11.1,EC_NUMBER
1793629,772,AKT2,GENE_SYMBOL
1793634,772,PKB beta,UNIPROT
1793631,772,Protein kinase Akt-2,UNIPROT
1793632,772,Protein kinase B beta,UNIPROT
1793630,772,RAC-beta serine/threonine-protein kinase,UNIPROT
1793633,772,RAC-PK-beta,UNIPROT
1793642,773,3.4.11.6,EC_NUMBER
1793638,773,Aminopeptidase B,UNIPROT
1793641,773,AP-B,UNIPROT
880658,773,APB,GENE_SYMBOL_OTHER
1793639,773,Arginine aminopeptidase,UNIPROT
1793640,773,Arginyl aminopeptidase,UNIPROT
1793636,773,RNPEP,GENE_SYMBOL
1793651,774,3.4.21.94,EC_NUMBER
1793646,774,KEX2-like endoprotease 2,UNIPROT
1793649,774,NEC 2,UNIPROT
880665,774,NEC2,GENE_SYMBOL_OTHER
1793645,774,Neuroendocrine convertase 2,UNIPROT
1793650,774,PC2,UNIPROT
1793643,774,PCSK2,GENE_SYMBOL
1793647,774,Prohormone convertase 2,UNIPROT
1793648,774,Proprotein convertase 2,UNIPROT
1793654,775,C-X-C chemokine receptor type 2,UNIPROT
1793655,775,CDw128b,UNIPROT
1793659,775,CD_antigen=CD182,UNIPROT
1793660,775,CXC-R2,UNIPROT
1793661,775,CXCR-2,UNIPROT
1793652,775,CXCR2,GENE_SYMBOL
1793656,775,GRO/MGSA receptor,UNIPROT
1793657,775,High affinity interleukin-8 receptor B,UNIPROT
1793658,775,IL-8 receptor type 2,UNIPROT
1793662,775,IL-8R B,UNIPROT
880674,775,IL8RB,GENE_SYMBOL_OTHER
1793666,776,3.1.3.16,EC_NUMBER
1793665,776,PP2A-beta,UNIPROT
1793663,776,PPP2CB,GENE_SYMBOL
1793664,776,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,UNIPROT
1793672,777,7.1.1.9,EC_NUMBER
880689,777,Coi,GENE_SYMBOL_OTHER
1793671,777,Cytochrome c oxidase polypeptide I,UNIPROT
1793670,777,Cytochrome c oxidase subunit 1,UNIPROT
880690,777,mt-Co1,GENE_SYMBOL_OTHER
1793667,777,Mtco1,GENE_SYMBOL
1793979,778,3.1.3.16,EC_NUMBER
1793978,778,PP2C-alpha,UNIPROT
1793973,778,PPM1A,GENE_SYMBOL
880988,778,PPPM1A,GENE_SYMBOL_OTHER
1793975,778,Protein phosphatase 1A,UNIPROT
1793976,778,Protein phosphatase 2C isoform alpha,UNIPROT
1793977,778,Protein phosphatase IA,UNIPROT
1793988,779,1.11.1.7,EC_NUMBER
1793984,779,Eosinophil peroxidase,UNIPROT
1793986,779,Eosinophil peroxidase heavy chain,UNIPROT
1793985,779,Eosinophil peroxidase light chain,UNIPROT
880995,779,EPER,GENE_SYMBOL_OTHER
880996,779,EPO,GENE_SYMBOL_OTHER
1793987,779,EPO,UNIPROT
880997,779,EPP,GENE_SYMBOL_OTHER
1793980,779,EPX,GENE_SYMBOL
1793997,780,1.11.2.2,EC_NUMBER
1793993,780,84 kDa myeloperoxidase,UNIPROT
1793992,780,89 kDa myeloperoxidase,UNIPROT
1793989,780,MPO,GENE_SYMBOL
1793996,780,MPO,UNIPROT
1793990,780,Myeloperoxidase,UNIPROT
1793995,780,Myeloperoxidase heavy chain,UNIPROT
1793994,780,Myeloperoxidase light chain,UNIPROT
1794003,781,1.11.2.2,EC_NUMBER
1793998,781,Mpo,GENE_SYMBOL
1794002,781,MPO,UNIPROT
1793999,781,Myeloperoxidase,UNIPROT
1794001,781,Myeloperoxidase heavy chain,UNIPROT
1794000,781,Myeloperoxidase light chain,UNIPROT
1794006,782,1-alkyl-2-acetylglycerophosphocholine esterase,UNIPROT
1794007,782,2-acetyl-1-alkylglycerophosphocholine esterase,UNIPROT
1794012,782,3.1.1.47,EC_NUMBER
1794008,782,LDL-associated phospholipase A2,UNIPROT
1794011,782,LDL-PLA(2),UNIPROT
1794009,782,PAF 2-acylhydrolase,UNIPROT
1794010,782,PAF acetylhydrolase,UNIPROT
1794004,782,PLA2G7,GENE_SYMBOL
1794005,782,Platelet-activating factor acetylhydrolase,UNIPROT
1794018,783,3.4.21.35,EC_NUMBER
1794015,783,Glandular kallikrein-1,UNIPROT
1794017,783,hGK-1,UNIPROT
1794014,783,Kallikrein-2,UNIPROT
1794013,783,KLK2,GENE_SYMBOL
1794016,783,Tissue kallikrein-2,UNIPROT
1795097,784,3.4.21.117,EC_NUMBER
1795095,784,hK7,UNIPROT
1795096,784,hSCCE,UNIPROT
1795092,784,Kallikrein-7,UNIPROT
1795089,784,KLK7,GENE_SYMBOL
882084,784,PRSS6,GENE_SYMBOL_OTHER
882085,784,SCCE,GENE_SYMBOL_OTHER
1795093,784,Serine protease 6,UNIPROT
1795094,784,Stratum corneum chymotryptic enzyme,UNIPROT
1795103,785,ASGP-R 2,UNIPROT
1795104,785,ASGPR 2,UNIPROT
1795098,785,ASGR2,GENE_SYMBOL
1795100,785,Asialoglycoprotein receptor 2,UNIPROT
1795101,785,C-type lectin domain family 4 member H2,UNIPROT
882093,785,CLEC4H2,GENE_SYMBOL_OTHER
1795102,785,Hepatic lectin H2,UNIPROT
1795105,785,HL-2,UNIPROT
1795116,786,2.7.11.24,EC_NUMBER
1795114,786,ERK-6,UNIPROT
1795109,786,Extracellular signal-regulated kinase 6,UNIPROT
1795112,786,MAP kinase 12,UNIPROT
1795115,786,MAP kinase p38 gamma,UNIPROT
1795113,786,MAPK 12,UNIPROT
1795106,786,Mapk12,GENE_SYMBOL
1795108,786,Mitogen-activated protein kinase 12,UNIPROT
1795110,786,Mitogen-activated protein kinase p38 gamma,UNIPROT
882101,786,Sapk3,GENE_SYMBOL_OTHER
1795111,786,Stress-activated protein kinase 3,UNIPROT
1795119,787,Corticotropin-releasing factor receptor 1,UNIPROT
1795120,787,Corticotropin-releasing hormone receptor 1,UNIPROT
1795121,787,CRF-R-1,UNIPROT
1795122,787,CRF-R1,UNIPROT
1795123,787,CRFR-1,UNIPROT
1795124,787,CRH-R-1,UNIPROT
1795125,787,CRH-R1,UNIPROT
882112,787,Crhr,GENE_SYMBOL_OTHER
1795117,787,Crhr1,GENE_SYMBOL
1795133,788,2.7.1.113,EC_NUMBER
1795131,788,2.7.1.74,EC_NUMBER
