as_id,rgid,smid,type,relation,value,units,text_value,standard_type,standard_relation,standard_value,standard_units,standard_text_value,comments
5144,2936,1017756,Kidney_Regeneration (Renal tubule),,,,minimal,Kidney_Regeneration (Renal tubule),,,,minimal,SAMPLE_ID: 0589164; SP_FLG: true; BARCODE: No ChipData
5145,2937,1017757,Kidney_Regeneration (Renal tubule),,,,minimal,Kidney_Regeneration (Renal tubule),,,,minimal,SAMPLE_ID: 0589165; SP_FLG: true; BARCODE: No ChipData
5146,2939,1017758,"Kidney_Change, basophilic (Cortex)",,,,minimal,"Kidney_Change, basophilic (Cortex)",,,,minimal,SAMPLE_ID: 0304012; SP_FLG: true; BARCODE: No ChipData
5147,2940,1017759,Liver_Necrosis (Hepatocyte),,,,minimal,Liver_Necrosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0304025; SP_FLG: true; BARCODE: 003017058025
5148,2941,1017760,Liver_Increased mitosis (Hepatocyte),,,,minimal,Liver_Increased mitosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0304041; SP_FLG: true; BARCODE: 003017064013
5149,2941,1017761,Liver_Microgranuloma (Hepatocyte),,,,minimal,Liver_Microgranuloma (Hepatocyte),,,,minimal,SAMPLE_ID: 0304041; SP_FLG: true; BARCODE: 003017064013
5150,2942,1017762,Liver_Necrosis (Hepatocyte),,,,slight,Liver_Necrosis (Hepatocyte),,,,slight,SAMPLE_ID: 0304045; SP_FLG: true; BARCODE: No ChipData
5151,2943,1017763,"Kidney_Change, basophilic (Cortex)",,,,minimal,"Kidney_Change, basophilic (Cortex)",,,,minimal,SAMPLE_ID: 0304042; SP_FLG: true; BARCODE: 003017446006
5152,2943,1017764,"Kidney_Dilatation, cystic (Cortex)",,,,minimal,"Kidney_Dilatation, cystic (Cortex)",,,,minimal,SAMPLE_ID: 0304042; SP_FLG: true; BARCODE: 003017446006
5153,2943,1017765,"Kidney_Dilatation, cystic (Medulla)",,,,minimal,"Kidney_Dilatation, cystic (Medulla)",,,,minimal,SAMPLE_ID: 0304042; SP_FLG: true; BARCODE: 003017446006
5154,2944,1017766,"Kidney_Dilatation, cystic (Medulla)",,,,minimal,"Kidney_Dilatation, cystic (Medulla)",,,,minimal,SAMPLE_ID: 0304043; SP_FLG: true; BARCODE: 003017446007
5155,2945,1017767,"Kidney_Change, basophilic (Cortex)",,,,minimal,"Kidney_Change, basophilic (Cortex)",,,,minimal,SAMPLE_ID: 0305013; SP_FLG: true; BARCODE: No ChipData
5156,2946,1017768,Liver_Necrosis (Hepatocyte),,,,minimal,Liver_Necrosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0305025; SP_FLG: true; BARCODE: 003017099017
5157,2947,1017769,"Kidney_Change, basophilic (Cortex)",,,,minimal,"Kidney_Change, basophilic (Cortex)",,,,minimal,SAMPLE_ID: 0305023; SP_FLG: true; BARCODE: No ChipData
5158,2948,1017770,Liver_Necrosis (Hepatocyte),,,,slight,Liver_Necrosis (Hepatocyte),,,,slight,SAMPLE_ID: 0305033; SP_FLG: true; BARCODE: No ChipData
5159,2949,1017771,"Kidney_Change, basophilic (Cortex)",,,,minimal,"Kidney_Change, basophilic (Cortex)",,,,minimal,SAMPLE_ID: 0305043; SP_FLG: true; BARCODE: 003017475014
5160,2950,1017772,Liver_Necrosis (Hepatocyte),,,,minimal,Liver_Necrosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0304054; SP_FLG: true; BARCODE: No ChipData
5161,2951,1017773,Liver_Necrosis (Hepatocyte),,,,minimal,Liver_Necrosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0304061; SP_FLG: true; BARCODE: 003017058026
5162,2952,1017774,Liver_Necrosis (Hepatocyte),,,,minimal,Liver_Necrosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0304075; SP_FLG: true; BARCODE: 003017065027
5163,2953,1017775,"Kidney_Dilatation, cystic (Medulla)",,,,minimal,"Kidney_Dilatation, cystic (Medulla)",,,,minimal,SAMPLE_ID: 0304073; SP_FLG: true; BARCODE: 003017445027
5164,2954,1017776,Liver_Increased mitosis (Hepatocyte),,,,minimal,Liver_Increased mitosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0304084; SP_FLG: true; BARCODE: No ChipData
5165,2954,1017777,Liver_Necrosis (Hepatocyte),,,,slight,Liver_Necrosis (Hepatocyte),,,,slight,SAMPLE_ID: 0304084; SP_FLG: true; BARCODE: No ChipData
5166,2955,1017778,"Kidney_Dilatation, cystic (Cortex)",,,,minimal,"Kidney_Dilatation, cystic (Cortex)",,,,minimal,SAMPLE_ID: 0304081; SP_FLG: true; BARCODE: 003017446008
5167,2956,1017779,Liver_Necrosis (Hepatocyte),,,,minimal,Liver_Necrosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0305053; SP_FLG: true; BARCODE: No ChipData
5168,2957,1017780,"Kidney_Dilatation, cystic (Cortex)",,,,slight,"Kidney_Dilatation, cystic (Cortex)",,,,slight,SAMPLE_ID: 0305063; SP_FLG: false; BARCODE: 003017447003
5169,2958,1017781,Liver_Necrosis (Hepatocyte),,,,minimal,Liver_Necrosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0305074; SP_FLG: true; BARCODE: 003017083023
5170,2959,1017782,Liver_Necrosis (Hepatocyte),,,,minimal,Liver_Necrosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0305083; SP_FLG: true; BARCODE: No ChipData
5171,2960,1017783,Liver_Necrosis (Hepatocyte),,,,minimal,Liver_Necrosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0305084; SP_FLG: true; BARCODE: 003017086003
5172,2961,1017784,Liver_Necrosis (Hepatocyte),,,,minimal,Liver_Necrosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0304092; SP_FLG: true; BARCODE: 003017058013
5173,2962,1017785,"Kidney_Change, basophilic (Cortex)",,,,minimal,"Kidney_Change, basophilic (Cortex)",,,,minimal,SAMPLE_ID: 0304093; SP_FLG: true; BARCODE: No ChipData
5174,2963,1017786,"Kidney_Dilatation, cystic (Cortex)",,,,minimal,"Kidney_Dilatation, cystic (Cortex)",,,,minimal,SAMPLE_ID: 0304095; SP_FLG: true; BARCODE: 003017483014
5175,2964,1017787,Liver_Necrosis (Hepatocyte),,,,moderate,Liver_Necrosis (Hepatocyte),,,,moderate,SAMPLE_ID: 0304103; SP_FLG: true; BARCODE: 003017058030
5176,2965,1017788,"Kidney_Change, basophilic (Cortex)",,,,minimal,"Kidney_Change, basophilic (Cortex)",,,,minimal,SAMPLE_ID: 0304114; SP_FLG: true; BARCODE: No ChipData
5177,2966,1017789,Kidney_Dilatation (Pelvic cavity),,,,minimal,Kidney_Dilatation (Pelvic cavity),,,,minimal,SAMPLE_ID: 0304111; SP_FLG: true; BARCODE: 003017445029
5178,2967,1017790,Liver_Increased mitosis (Hepatocyte),,,,minimal,Liver_Increased mitosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0304124; SP_FLG: true; BARCODE: No ChipData
5179,2968,1017791,Liver_Increased mitosis (Hepatocyte),,,,minimal,Liver_Increased mitosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0304125; SP_FLG: true; BARCODE: 003017064021
5180,2969,1017792,"Kidney_Change, basophilic (Cortex)",,,,minimal,"Kidney_Change, basophilic (Cortex)",,,,minimal,SAMPLE_ID: 0304123; SP_FLG: true; BARCODE: No ChipData
5181,2970,1017793,Liver_Necrosis (Hepatocyte),,,,minimal,Liver_Necrosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0305092; SP_FLG: true; BARCODE: 003017096021
5182,2971,1017794,Liver_Necrosis (Hepatocyte),,,,minimal,Liver_Necrosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0305094; SP_FLG: true; BARCODE: No ChipData
5183,2972,1017795,Kidney_Dilatation (Medulla),,,,minimal,Kidney_Dilatation (Medulla),,,,minimal,SAMPLE_ID: 0305095; SP_FLG: false; BARCODE: No ChipData
5184,2973,1017796,"Liver_Change, eosinophilic (Periportal)",,,,minimal,"Liver_Change, eosinophilic (Periportal)",,,,minimal,SAMPLE_ID: 0305103; SP_FLG: false; BARCODE: 003017099023
5185,2973,1017797,Liver_Necrosis (Hepatocyte),,,,minimal,Liver_Necrosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0305103; SP_FLG: true; BARCODE: 003017099023
5186,2974,1017798,Kidney_Dilatation (Medulla),,,,minimal,Kidney_Dilatation (Medulla),,,,minimal,SAMPLE_ID: 0305105; SP_FLG: false; BARCODE: 003017447007
5187,2975,1017799,"Liver_Change, eosinophilic (Periportal)",,,,minimal,"Liver_Change, eosinophilic (Periportal)",,,,minimal,SAMPLE_ID: 0305111; SP_FLG: false; BARCODE: No ChipData
5188,2976,1017800,"Liver_Change, eosinophilic (Periportal)",,,,minimal,"Liver_Change, eosinophilic (Periportal)",,,,minimal,SAMPLE_ID: 0305113; SP_FLG: false; BARCODE: No ChipData
5189,2977,1017801,"Liver_Change, eosinophilic (Periportal)",,,,minimal,"Liver_Change, eosinophilic (Periportal)",,,,minimal,SAMPLE_ID: 0305115; SP_FLG: false; BARCODE: 003017083026
5190,2975,1017802,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,SAMPLE_ID: 0305111; SP_FLG: false; BARCODE: No ChipData
5191,2978,1017803,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,SAMPLE_ID: 0305114; SP_FLG: false; BARCODE: 003017083025
5192,2975,1017804,"Kidney_Vacuolization (Vacuolation), cytoplasmic (Cortex)",,,,minimal,"Kidney_Vacuolization (Vacuolation), cytoplasmic (Cortex)",,,,minimal,SAMPLE_ID: 0305111; SP_FLG: false; BARCODE: 003017475006
5193,2979,1017805,"Liver_Change, eosinophilic (Periportal)",,,,minimal,"Liver_Change, eosinophilic (Periportal)",,,,minimal,SAMPLE_ID: 0305121; SP_FLG: false; BARCODE: No ChipData
5194,2980,1017806,"Liver_Change, eosinophilic (Periportal)",,,,minimal,"Liver_Change, eosinophilic (Periportal)",,,,minimal,SAMPLE_ID: 0305122; SP_FLG: false; BARCODE: 003017086005
5195,2981,1017807,"Liver_Change, eosinophilic (Periportal)",,,,minimal,"Liver_Change, eosinophilic (Periportal)",,,,minimal,SAMPLE_ID: 0305123; SP_FLG: false; BARCODE: 003017086006
5196,2982,1017808,"Liver_Change, eosinophilic (Periportal)",,,,minimal,"Liver_Change, eosinophilic (Periportal)",,,,minimal,SAMPLE_ID: 0305125; SP_FLG: false; BARCODE: No ChipData
5197,2981,1017809,Liver_Hypertrophy (Centrilobular),,,,minimal,Liver_Hypertrophy (Centrilobular),,,,minimal,SAMPLE_ID: 0305123; SP_FLG: false; BARCODE: 003017086006
5198,2982,1017810,Liver_Hypertrophy (Centrilobular),,,,minimal,Liver_Hypertrophy (Centrilobular),,,,minimal,SAMPLE_ID: 0305125; SP_FLG: false; BARCODE: No ChipData
5199,2981,1017811,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,SAMPLE_ID: 0305123; SP_FLG: false; BARCODE: 003017086006
5200,2983,1017812,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,SAMPLE_ID: 0305124; SP_FLG: false; BARCODE: 003017086007
5201,2982,1017813,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,SAMPLE_ID: 0305125; SP_FLG: false; BARCODE: No ChipData
5202,2982,1017814,"Kidney_Change, basophilic (Cortex)",,,,minimal,"Kidney_Change, basophilic (Cortex)",,,,minimal,SAMPLE_ID: 0305125; SP_FLG: true; BARCODE: 003017475020
5203,2980,1017815,Kidney_Dilatation (Medulla),,,,minimal,Kidney_Dilatation (Medulla),,,,minimal,SAMPLE_ID: 0305122; SP_FLG: false; BARCODE: 003017475018
5204,2982,1017816,Kidney_Dilatation (Medulla),,,,minimal,Kidney_Dilatation (Medulla),,,,minimal,SAMPLE_ID: 0305125; SP_FLG: false; BARCODE: 003017475020
5205,2984,1017817,"Kidney_Change, basophilic (Cortex)",,,,minimal,"Kidney_Change, basophilic (Cortex)",,,,minimal,SAMPLE_ID: 0304135; SP_FLG: true; BARCODE: 003017483017
5206,2985,1017818,"Kidney_Change, basophilic (Cortex)",,,,minimal,"Kidney_Change, basophilic (Cortex)",,,,minimal,SAMPLE_ID: 0304144; SP_FLG: true; BARCODE: No ChipData
5207,2986,1017819,"Kidney_Dilatation, cystic (Cortex)",,,,minimal,"Kidney_Dilatation, cystic (Cortex)",,,,minimal,SAMPLE_ID: 0304142; SP_FLG: true; BARCODE: 003017483028
5208,2987,1017820,"Kidney_Dilatation, cystic (Cortex)",,,,minimal,"Kidney_Dilatation, cystic (Cortex)",,,,minimal,SAMPLE_ID: 0304155; SP_FLG: true; BARCODE: 003017446004
5209,2987,1017821,Kidney_Necrosis (Tubular epithelium),,,,slight,Kidney_Necrosis (Tubular epithelium),,,,slight,SAMPLE_ID: 0304155; SP_FLG: true; BARCODE: 003017446004
5210,2988,1017822,Liver_Increased mitosis (Hepatocyte),,,,minimal,Liver_Increased mitosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0304162; SP_FLG: true; BARCODE: 003017064022
5211,2989,1017823,Liver_Increased mitosis (Hepatocyte),,,,minimal,Liver_Increased mitosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0304165; SP_FLG: true; BARCODE: No ChipData
5212,2990,1017824,Liver_Necrosis (Hepatocyte),,,,minimal,Liver_Necrosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0304161; SP_FLG: true; BARCODE: No ChipData
5213,2990,1017825,Kidney_Dilatation (Pelvic cavity),,,,minimal,Kidney_Dilatation (Pelvic cavity),,,,minimal,SAMPLE_ID: 0304161; SP_FLG: true; BARCODE: No ChipData
5214,2988,1017826,"Kidney_Dilatation, cystic (Cortex)",,,,minimal,"Kidney_Dilatation, cystic (Cortex)",,,,minimal,SAMPLE_ID: 0304162; SP_FLG: true; BARCODE: 003017446014
5215,2988,1017827,"Kidney_Dilatation, cystic (Medulla)",,,,minimal,"Kidney_Dilatation, cystic (Medulla)",,,,minimal,SAMPLE_ID: 0304162; SP_FLG: true; BARCODE: 003017446014
5216,2991,1017828,Liver_Necrosis (Hepatocyte),,,,minimal,Liver_Necrosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0305135; SP_FLG: true; BARCODE: No ChipData
5217,2991,1017829,"Liver_Proliferation, Kupffer cell",,,,minimal,"Liver_Proliferation, Kupffer cell",,,,minimal,SAMPLE_ID: 0305135; SP_FLG: false; BARCODE: No ChipData
5218,2991,1017830,Liver_Single cell necrosis (Hepatocyte),,,,minimal,Liver_Single cell necrosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0305135; SP_FLG: false; BARCODE: No ChipData
5219,2992,1017831,Kidney_Dilatation (Medulla),,,,minimal,Kidney_Dilatation (Medulla),,,,minimal,SAMPLE_ID: 0305134; SP_FLG: false; BARCODE: 003017446028
5220,2993,1017832,"Kidney_Dilatation, cystic (Medulla)",,,,slight,"Kidney_Dilatation, cystic (Medulla)",,,,slight,SAMPLE_ID: 0305132; SP_FLG: false; BARCODE: 003017446026
5221,2994,1017833,"Liver_Change, eosinophilic (Periportal)",,,,minimal,"Liver_Change, eosinophilic (Periportal)",,,,minimal,SAMPLE_ID: 0305141; SP_FLG: false; BARCODE: No ChipData
5222,2995,1017834,"Liver_Change, eosinophilic (Periportal)",,,,minimal,"Liver_Change, eosinophilic (Periportal)",,,,minimal,SAMPLE_ID: 0305142; SP_FLG: false; BARCODE: 003017099024
5223,2996,1017835,"Liver_Change, eosinophilic (Periportal)",,,,minimal,"Liver_Change, eosinophilic (Periportal)",,,,minimal,SAMPLE_ID: 0305144; SP_FLG: false; BARCODE: 003017099026
5224,2997,1017836,"Liver_Change, eosinophilic (Periportal)",,,,minimal,"Liver_Change, eosinophilic (Periportal)",,,,minimal,SAMPLE_ID: 0305145; SP_FLG: false; BARCODE: No ChipData
5225,2998,1017837,Liver_Necrosis (Hepatocyte),,,,minimal,Liver_Necrosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0305143; SP_FLG: true; BARCODE: 003017099025
5226,2997,1017838,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,SAMPLE_ID: 0305145; SP_FLG: false; BARCODE: No ChipData
5227,2994,1017839,Kidney_Dilatation (Medulla),,,,minimal,Kidney_Dilatation (Medulla),,,,minimal,SAMPLE_ID: 0305141; SP_FLG: false; BARCODE: No ChipData
5228,2995,1017840,Kidney_Dilatation (Medulla),,,,minimal,Kidney_Dilatation (Medulla),,,,minimal,SAMPLE_ID: 0305142; SP_FLG: false; BARCODE: 003017447008
5229,2998,1017841,Kidney_Dilatation (Medulla),,,,minimal,Kidney_Dilatation (Medulla),,,,minimal,SAMPLE_ID: 0305143; SP_FLG: false; BARCODE: 003017447009
5230,2996,1017842,Kidney_Dilatation (Medulla),,,,minimal,Kidney_Dilatation (Medulla),,,,minimal,SAMPLE_ID: 0305144; SP_FLG: false; BARCODE: 003017447010
5231,2999,1017843,"Liver_Change, eosinophilic (Periportal)",,,,minimal,"Liver_Change, eosinophilic (Periportal)",,,,minimal,SAMPLE_ID: 0305151; SP_FLG: false; BARCODE: No ChipData
5232,3000,1017844,"Liver_Change, eosinophilic (Periportal)",,,,minimal,"Liver_Change, eosinophilic (Periportal)",,,,minimal,SAMPLE_ID: 0305152; SP_FLG: false; BARCODE: 003017083027
5233,3001,1017845,"Liver_Change, eosinophilic (Periportal)",,,,minimal,"Liver_Change, eosinophilic (Periportal)",,,,minimal,SAMPLE_ID: 0305153; SP_FLG: false; BARCODE: 003017083028
5234,3002,1017846,"Liver_Change, eosinophilic (Periportal)",,,,minimal,"Liver_Change, eosinophilic (Periportal)",,,,minimal,SAMPLE_ID: 0305154; SP_FLG: false; BARCODE: No ChipData
5235,3003,1017847,"Liver_Change, eosinophilic (Periportal)",,,,minimal,"Liver_Change, eosinophilic (Periportal)",,,,minimal,SAMPLE_ID: 0305155; SP_FLG: false; BARCODE: 003017083029
5236,3000,1017848,Liver_Hypertrophy (Centrilobular),,,,minimal,Liver_Hypertrophy (Centrilobular),,,,minimal,SAMPLE_ID: 0305152; SP_FLG: false; BARCODE: 003017083027
5237,3003,1017849,Liver_Hypertrophy (Centrilobular),,,,minimal,Liver_Hypertrophy (Centrilobular),,,,minimal,SAMPLE_ID: 0305155; SP_FLG: false; BARCODE: 003017083029
5238,2999,1017850,"Liver_Proliferation, Kupffer cell",,,,minimal,"Liver_Proliferation, Kupffer cell",,,,minimal,SAMPLE_ID: 0305151; SP_FLG: false; BARCODE: No ChipData
5239,3001,1017851,"Liver_Proliferation, Kupffer cell",,,,minimal,"Liver_Proliferation, Kupffer cell",,,,minimal,SAMPLE_ID: 0305153; SP_FLG: false; BARCODE: 003017083028
5240,3000,1017852,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,SAMPLE_ID: 0305152; SP_FLG: false; BARCODE: 003017083027
5241,3002,1017853,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,SAMPLE_ID: 0305154; SP_FLG: false; BARCODE: No ChipData
5242,3003,1017854,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,SAMPLE_ID: 0305155; SP_FLG: false; BARCODE: 003017083029
5243,2999,1017855,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,slight,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,slight,SAMPLE_ID: 0305151; SP_FLG: false; BARCODE: No ChipData
5244,3001,1017856,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,slight,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,slight,SAMPLE_ID: 0305153; SP_FLG: false; BARCODE: 003017083028
5245,3001,1017857,Kidney_Dilatation (Medulla),,,,minimal,Kidney_Dilatation (Medulla),,,,minimal,SAMPLE_ID: 0305153; SP_FLG: false; BARCODE: 003017475010
5246,3002,1017858,Kidney_Dilatation (Medulla),,,,minimal,Kidney_Dilatation (Medulla),,,,minimal,SAMPLE_ID: 0305154; SP_FLG: false; BARCODE: 003017475011
5247,2999,1017859,"Kidney_Vacuolization (Vacuolation), cytoplasmic (Cortex)",,,,minimal,"Kidney_Vacuolization (Vacuolation), cytoplasmic (Cortex)",,,,minimal,SAMPLE_ID: 0305151; SP_FLG: false; BARCODE: No ChipData
5248,3000,1017860,"Kidney_Vacuolization (Vacuolation), cytoplasmic (Cortex)",,,,minimal,"Kidney_Vacuolization (Vacuolation), cytoplasmic (Cortex)",,,,minimal,SAMPLE_ID: 0305152; SP_FLG: false; BARCODE: 003017475009
5249,3001,1017861,"Kidney_Vacuolization (Vacuolation), cytoplasmic (Cortex)",,,,minimal,"Kidney_Vacuolization (Vacuolation), cytoplasmic (Cortex)",,,,minimal,SAMPLE_ID: 0305153; SP_FLG: false; BARCODE: 003017475010
5250,3002,1017862,"Kidney_Vacuolization (Vacuolation), cytoplasmic (Cortex)",,,,minimal,"Kidney_Vacuolization (Vacuolation), cytoplasmic (Cortex)",,,,minimal,SAMPLE_ID: 0305154; SP_FLG: false; BARCODE: 003017475011
5251,3004,1017863,"Liver_Change, eosinophilic (Periportal)",,,,minimal,"Liver_Change, eosinophilic (Periportal)",,,,minimal,SAMPLE_ID: 0305161; SP_FLG: false; BARCODE: No ChipData
5252,3005,1017864,"Liver_Change, eosinophilic (Periportal)",,,,minimal,"Liver_Change, eosinophilic (Periportal)",,,,minimal,SAMPLE_ID: 0305165; SP_FLG: false; BARCODE: 003017086010
5253,3006,1017865,"Liver_Change, eosinophilic (Periportal)",,,,slight,"Liver_Change, eosinophilic (Periportal)",,,,slight,SAMPLE_ID: 0305162; SP_FLG: false; BARCODE: 003017086008
5254,3007,1017866,"Liver_Change, eosinophilic (Periportal)",,,,slight,"Liver_Change, eosinophilic (Periportal)",,,,slight,SAMPLE_ID: 0305163; SP_FLG: false; BARCODE: No ChipData
5255,3008,1017867,"Liver_Change, eosinophilic (Periportal)",,,,slight,"Liver_Change, eosinophilic (Periportal)",,,,slight,SAMPLE_ID: 0305164; SP_FLG: false; BARCODE: 003017086009
5256,3004,1017868,Liver_Dilatation (Sinusoid),,,,minimal,Liver_Dilatation (Sinusoid),,,,minimal,SAMPLE_ID: 0305161; SP_FLG: false; BARCODE: No ChipData
5257,3006,1017869,Liver_Dilatation (Sinusoid),,,,minimal,Liver_Dilatation (Sinusoid),,,,minimal,SAMPLE_ID: 0305162; SP_FLG: false; BARCODE: 003017086008
5258,3007,1017870,Liver_Dilatation (Sinusoid),,,,minimal,Liver_Dilatation (Sinusoid),,,,minimal,SAMPLE_ID: 0305163; SP_FLG: false; BARCODE: No ChipData
5259,3004,1017871,Liver_Hypertrophy (Centrilobular),,,,minimal,Liver_Hypertrophy (Centrilobular),,,,minimal,SAMPLE_ID: 0305161; SP_FLG: false; BARCODE: No ChipData
5260,3006,1017872,Liver_Hypertrophy (Centrilobular),,,,minimal,Liver_Hypertrophy (Centrilobular),,,,minimal,SAMPLE_ID: 0305162; SP_FLG: false; BARCODE: 003017086008
5261,3007,1017873,Liver_Hypertrophy (Centrilobular),,,,minimal,Liver_Hypertrophy (Centrilobular),,,,minimal,SAMPLE_ID: 0305163; SP_FLG: false; BARCODE: No ChipData
5262,3008,1017874,Liver_Hypertrophy (Centrilobular),,,,minimal,Liver_Hypertrophy (Centrilobular),,,,minimal,SAMPLE_ID: 0305164; SP_FLG: false; BARCODE: 003017086009
5263,3005,1017875,Liver_Hypertrophy (Centrilobular),,,,minimal,Liver_Hypertrophy (Centrilobular),,,,minimal,SAMPLE_ID: 0305165; SP_FLG: false; BARCODE: 003017086010
5264,3006,1017876,"Liver_Proliferation, Kupffer cell",,,,minimal,"Liver_Proliferation, Kupffer cell",,,,minimal,SAMPLE_ID: 0305162; SP_FLG: false; BARCODE: 003017086008
5265,3007,1017877,"Liver_Proliferation, Kupffer cell",,,,minimal,"Liver_Proliferation, Kupffer cell",,,,minimal,SAMPLE_ID: 0305163; SP_FLG: false; BARCODE: No ChipData
5266,3008,1017878,"Liver_Proliferation, Kupffer cell",,,,minimal,"Liver_Proliferation, Kupffer cell",,,,minimal,SAMPLE_ID: 0305164; SP_FLG: false; BARCODE: 003017086009
5267,3007,1017879,Liver_Single cell necrosis (Hepatocyte),,,,minimal,Liver_Single cell necrosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0305163; SP_FLG: false; BARCODE: No ChipData
5268,3006,1017880,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,SAMPLE_ID: 0305162; SP_FLG: false; BARCODE: 003017086008
5269,3008,1017881,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,minimal,SAMPLE_ID: 0305164; SP_FLG: false; BARCODE: 003017086009
5270,3004,1017882,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,slight,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,slight,SAMPLE_ID: 0305161; SP_FLG: false; BARCODE: No ChipData
5271,3005,1017883,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,slight,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,slight,SAMPLE_ID: 0305165; SP_FLG: false; BARCODE: 003017086010
5272,3007,1017884,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,moderate,"Liver_Vacuolization, cytoplasmic (Hepatocyte)",,,,moderate,SAMPLE_ID: 0305163; SP_FLG: false; BARCODE: No ChipData
5273,3004,1017885,Kidney_Dilatation (Medulla),,,,slight,Kidney_Dilatation (Medulla),,,,slight,SAMPLE_ID: 0305161; SP_FLG: false; BARCODE: 003017475021
5274,3007,1017886,Kidney_Eosinophilic body (Cortex),,,,minimal,Kidney_Eosinophilic body (Cortex),,,,minimal,SAMPLE_ID: 0305163; SP_FLG: true; BARCODE: 003017475023
5275,3004,1017887,"Kidney_Vacuolization (Vacuolation), cytoplasmic (Cortex)",,,,minimal,"Kidney_Vacuolization (Vacuolation), cytoplasmic (Cortex)",,,,minimal,SAMPLE_ID: 0305161; SP_FLG: false; BARCODE: 003017475021
5276,3006,1017888,"Kidney_Vacuolization (Vacuolation), cytoplasmic (Cortex)",,,,minimal,"Kidney_Vacuolization (Vacuolation), cytoplasmic (Cortex)",,,,minimal,SAMPLE_ID: 0305162; SP_FLG: false; BARCODE: 003017475022
5277,3007,1017889,"Kidney_Vacuolization (Vacuolation), cytoplasmic (Cortex)",,,,minimal,"Kidney_Vacuolization (Vacuolation), cytoplasmic (Cortex)",,,,minimal,SAMPLE_ID: 0305163; SP_FLG: false; BARCODE: 003017475023
5278,3009,1017890,Liver_Microgranuloma,,,,minimal,Liver_Microgranuloma,,,,minimal,SAMPLE_ID: 0584011; SP_FLG: true; BARCODE: 003017540025
5279,3010,1017891,Kidney_Cyst (Cortex),,,,minimal,Kidney_Cyst (Cortex),,,,minimal,SAMPLE_ID: 0584013; SP_FLG: true; BARCODE: No ChipData
