predbind_id,activity_id,site_id,prediction_method,confidence
7704997,2008598,1045,Single domain,high
7704998,2008605,1045,Single domain,high
7704999,2008626,1045,Single domain,high
7705000,2008627,1045,Single domain,high
7705001,2008649,1045,Single domain,high
7705002,2008669,1045,Single domain,high
7705003,2008693,1078,Single domain,high
7705004,2008697,1078,Single domain,high
7705005,2008758,1078,Single domain,high
7705006,2008818,1691,Single domain,high
7705007,2008924,2004,Single domain,high
7705008,2008925,2004,Single domain,high
7705009,2008930,1015,Single domain,high
7705010,2008938,1015,Single domain,high
7705011,2008939,1015,Single domain,high
7705012,2008984,479,Single domain,high
7705013,2009005,1694,Single domain,high
7705014,2009072,378,Single domain,high
7705015,2031007,350,Single domain,high
7705016,2031016,350,Single domain,high
7705017,2031022,350,Single domain,high
7705018,2031223,1212,Single domain,high
7705019,2031243,1212,Single domain,high
7705020,2031248,1354,Single domain,high
7705021,2031295,800,Single domain,high
7705022,2031782,970,Single domain,high
7705023,2031901,1261,Single domain,high
7705024,2032060,482,Single domain,high
7705025,2032091,353,Single domain,high
7705026,2032104,353,Single domain,high
7705027,2032141,1034,Single domain,high
7705028,2032151,1034,Single domain,high
7705029,2032165,1078,Single domain,high
7705030,2032616,1484,Single domain,high
7705031,2032621,1484,Single domain,high
7705032,2032634,1484,Single domain,high
7705033,1960653,1015,Single domain,high
7705034,1960679,912,Single domain,high
7705035,1960689,1246,Single domain,high
7705036,1960694,1246,Single domain,high
7705037,1960700,1246,Single domain,high
7705038,1961080,1514,Single domain,high
7705039,1961176,1154,Single domain,high
7705040,1961183,1154,Single domain,high
7705041,1961186,1154,Single domain,high
7705042,1961191,1154,Single domain,high
7705043,1961250,27,Single domain,high
7705044,1961367,1245,Single domain,high
7705045,1961655,1156,Single domain,high
7705046,1962023,792,Single domain,high
7705047,1962082,782,Single domain,high
7705048,1962259,782,Single domain,high
7705049,1962328,782,Single domain,high
7705050,1962373,1377,Single domain,high
7705051,1982212,822,Single domain,high
7705052,1982232,1529,Single domain,high
7705053,1982238,1529,Single domain,high
7705054,1982239,1529,Single domain,high
7705055,1982375,1049,Single domain,high
7705056,1982393,1049,Single domain,high
7705057,1982880,685,Single domain,high
7705058,1983396,1448,Single domain,high
7705059,1983417,1448,Single domain,high
7705060,1983444,160,Single domain,high
7705061,1983684,1057,Single domain,high
7705062,1983771,2041,Single domain,high
7705063,1983784,2041,Single domain,high
7705064,1983819,1201,Single domain,high
7705065,1983849,792,Single domain,high
7705066,1984783,1303,Single domain,high
7705067,1984829,982,Single domain,high
7705068,2009194,371,Single domain,high
7705069,2009363,1005,Single domain,high
7705070,2009954,1466,Single domain,high
7705071,2009973,853,Single domain,high
7705072,2010445,1512,Single domain,high
7705073,2010472,1350,Single domain,high
7705074,2010510,1350,Single domain,high
7705075,2010636,1303,Single domain,high
7705076,2010668,1303,Single domain,high
7705077,2010672,1303,Single domain,high
7705078,2011526,1875,Single domain,high
7705079,2011566,128,Single domain,high
7705080,2011567,128,Single domain,high
7705081,2011582,128,Single domain,high
7705082,2011588,2437,Single domain,high
7705083,2032643,1484,Single domain,high
7705084,2032661,1484,Single domain,high
7705085,2032705,1484,Single domain,high
7705086,2032712,1484,Single domain,high
7705087,2032735,1484,Single domain,high
7705088,2032736,1484,Single domain,high
7705089,2032749,1484,Single domain,high
7705090,2032753,1311,Single domain,high
7705091,2032764,1311,Single domain,high
7705092,2032795,675,Single domain,high
7705093,2032796,675,Single domain,high
7705094,2032799,675,Single domain,high
7705095,2032807,675,Single domain,high
7705096,2032811,671,Single domain,high
7705097,2032828,671,Single domain,high
7705098,2033102,675,Single domain,high
7705099,2033105,675,Single domain,high
7705100,2033111,675,Single domain,high
7705101,2033122,675,Single domain,high
7705102,2033152,671,Single domain,high
7705103,2033172,671,Single domain,high
7705104,1962400,1377,Single domain,high
7705105,1962406,1377,Single domain,high
7705106,1962412,1377,Single domain,high
7705107,1962431,1449,Single domain,high
7705108,1962434,1449,Single domain,high
7705109,1962443,1449,Single domain,high
7705110,1962456,1449,Single domain,high
7705111,1962467,1449,Single domain,high
7705112,1962481,577,Single domain,high
7705113,1962495,577,Single domain,high
7705114,1962501,577,Single domain,high
7705115,1962502,577,Single domain,high
7705116,1962542,728,Single domain,high
7705117,1962617,1161,Single domain,high
7705118,1962948,1448,Single domain,high
7705119,1962964,1448,Single domain,high
7705120,1962965,1448,Single domain,high
7705121,1962973,1448,Single domain,high
7705122,1984836,982,Single domain,high
7705123,1984843,982,Single domain,high
7705124,1984851,982,Single domain,high
7705125,1985019,782,Single domain,high
7705126,1985060,610,Single domain,high
7705127,1985063,1448,Single domain,high
7705128,1985072,1448,Single domain,high
7705129,1985075,1448,Single domain,high
7705130,1985104,1448,Single domain,high
7705131,1985107,1448,Single domain,high
7705132,1985699,2004,Single domain,high
7705133,1985717,2004,Single domain,high
7705134,1985718,2004,Single domain,high
7705135,1985721,2004,Single domain,high
7705136,1985748,1156,Single domain,high
7705137,1985760,1156,Single domain,high
7705138,1985763,1156,Single domain,high
7705139,1985877,1484,Single domain,high
7705140,1985928,1613,Single domain,high
7705141,1985933,1613,Single domain,high
7705142,1985951,1613,Single domain,high
7705143,1985954,1613,Single domain,high
7705144,2012162,1841,Single domain,high
7705145,2012900,926,Single domain,high
7705146,2012930,1082,Single domain,high
7705147,2013007,941,Multi domain,medium
7705148,2013205,970,Single domain,high
7705149,2013210,970,Single domain,high
7705150,2013213,970,Single domain,high
7705151,2013221,970,Single domain,high
7705152,2013326,81,Single domain,high
7705153,2033261,1453,Single domain,high
7705154,2033263,1453,Single domain,high
7705155,2033264,1453,Single domain,high
7705156,2033271,1453,Single domain,high
7705157,2033274,1453,Single domain,high
7705158,2033279,1453,Single domain,high
7705159,2033380,1601,Single domain,high
7705160,2033445,226,Single domain,high
7705161,2033449,226,Single domain,high
7705162,2033450,226,Single domain,high
7705163,2033491,247,Single domain,high
7705164,2033492,247,Single domain,high
7705165,2033494,247,Single domain,high
7705166,2033720,1016,Single domain,high
7705167,2033723,845,Single domain,high
7705168,2033729,1016,Single domain,high
7705169,2033749,845,Single domain,high
7705170,2033780,1530,Single domain,high
7705171,2033782,1530,Single domain,high
7705172,2033844,1530,Single domain,high
7705173,2034248,785,Single domain,high
7705174,1963035,1448,Single domain,high
7705175,1963037,1448,Single domain,high
7705176,1963044,1448,Single domain,high
7705177,1963063,1448,Single domain,high
7705178,1963357,27,Single domain,high
7705179,1963431,21,Single domain,high
7705180,1963551,899,Single domain,high
7705181,1963695,2004,Single domain,high
7705182,1963698,2004,Single domain,high
7705183,1963705,2004,Single domain,high
7705184,1963715,2004,Single domain,high
7705185,1963728,2004,Single domain,high
7705186,1963960,1275,Single domain,high
7705187,1964184,303,Single domain,high
7705188,1964277,1348,Single domain,high
7705189,1964304,1348,Single domain,high
7705190,1986085,390,Single domain,high
7705191,1986087,390,Single domain,high
7705192,1986095,390,Single domain,high
7705193,1986125,1122,Single domain,high
7705194,1986253,728,Single domain,high
7705195,1986257,728,Single domain,high
7705196,1986260,728,Single domain,high
7705197,1986267,728,Single domain,high
7705198,1986282,1575,Single domain,high
7705199,1986696,1661,Single domain,high
7705200,1986707,1661,Single domain,high
7705201,1986711,1661,Single domain,high
7705202,1986850,1481,Single domain,high
7705203,1986897,262,Single domain,high
7705204,1986903,262,Single domain,high
7705205,2013765,165,Single domain,high
7705206,2013766,165,Single domain,high
7705207,2013927,1033,Single domain,high
7705208,2013978,333,Single domain,high
7705209,2014066,941,Multi domain,medium
7705210,2014075,941,Multi domain,medium
7705211,2014081,941,Multi domain,medium
7705212,2014127,589,Single domain,high
7705213,2014212,728,Single domain,high
7705214,2014232,728,Single domain,high
7705215,2014239,728,Single domain,high
7705216,2014245,1575,Single domain,high
7705217,2034345,1546,Single domain,high
7705218,2034349,1546,Single domain,high
7705219,2034386,257,Single domain,high
7705220,2034391,1546,Single domain,high
7705221,2034434,610,Single domain,high
7705222,2034848,115,Single domain,high
7705223,2035035,1239,Single domain,high
7705224,2035043,1239,Single domain,high
7705225,2035052,1239,Single domain,high
7705226,2035059,380,Single domain,high
7705227,2035075,380,Single domain,high
7705228,2035226,300,Single domain,high
7705229,2035237,300,Single domain,high
7705230,2035330,1311,Single domain,high
7705231,2035338,1311,Single domain,high
7705232,2035632,226,Single domain,high
7705233,2035664,1546,Single domain,high
7705234,1964539,465,Single domain,high
7705235,1964556,465,Single domain,high
7705236,1964570,1016,Single domain,high
7705237,1967086,806,Single domain,high
7705238,1967591,788,Single domain,high
7705239,1967602,788,Single domain,high
7705240,1967622,788,Single domain,high
7705241,1967636,1313,Single domain,high
7705242,1967644,1313,Single domain,high
7705243,1967649,1313,Single domain,high
7705244,1967686,1313,Single domain,high
7705245,1967837,1239,Single domain,high
7705246,1967848,1239,Single domain,high
7705247,1987348,728,Single domain,high
7705248,1987349,728,Single domain,high
7705249,1987350,728,Single domain,high
7705250,1987359,1575,Single domain,high
7705251,1987446,353,Single domain,high
7705252,1987505,1034,Single domain,high
7705253,1987546,1078,Single domain,high
7705254,1987759,2004,Single domain,high
7705255,1987768,2004,Single domain,high
7705256,1987792,2051,Single domain,high
7705257,1987800,2004,Single domain,high
7705258,1987811,2004,Single domain,high
7705259,1987835,2006,Single domain,high
7705260,1987846,2004,Single domain,high
7705261,1987879,959,Single domain,high
7705262,1988065,426,Single domain,high
7705263,1988073,1692,Single domain,high
7705264,1988281,1085,Single domain,high
7705265,1988291,1085,Single domain,high
7705266,1988332,1085,Single domain,high
7705267,1988336,1085,Single domain,high
7705268,1988338,1085,Single domain,high
7705269,2014253,1575,Single domain,high
7705270,2014254,1575,Single domain,high
7705271,2014262,1575,Single domain,high
7705272,2014278,1154,Single domain,high
7705273,2014302,1154,Single domain,high
7705274,2014706,1702,Single domain,high
7705275,2014720,14,Single domain,high
7705276,2014752,970,Single domain,high
7705277,2014759,970,Single domain,high
7705278,2014766,970,Single domain,high
7705279,2015290,1201,Single domain,high
7705280,2015307,1201,Single domain,high
7705281,2015309,1201,Single domain,high
7705282,2015314,1201,Single domain,high
7705283,2015318,1201,Single domain,high
7705284,2015337,792,Single domain,high
7705285,2035703,610,Single domain,high
7705286,2036392,1028,Single domain,high
7705287,2037096,1028,Single domain,high
7705288,2037121,1028,Single domain,high
7705289,2037124,1028,Single domain,high
7705290,2037438,792,Single domain,high
7705291,2037444,1512,Single domain,high
7705292,2037613,1050,Multi domain,medium
7705293,2037615,1050,Multi domain,medium
7705294,1967850,1239,Single domain,high
7705295,1967862,226,Single domain,high
7705296,1967885,380,Single domain,high
7705297,1968402,1453,Single domain,high
7705298,1968427,1453,Single domain,high
7705299,1968429,1453,Single domain,high
7705300,1968432,1453,Single domain,high
7705301,1968476,1601,Single domain,high
7705302,1968545,380,Single domain,high
7705303,1968601,231,Single domain,high
7705304,1968611,1239,Single domain,high
7705305,1968624,226,Single domain,high
7705306,1968634,226,Single domain,high
7705307,1968636,226,Single domain,high
7705308,1968637,226,Single domain,high
7705309,1968655,1239,Single domain,high
7705310,1968672,226,Single domain,high
7705311,1968739,226,Single domain,high
7705312,1988397,941,Multi domain,medium
7705313,1988739,27,Single domain,high
7705314,1988920,27,Single domain,high
7705315,1989394,138,Single domain,high
7705316,1989544,1691,Single domain,high
7705317,1989545,1668,Single domain,high
7705318,1989546,1668,Single domain,high
7705319,1989554,1691,Single domain,high
7705320,1989556,1691,Single domain,high
7705321,1989563,279,Single domain,high
7705322,1989657,1121,Single domain,high
7705323,1989690,1536,Single domain,high
7705324,1989691,1536,Single domain,high
7705325,1989825,1536,Single domain,high
7705326,1989831,1536,Single domain,high
7705327,1989833,1536,Single domain,high
7705328,1990158,1271,Single domain,high
7705329,1990258,257,Single domain,high
7705330,1991203,279,Single domain,high
7705331,1991219,279,Single domain,high
7705332,2118292,1601,Single domain,high
7705333,2118306,1601,Single domain,high
7705334,2118382,1453,Single domain,high
7705335,2118402,1453,Single domain,high
7705336,2118468,1601,Single domain,high
7705337,2118502,1601,Single domain,high
7705338,2119156,799,Single domain,high
7705339,2119161,799,Single domain,high
7705340,2119190,259,Single domain,high
7705341,2119233,792,Single domain,high
7705342,2119286,1033,Single domain,high
7705343,2119293,1033,Single domain,high
7705344,2119310,1033,Single domain,high
7705345,2119319,1033,Single domain,high
7705346,2160300,1230,Single domain,high
7705347,2160337,1230,Single domain,high
7705348,2160356,1122,Single domain,high
7705349,2160391,1122,Single domain,high
7705350,2160616,1453,Single domain,high
7705351,2161911,799,Single domain,high
7705352,2162386,1240,Single domain,high
7705353,2162851,1613,Single domain,high
7705354,2162853,1613,Single domain,high
7705355,2163151,1085,Single domain,high
7705356,2163152,1085,Single domain,high
7705357,2163163,1085,Single domain,high
7705358,2163164,1085,Single domain,high
7705359,2163246,1348,Single domain,high
7705360,2163260,1348,Single domain,high
7705361,2163262,1348,Single domain,high
7705362,2163295,1348,Single domain,high
7705363,2163307,1311,Single domain,high
7705364,2163416,1311,Single domain,high
7705365,2163562,1486,Single domain,high
7705366,2163570,1486,Single domain,high
7705367,2069507,383,Single domain,high
7705368,2069546,383,Single domain,high
7705369,2069550,383,Single domain,high
7705370,2069602,1620,Single domain,high
7705371,2069625,383,Single domain,high
7705372,2069626,383,Single domain,high
7705373,2069656,1529,Single domain,high
7705374,2069659,1529,Single domain,high
7705375,2069709,1201,Single domain,high
7705376,2069781,1841,Single domain,high
7705377,2092594,1201,Single domain,high
7705378,2092601,1512,Single domain,high
7705379,2092609,1512,Single domain,high
7705380,2092612,1512,Single domain,high
7705381,2092619,792,Single domain,high
7705382,2092634,1512,Single domain,high
7705383,2092652,1201,Single domain,high
7705384,2092669,1005,Single domain,high
7705385,2092670,1005,Single domain,high
7705386,2092674,1005,Single domain,high
7705387,2092677,259,Single domain,high
7705388,2092825,806,Single domain,high
7705389,2092827,806,Single domain,high
7705390,2092839,806,Single domain,high
7705391,2092861,806,Single domain,high
7705392,2092922,806,Single domain,high
7705393,2093602,450,Single domain,high
7705394,2093603,450,Single domain,high
7705395,2093617,450,Single domain,high
7705396,2093626,450,Single domain,high
7705397,2093641,450,Single domain,high
7705398,2093646,450,Single domain,high
7705399,2093660,450,Single domain,high
7705400,2093947,729,Single domain,high
7705401,2093959,729,Single domain,high
7705402,2119355,1033,Single domain,high
7705403,2119421,1481,Single domain,high
7705404,2119422,1481,Single domain,high
7705405,2119426,1481,Single domain,high
7705406,2119430,1481,Single domain,high
7705407,2119436,1481,Single domain,high
7705408,2119451,1481,Single domain,high
7705409,2119453,1481,Single domain,high
7705410,2119513,697,Single domain,high
7705411,2120006,160,Single domain,high
7705412,2120044,160,Single domain,high
7705413,2120055,160,Single domain,high
7705414,2163651,108,Single domain,high
7705415,2163666,108,Single domain,high
7705416,2163667,108,Single domain,high
7705417,2163925,792,Single domain,high
7705418,2163929,792,Single domain,high
7705419,2163932,792,Single domain,high
7705420,2163939,792,Single domain,high
7705421,2163949,792,Single domain,high
7705422,2163980,1005,Single domain,high
7705423,2163997,259,Single domain,high
7705424,2164000,259,Single domain,high
7705425,2164002,259,Single domain,high
7705426,2164464,3210,Single domain,high
7705427,2164606,1601,Single domain,high
7705428,2164621,1601,Single domain,high
7705429,2164631,1601,Single domain,high
7705430,2164639,1601,Single domain,high
7705431,2164701,1048,Single domain,high
7705432,2164707,1015,Single domain,high
7705433,2164716,1015,Single domain,high
7705434,2070707,761,Single domain,high
7705435,2070726,761,Single domain,high
7705436,2070761,761,Single domain,high
7705437,2070763,761,Single domain,high
7705438,2070767,761,Single domain,high
7705439,2070835,154,Single domain,high
7705440,2070844,324,Single domain,high
7705441,2070858,1078,Single domain,high
7705442,2070864,894,Single domain,high
7705443,2070874,894,Single domain,high
7705444,2071211,1057,Single domain,high
7705445,2072037,1261,Single domain,high
7705446,2072040,1261,Single domain,high
7705447,2072062,588,Single domain,high
7705448,2072101,1261,Single domain,high
7705449,2072184,1085,Single domain,high
7705450,2072186,1085,Single domain,high
7705451,2072220,1085,Single domain,high
7705452,2072585,82,Single domain,high
7705453,2072587,1014,Single domain,high
7705454,2094792,1378,Single domain,high
7705455,2094857,353,Single domain,high
7705456,2094967,1512,Single domain,high
7705457,2094970,1512,Single domain,high
7705458,2094974,1512,Single domain,high
7705459,2094986,1512,Single domain,high
7705460,2095019,1512,Single domain,high
7705461,2095025,1512,Single domain,high
7705462,2095053,1612,Single domain,high
7705463,2095302,300,Single domain,high
7705464,2095453,431,Single domain,high
7705465,2095475,402,Multi domain,medium
7705466,2121337,673,Single domain,high
7705467,2121350,673,Single domain,high
7705468,2121371,673,Single domain,high
7705469,2121400,673,Single domain,high
7705470,2121412,673,Single domain,high
7705471,2121434,673,Single domain,high
7705472,2121480,300,Single domain,high
7705473,2121484,300,Single domain,high
7705474,2121494,300,Single domain,high
7705475,2121496,300,Single domain,high
7705476,2121691,2004,Single domain,high
7705477,2121698,2004,Single domain,high
7705478,2121730,1614,Single domain,high
7705479,2121903,1553,Single domain,high
7705480,2164736,1455,Single domain,high
7705481,2164830,1303,Single domain,high
7705482,2164837,2437,Single domain,high
7705483,2165214,1377,Single domain,high
7705484,2165229,1377,Single domain,high
7705485,2165236,1377,Single domain,high
7705486,2165603,1448,Single domain,high
7705487,2165607,1448,Single domain,high
7705488,2165632,1448,Single domain,high
7705489,2165636,1448,Single domain,high
7705490,2165645,1448,Single domain,high
7705491,2165717,324,Single domain,high
7705492,2165725,324,Single domain,high
7705493,2165756,154,Single domain,high
7705494,2072795,450,Single domain,high
7705495,2073200,800,Single domain,high
7705496,2073230,800,Single domain,high
7705497,2073235,782,Single domain,high
7705498,2073453,300,Single domain,high
7705499,2073454,300,Single domain,high
7705500,2073553,300,Single domain,high
7705501,2073775,384,Single domain,high
7705502,2074045,223,Single domain,high
7705503,2074161,135,Single domain,high
7705504,2074165,135,Single domain,high
7705505,2074651,1455,Single domain,high
7705506,2074663,1048,Single domain,high
7705507,2074738,1212,Single domain,high
7705508,2096586,1453,Single domain,high
7705509,2096593,1601,Single domain,high
7705510,2096597,1601,Single domain,high
7705511,2096990,785,Single domain,high
7705512,2096996,785,Single domain,high
7705513,2096999,785,Single domain,high
7705514,2097020,785,Single domain,high
7705515,2097023,785,Single domain,high
7705516,2097057,785,Single domain,high
7705517,2097431,1508,Single domain,high
7705518,2097482,1508,Single domain,high
7705519,2097561,1508,Single domain,high
7705520,2097587,1508,Single domain,high
7705521,2097616,1508,Single domain,high
7705522,2097767,1585,Single domain,high
7705523,2097790,1585,Single domain,high
7705524,2097796,1585,Single domain,high
7705525,2122073,450,Single domain,high
7705526,2122078,450,Single domain,high
7705527,2122102,363,Single domain,high
7705528,2122286,162,Single domain,high
7705529,2122455,2004,Single domain,high
7705530,2122475,2004,Single domain,high
7705531,2122714,1313,Single domain,high
7705532,2122787,1313,Single domain,high
7705533,2122790,1313,Single domain,high
7705534,2122883,50,Single domain,high
7705535,2122919,50,Single domain,high
7705536,2122924,50,Single domain,high
7705537,2123905,9713,Single domain,high
7705538,2128213,1925,Single domain,high
7705539,2128242,1925,Single domain,high
7705540,2128871,1508,Single domain,high
7705541,2128946,1057,Single domain,high
7705542,2165787,324,Single domain,high
7705543,2165792,324,Single domain,high
7705544,2165796,324,Single domain,high
7705545,2165810,154,Single domain,high
7705546,2165811,154,Single domain,high
7705547,2165825,154,Single domain,high
7705548,2166002,324,Single domain,high
7705549,2166031,324,Single domain,high
7705550,2166034,324,Single domain,high
7705551,2166035,324,Single domain,high
7705552,2166046,324,Single domain,high
7705553,2166062,154,Single domain,high
7705554,2166069,154,Single domain,high
7705555,2166085,154,Single domain,high
7705556,2166112,154,Single domain,high
7705557,2166194,154,Single domain,high
7705558,2166217,1484,Single domain,high
7705559,2166220,1484,Single domain,high
7705560,2166227,1484,Single domain,high
7705561,2074739,1212,Single domain,high
7705562,2074752,1212,Single domain,high
7705563,2074794,1156,Single domain,high
7705564,2074797,1156,Single domain,high
7705565,2074802,1156,Single domain,high
7705566,2074823,1156,Single domain,high
7705567,2075603,2957,Single domain,high
7705568,2075614,2957,Single domain,high
7705569,2075626,2957,Single domain,high
7705570,2075627,2957,Single domain,high
7705571,2075647,2957,Single domain,high
7705572,2075731,785,Single domain,high
7705573,2075821,1272,Single domain,high
7705574,2075854,782,Single domain,high
7705575,2075864,1696,Single domain,high
7705576,2075882,1696,Single domain,high
7705577,2098016,1311,Single domain,high
7705578,2098155,1239,Single domain,high
7705579,2098314,728,Single domain,high
7705580,2098316,728,Single domain,high
7705581,2098322,1575,Single domain,high
7705582,2098327,1154,Single domain,high
7705583,2098332,1154,Single domain,high
7705584,2098361,1154,Single domain,high
7705585,2098571,511,Single domain,high
7705586,2098663,1303,Single domain,high
7705587,2098738,1303,Single domain,high
7705588,2099421,879,Single domain,high
7705589,2099489,912,Single domain,high
7705590,2099496,912,Single domain,high
7705591,2099714,165,Single domain,high
7705592,2099724,165,Single domain,high
7705593,2129434,1177,Single domain,high
7705594,2129436,1177,Single domain,high
7705595,2129758,1226,Multi domain,medium
7705596,2129759,1226,Multi domain,medium
7705597,2130002,107,Single domain,high
7705598,2130147,260,Single domain,high
7705599,2130193,1191,Single domain,high
7705600,2130198,1191,Single domain,high
7705601,2130205,1191,Single domain,high
7705602,2130223,1601,Single domain,high
7705603,2130234,1601,Single domain,high
7705604,2130263,1601,Single domain,high
7705605,2130855,2004,Single domain,high
7705606,2130909,2453,Multi domain,medium
7705607,2166310,1005,Single domain,high
7705608,2166326,259,Single domain,high
7705609,2166359,1040,Single domain,high
7705610,2166399,1384,Single domain,high
7705611,2166403,1384,Single domain,high
7705612,2166487,378,Single domain,high
7705613,2166504,378,Single domain,high
7705614,2166656,1670,Single domain,high
7705615,2166658,1670,Single domain,high
7705616,2166669,1670,Single domain,high
7705617,2166678,1670,Single domain,high
7705618,2166726,300,Single domain,high
7705619,2166729,300,Single domain,high
7705620,2166732,300,Single domain,high
7705621,2166734,300,Single domain,high
7705622,2167167,172,Single domain,high
7705623,2167177,172,Single domain,high
7705624,2167211,324,Single domain,high
7705625,2167292,353,Single domain,high
7705626,2075941,675,Single domain,high
7705627,2075943,675,Single domain,high
7705628,2075956,675,Single domain,high
7705629,2075990,671,Single domain,high
7705630,2076013,486,Single domain,high
7705631,2076014,486,Single domain,high
7705632,2076030,728,Single domain,high
7705633,2076032,782,Single domain,high
7705634,2076579,1303,Single domain,high
7705635,2077108,1675,Single domain,high
7705636,2077113,1675,Single domain,high
7705637,2077131,1675,Single domain,high
7705638,2077391,1691,Single domain,high
7705639,2077397,1691,Single domain,high
7705640,2077462,1691,Single domain,high
7705641,2077876,959,Single domain,high
7705642,2078027,115,Single domain,high
7705643,2100141,1005,Single domain,high
7705644,2100224,259,Single domain,high
7705645,2100231,259,Single domain,high
7705646,2100279,706,Single domain,high
7705647,2100310,897,Single domain,high
7705648,2100323,897,Single domain,high
7705649,2100582,2661,Single domain,high
7705650,2100599,2661,Single domain,high
7705651,2100980,1131,Single domain,high
7705652,2100981,1131,Single domain,high
7705653,2101625,1245,Single domain,high
7705654,2101629,1245,Single domain,high
7705655,2131142,50,Single domain,high
7705656,2131383,613,Single domain,high
7705657,2131391,613,Single domain,high
7705658,2132595,1077,Single domain,high
7705659,2132597,1077,Single domain,high
7705660,2132602,1077,Single domain,high
7705661,2132651,379,Single domain,high
7705662,2132732,40,Single domain,high
7705663,2132735,40,Single domain,high
7705664,2132739,40,Single domain,high
7705665,2132769,40,Single domain,high
7705666,2133034,384,Single domain,high
7705667,2133329,1601,Single domain,high
7705668,2133333,1601,Single domain,high
7705669,2133363,1601,Single domain,high
7705670,2133365,1601,Single domain,high
7705671,2133408,1057,Single domain,high
7705672,2134476,1046,Single domain,high
7705673,2134481,1046,Single domain,high
7705674,2134492,1272,Single domain,high
7705675,2134496,1272,Single domain,high
7705676,2134525,1155,Single domain,high
7705677,2135001,120,Single domain,high
7705678,2167381,1078,Single domain,high
7705679,2167435,1050,Multi domain,medium
7705680,2167460,1050,Multi domain,medium
7705681,2167463,1453,Single domain,high
7705682,2167473,1453,Single domain,high
7705683,2167477,1601,Single domain,high
7705684,2167503,1453,Single domain,high
7705685,2167510,1601,Single domain,high
7705686,2167557,1601,Single domain,high
7705687,2167647,970,Single domain,high
7705688,2167660,970,Single domain,high
7705689,2167670,14,Single domain,high
7705690,2167683,14,Single domain,high
7705691,2167717,970,Single domain,high
7705692,2167718,970,Single domain,high
7705693,2168191,1675,Single domain,high
7705694,2168203,1675,Single domain,high
7705695,2168212,1675,Single domain,high
7705696,2078040,115,Single domain,high
7705697,2078189,1033,Single domain,high
7705698,2078204,894,Single domain,high
7705699,2079208,1637,Single domain,high
7705700,2079209,1637,Single domain,high
7705701,2102202,2111,Single domain,high
7705702,2102205,2111,Single domain,high
7705703,2102207,2111,Single domain,high
7705704,2102232,1746,Single domain,high
7705705,2102394,1033,Single domain,high
7705706,2102396,1033,Single domain,high
7705707,2102442,1033,Single domain,high
7705708,2102448,1033,Single domain,high
7705709,2102701,1378,Single domain,high
7705710,2102704,1378,Single domain,high
7705711,2102754,1481,Single domain,high
7705712,2103021,111,Single domain,high
7705713,2103033,1384,Single domain,high
7705714,2103038,1394,Single domain,high
7705715,2103039,1394,Single domain,high
7705716,2103132,581,Single domain,high
7705717,2103314,1060,Single domain,high
7705718,2103316,1373,Single domain,high
7705719,2103321,1373,Single domain,high
7705720,2103326,1008,Single domain,high
7705721,2103366,792,Single domain,high
7705722,2103378,792,Single domain,high
7705723,2137264,1447,Single domain,high
7705724,2137972,1851,Multi domain,medium
7705725,2138003,1851,Multi domain,medium
7705726,2138011,1851,Multi domain,medium
7705727,2138165,835,Single domain,high
7705728,2138188,1546,Single domain,high
7705729,2138192,1546,Single domain,high
7705730,2138208,1546,Single domain,high
7705731,2138209,1546,Single domain,high
7705732,2138279,1272,Single domain,high
7705733,2138283,1272,Single domain,high
7705734,2138285,1272,Single domain,high
7705735,2138355,899,Single domain,high
7705736,2168346,970,Single domain,high
7705737,2168348,970,Single domain,high
7705738,2168350,14,Single domain,high
7705739,2168355,14,Single domain,high
7705740,2168838,1347,Single domain,high
7705741,2168841,1347,Single domain,high
7705742,2169218,1448,Single domain,high
7705743,2169255,1448,Single domain,high
7705744,2169324,1005,Single domain,high
7705745,2169325,1005,Single domain,high
7705746,2169345,1005,Single domain,high
7705747,2169390,792,Single domain,high
7705748,2169418,259,Single domain,high
7705749,2169422,259,Single domain,high
7705750,2169490,8,Single domain,high
7705751,2079341,1206,Multi domain,medium
7705752,2079454,306,Multi domain,medium
7705753,2080368,380,Single domain,high
7705754,2103394,1005,Single domain,high
7705755,2103492,259,Single domain,high
7705756,2103510,259,Single domain,high
7705757,2103514,259,Single domain,high
7705758,2103620,806,Single domain,high
7705759,2103679,157,Single domain,high
7705760,2103684,157,Single domain,high
7705761,2104076,450,Single domain,high
7705762,2104080,450,Single domain,high
7705763,2104100,450,Single domain,high
7705764,2104951,268,Single domain,high
7705765,2104967,268,Single domain,high
7705766,2104975,268,Single domain,high
7705767,2104976,268,Single domain,high
7705768,2105462,351,Single domain,high
7705769,2105474,351,Single domain,high
7705770,2105490,351,Single domain,high
7705771,2105511,351,Single domain,high
7705772,2105515,351,Single domain,high
7705773,2105525,351,Single domain,high
7705774,2138378,899,Single domain,high
7705775,2138385,899,Single domain,high
7705776,2138393,899,Single domain,high
7705777,2138423,899,Single domain,high
7705778,2139009,892,Multi domain,medium
7705779,2139038,344,Single domain,high
7705780,2139057,1004,Single domain,high
7705781,2139090,1057,Single domain,high
7705782,2139098,1698,Single domain,high
7705783,2139157,1239,Single domain,high
7705784,2139160,1239,Single domain,high
7705785,2139205,226,Single domain,high
7705786,2139207,226,Single domain,high
7705787,2139208,226,Single domain,high
7705788,2139211,226,Single domain,high
7705789,2139220,226,Single domain,high
