domain_id,domain_type,source_domain_id,domain_name,domain_description
10468,Pfam-A,PF00189,Ribosomal_S3_C,
10470,Pfam-A,PF02489,Herpes_glycop_H,
10471,Pfam-A,PF00292,PAX,
10475,Pfam-A,PF03947,Ribosomal_L2_C,
10479,Pfam-A,PF12933,FTO_NTD,
10484,Pfam-A,PF01413,C4,
10486,Pfam-A,PF01193,RNA_pol_L,
10489,Pfam-A,PF01047,MarR,
10491,Pfam-A,PF09079,Cdc6_C,
10492,Pfam-A,PF00203,Ribosomal_S19,
10493,Pfam-A,PF01281,Ribosomal_L9_N,
10502,Pfam-A,PF00338,Ribosomal_S10,
10505,Pfam-A,PF00298,Ribosomal_L11,
10513,Pfam-A,PF06121,DUF959,
10517,Pfam-A,PF00252,Ribosomal_L16,
10518,Pfam-A,PF10276,zf-CHCC,
10519,Pfam-A,PF10589,NADH_4Fe-4S,
10520,Pfam-A,PF02170,PAZ,
10523,Pfam-A,PF00606,Glycoprotein_B,
10533,Pfam-A,PF00563,EAL,
10548,Pfam-A,PF02221,E1_DerP2_DerF2,
10550,Pfam-A,PF02182,SAD_SRA,
10556,Pfam-A,PF09038,53-BP1_Tudor,
10559,Pfam-A,PF06337,DUSP,
10568,Pfam-A,PF12148,TTD,
10569,Pfam-A,PF00240,ubiquitin,
10579,Pfam-A,PF14836,Ubiquitin_3,
10603,Pfam-A,PF15288,zf-CCHC_6,
10604,Pfam-A,PF03172,HSR,
10609,Pfam-A,PF00401,ATP-synt_DE,
10619,Pfam-A,PF13532,2OG-FeII_Oxy_2,
10627,Pfam-A,PF14360,PAP2_C,
10642,Pfam-A,PF02983,Pro_Al_protease,
10647,Pfam-A,PF12143,PPO1_KFDV,
10650,Pfam-A,PF06052,3-HAO,
10651,Pfam-A,PF09247,TBP-binding,
10653,Pfam-A,PF05517,p25-alpha,
10656,Pfam-A,PF14538,Raptor_N,
10663,Pfam-A,PF07715,Plug,
10668,Pfam-A,PF14748,P5CR_dimer,
10671,Pfam-A,PF08236,SRI,
10678,Pfam-A,PF14681,UPRTase,
10690,Pfam-A,PF01847,VHL,
10693,Pfam-A,PF01395,PBP_GOBP,
10698,Pfam-A,PF12142,PPO1_DWL,
10703,Pfam-A,PF00355,Rieske,
10705,Pfam-A,PF00150,Cellulase,
10736,Pfam-A,PF05362,Lon_C,
10737,Pfam-A,PF01414,DSL,
10744,Pfam-A,PF00714,IFN-gamma,
10745,Pfam-A,PF07657,MNNL,
10752,Pfam-A,PF03931,Skp1_POZ,
10754,Pfam-A,PF10590,PNP_phzG_C,
10766,Pfam-A,PF01243,Putative_PNPOx,
10778,Pfam-A,PF00891,Methyltransf_2,
11312,Pfam-A,PF16656,Pur_ac_phosph_N,
11317,Pfam-A,PF16568,Sam68-YY,
11320,Pfam-A,PF16457,PH_12,
11321,Pfam-A,PF16191,E1_4HB,
11323,Pfam-A,PF16783,FANCM-MHF_bd,
11324,Pfam-A,PF16676,FOXO-TAD,
11325,Pfam-A,PF16700,SNCAIP_SNCA_bd,
11327,Pfam-A,PF13242,Hydrolase_like,
11328,Pfam-A,PF16491,Peptidase_M48_N,
11329,Pfam-A,PF14450,FtsA,
11331,Pfam-A,PF05016,ParE_toxin,
11333,Pfam-A,PF16188,Peptidase_M24_C,
11334,Pfam-A,PF16793,RepB_primase,
11337,Pfam-A,PF14543,TAXi_N,
11338,Pfam-A,PF09179,TilS,
11339,Pfam-A,PF02367,TsaE,
11341,Pfam-A,PF17035,BET,
11344,Pfam-A,PF14551,MCM_N,
11348,Pfam-A,PF16329,Pestivirus_E2,
11349,Pfam-A,PF16644,NEXCaM_BD,
11353,Pfam-A,PF16353,DUF4981,
11354,Pfam-A,PF06652,Methuselah_N,
11356,Pfam-A,PF00745,GlutR_dimer,
11357,Pfam-A,PF00730,HhH-GPD,
11359,Pfam-A,PF16686,POT1PC,
11360,Pfam-A,PF16320,Ribosomal_L12_N,
11365,Pfam-A,PF16680,Ig_4,
11366,Pfam-A,PF02911,Formyl_trans_C,
11367,Pfam-A,PF16454,PI3K_P85_iSH2,
11369,Pfam-A,PF16649,IL23,
11374,Pfam-A,PF16875,Glyco_hydro_36N,
11375,Pfam-A,PF13439,Glyco_transf_4,
11377,Pfam-A,PF01113,DapB_N,
11380,Pfam-A,PF02263,GBP,
11381,Pfam-A,PF16124,RecQ_Zn_bind,
11383,Pfam-A,PF17121,zf-C3HC4_5,
11385,Pfam-A,PF15801,zf-C6H2,
11387,Pfam-A,PF16900,REPA_OB_2,
11393,Pfam-A,PF00290,Trp_syntA,
11394,Pfam-A,PF16484,CPT_N,
11396,Pfam-A,PF15715,PAF,
11399,Pfam-A,PF00493,MCM,
11400,Pfam-A,PF08965,DUF1870,
11403,Pfam-A,PF13378,MR_MLE_C,
11405,Pfam-A,PF09229,Aha1_N,
11408,Pfam-A,PF00604,Flu_PB2,
11414,Pfam-A,PF04969,CS,
11416,Pfam-A,PF07525,SOCS_box,
11417,Pfam-A,PF08766,DEK_C,
11418,Pfam-A,PF09354,HNF_C,
11420,Pfam-A,PF16579,AdenylateSensor,
11422,Pfam-A,PF16363,GDP_Man_Dehyd,
11423,Pfam-A,PF08279,HTH_11,
11424,Pfam-A,PF16414,NPC1_N,
11426,Pfam-A,PF15901,Sortilin_C,
11429,Pfam-A,PF16114,Citrate_bind,
11432,Pfam-A,PF16919,PknG_rubred,
11434,Pfam-A,PF16621,NECFESHC,
11437,Pfam-A,PF13466,STAS_2,
11448,Pfam-A,PF02841,GBP_C,
11449,Pfam-A,PF16421,E2F_CC-MB,
11451,Pfam-A,PF16576,HlyD_D23,
11453,Pfam-A,PF16470,S8_pro-domain,
11454,Pfam-A,PF16684,Telomere_res,
11456,Pfam-A,PF01743,PolyA_pol,
11457,Pfam-A,PF16497,MHC_I_3,
11458,Pfam-A,PF16757,Fucosidase_C,
11459,Pfam-A,PF02245,Pur_DNA_glyco,
11460,Pfam-A,PF16874,Glyco_hydro_36C,
11462,Pfam-A,PF05173,DapB_C,
11469,Pfam-A,PF13344,Hydrolase_6,
11473,Pfam-A,PF16276,NPM1-C,
11474,Pfam-A,PF04152,Mre11_DNA_bind,
11477,Pfam-A,PF16179,RHD_dimer,
11478,Pfam-A,PF16899,Cyclin_C_2,
11480,Pfam-A,PF01042,Ribonuc_L-PSP,
11481,Pfam-A,PF17039,Glyco_tran_10_N,
11482,Pfam-A,PF17189,Glyco_hydro_30C,
11489,Pfam-A,PF02491,SHS2_FTSA,
11490,Pfam-A,PF15511,CENP-T_C,
11491,Pfam-A,PF16348,Corona_NSP4_C,
11494,Pfam-A,PF00486,Trans_reg_C,
11496,Pfam-A,PF00126,HTH_1,
11497,Pfam-A,PF00033,Cytochrome_B,
11499,Pfam-A,PF15711,ILEI,
11504,Pfam-A,PF11734,TilS_C,
11505,Pfam-A,PF16959,Collectrin,
11506,Pfam-A,PF12627,PolyA_pol_RNAbd,
11507,Pfam-A,PF13602,ADH_zinc_N_2,
11509,Pfam-A,PF00719,Pyrophosphatase,
11510,Pfam-A,PF16698,ADAM17_MPD,
11515,Pfam-A,PF13649,Methyltransf_25,
11519,Pfam-A,PF16864,Dimerisation2,
11520,Pfam-A,PF16189,Creatinase_N_2,
11521,Pfam-A,PF16540,MKLP1_Arf_bdg,
11523,Pfam-A,PF05014,Nuc_deoxyrib_tr,
11524,Pfam-A,PF05201,GlutR_N,
11525,Pfam-A,PF16190,E1_FCCH,
11527,Pfam-A,PF16251,NAR,
11528,Pfam-A,PF02604,PhdYeFM_antitox,
11529,Pfam-A,PF17048,Ceramidse_alk_C,
11534,Pfam-A,PF16866,PHD_4,
11536,Pfam-A,PF16274,Qua1,
11537,Pfam-A,PF16923,Glyco_hydro_63N,
11540,Pfam-A,PF17147,PFOR_II,
11542,Pfam-A,PF15910,V-set_2,
11543,Pfam-A,PF13522,GATase_6,
11545,Pfam-A,PF13240,zinc_ribbon_2,
11547,Pfam-A,PF16746,BAR_3,
11549,Pfam-A,PF16776,INPP5B_PH,
11551,Pfam-A,PF16681,Ig_5,
11554,Pfam-A,PF16721,zf-H3C2,
11555,Pfam-A,PF16420,ATG7_N,
11556,Pfam-A,PF01285,TEA,
11559,Pfam-A,PF16833,EKLF_TAD2,
11560,Pfam-A,PF16544,STAR_dimer,
11561,Pfam-A,PF16519,TRPM_tetra,
11562,Pfam-A,PF12680,SnoaL_2,
11564,Pfam-A,PF00141,peroxidase,
11568,Pfam-A,PF13185,GAF_2,
11569,Pfam-A,PF16578,IL17R_fnIII_D2,
11570,Pfam-A,PF02768,DNA_pol3_beta_3,
11571,Pfam-A,PF02767,DNA_pol3_beta_2,
11575,Pfam-A,PF10537,WAC_Acf1_DNA_bd,
11579,Pfam-A,PF01111,CKS,
11580,Pfam-A,PF03487,IL13,
11581,Pfam-A,PF08675,RNA_bind,
11582,Pfam-A,PF08534,Redoxin,
11583,Pfam-A,PF00500,Late_protein_L1,
11586,Pfam-A,PF09291,DUF1968,
11587,Pfam-A,PF07821,Alpha-amyl_C2,
11588,Pfam-A,PF12918,TcdB_N,
11590,Pfam-A,PF12919,TcdA_TcdB,
11591,Pfam-A,PF02115,Rho_GDI,
11592,Pfam-A,PF04101,Glyco_tran_28_C,
11593,Pfam-A,PF16556,IL17R_fnIII_D1,
11594,Pfam-A,PF03476,MOSC_N,
11597,Pfam-A,PF09238,IL4Ra_N,
11599,Pfam-A,PF17047,SMP_LBD,
11600,Pfam-A,PF00632,HECT,
11602,Pfam-A,PF03473,MOSC,
11603,Pfam-A,PF00712,DNA_pol3_beta,
11604,Pfam-A,PF02016,Peptidase_S66,
11605,Pfam-A,PF05337,CSF-1,
11613,Pfam-A,PF11928,DUF3446,
11614,Pfam-A,PF11713,Peptidase_C80,
11617,Pfam-A,PF12937,F-box-like,
11618,Pfam-A,PF05184,SapB_1,
11650,Pfam-A,PF10557,Cullin_Nedd8,
11673,Pfam-A,PF08080,zf-RNPHF,
11705,Pfam-A,PF17286,PRMT5_C,
11717,Pfam-A,PF14634,zf-RING_5,
11721,Pfam-A,PF07517,SecA_DEAD,
11763,Pfam-A,PF06446,Hepcidin,
11780,Pfam-A,PF17387,Glyco_hydro_59M,
11832,Pfam-A,PF00789,UBX,
11835,Pfam-A,PF11627,HnRNPA1,
11840,Pfam-A,PF08204,V-set_CD47,
11845,Pfam-A,PF16738,CBM26,
11849,Pfam-A,PF17207,MCM_OB,
11851,Pfam-A,PF07546,EMI,
11860,Pfam-A,PF03079,ARD,
11874,Pfam-A,PF17211,VHL_C,
11894,Pfam-A,PF17440,Thiol_cytolys_C,
11910,Pfam-A,PF00631,G-gamma,
11951,Pfam-A,PF17416,Glycoprot_B_PH1,
11959,Pfam-A,PF00538,Linker_histone,
11960,Pfam-A,PF01109,GM_CSF,
11965,Pfam-A,PF01466,Skp1,
11992,Pfam-A,PF00726,IL10,
12005,Pfam-A,PF17450,Melibiase_2_C,
12012,Pfam-A,PF16564,MBDa,
12020,Pfam-A,PF10431,ClpB_D2-small,
12034,Pfam-A,PF03221,HTH_Tnp_Tc5,
12084,Pfam-A,PF07724,AAA_2,
12091,Pfam-A,PF02372,IL15,
12096,Pfam-A,PF00143,Interferon,
12123,Pfam-A,PF07978,NIPSNAP,
12138,Pfam-A,PF04218,CENP-B_N,
12139,Pfam-A,PF12678,zf-rbx1,
12140,Pfam-A,PF00323,Defensin_1,
12142,Pfam-A,PF10581,Synapsin_N,
12144,Pfam-A,PF01834,XRCC1_N,
12151,Pfam-A,PF08169,RBB1NT,
12163,Pfam-A,PF17297,PEPCK_N,
12165,Pfam-A,PF17284,Spermine_synt_N,
12170,Pfam-A,PF17476,Binary_toxB_3,
12184,Pfam-A,PF00293,NUDIX,
12193,Pfam-A,PF02078,Synapsin,
12242,Pfam-A,PF00166,Cpn10,
12271,Pfam-A,PF17417,Glycoprot_B_PH2,
12288,Pfam-A,PF00007,Cys_knot,
12292,Pfam-A,PF07565,Band_3_cyto,
12299,Pfam-A,PF15216,TSLP,
12304,Pfam-A,PF00568,WH1,
12305,Pfam-A,PF00727,IL4,
12310,Pfam-A,PF16113,ECH_2,
12323,Pfam-A,PF04683,Proteasom_Rpn13,
12384,Pfam-A,PF02750,Synapsin_C,
12392,Pfam-A,PF14565,IL22,
12402,Pfam-A,PF09443,CFC,
12436,Pfam-A,PF17205,PSI_integrin,
12442,Pfam-A,PF17285,PRMT5_TIM,
12444,Pfam-A,PF08914,Myb_DNA-bind_2,
12456,Pfam-A,PF12191,stn_TNFRSF12A,
12479,Pfam-A,PF17475,Binary_toxB_2,
12490,Pfam-A,PF17488,Herpes_glycoH_C,
12535,Pfam-A,PF03226,Yippee-Mis18,
12553,Pfam-A,PF12643,MazG-like,
12554,Pfam-A,PF16550,RPN13_C,
12577,Pfam-A,PF13911,AhpC-TSA_2,
12590,Pfam-A,PF16533,SOAR,
12614,Pfam-A,PF01043,SecA_PP_bind,
12631,Pfam-A,PF17408,MCD_N,
12642,Pfam-A,PF02351,GDNF,
12654,Pfam-A,PF02499,DNA_pack_C,
12656,Pfam-A,PF00908,dTDP_sugar_isom,
12659,Pfam-A,PF08071,RS4NT,
12664,Pfam-A,PF08069,Ribosomal_S13_N,
12670,Pfam-A,PF00762,Ferrochelatase,
12671,Pfam-A,PF00407,Bet_v_1,
12673,Pfam-A,PF10425,SdrG_C_C,
12678,Pfam-A,PF01599,Ribosomal_S27,
12681,Pfam-A,PF14374,Ribos_L4_asso_C,
12682,Pfam-A,PF14204,Ribosomal_L18_c,
12685,Pfam-A,PF03868,Ribosomal_L6e_N,
12686,Pfam-A,PF08079,Ribosomal_L30_N,
12691,Pfam-A,PF01775,Ribosomal_L18A,
12695,Pfam-A,PF01246,Ribosomal_L24e,
12704,Pfam-A,PF13925,Katanin_con80,
12707,Pfam-A,PF08585,RMI1_N,
12708,Pfam-A,PF05641,Agenet,
12712,Pfam-A,PF14683,CBM-like,
12713,Pfam-A,PF01247,Ribosomal_L35Ae,
12720,Pfam-A,PF03968,OstA,
12722,Pfam-A,PF00565,SNase,
12726,Pfam-A,PF00994,MoCF_biosynth,
12728,Pfam-A,PF13530,SCP2_2,
12731,Pfam-A,PF11467,LEDGF,
12732,Pfam-A,PF12213,Dpoe2NT,
12733,Pfam-A,PF00808,CBFD_NFYB_HMF,
12736,Pfam-A,PF01379,Porphobil_deam,
12737,Pfam-A,PF03900,Porphobil_deamC,
12738,Pfam-A,PF09248,DUF1965,
12740,Pfam-A,PF18372,I-EGF_1,
12741,Pfam-A,PF18053,GyrB_insert,
12742,Pfam-A,PF18314,FAS_I_H,
12743,Pfam-A,PF18325,Fas_alpha_ACP,
12744,Pfam-A,PF17655,IRK_C,
12745,Pfam-A,PF17900,Peptidase_M1_N,
12746,Pfam-A,PF17988,VEGFR-2_TMD,
12747,Pfam-A,PF17689,Arabino_trans_N,
12748,Pfam-A,PF18452,Ig_6,
12749,Pfam-A,PF17781,RPN1_RPN2_N,
12750,Pfam-A,PF18004,RPN2_C,
12751,Pfam-A,PF17870,Insulin_TMD,
12752,Pfam-A,PF18100,PDE4_UCR,
12753,Pfam-A,PF18094,DNA_pol_B_N,
12754,Pfam-A,PF18611,IL3Ra_N,
12755,Pfam-A,PF18397,IKBKB_SDD,
12756,Pfam-A,PF17980,ADD_DNMT3,
12757,Pfam-A,PF17756,RET_CLD1,
12758,Pfam-A,PF17812,RET_CLD3,
12759,Pfam-A,PF17813,RET_CLD4,
12760,Pfam-A,PF17887,Jak1_Phl,
12761,Pfam-A,PF18377,FERM_F2,
12762,Pfam-A,PF18379,FERM_F1,
12763,Pfam-A,PF17771,ADAM_CR_2,
12764,Pfam-A,PF18695,cPLA2_C2,
12765,Pfam-A,PF18485,GST_N_5,
12766,Pfam-A,PF18038,FERM_N_2,
12767,Pfam-A,PF18136,DNApol_Exo,
12770,Pfam-A,PF17787,PH_14,
12771,Pfam-A,PF18459,PCSK9_C1,
12772,Pfam-A,PF18463,PCSK9_C3,
12773,Pfam-A,PF18464,PCSK9_C2,
12774,Pfam-A,PF18018,DNA_pol_D_N,
12776,Pfam-A,PF18697,MLVIN_C,
12778,Pfam-A,PF17852,Dynein_AAA_lid,
12779,Pfam-A,PF18198,AAA_lid_11,
12780,Pfam-A,PF18199,Dynein_C,
12781,Pfam-A,PF18496,ColG_sub,
12782,Pfam-A,PF17677,Glyco_hydro38C2,
12783,Pfam-A,PF18613,TrkA_TMD,
12784,Pfam-A,PF18132,Tyosinase_C,
12785,Pfam-A,PF18114,Suv3_N,
12786,Pfam-A,PF18147,Suv3_C_1,
12787,Pfam-A,PF18190,Plk4_PB1,
12788,Pfam-A,PF18409,Plk4_PB2,
12791,Pfam-A,PF18396,TBK1_ULD,
12793,Pfam-A,PF18707,IL2RB_N1,
12794,Pfam-A,PF17657,DNA_pol3_finger,
12795,Pfam-A,PF17753,Ig_mannosidase,
12796,Pfam-A,PF17786,Mannosidase_ig,
12797,Pfam-A,PF11835,RRM_8,
12798,Pfam-A,PF18565,Glyco_hydro2_C5,
12799,Pfam-A,PF18473,Urease_linker,
12800,Pfam-A,PF17801,Melibiase_C,
12802,Pfam-A,PF17789,MG4,
12803,Pfam-A,PF17790,MG1,
12804,Pfam-A,PF17791,MG3,
12805,Pfam-A,PF17800,NPL,
12806,Pfam-A,PF18422,TNFR_16_TM,
12807,Pfam-A,PF18266,Ncstrn_small,
12808,Pfam-A,PF18376,MDD_C,
12809,Pfam-A,PF18410,BTHB,
12810,Pfam-A,PF17950,SpmSyn_N,
12813,Pfam-A,PF18414,zf_C2H2_10,
12815,Pfam-A,PF18392,CSN7a_helixI,
12816,Pfam-A,PF17728,BsuBI_PstI_RE_N,
12817,Pfam-A,PF18589,ObR_Ig,
12818,Pfam-A,PF18077,DUF5595,
12822,Pfam-A,PF17772,zf-MYST,
12823,Pfam-A,PF17763,Asparaginase_C,
12824,Pfam-A,PF17820,PDZ_6,
12825,Pfam-A,PF18432,ECD,
12826,Pfam-A,PF18104,Tudor_2,
12827,Pfam-A,PF18439,zf_UBZ,
12828,Pfam-A,PF13362,Toprim_3,
12830,Pfam-A,PF17807,zf-UBP_var,
12831,Pfam-A,PF18086,PPIP5K2_N,
12832,Pfam-A,PF17968,Tlr3_TMD,
12833,Pfam-A,PF18109,Fer4_24,
12834,Pfam-A,PF18560,Lectin_like,
12835,Pfam-A,PF18213,SUB1_ProdP9,
12836,Pfam-A,PF17811,JHD,
12837,Pfam-A,PF17776,NLRC4_HD2,
12838,Pfam-A,PF17779,NOD2_WH,
12839,Pfam-A,PF18031,UCH_C,
12840,Pfam-A,PF17908,APAF1_C,
12841,Pfam-A,PF18127,DUF5598,
12842,Pfam-A,PF17902,SH3_10,
12843,Pfam-A,PF18373,Spectrin_like,
12844,Pfam-A,PF17946,RecC_C,
12845,Pfam-A,PF17927,Ins134_P3_kin_N,
12846,Pfam-A,PF17994,Glft2_N,
12848,Pfam-A,PF17836,PglD_N,
12849,Pfam-A,PF17862,AAA_lid_3,
12850,Pfam-A,PF18049,DNA_pol_P_Exo,
12851,Pfam-A,PF18118,PRC2_HTH_1,
12852,Pfam-A,PF18264,preSET_CXC,
12853,Pfam-A,PF17906,HTH_48,
12854,Pfam-A,PF17959,EF-hand_14,
12855,Pfam-A,PF03199,GSH_synthase,
12856,Pfam-A,PF03917,GSH_synth_ATP,
12858,Pfam-A,PF18300,DUF5604,
12859,Pfam-A,PF18358,Tudor_4,
12860,Pfam-A,PF18359,TUDOR_5,
12861,Pfam-A,PF18694,TDP43_N,
12863,Pfam-A,PF17872,AAA_lid_10,
12864,Pfam-A,PF18428,BRCT_3,
12865,Pfam-A,PF17856,TIP49_C,
12866,Pfam-A,PF17667,Pkinase_fungal,
12867,Pfam-A,PF18703,MALT1_Ig,
12868,Pfam-A,PF18385,Tiam_CC_Ex,
12869,Pfam-A,PF18048,TRAF6_Z2,
12870,Pfam-A,PF17676,Peptidase_S66C,
12871,Pfam-A,PF17907,AWS,
12872,Pfam-A,PF17982,C5HCH,
12873,Pfam-A,PF17725,YBD,
12874,Pfam-A,PF17770,RNase_J_C,
12875,Pfam-A,PF17971,LIFR_D2,
12876,Pfam-A,PF18207,LIFR_N,
12877,Pfam-A,PF17855,MCM_lid,
12878,Pfam-A,PF18635,EpCAM_N,
12879,Pfam-A,PF18564,Glyco_hydro_5_C,
12880,Pfam-A,PF18075,FtsX_ECD,
12881,Pfam-A,PF09173,eIF2_C,
12885,Pfam-A,PF16553,PUFD,
12886,Pfam-A,PF18278,RANK_CRD_2,
12887,Pfam-A,PF06470,SMC_hinge,
12888,Pfam-A,PF02463,SMC_N,
12889,Pfam-A,PF11764,N-SET,
12890,Pfam-A,PF18720,EGF_Tenascin,
12891,Pfam-A,PF16577,UBA_5,
12892,Pfam-A,PF02735,Ku,
12894,Pfam-A,PF03731,Ku_N,
12895,Pfam-A,PF08785,Ku_PK_bind,
12898,Pfam-A,PF00993,MHC_II_alpha,
12899,Pfam-A,PF08148,DSHCT,
12900,Pfam-A,PF13234,rRNA_proc-arch,
12901,Pfam-A,PF13912,zf-C2H2_6,
12902,Pfam-A,PF03281,Mab-21,
12903,Pfam-A,PF09324,DUF1981,
12904,Pfam-A,PF12783,Sec7_N,
12905,Pfam-A,PF16213,DCB,
12907,Pfam-A,PF06461,DUF1086,
12908,Pfam-A,PF06465,DUF1087,
12909,Pfam-A,PF08073,CHDNT,
12910,Pfam-A,PF08074,CHDCT2,
12911,Pfam-A,PF07522,DRMBL,
12915,Pfam-A,PF06777,HBB,
12916,Pfam-A,PF13307,Helicase_C_2,
12917,Pfam-A,PF01012,ETF,
12919,Pfam-A,PF12842,DUF3819,
12922,Pfam-A,PF16418,CNOT1_HEAT,
12923,Pfam-A,PF04153,NOT2_3_5,
12926,Pfam-A,PF08295,Sin3_corepress,
12929,Pfam-A,PF13500,AAA_26,
12930,Pfam-A,PF00448,SRP54,
12931,Pfam-A,PF02881,SRP54_N,
12935,Pfam-A,PF14570,zf-RING_4,
12937,Pfam-A,PF05127,Helicase_RecD,
12941,Pfam-A,PF04909,Amidohydro_2,
12943,Pfam-A,PF17865,AAA_lid_5,
12944,Pfam-A,PF17867,AAA_lid_7,
12946,Pfam-A,PF08155,NOGCT,
12947,Pfam-A,PF17835,NOG1_N,
12948,Pfam-A,PF18001,Il13Ra_Ig,
12949,Pfam-A,PF01725,Ham1p_like,
12950,Pfam-A,PF01583,APS_kinase,
12951,Pfam-A,PF01747,ATP-sulfurylase,
12952,Pfam-A,PF14306,PUA_2,
12955,Pfam-A,PF04418,DUF543,
12959,Pfam-A,PF01286,XPA_N,
12960,Pfam-A,PF05181,XPA_C,
12964,Pfam-A,PF18110,BRCC36_C,
12966,Pfam-A,PF03483,B3_4,
12967,Pfam-A,PF03484,B5,
12968,Pfam-A,PF17759,tRNA_synthFbeta,
12969,Pfam-A,PF18262,PhetRS_B1,
12971,Pfam-A,PF18149,Helicase_PWI,
12972,Pfam-A,PF08442,ATP-grasp_2,
12974,Pfam-A,PF18323,CSN5_C,
12976,Pfam-A,PF14429,DOCK-C2,
12979,Pfam-A,PF16654,DAPDH_C,
12981,Pfam-A,PF18084,ARTD15_N,
12982,Pfam-A,PF18101,Pan3_PK,
12983,Pfam-A,PF08781,DP,
12987,Pfam-A,PF18424,a_DG1_N2,
12988,Pfam-A,PF12872,OST-HTH,
12991,Pfam-A,PF02973,Sialidase,
12995,Pfam-A,PF13603,tRNA-synt_1_2,
12996,Pfam-A,PF11987,IF-2,
12997,Pfam-A,PF01287,eIF-5a,
12998,Pfam-A,PF01121,CoaE,
12999,Pfam-A,PF01161,PBP,
13000,Pfam-A,PF06071,YchF-GTPase_C,
13002,Pfam-A,PF09270,BTD,
13003,Pfam-A,PF09271,LAG1-DNAbind,
13005,Pfam-A,PF18572,T6PP_N,
13008,Pfam-A,PF02469,Fasciclin,
13011,Pfam-A,PF09337,zf-H2C2,
13012,Pfam-A,PF17919,RT_RNaseH_2,
13013,Pfam-A,PF17961,Big_8,
13014,Pfam-A,PF17678,Glyco_hydro_92N,
13015,Pfam-A,PF17904,KH_9,
13016,Pfam-A,PF18336,Tudor_FRX1,
13017,Pfam-A,PF16450,Prot_ATP_ID_OB,
13018,Pfam-A,PF18051,RPN1_C,
13019,Pfam-A,PF18098,RPN5_C,
13021,Pfam-A,PF18503,RPN6_C_helix,
13022,Pfam-A,PF18295,Pdase_M17_N2,
13023,Pfam-A,PF17777,RL10P_insert,
13024,Pfam-A,PF17668,Acetyltransf_17,
13025,Pfam-A,PF18027,Pepdidase_M14_N,
13027,Pfam-A,PF00875,DNA_photolyase,
13028,Pfam-A,PF03441,FAD_binding_7,
13030,Pfam-A,PF00630,Filamin,
13031,Pfam-A,PF13774,Longin,
13036,Pfam-A,PF03366,YEATS,
13041,Pfam-A,PF02883,Alpha_adaptinC2,
13042,Pfam-A,PF14721,AIF_C,
13043,Pfam-A,PF08416,PTB,
13045,Pfam-A,PF00626,Gelsolin,
13047,Pfam-A,PF03114,BAR,
13048,Pfam-A,PF00313,CSD,
13050,Pfam-A,PF18606,HTH_53,
13051,Pfam-A,PF18633,zf-CCCH_8,
13058,Pfam-A,PF06017,Myosin_TH1,
13064,Pfam-A,PF01476,LysM,
13065,Pfam-A,PF07534,TLD,
13066,Pfam-A,PF02845,CUE,
13069,Pfam-A,PF13087,AAA_12,
13071,Pfam-A,PF00736,EF1_GNE,
13072,Pfam-A,PF10587,EF-1_beta_acid,
13073,Pfam-A,PF00647,EF1G,
13074,Pfam-A,PF00029,Connexin,
13076,Pfam-A,PF12068,PH_RBD,
13080,Pfam-A,PF03096,Ndr,
13083,Pfam-A,PF09312,SurA_N,
13085,Pfam-A,PF16207,RAWUL,
13087,Pfam-A,PF09128,RGS-like,
13088,Pfam-A,PF17838,PH_16,
13090,Pfam-A,PF08961,NRBF2,
13091,Pfam-A,PF17169,NRBF2_MIT,
13092,Pfam-A,PF02938,GAD,
13100,Pfam-A,PF17793,AHD,
13107,Pfam-A,PF06110,DUF953,
13113,Pfam-A,PF07526,POX,
13114,Pfam-A,PF01105,EMP24_GP25L,
13118,Pfam-A,PF15327,Tankyrase_bdg_C,
13121,Pfam-A,PF18150,DUF5600,
13122,Pfam-A,PF01883,FeS_assembly_P,
13125,Pfam-A,PF05002,SGS,
13126,Pfam-A,PF09032,Siah-Interact_N,
13128,Pfam-A,PF16987,KIX_2,
13129,Pfam-A,PF18535,Gal11_ABD1,
13134,Pfam-A,PF07718,Coatamer_beta_C,
13135,Pfam-A,PF14806,Coatomer_b_Cpla,
13137,Pfam-A,PF02978,SRP_SPB,
13138,Pfam-A,PF13631,Cytochrom_B_N_2,
13139,Pfam-A,PF13847,Methyltransf_31,
13140,Pfam-A,PF03061,4HBT,
13143,Pfam-A,PF18627,PgdA_N,
13150,Pfam-A,PF16688,CNV-Replicase_N,
13155,Pfam-A,PF16727,REV1_C,
13159,Pfam-A,PF07528,DZF,
13162,Pfam-A,PF03966,Trm112p,
13165,Pfam-A,PF01791,DeoC,
13170,Pfam-A,PF18293,Caprin-1_dimer,
13171,Pfam-A,PF04810,zf-Sec23_Sec24,
13172,Pfam-A,PF04811,Sec23_trunk,
13173,Pfam-A,PF04815,Sec23_helical,
13174,Pfam-A,PF08033,Sec23_BS,
13176,Pfam-A,PF04146,YTH,
13177,Pfam-A,PF09439,SRPRB,
13178,Pfam-A,PF18360,hnRNP_Q_AcD,
13179,Pfam-A,PF01584,CheW,
13181,Pfam-A,PF02895,H-kinase_dim,
13182,Pfam-A,PF09078,CheY-binding,
13183,Pfam-A,PF08542,Rep_fac_C,
13186,Pfam-A,PF00050,Kazal_1,
13187,Pfam-A,PF03146,NtA,
13188,Pfam-A,PF08976,EF-hand_11,
13189,Pfam-A,PF12931,Sec16_C,
