activity_id,assay_id,doc_id,record_id,molregno,standard_relation,standard_value,standard_units,standard_flag,standard_type,activity_comment,data_validity_comment,potential_duplicate,pchembl_value,bao_endpoint,uo_units,qudt_units,toid,upper_value,standard_upper_value,src_id,type,relation,value,units,text_value,standard_text_value,action_type
37181,202831,5009,144372,127917,=,0.39,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,0.39,ug ml-1,,,
37182,19022,5009,144372,127917,=,4.742,,1,CLogP,,,0,,BAO_0000179,,,,,,1,clogP,=,4.742,,,,
37183,153030,5009,144370,128157,=,0.03,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,0.03,ug ml-1,,,
37184,66645,5009,144370,128157,=,0.39,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,0.39,ug ml-1,,,
37185,202831,5009,144370,128157,=,0.78,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,0.78,ug ml-1,,,
37186,203828,5009,144370,128157,=,22.0,mg.kg-1,1,ED50,,,0,,BAO_0003036,UO_0000308,,,,,1,ED50,=,22.0,mg kg-1,,,
37187,19022,5009,144370,128157,=,3.721,,1,CLogP,,,0,,BAO_0000179,,,,,,1,clogP,=,3.721,,,,
37188,205898,5028,151436,135646,=,3715.35,nM,1,Ki,,,0,5.43,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Log Ki,=,-5.43,,,,
37189,95687,5047,159912,699701,=,460.0,nM,1,IC50,,,0,6.34,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.46,uM,,,
37190,97368,5047,159912,699701,,,,0,Treated cells,Not significant,,0,,BAO_0000179,,,,,,1,Treated cells,,,%,,,
37191,97371,5047,159912,699701,,,,0,Treated cells,Not significant,,0,,BAO_0000179,,,,,,1,Treated cells,,,%,,,
37192,94523,5047,159912,699701,=,5.0,uM,0,Concentration,,,0,,BAO_0002752,UO_0000064,http://www.openphacts.org/units/Micromolar,,,,1,Concentration,=,5.0,uM,,,
37193,95687,5047,159922,142027,=,48.0,nM,1,IC50,,,0,7.32,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.048,uM,,,
37194,97366,5047,159922,142027,=,57.0,%,0,Treated cells,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Treated cells,=,57.0,%,,,
37195,94523,5047,159922,142027,=,1.0,uM,0,Concentration,,,0,,BAO_0002752,UO_0000064,http://www.openphacts.org/units/Micromolar,,,,1,Concentration,=,1.0,uM,,,
37196,203797,4732,341034,289038,=,500.0,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,0.5,mg ml-1,,,
37197,205005,4732,341034,289038,=,1000.0,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,1.0,mg ml-1,,,
37198,158210,4378,123894,111139,=,51.0,nM,1,IC50,,,0,7.29,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.051,uM,,,
37199,143986,4392,132036,118324,>,1000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,1000.0,nM,,,
37200,143986,4392,132019,118644,>,1000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,1000.0,nM,,,
37201,71585,4964,121962,109970,=,36.0,nM,1,Ki,,,0,7.44,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,36.0,nM,,,
37202,71438,5291,250373,192252,=,55.0,nM,1,Ki,,,0,7.26,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,55.0,nM,,,
37203,97294,4945,112006,100135,=,20.0,nM,1,IC50,,,0,7.7,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,20.0,nM,,,
37204,71585,4964,121954,109888,=,2.7,nM,1,Ki,,,1,8.57,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,2.7,nM,,,
37205,216957,11827,60114,33675,=,0.5495,nM,1,Kd,,,0,9.26,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,=,9.26,,,,
37206,217138,11827,60114,33675,=,407.38,nM,1,Kd,,,0,6.39,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,=,6.39,,,,
37207,20443,11827,60114,33675,=,740.0,,0,Ratio,,,0,,BAO_0000193,,,,,,1,Ratio,=,740.0,,,,
37208,35428,12706,296948,253416,=,1.3,nM,1,IC50,,,0,8.89,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1.3,nM,,,
37209,181633,12706,296948,253416,=,-76.0,%,1,Inhibition,,Outside typical range,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,-76.0,%,,,
37210,7811,12706,296948,253416,=,-12986.0,,0,AUC,,,0,,BAO_0002120,,,,,,1,AUC,=,-12986.0,,,,
37211,177756,11845,79134,544716,=,247.0,nM,1,IC50,,,0,6.61,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,247.0,nM,,,
37212,177756,11845,79133,544824,=,330.0,nM,1,IC50,,,0,6.48,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,330.0,nM,,,
37213,110254,11845,79133,544824,=,3.1,mg.kg-1,1,ED50,,,0,,BAO_0003036,UO_0000308,,,,,1,ED50,=,3.1,mg kg-1,,,
37214,18212,12041,208519,677003,=,500.0,ug.mL-1,1,Solubility,,,0,,BAO_0002135,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,S,=,0.5,mg ml-1,,,
37215,155502,12041,208519,677003,=,0.072,nM,1,IC50,,,0,10.14,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.072,nM,,,
37216,18212,12041,208523,677007,=,100.0,ug.mL-1,1,Solubility,,,0,,BAO_0002135,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,S,=,0.1,mg ml-1,,,
37217,155502,12041,208523,677007,=,0.32,nM,1,IC50,,,0,9.49,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.32,nM,,,
37218,18212,12041,208577,677021,>,10000.0,ug.mL-1,1,Solubility,,,0,,BAO_0002135,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,S,>,10.0,mg ml-1,,,
37219,155502,12041,208577,677021,=,14.78,nM,1,IC50,,,0,7.83,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,14.78,nM,,,
37220,18212,12041,208547,677006,>,5000.0,ug.mL-1,1,Solubility,,,0,,BAO_0002135,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,S,>,5.0,mg ml-1,,,
37221,155502,12041,208547,677006,=,0.02,nM,1,IC50,,,0,10.7,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.02,nM,,,
37222,164922,12258,170,182,=,12500.0,nM,1,IC50,,,0,4.9,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,12.5,uM,,,
37223,164922,12258,158,164,=,470.0,nM,1,IC50,,,0,6.33,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.47,uM,,,
37224,198045,12268,23449,22466,=,0.4,nM,1,IC50,,,0,9.4,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.4,nM,,,
37225,2165,12268,23449,22466,=,14.0,nM,1,IC50,,,0,7.85,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,14.0,nM,,,
37226,216962,12268,23449,22466,=,85.0,nM,1,IC50,,,0,7.07,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,85.0,nM,,,
37227,58560,12268,23449,22466,=,56.0,nM,1,IC50,,,0,7.25,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,56.0,nM,,,
37228,157907,12760,341191,287384,=,8.0,nM,1,IC50,,,0,8.1,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.008,uM,,,
37229,157907,12760,341232,287359,=,20.0,nM,1,IC50,,,0,7.7,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.02,uM,,,
37230,157914,12760,341226,288919,=,46.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,46.0,%,,,
37231,36933,12080,227881,151146,=,21.0,nM,1,IC50,,,0,7.68,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,21.0,nM,,,
37232,52368,12178,252020,217370,=,0.3162,nM,1,Ki,,,0,9.5,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Log Ki,=,-9.5,,,,
37233,98652,12178,252020,217370,=,8.7,,0,pKB,,,0,,BAO_0000179,,,,,,1,pKB,=,8.7,,,,
37234,74135,12178,252020,217370,=,4.8,umol.kg-1,1,ED50,,,0,,BAO_0003036,,,,,,1,ED50,=,4.8,uM kg-1,,,
37235,74134,12178,252020,217370,=,0.03,umol.kg-1,1,ED50,,,0,,BAO_0003036,,,,,,1,ED50,=,0.03,uM kg-1,,,
37236,11171,12178,252020,217370,=,176.15,nM,1,Cmax,standard_value was converted from ug.mL-1 to nM using the parent compound MW | standard_value was converted from ug.mL-1 to nM using the parent compound MW | standard_value was converted from ug.mL-1 to nM using the parent compound MW | standard_value was converted from ug.mL-1 to nM using the parent compound MW | standard_value was converted from ug.mL-1 to nM using the parent compound MW | standard_value was converted from ug.mL-1 to nM using the parent compound MW,,0,,BAO_0002119,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Cmax,=,106.0,ng ml-1,,,
37237,11667,12178,252020,217370,=,1611.0,ng.hr.mL-1,1,AUC,,,0,,BAO_0002120,,,,,,1,AUC,=,1611.0,ng hr-1 ml-1,,,
37238,229872,12178,252020,217370,=,179.0,,0,Ratio,,,0,,BAO_0000193,,,,,,1,Ratio,=,179.0,,,,
37239,52368,12178,252016,216794,=,3.162,nM,1,Ki,,,0,8.5,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Log Ki,=,-8.5,,,,
37240,98652,12178,252016,216794,=,8.2,,0,pKB,,,0,,BAO_0000179,,,,,,1,pKB,=,8.2,,,,
37241,141647,11788,11,1798231,=,7.943,nM,1,Kd,,,0,8.1,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,=,8.1,,,,
37242,141639,11788,11,1798231,=,1995.26,nM,1,Kd,,,0,5.7,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,=,5.7,,,,
37243,141653,11788,11,1798231,=,7943.28,nM,1,Kd,,,0,5.1,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,=,5.1,,,,
37244,226946,12702,288729,246767,=,225.0,,0,Ratio,,,0,,BAO_0000193,,,,,,1,Ratio,=,225.0,,,,
37245,144598,12702,288722,246078,=,3.0,nM,1,IC50,,,0,8.52,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,3.0,nM,,,
37246,209643,12747,332333,281133,=,1.1,nM,1,Ki,,,0,8.96,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,1.1,nM,,,
37247,198966,12747,332333,281133,=,100.0,nM,0,CGI,,,0,,BAO_0000179,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,CGI,=,100.0,nM,,,
37248,102674,12747,332333,281133,=,3.4,nM,1,Ki,,,0,8.47,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,3.4,nM,,,
37249,68392,12747,332333,281133,=,113.0,%,0,Vm,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Vm,=,113.0,%,,,
37250,68391,12747,332333,281133,=,19000.0,nM,1,Km,,,0,,BAO_0000477,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Km,=,19.0,uM,,,
37251,228019,12747,332333,281133,=,5.9,,0,Ratio,,,0,,BAO_0000193,,,,,,1,Ratio,=,5.9,,,,
37252,31474,12382,111589,100363,,,%,0,Inhibition,Not Determined,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,,,%,,,
37253,182886,12382,111589,100363,,,%,0,Inhibition,Not Determined,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,,,%,,,
37254,184365,12382,111589,100363,,,%,0,Inhibition,Not Determined,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,,,%,,,
37255,31473,12382,111583,100281,=,61.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,61.0,%,,,
37256,184196,12382,111583,100281,=,37.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,37.0,%,,,
37257,184392,12382,111583,100281,=,59.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,59.0,%,,,
37258,184042,12382,111583,100281,,,%,0,Inhibition,Not Active,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,,,%,,,
37259,184368,12382,111583,100281,=,21.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,21.0,%,,,
37260,31473,12382,111566,101280,=,88.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,88.0,%,,,
37261,184035,12382,111566,101280,,,%,0,Inhibition,Not Active,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,,,%,,,
37262,184227,12382,111566,101280,,,%,0,Inhibition,Not Active,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,,,%,,,
37263,31473,12382,111562,100486,=,62.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,62.0,%,,,
37264,184204,12382,111562,100486,,,%,0,Inhibition,Not Determined,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,,,%,,,
37265,181823,12382,111562,100486,,,%,0,Inhibition,Not Determined,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,,,%,,,
37266,61415,13346,63914,59066,=,21.0,nM,1,IC50,,,0,7.68,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,21.0,nM,,,
37267,845,13346,63914,59066,=,2.0,nM,1,IC50,,,0,8.7,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,2.0,nM,,,
37268,1915,13346,63914,59066,=,1.8,nM,1,IC50,,,0,8.74,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1.8,nM,,,
37269,109898,13346,63914,59066,=,27.0,mg.kg-1,1,ED50,,,0,,BAO_0003036,UO_0000308,,,,,1,ED50,=,27.0,mg kg-1,,,
37270,37217,13399,118214,105893,=,749.89,nM,1,IC50,,,1,6.12,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Log 1/IC50(nM),=,-2.875,,,,
37271,157732,13400,120572,107880,=,8.6,nM,1,Ki,,,0,8.07,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,8.6,nM,,,
37272,101419,13400,120572,107880,=,600.0,nM,1,IC90,,,0,,BAO_0002144,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC90,=,600.0,nM,,,
37273,228147,13400,120572,107880,=,70.0,,0,Ratio,,,0,,BAO_0000193,,,,,,1,Ratio,=,70.0,,,,
37274,157732,13400,120575,108009,=,65.0,nM,1,Ki,,,0,7.19,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,65.0,nM,,,
37275,101419,13400,120575,108009,>,10000.0,nM,1,IC90,,,0,,BAO_0002144,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC90,>,10000.0,nM,,,
37276,157732,13400,120588,108195,=,0.44,nM,1,Ki,,,0,9.36,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.44,nM,,,
37277,101419,13400,120588,108195,=,100.0,nM,1,IC90,,,0,,BAO_0002144,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC90,=,100.0,nM,,,
37278,228147,13400,120588,108195,=,230.0,,0,Ratio,,,0,,BAO_0000193,,,,,,1,Ratio,=,230.0,,,,
37279,223832,13399,118256,161795,=,0.93,,0,Hammett constant,,,0,,BAO_0000179,,,,,,1,Hammett constant,=,0.93,,,,
37280,217078,13437,152723,135919,>,100000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,100.0,uM,,,
37281,156181,13558,230504,200133,=,55000.0,nM,1,IC50,,,0,4.26,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.055,mM,,,
37282,156181,13558,230511,199807,=,170000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.17,mM,,,
37283,67091,13589,267392,230282,=,0.03,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,0.03,ug ml-1,,,
37284,67092,13589,267392,230282,=,0.03,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,0.03,ug ml-1,,,
37285,65187,13589,267392,230282,=,0.5,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,0.5,ug ml-1,,,
37286,160484,13589,267392,230282,=,128.0,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,128.0,ug ml-1,,,
37287,161015,13589,267392,230282,=,1.0,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,1.0,ug ml-1,,,
37288,93264,13589,267392,230282,=,0.03,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,0.03,ug ml-1,,,
37289,200328,13589,267392,230282,=,0.5,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,0.5,ug ml-1,,,
37290,161652,13589,267392,230282,=,2.0,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,2.0,ug ml-1,,,
37291,204627,13589,267392,230282,=,0.5,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,0.5,ug ml-1,,,
37292,204626,13589,267392,230282,=,0.5,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,0.5,ug ml-1,,,
37293,202847,13589,267392,230282,=,2.0,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,2.0,ug ml-1,,,
37294,202846,13589,267392,230282,=,1.0,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,1.0,ug ml-1,,,
37295,206374,13589,267392,230282,=,8.0,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,=,8.0,ug ml-1,,,
37296,71899,13589,267392,230282,=,0.451,,0,Geometric mean,,,0,,BAO_0000179,,,,,,1,Geometric mean,=,0.451,,,,
37297,72026,13589,267392,230282,=,1.32,,0,Geometric mean,,,0,,BAO_0000179,,,,,,1,Geometric mean,=,1.32,,,,
37298,196348,13633,251283,205592,=,338.84,nM,1,IC50,,,0,6.47,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Log IC50,=,-6.47,,,,
37299,52873,13695,274349,235108,=,3720.0,nM,1,IC50,,,0,5.43,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,3720.0,nM,,,
37300,52874,13695,274349,235108,=,1250.0,nM,1,IC50,,,0,5.9,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1250.0,nM,,,
37301,135682,13695,274349,235108,=,54.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,54.0,%,,,
37302,191708,13695,274349,235108,=,30.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,30.0,%,,,
37303,52873,13695,274357,235768,=,1580.0,nM,1,IC50,,,0,5.8,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1580.0,nM,,,
37304,52874,13695,274357,235768,=,1480.0,nM,1,IC50,,,0,5.83,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1480.0,nM,,,
37305,135681,13695,274357,235768,=,33.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,33.0,%,,,
37306,191710,13695,274357,235768,=,70.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,70.0,%,,,
37307,65491,13807,349130,293531,=,25.0,nM,1,IC50,,,0,7.6,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.025,uM,,,
37308,63697,13807,349130,293531,>,100000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,100.0,uM,,,
37309,12061,13807,349130,293531,=,833.33,ng.hr.mL-1,1,AUC,,,0,,BAO_0002120,,,,,,1,AUC,=,50.0,ug min ml-1,,,
37310,13455,13807,349130,293531,=,4.05,,0,delta Log P,,,0,,BAO_0000179,,,,,,1,delta Log P,=,4.05,,,,
37311,13455,13807,349121,75332,=,2.45,,0,delta Log P,,,0,,BAO_0000179,,,,,,1,delta Log P,=,2.45,,,,
37312,13454,13807,349121,75332,=,-0.85,,0,delta logD,,,0,,BAO_0000179,,,,,,1,delta logD,=,-0.85,,,,
37313,99427,13854,47093,43800,=,0.0,,0,No. deaths/treated,,,0,,BAO_0000179,,,,,,1,No. deaths/treated,=,0.0,,,,
37314,99417,13854,47093,43800,=,1.0,%,0,T/C,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,T/C,=,1.0,%,,,
37315,99439,13854,47093,43800,=,360.0,%,0,T/C,,,0,,BAO_0001103,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,T/C,=,360.0,%,,,
37316,205855,12843,70241,64039,=,31000.0,nM,1,EC50,,,0,4.51,BAO_0000188,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,EC50,=,31.0,uM,,,
37317,233172,12843,70241,64039,=,0.69,,0,SI,,,0,,BAO_0000179,,,,,,1,SI,=,0.69,,,,
37318,122792,12875,96801,87536,=,82000.0,nM,1,Km,,,0,,BAO_0000477,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Km,=,0.082,mM,,,
37319,122927,12875,96801,87536,=,358.0,min-1,0,k cat,,,0,,BAO_0000481,,,,,,1,k cat,=,358.0,min-1,,,
37320,123612,12875,96801,87536,=,308000.0,nM,1,Km,,,0,,BAO_0000477,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Km,=,0.308,mM,,,
37321,123760,12875,96801,87536,=,224.0,min-1,0,k cat,,,0,,BAO_0000481,,,,,,1,k cat,=,224.0,min-1,,,
37322,225304,12875,96801,87536,=,4368.0,mM-1 min-1,0,k cat/Km,,,0,,BAO_0000179,,,,,,1,k cat/Km,=,4368.0,mM-1 min-1,,,
37323,225305,12875,96801,87536,=,729.0,mM-1 min-1,0,k cat/Km,,,0,,BAO_0000179,,,,,,1,k cat/Km,=,729.0,mM-1 min-1,,,
37324,233215,12875,96801,87536,=,5.99,,0,Selectivity coefficient,,,0,,BAO_0000179,,,,,,1,Selectivity coefficient,=,5.99,,,,
37325,102322,12896,119191,53471,=,330.0,nM,1,EC50,,,0,6.48,BAO_0000188,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,EC50,=,0.33,uM,,,
37326,58498,12924,142231,127459,=,372.0,nM,0,K0.5,,,0,,BAO_0000179,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,K0.5,=,372.0,nM,,,
37327,61931,12924,142231,127459,=,2150.0,nM,0,K0.5,,,0,,BAO_0000179,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,K0.5,=,2150.0,nM,,,
37328,156131,12917,134434,120154,=,9.55,nM,1,IC50,,,0,8.02,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,9.55,nM,,,
37329,156132,12917,134434,120154,=,16.8,nM,1,IC50,,,0,7.78,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,16.8,nM,,,
37330,49513,12942,156597,139907,=,5100.0,nM,1,Ki,,,1,5.29,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,5.1,uM,,,
37331,205626,12942,156597,139907,=,360.0,nM,1,Ki,,,1,6.44,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.36,uM,,,
37332,49517,12942,156597,139907,=,2.0,nM,1,Ki,,,1,8.7,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,0.002,uM,,,
