ap_id,activity_id,type,relation,value,units,text_value,standard_type,standard_relation,standard_value,standard_units,standard_text_value,comments,result_flag
5187,17126813,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5188,17126813,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5189,17126813,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5190,17126813,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5191,17126813,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5192,17126813,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
5193,17126813,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5194,17126814,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5195,17126814,ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),,0
5196,17126814,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5197,17126814,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5198,17126814,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5199,17126814,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5200,17126814,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5201,17126814,TIME,=,7.0,day,,TIME,=,168.0,hr,,,0
5202,17126814,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5203,17126815,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5204,17126815,ACTIVITY_TEST,,,,PT (Prothrombin Time),ACTIVITY_TEST,,,,PT (Prothrombin Time),,0
5205,17126815,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5206,17126815,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5207,17126815,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5208,17126815,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5209,17126815,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5210,17126815,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
5211,17126815,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5212,17126816,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5213,17126816,ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),,0
5214,17126816,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5215,17126816,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5216,17126816,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5217,17126816,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5218,17126816,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5219,17126816,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
5220,17126816,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5221,17126817,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5222,17126817,ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),,0
5223,17126817,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5224,17126817,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5225,17126817,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5226,17126817,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5227,17126817,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5228,17126817,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
5229,17126817,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5230,17126818,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5231,17126818,ACTIVITY_TEST,,,,RBC (Erythrocytes),ACTIVITY_TEST,,,,RBC (Erythrocytes),,0
5232,17126818,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5233,17126818,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5234,17126818,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5235,17126818,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5236,17126818,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5237,17126818,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
5238,17126818,N_ANIMALS,=,4.0,,,N_ANIMALS,=,4.0,,,,0
5239,17126819,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5240,17126819,ACTIVITY_TEST,,,,HGB (Hemoglobin),ACTIVITY_TEST,,,,HGB (Hemoglobin),,0
5241,17126819,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5242,17126819,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5243,17126819,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5244,17126819,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5245,17126819,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5246,17126819,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
5247,17126819,N_ANIMALS,=,4.0,,,N_ANIMALS,=,4.0,,,,0
5248,17126820,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5249,17126820,ACTIVITY_TEST,,,,HCT (Hematocrit),ACTIVITY_TEST,,,,HCT (Hematocrit),,0
5250,17126820,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5251,17126820,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5252,17126820,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5253,17126820,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5254,17126820,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5255,17126820,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
5256,17126820,N_ANIMALS,=,4.0,,,N_ANIMALS,=,4.0,,,,0
5257,17126821,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5258,17126821,ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),,0
5259,17126821,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5260,17126821,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5261,17126821,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5262,17126821,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5263,17126821,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5264,17126821,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
5265,17126821,N_ANIMALS,=,4.0,,,N_ANIMALS,=,4.0,,,,0
5266,17126822,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5267,17126822,ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),,0
5268,17126822,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5269,17126822,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5270,17126822,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5271,17126822,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5272,17126822,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5273,17126822,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
5274,17126822,N_ANIMALS,=,4.0,,,N_ANIMALS,=,4.0,,,,0
5275,17126823,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5276,17126823,ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),,0
5277,17126823,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5278,17126823,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5279,17126823,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5280,17126823,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5281,17126823,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5282,17126823,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
5283,17126823,N_ANIMALS,=,4.0,,,N_ANIMALS,=,4.0,,,,0
5284,17126824,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5285,17126824,ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),,0
5286,17126824,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5287,17126824,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5288,17126824,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5289,17126824,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5290,17126824,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5291,17126824,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
5292,17126824,N_ANIMALS,=,4.0,,,N_ANIMALS,=,4.0,,,,0
5293,17126825,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5294,17126825,ACTIVITY_TEST,,,,PLAT (Platelets),ACTIVITY_TEST,,,,PLAT (Platelets),,0
5295,17126825,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5296,17126825,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5297,17126825,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5298,17126825,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5299,17126825,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5300,17126825,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
5301,17126825,N_ANIMALS,=,4.0,,,N_ANIMALS,=,4.0,,,,0
5302,17126826,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5303,17126826,ACTIVITY_TEST,,,,WBC (Leukocytes),ACTIVITY_TEST,,,,WBC (Leukocytes),,0
5304,17126826,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5305,17126826,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5306,17126826,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5307,17126826,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5308,17126826,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5309,17126826,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
5310,17126826,N_ANIMALS,=,4.0,,,N_ANIMALS,=,4.0,,,,0
5311,17126827,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5312,17126827,ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),,0
5313,17126827,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5314,17126827,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5315,17126827,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5316,17126827,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5317,17126827,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5318,17126827,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
5319,17126827,N_ANIMALS,=,4.0,,,N_ANIMALS,=,4.0,,,,0
5320,17126828,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5321,17126828,ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),,0
5322,17126828,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5323,17126828,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5324,17126828,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5325,17126828,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5326,17126828,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5327,17126828,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
5328,17126828,N_ANIMALS,=,4.0,,,N_ANIMALS,=,4.0,,,,0
5329,17126829,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5330,17126829,ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),,0
5331,17126829,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5332,17126829,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5333,17126829,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5334,17126829,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5335,17126829,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5336,17126829,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
5337,17126829,N_ANIMALS,=,4.0,,,N_ANIMALS,=,4.0,,,,0
5338,17126830,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5339,17126830,ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),,0
5340,17126830,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5341,17126830,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5342,17126830,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5343,17126830,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5344,17126830,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5345,17126830,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
5346,17126830,N_ANIMALS,=,4.0,,,N_ANIMALS,=,4.0,,,,0
5347,17126831,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5348,17126831,ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),,0
5349,17126831,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5350,17126831,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5351,17126831,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5352,17126831,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5353,17126831,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5354,17126831,TIME,=,14.0,day,,TIME,=,336.0,hr,,,0
5355,17126831,N_ANIMALS,=,4.0,,,N_ANIMALS,=,4.0,,,,0
5356,17126832,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5357,17126832,ACTIVITY_TEST,,,,RBC (Erythrocytes),ACTIVITY_TEST,,,,RBC (Erythrocytes),,0
5358,17126832,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5359,17126832,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5360,17126832,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5361,17126832,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5362,17126832,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5363,17126832,TIME,=,28.0,day,,TIME,=,672.0,hr,,,0
5364,17126832,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5365,17126833,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5366,17126833,ACTIVITY_TEST,,,,HGB (Hemoglobin),ACTIVITY_TEST,,,,HGB (Hemoglobin),,0
5367,17126833,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5368,17126833,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5369,17126833,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5370,17126833,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5371,17126833,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5372,17126833,TIME,=,28.0,day,,TIME,=,672.0,hr,,,0
5373,17126833,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5374,17126834,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5375,17126834,ACTIVITY_TEST,,,,HCT (Hematocrit),ACTIVITY_TEST,,,,HCT (Hematocrit),,0
5376,17126834,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5377,17126834,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5378,17126834,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5379,17126834,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5380,17126834,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5381,17126834,TIME,=,28.0,day,,TIME,=,672.0,hr,,,0
5382,17126834,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5383,17126835,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5384,17126835,ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),,0
5385,17126835,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5386,17126835,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5387,17126835,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5388,17126835,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5389,17126835,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5390,17126835,TIME,=,28.0,day,,TIME,=,672.0,hr,,,0
5391,17126835,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5392,17126836,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5393,17126836,ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),,0
5394,17126836,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5395,17126836,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5396,17126836,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5397,17126836,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5398,17126836,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5399,17126836,TIME,=,28.0,day,,TIME,=,672.0,hr,,,0
5400,17126836,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5401,17126837,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5402,17126837,ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),,0
5403,17126837,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5404,17126837,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5405,17126837,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5406,17126837,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5407,17126837,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5408,17126837,TIME,=,28.0,day,,TIME,=,672.0,hr,,,0
5409,17126837,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5410,17126838,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5411,17126838,ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),,0
5412,17126838,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5413,17126838,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5414,17126838,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5415,17126838,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5416,17126838,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5417,17126838,TIME,=,28.0,day,,TIME,=,672.0,hr,,,0
5418,17126838,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5419,17126839,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5420,17126839,ACTIVITY_TEST,,,,PLAT (Platelets),ACTIVITY_TEST,,,,PLAT (Platelets),,0
5421,17126839,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5422,17126839,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5423,17126839,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5424,17126839,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5425,17126839,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5426,17126839,TIME,=,28.0,day,,TIME,=,672.0,hr,,,0
5427,17126839,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5428,17126840,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5429,17126840,ACTIVITY_TEST,,,,WBC (Leukocytes),ACTIVITY_TEST,,,,WBC (Leukocytes),,0
5430,17126840,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5431,17126840,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5432,17126840,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5433,17126840,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5434,17126840,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5435,17126840,TIME,=,28.0,day,,TIME,=,672.0,hr,,,0
5436,17126840,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5437,17126841,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5438,17126841,ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),,0
5439,17126841,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5440,17126841,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5441,17126841,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5442,17126841,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5443,17126841,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5444,17126841,TIME,=,28.0,day,,TIME,=,672.0,hr,,,0
5445,17126841,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5446,17126842,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5447,17126842,ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),,0
5448,17126842,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5449,17126842,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5450,17126842,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5451,17126842,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5452,17126842,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5453,17126842,TIME,=,28.0,day,,TIME,=,672.0,hr,,,0
5454,17126842,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5455,17126843,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5456,17126843,ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),,0
5457,17126843,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5458,17126843,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5459,17126843,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5460,17126843,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5461,17126843,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5462,17126843,TIME,=,28.0,day,,TIME,=,672.0,hr,,,0
5463,17126843,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5464,17126844,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5465,17126844,ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),,0
5466,17126844,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5467,17126844,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5468,17126844,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5469,17126844,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5470,17126844,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5471,17126844,TIME,=,28.0,day,,TIME,=,672.0,hr,,,0
5472,17126844,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5473,17126845,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5474,17126845,ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),,0
5475,17126845,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5476,17126845,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5477,17126845,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5478,17126845,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5479,17126845,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5480,17126845,TIME,=,28.0,day,,TIME,=,672.0,hr,,,0
5481,17126845,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
5482,17126846,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
5483,17126846,ACTIVITY_TEST,,,,PT (Prothrombin Time),ACTIVITY_TEST,,,,PT (Prothrombin Time),,0
5484,17126846,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
5485,17126846,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
5486,17126846,SRC_ACTIVITY_ID,=,88.0,,,SRC_ACTIVITY_ID,=,88.0,,,,0
5487,17126846,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
5488,17126846,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
5489,17126846,TIME,=,28.0,day,,TIME,=,672.0,hr,,,0
