product_id,ingredient,strength,record_id,molregno,formulation_id
PRODUCT_062814_002,GENTAMICIN SULFATE,EQ 1.2MG BASE/ML,1344060,1592405,112215
PRODUCT_062814_003,GENTAMICIN SULFATE,EQ 1.4MG BASE/ML,1344060,1592405,112216
PRODUCT_062814_004,GENTAMICIN SULFATE,EQ 1.6MG BASE/ML,1344060,1592405,112217
PRODUCT_062814_005,GENTAMICIN SULFATE,EQ 1.8MG BASE/ML,1344060,1592405,112218
PRODUCT_062814_006,GENTAMICIN SULFATE,EQ 2MG BASE/ML,1344060,1592405,112219
PRODUCT_062814_007,GENTAMICIN SULFATE,EQ 2.4MG BASE/ML,1344060,1592405,112220
PRODUCT_062814_008,GENTAMICIN SULFATE,EQ 40MG BASE/100ML,1344060,1592405,112221
PRODUCT_062814_009,GENTAMICIN SULFATE,EQ 60MG BASE/100ML,1344060,1592405,112222
PRODUCT_062814_010,GENTAMICIN SULFATE,EQ 70MG BASE/100ML,1344060,1592405,112223
PRODUCT_062814_011,GENTAMICIN SULFATE,EQ 80MG BASE/100ML,1344060,1592405,112224
PRODUCT_062814_012,GENTAMICIN SULFATE,EQ 90MG BASE/100ML,1344060,1592405,112225
PRODUCT_062814_013,GENTAMICIN SULFATE,EQ 100MG BASE/100ML,1344060,1592405,112226
PRODUCT_062814_014,GENTAMICIN SULFATE,EQ 120MG BASE/100ML,1344060,1592405,112227
PRODUCT_062373_001,GENTAMICIN SULFATE,EQ 0.8MG BASE/ML,1344060,1592405,112228
PRODUCT_062373_007,GENTAMICIN SULFATE,EQ 1.2MG BASE/ML,1344060,1592405,112229
PRODUCT_062373_008,GENTAMICIN SULFATE,EQ 1.6MG BASE/ML,1344060,1592405,112230
PRODUCT_062373_009,GENTAMICIN SULFATE,EQ 2MG BASE/ML,1344060,1592405,112231
PRODUCT_062373_010,GENTAMICIN SULFATE,EQ 2.4MG BASE/ML,1344060,1592405,112232
PRODUCT_062373_003,GENTAMICIN SULFATE,EQ 40MG BASE/100ML,1344060,1592405,112233
PRODUCT_062373_004,GENTAMICIN SULFATE,EQ 60MG BASE/100ML,1344060,1592405,112234
PRODUCT_062373_002,GENTAMICIN SULFATE,EQ 80MG BASE/100ML,1344060,1592405,112235
PRODUCT_062373_005,GENTAMICIN SULFATE,EQ 100MG BASE/100ML,1344060,1592405,112236
PRODUCT_062373_006,GENTAMICIN SULFATE,EQ 120MG BASE/100ML,1344060,1592405,112237
PRODUCT_062414_001,GENTAMICIN SULFATE,EQ 1.2MG BASE/ML,1344060,1592405,112238
PRODUCT_062588_001,GENTAMICIN SULFATE,EQ 1.2MG BASE/ML,1344060,1592405,112239
PRODUCT_062414_002,GENTAMICIN SULFATE,EQ 1.4MG BASE/ML,1344060,1592405,112240
PRODUCT_062588_002,GENTAMICIN SULFATE,EQ 1.4MG BASE/ML,1344060,1592405,112241
PRODUCT_062414_003,GENTAMICIN SULFATE,EQ 1.6MG BASE/ML,1344060,1592405,112242
PRODUCT_062588_003,GENTAMICIN SULFATE,EQ 1.6MG BASE/ML,1344060,1592405,112243
PRODUCT_062414_004,GENTAMICIN SULFATE,EQ 1.8MG BASE/ML,1344060,1592405,112244
PRODUCT_062588_004,GENTAMICIN SULFATE,EQ 1.8MG BASE/ML,1344060,1592405,112245
PRODUCT_062414_005,GENTAMICIN SULFATE,EQ 2MG BASE/ML,1344060,1592405,112246
PRODUCT_062588_005,GENTAMICIN SULFATE,EQ 2MG BASE/ML,1344060,1592405,112247
PRODUCT_062414_006,GENTAMICIN SULFATE,EQ 60MG BASE/100ML,1344060,1592405,112248
PRODUCT_062588_006,GENTAMICIN SULFATE,EQ 60MG BASE/100ML,1344060,1592405,112249
PRODUCT_062414_007,GENTAMICIN SULFATE,EQ 70MG BASE/100ML,1344060,1592405,112250
PRODUCT_062588_007,GENTAMICIN SULFATE,EQ 70MG BASE/100ML,1344060,1592405,112251
PRODUCT_062414_008,GENTAMICIN SULFATE,EQ 80MG BASE/100ML,1344060,1592405,112252
PRODUCT_062588_008,GENTAMICIN SULFATE,EQ 80MG BASE/100ML,1344060,1592405,112253
PRODUCT_062414_009,GENTAMICIN SULFATE,EQ 90MG BASE/100ML,1344060,1592405,112254
PRODUCT_062588_009,GENTAMICIN SULFATE,EQ 90MG BASE/100ML,1344060,1592405,112255
PRODUCT_062414_010,GENTAMICIN SULFATE,EQ 100MG BASE/100ML,1344060,1592405,112256
PRODUCT_062588_010,GENTAMICIN SULFATE,EQ 100MG BASE/100ML,1344060,1592405,112257
PRODUCT_050306_001,CARBENICILLIN DISODIUM,EQ 1GM BASE/VIAL,1344118,604643,112258
PRODUCT_050306_004,CARBENICILLIN DISODIUM,EQ 2GM BASE/VIAL,1344118,604643,112259
PRODUCT_050306_002,CARBENICILLIN DISODIUM,EQ 5GM BASE/VIAL,1344118,604643,112260
PRODUCT_050306_006,CARBENICILLIN DISODIUM,EQ 10GM BASE/VIAL,1344118,604643,112261
PRODUCT_050306_007,CARBENICILLIN DISODIUM,EQ 30GM BASE/VIAL,1344118,604643,112262
PRODUCT_017279_001,IOTHALAMATE SODIUM I-125,250-300uCi/ML,1343739,1378588,112266
PRODUCT_017907_001,TECHNETIUM TC-99M GLUCEPTATE KIT,N/A,1343157,674590,112271
PRODUCT_088475_001,GLYCOPYRROLATE,0.2MG/ML,1343958,674978,112272
PRODUCT_090963_001,GLYCOPYRROLATE,0.2MG/ML,1343958,674978,112273
PRODUCT_089393_001,GLYCOPYRROLATE,0.2MG/ML,1343958,674978,112274
PRODUCT_081169_001,GLYCOPYRROLATE,0.2MG/ML,1343958,674978,112276
PRODUCT_086947_001,GLYCOPYRROLATE,0.2MG/ML,1343958,674978,112277
PRODUCT_078522_001,GRANISETRON HYDROCHLORIDE,EQ 0.1MG BASE/ML (EQ 0.1MG BASE/ML),1344077,699431,112291
PRODUCT_078090_001,GRANISETRON HYDROCHLORIDE,EQ 4MG BASE/4ML (EQ 1MG BASE/ML),1344077,699431,112292
PRODUCT_078629_001,GRANISETRON HYDROCHLORIDE,EQ 1MG BASE/ML (EQ 1MG BASE/ML),1344077,699431,112293
PRODUCT_078629_002,GRANISETRON HYDROCHLORIDE,EQ 4MG BASE/4ML (EQ 1MG BASE/ML),1344077,699431,112294
PRODUCT_078835_001,GRANISETRON HYDROCHLORIDE,EQ 1MG BASE/ML (EQ 1MG BASE/ML),1344077,699431,112304
PRODUCT_078835_002,GRANISETRON HYDROCHLORIDE,EQ 4MG BASE/4ML (EQ 1MG BASE/ML),1344077,699431,112305
PRODUCT_078096_001,GRANISETRON HYDROCHLORIDE,EQ 1MG BASE/ML (EQ 1MG BASE/ML),1344077,699431,112317
PRODUCT_018701_001,HALOPERIDOL DECANOATE,EQ 50MG BASE/ML,1343203,674937,112322
PRODUCT_018701_002,HALOPERIDOL DECANOATE,EQ 100MG BASE/ML,1343203,674937,112323
PRODUCT_071187_001,HALOPERIDOL LACTATE,EQ 5MG BASE/ML,1344316,2335118,112324
PRODUCT_075689_001,HALOPERIDOL LACTATE,EQ 5MG BASE/ML,1344316,2335118,112327
PRODUCT_076774_001,HALOPERIDOL LACTATE,EQ 5MG BASE/ML,1344316,2335118,112328
PRODUCT_072516_001,HALOPERIDOL LACTATE,EQ 5MG BASE/ML,1344316,2335118,112329
PRODUCT_072517_001,HALOPERIDOL LACTATE,EQ 5MG BASE/ML,1344316,2335118,112330
PRODUCT_078347_001,HALOPERIDOL LACTATE,EQ 5MG BASE/ML,1344316,2335118,112331
PRODUCT_091637_001,HALOPERIDOL LACTATE,EQ 5MG BASE/ML,1344316,2335118,112332
PRODUCT_200742_001,HALOPERIDOL LACTATE,EQ 5MG BASE/ML,1344316,2335118,112333
PRODUCT_070802_001,HALOPERIDOL LACTATE,EQ 5MG BASE/ML,1344316,2335118,112335
PRODUCT_070800_001,HALOPERIDOL LACTATE,EQ 5MG BASE/ML,1344316,2335118,112336
PRODUCT_070801_001,HALOPERIDOL LACTATE,EQ 5MG BASE/ML,1344316,2335118,112337
PRODUCT_070864_001,HALOPERIDOL LACTATE,EQ 5MG BASE/ML,1344316,2335118,112338
PRODUCT_070713_001,HALOPERIDOL LACTATE,EQ 5MG BASE/ML,1344316,2335118,112340
PRODUCT_070714_001,HALOPERIDOL LACTATE,EQ 5MG BASE/ML,1344316,2335118,112341
PRODUCT_070744_001,HALOPERIDOL LACTATE,EQ 5MG BASE/ML,1344316,2335118,112342
PRODUCT_074893_001,HALOPERIDOL DECANOATE,EQ 50MG BASE/ML,1343203,674937,112344
PRODUCT_074893_002,HALOPERIDOL DECANOATE,EQ 100MG BASE/ML,1343203,674937,112345
PRODUCT_075176_001,HALOPERIDOL DECANOATE,EQ 50MG BASE/ML,1343203,674937,112346
PRODUCT_075176_002,HALOPERIDOL DECANOATE,EQ 100MG BASE/ML,1343203,674937,112347
PRODUCT_075440_001,HALOPERIDOL DECANOATE,EQ 50MG BASE/ML,1343203,674937,112348
PRODUCT_075440_002,HALOPERIDOL DECANOATE,EQ 100MG BASE/ML,1343203,674937,112349
PRODUCT_075393_001,HALOPERIDOL DECANOATE,EQ 50MG BASE/ML,1343203,674937,112352
PRODUCT_075393_002,HALOPERIDOL DECANOATE,EQ 100MG BASE/ML,1343203,674937,112353
PRODUCT_006203_001,DIBUCAINE HYDROCHLORIDE,2.5MG/ML,1344018,674563,112356
PRODUCT_005264_010,HEPARIN SODIUM,100 UNITS/ML,1344062,675515,112360
PRODUCT_086357_001,HEPARIN SODIUM,10 UNITS/ML,1344062,675515,112361
PRODUCT_086357_002,HEPARIN SODIUM,500 UNITS/ML,1344062,675515,112362
PRODUCT_089063_001,HEPARIN SODIUM,10 UNITS/ML,1344062,675515,112363
PRODUCT_089064_001,HEPARIN SODIUM,100 UNITS/ML,1344062,675515,112364
PRODUCT_017346_006,HEPARIN SODIUM,10 UNITS/ML,1344062,675515,112365
PRODUCT_087904_001,HEPARIN SODIUM,10 UNITS/ML,1344062,675515,112366
PRODUCT_087958_001,HEPARIN SODIUM,10 UNITS/ML,1344062,675515,112367
PRODUCT_088458_001,HEPARIN SODIUM,10 UNITS/ML,1344062,675515,112368
PRODUCT_088580_001,HEPARIN SODIUM,10 UNITS/ML,1344062,675515,112369
PRODUCT_087906_001,HEPARIN SODIUM,100 UNITS/ML,1344062,675515,112370
PRODUCT_087959_001,HEPARIN SODIUM,100 UNITS/ML,1344062,675515,112371
PRODUCT_088460_001,HEPARIN SODIUM,100 UNITS/ML,1344062,675515,112372
PRODUCT_088581_001,HEPARIN SODIUM,100 UNITS/ML,1344062,675515,112373
PRODUCT_087903_001,HEPARIN SODIUM,10 UNITS/ML,1344062,675515,112374
PRODUCT_088457_001,HEPARIN SODIUM,10 UNITS/ML,1344062,675515,112375
PRODUCT_087905_001,HEPARIN SODIUM,100 UNITS/ML,1344062,675515,112376
PRODUCT_088459_001,HEPARIN SODIUM,100 UNITS/ML,1344062,675515,112377
PRODUCT_017033_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112378
PRODUCT_017979_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112379
PRODUCT_017979_003,HEPARIN SODIUM,"5,000 UNITS/ML",1344062,675515,112380
PRODUCT_017979_002,HEPARIN SODIUM,"10,000 UNITS/ML",1344062,675515,112381
PRODUCT_017130_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112387
PRODUCT_017130_002,HEPARIN SODIUM,"5,000 UNITS/ML",1344062,675515,112388
PRODUCT_017130_003,HEPARIN SODIUM,"10,000 UNITS/ML",1344062,675515,112389
PRODUCT_017130_004,HEPARIN SODIUM,"20,000 UNITS/ML",1344062,675515,112390
PRODUCT_017540_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112391
PRODUCT_017540_002,HEPARIN SODIUM,"5,000 UNITS/ML",1344062,675515,112392
PRODUCT_017540_003,HEPARIN SODIUM,"10,000 UNITS/ML",1344062,675515,112393
PRODUCT_017540_004,HEPARIN SODIUM,"20,000 UNITS/ML",1344062,675515,112394
PRODUCT_017540_005,HEPARIN SODIUM,"40,000 UNITS/ML",1344062,675515,112395
PRODUCT_017029_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112404
PRODUCT_017651_005,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112405
PRODUCT_206552_001,HEPARIN SODIUM,"5,000 UNITS/ML",1344062,675515,112406
PRODUCT_017029_002,HEPARIN SODIUM,"5,000 UNITS/ML",1344062,675515,112407
PRODUCT_017651_006,HEPARIN SODIUM,"5,000 UNITS/ML",1344062,675515,112408
PRODUCT_017029_003,HEPARIN SODIUM,"10,000 UNITS/ML",1344062,675515,112409
PRODUCT_017029_020,HEPARIN SODIUM,"10,000 UNITS/ML",1344062,675515,112410
PRODUCT_017651_003,HEPARIN SODIUM,"10,000 UNITS/ML",1344062,675515,112411
PRODUCT_017029_004,HEPARIN SODIUM,"20,000 UNITS/ML",1344062,675515,112412
PRODUCT_017651_008,HEPARIN SODIUM,"20,000 UNITS/ML",1344062,675515,112413
PRODUCT_088099_001,HEPARIN SODIUM,"2,500 UNITS/ML",1344062,675515,112415
PRODUCT_088100_001,HEPARIN SODIUM,"5,000 UNITS/ML",1344062,675515,112416
PRODUCT_040095_001,HEPARIN SODIUM,"10,000 UNITS/ML",1344062,675515,112417
PRODUCT_090571_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112418
PRODUCT_090571_002,HEPARIN SODIUM,"5,000 UNITS/ML",1344062,675515,112419
PRODUCT_090571_003,HEPARIN SODIUM,"10,000 UNITS/ML",1344062,675515,112420
PRODUCT_005521_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112421
PRODUCT_005521_002,HEPARIN SODIUM,"10,000 UNITS/ML",1344062,675515,112422
PRODUCT_005521_004,HEPARIN SODIUM,"20,000 UNITS/ML",1344062,675515,112423
PRODUCT_087452_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112424
PRODUCT_000552_008,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112425
PRODUCT_000552_009,HEPARIN SODIUM,"5,000 UNITS/ML",1344062,675515,112426
PRODUCT_000552_010,HEPARIN SODIUM,"10,000 UNITS/ML",1344062,675515,112427
PRODUCT_017346_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112428
PRODUCT_017346_002,HEPARIN SODIUM,"5,000 UNITS/ML",1344062,675515,112429
PRODUCT_017346_003,HEPARIN SODIUM,"7,500 UNITS/ML",1344062,675515,112430
PRODUCT_017346_004,HEPARIN SODIUM,"10,000 UNITS/ML",1344062,675515,112431
PRODUCT_017346_005,HEPARIN SODIUM,"20,000 UNITS/ML",1344062,675515,112432
PRODUCT_201370_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112433
PRODUCT_201370_002,HEPARIN SODIUM,"5,000 UNITS/ML",1344062,675515,112434
PRODUCT_017780_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112436
PRODUCT_017780_002,HEPARIN SODIUM,"5,000 UNITS/ML",1344062,675515,112437
PRODUCT_017780_003,HEPARIN SODIUM,"10,000 UNITS/ML",1344062,675515,112438
PRODUCT_017780_004,HEPARIN SODIUM,"20,000 UNITS/ML",1344062,675515,112439
PRODUCT_017780_005,HEPARIN SODIUM,"40,000 UNITS/ML",1344062,675515,112440
PRODUCT_004570_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112441
PRODUCT_004570_002,HEPARIN SODIUM,"5,000 UNITS/ML",1344062,675515,112442
PRODUCT_004570_003,HEPARIN SODIUM,"10,000 UNITS/ML",1344062,675515,112443
PRODUCT_090808_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112444
PRODUCT_090808_002,HEPARIN SODIUM,"5,000 UNITS/ML",1344062,675515,112445
PRODUCT_090808_003,HEPARIN SODIUM,"10,000 UNITS/ML",1344062,675515,112446
PRODUCT_090809_001,HEPARIN SODIUM,"20,000 UNITS/ML",1344062,675515,112447
PRODUCT_091682_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112448
PRODUCT_091682_002,HEPARIN SODIUM,"5,000 UNITS/ML",1344062,675515,112450
PRODUCT_201002_001,HEPARIN SODIUM,"10,000 UNITS/ML",1344062,675515,112451
PRODUCT_202957_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112452
PRODUCT_202733_001,HEPARIN SODIUM,"5,000 UNITS/ML",1344062,675515,112453
PRODUCT_202957_002,HEPARIN SODIUM,"5,000 UNITS/ML",1344062,675515,112454
PRODUCT_203198_001,HEPARIN SODIUM,"10,000 UNITS/ML",1344062,675515,112455
PRODUCT_203198_002,HEPARIN SODIUM,"20,000 UNITS/ML",1344062,675515,112456
PRODUCT_088239_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112457
PRODUCT_087043_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112458
PRODUCT_087077_001,HEPARIN SODIUM,"5,000 UNITS/ML",1344062,675515,112459
PRODUCT_087395_001,HEPARIN SODIUM,"5,000 UNITS/0.5ML",1344062,675515,112460
PRODUCT_087107_001,HEPARIN SODIUM,"10,000 UNITS/ML",1344062,675515,112461
PRODUCT_087363_001,HEPARIN SODIUM,"10,000 UNITS/0.5ML",1344062,675515,112462
PRODUCT_040008_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112474
PRODUCT_018609_001,HEPARIN SODIUM,200 UNITS/100ML,1344062,675515,112479
PRODUCT_019130_001,HEPARIN SODIUM,200 UNITS/100ML,1344062,675515,112480
PRODUCT_019042_001,HEPARIN SODIUM,200 UNITS/100ML,1344062,675515,112481
PRODUCT_019953_001,HEPARIN SODIUM,200 UNITS/100ML,1344062,675515,112482
PRODUCT_018814_002,HEPARIN SODIUM,"2,000 UNITS/100ML",1344062,675515,112484
PRODUCT_018911_006,HEPARIN SODIUM,"10,000 UNITS/100ML",1344062,675515,112485
PRODUCT_019339_003,HEPARIN SODIUM,"10,000 UNITS/100ML",1344062,675515,112486
PRODUCT_018911_001,HEPARIN SODIUM,"10,000 UNITS/100ML",1344062,675515,112487
PRODUCT_018916_005,HEPARIN SODIUM,"10,000 UNITS/100ML",1344062,675515,112488
PRODUCT_018911_003,HEPARIN SODIUM,"10,000 UNITS/100ML",1344062,675515,112489
PRODUCT_018916_002,HEPARIN SODIUM,"10,000 UNITS/100ML",1344062,675515,112490
PRODUCT_018911_007,HEPARIN SODIUM,"5,000 UNITS/100ML",1344062,675515,112491
PRODUCT_019339_001,HEPARIN SODIUM,"5,000 UNITS/100ML",1344062,675515,112492
PRODUCT_019802_001,HEPARIN SODIUM,"5,000 UNITS/100ML",1344062,675515,112493
PRODUCT_018916_006,HEPARIN SODIUM,"5,000 UNITS/100ML",1344062,675515,112494
PRODUCT_018911_005,HEPARIN SODIUM,"5,000 UNITS/100ML",1344062,675515,112495
PRODUCT_018916_003,HEPARIN SODIUM,"5,000 UNITS/100ML",1344062,675515,112496
PRODUCT_018609_002,HEPARIN SODIUM,200 UNITS/100ML,1344062,675515,112497
PRODUCT_019130_003,HEPARIN SODIUM,200 UNITS/100ML,1344062,675515,112498
PRODUCT_019042_002,HEPARIN SODIUM,200 UNITS/100ML,1344062,675515,112499
PRODUCT_018814_001,HEPARIN SODIUM,"4,000 UNITS/100ML",1344062,675515,112501
PRODUCT_018814_003,HEPARIN SODIUM,"5,000 UNITS/100ML",1344062,675515,112504
PRODUCT_018814_004,HEPARIN SODIUM,"10,000 UNITS/100ML",1344062,675515,112505
PRODUCT_018911_009,HEPARIN SODIUM,"5,000 UNITS/100ML",1344062,675515,112506
PRODUCT_018911_008,HEPARIN SODIUM,"10,000 UNITS/100ML",1344062,675515,112507
PRODUCT_019134_001,HEPARIN SODIUM,"5,000 UNITS/100ML",1344062,675515,112508
PRODUCT_019952_004,HEPARIN SODIUM,"5,000 UNITS/100ML",1344062,675515,112509
PRODUCT_019952_005,HEPARIN SODIUM,"10,000 UNITS/100ML",1344062,675515,112510
PRODUCT_019339_004,HEPARIN SODIUM,"5,000 UNITS/100ML",1344062,675515,112511
PRODUCT_019339_002,HEPARIN SODIUM,"10,000 UNITS/100ML",1344062,675515,112513
PRODUCT_019802_005,HEPARIN SODIUM,"5,000 UNITS/100ML",1344062,675515,112514
PRODUCT_019802_002,HEPARIN SODIUM,"10,000 UNITS/100ML",1344062,675515,112515
PRODUCT_018916_007,HEPARIN SODIUM,"5,000 UNITS/100ML",1344062,675515,112516
PRODUCT_018916_008,HEPARIN SODIUM,"10,000 UNITS/100ML",1344062,675515,112517
PRODUCT_018911_004,HEPARIN SODIUM,"5,000 UNITS/100ML",1344062,675515,112518
PRODUCT_019135_001,HEPARIN SODIUM,"5,000 UNITS/100ML",1344062,675515,112519
PRODUCT_019802_003,HEPARIN SODIUM,"5,000 UNITS/100ML",1344062,675515,112520
PRODUCT_018916_009,HEPARIN SODIUM,"5,000 UNITS/100ML",1344062,675515,112521
PRODUCT_018609_003,HEPARIN SODIUM,500 UNITS/100ML,1344062,675515,112522
PRODUCT_019130_002,HEPARIN SODIUM,"1,000 UNITS/100ML",1344062,675515,112523
PRODUCT_018911_002,HEPARIN SODIUM,100 UNITS/ML,1344062,675515,112524
PRODUCT_018916_004,HEPARIN SODIUM,100 UNITS/ML,1344062,675515,112525
PRODUCT_018916_001,HEPARIN SODIUM,"1,000 UNITS/100ML",1344062,675515,112526
PRODUCT_019042_004,HEPARIN SODIUM,"1,000 UNITS/100ML",1344062,675515,112527
PRODUCT_017029_013,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112528
PRODUCT_017029_014,HEPARIN SODIUM,"5,000 UNITS/ML",1344062,675515,112529
PRODUCT_017029_015,HEPARIN SODIUM,"10,000 UNITS/ML",1344062,675515,112530
PRODUCT_017029_016,HEPARIN SODIUM,"20,000 UNITS/ML",1344062,675515,112531
PRODUCT_017029_010,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112532
PRODUCT_005264_013,HEPARIN SODIUM,"2,000 UNITS/ML",1344062,675515,112534
PRODUCT_005264_014,HEPARIN SODIUM,"2,500 UNITS/ML",1344062,675515,112535
PRODUCT_201370_004,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112537
PRODUCT_086129_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112538
PRODUCT_090810_001,HEPARIN SODIUM,"1,000 UNITS/ML",1344062,675515,112539
PRODUCT_020360_001,AMINO ACIDS,8% (8GM/100ML),1344565,675602,112543
PRODUCT_080854_001,PYRIDOXINE HYDROCHLORIDE,100MG/ML,1343293,674707,112545
PRODUCT_018905_002,IOXAGLATE MEGLUMINE,39.3%,1344087,674459,112546
PRODUCT_018905_002,IOXAGLATE SODIUM,39.3%,1344323,674694,112547
PRODUCT_016666_001,IODOHIPPURATE SODIUM I-131,0.25mCi/ML,1344234,674714,112551
PRODUCT_015419_002,IODOHIPPURATE SODIUM I-131,1-2mCi/VIAL,1344234,674714,112552
PRODUCT_009344_001,BETAZOLE HYDROCHLORIDE,50MG/ML,1344334,674900,112553
PRODUCT_000734_003,HISTAMINE PHOSPHATE,EQ 0.1MG BASE/ML,1343059,2197391,112554
PRODUCT_000734_002,HISTAMINE PHOSPHATE,EQ 0.2MG BASE/ML,1343059,2197391,112555
PRODUCT_000734_001,HISTAMINE PHOSPHATE,EQ 1MG BASE/ML,1343059,2197391,112556
PRODUCT_020563_001,INSULIN LISPRO RECOMBINANT,100 UNITS/ML,1344791,675366,112557
PRODUCT_020563_003,INSULIN LISPRO RECOMBINANT,100 UNITS/ML,1344791,675366,112558
PRODUCT_021018_001,INSULIN LISPRO PROTAMINE RECOMBINANT,50 UNITS/ML,1344790,675446,112559
PRODUCT_021018_001,INSULIN LISPRO RECOMBINANT,50 UNITS/ML,1344791,675366,112560
PRODUCT_021018_002,INSULIN LISPRO PROTAMINE RECOMBINANT,50 UNITS/ML,1344790,675446,112561
PRODUCT_021018_002,INSULIN LISPRO RECOMBINANT,50 UNITS/ML,1344791,675366,112562
PRODUCT_021018_003,INSULIN LISPRO PROTAMINE RECOMBINANT,50 UNITS/ML,1344790,675446,112563
PRODUCT_021018_003,INSULIN LISPRO RECOMBINANT,50 UNITS/ML,1344791,675366,112564
PRODUCT_021017_001,INSULIN LISPRO PROTAMINE RECOMBINANT,75 UNITS/ML,1344790,675446,112565
PRODUCT_021017_001,INSULIN LISPRO RECOMBINANT,75 UNITS/ML,1344791,675366,112566
PRODUCT_021017_002,INSULIN LISPRO PROTAMINE RECOMBINANT,75 UNITS/ML,1344790,675446,112567
PRODUCT_021017_002,INSULIN LISPRO RECOMBINANT,75 UNITS/ML,1344791,675366,112568
PRODUCT_021017_003,INSULIN LISPRO PROTAMINE RECOMBINANT,75 UNITS/ML,1344790,675446,112569
PRODUCT_021017_003,INSULIN LISPRO RECOMBINANT,75 UNITS/ML,1344791,675366,112570
PRODUCT_020563_002,INSULIN LISPRO RECOMBINANT,100 UNITS/ML,1344791,675366,112571
PRODUCT_020328_001,FSH (MENOTROPINS),75 IU/VIAL,3955685,2335926,112577
PRODUCT_020328_001,LH (MENOTROPINS),75 IU/VIAL,1343840,675639,112578
PRODUCT_020328_002,FSH (MENOTROPINS),150 IU/VIAL,3955685,2335926,112579
PRODUCT_020328_002,LH (MENOTROPINS),150 IU/VIAL,1343840,675639,112580
PRODUCT_020100_001,INSULIN RECOMBINANT HUMAN,50 UNITS/ML,1344275,675534,112581
PRODUCT_020100_001,INSULIN SUSP ISOPHANE RECOMBINANT HUMAN,50 UNITS/ML,1343099,675609,112582
PRODUCT_019717_001,INSULIN RECOMBINANT HUMAN,30 UNITS/ML,1344275,675534,112583
PRODUCT_019717_001,INSULIN SUSP ISOPHANE RECOMBINANT HUMAN,30 UNITS/ML,1343099,675609,112584
PRODUCT_019717_002,INSULIN RECOMBINANT HUMAN,30 UNITS/ML,1344275,675534,112585
PRODUCT_019717_002,INSULIN SUSP ISOPHANE RECOMBINANT HUMAN,30 UNITS/ML,1343099,675609,112586
PRODUCT_019529_001,INSULIN RECOMBINANT HUMAN,100 UNITS/ML,1344275,675534,112587
PRODUCT_019377_002,INSULIN ZINC SUSP RECOMBINANT HUMAN,100 UNITS/ML,1343227,675618,112588
PRODUCT_018781_001,INSULIN SUSP ISOPHANE RECOMBINANT HUMAN,100 UNITS/ML,1343099,675609,112589
PRODUCT_018780_001,INSULIN RECOMBINANT HUMAN,100 UNITS/ML,1344275,675534,112590
PRODUCT_018780_005,INSULIN RECOMBINANT HUMAN,100 UNITS/ML,1344275,675534,112591
PRODUCT_019571_001,INSULIN ZINC SUSP EXTENDED RECOMBINANT HUMAN,40 UNITS/ML,1344907,675373,112592
PRODUCT_019571_002,INSULIN ZINC SUSP EXTENDED RECOMBINANT HUMAN,100 UNITS/ML,1344907,675373,112593
PRODUCT_021716_001,HYALURONIDASE,150 UNITS/ML,1344384,675561,112595
PRODUCT_010562_001,PREDNISOLONE TEBUTATE,20MG/ML,1343996,674860,112596
PRODUCT_011583_002,PREDNISOLONE SODIUM PHOSPHATE,EQ 20MG PHOSPHATE/ML,1343304,674965,112597
PRODUCT_089532_001,HYDRALAZINE HYDROCHLORIDE,20MG/ML,1344309,543263,112598
PRODUCT_040388_001,HYDRALAZINE HYDROCHLORIDE,20MG/ML,1344309,543263,112600
PRODUCT_202938_001,HYDRALAZINE HYDROCHLORIDE,20MG/ML,1344309,543263,112603
PRODUCT_088518_001,HYDRALAZINE HYDROCHLORIDE,20MG/ML,1344309,543263,112604
PRODUCT_088517_001,HYDRALAZINE HYDROCHLORIDE,20MG/ML,1344309,543263,112605
