sitecomp_id,site_id,component_id,domain_id,site_residues
4963,9729,8835,4377.0,
4969,8389,17138,2683.0,
4982,4975,5977,2702.0,
5018,6292,17,2683.0,
5021,7525,17,2683.0,
5106,9433,402,2712.0,
5107,9667,402,2712.0,
5110,5664,402,2712.0,
5112,4072,402,2712.0,
5113,3908,402,2712.0,
5114,7296,402,2712.0,
5116,8026,402,2712.0,
5117,7167,402,2712.0,
5162,8876,2412,2712.0,
5182,7401,334,2712.0,
5188,5613,334,2712.0,
5202,5542,339,2712.0,
5203,9673,3314,2712.0,
5206,7615,614,3032.0,
5207,4019,614,3032.0,
5286,5524,426,3399.0,
5288,6457,8195,2712.0,
5305,8602,17154,4029.0,
5358,3577,17,2683.0,
5369,4988,107,3112.0,
5370,3339,107,3112.0,
5461,5624,402,2712.0,
5462,9422,402,2712.0,
5466,7150,402,2712.0,
5470,9063,402,2712.0,
5545,5548,334,2712.0,
5547,4705,334,2712.0,
5557,6671,847,2683.0,
5562,5664,339,2712.0,
5565,7313,3314,2712.0,
5566,6167,3314,2712.0,
5569,9713,8727,3077.0,
5574,4139,1411,2712.0,
5643,4648,997,2683.0,
5659,4655,2754,2640.0,
5661,8676,17168,2683.0,
5662,7603,13640,2683.0,
5698,4642,675,3032.0,
5721,6405,107,3112.0,
5804,7412,402,2712.0,
5805,5542,402,2712.0,
5811,5752,402,2712.0,
5859,8930,334,2712.0,
5876,7418,3314,2712.0,
5942,9475,997,2683.0,
5943,7803,997,2683.0,
5952,4716,1092,2681.0,
5972,4505,5300,3139.0,
5993,7482,675,3032.0,
6011,6413,17,2683.0,
6117,3897,402,2712.0,
6170,7458,257,3112.0,
6182,9433,339,2712.0,
6189,4139,3639,2712.0,
6448,7307,402,2712.0,
6449,7161,402,2712.0,
6518,8009,334,2712.0,
6539,5630,3314,2712.0,
6540,3914,3314,2712.0,
6541,4642,614,3032.0,
6545,4068,3639,2712.0,
6646,9751,8676,3899.0,
6648,6743,8847,2720.0,
6650,6747,8851,2720.0,
6710,6411,1157,2683.0,
6885,4033,847,2683.0,
6992,4065,2539,4003.0,
7202,6217,3250,2683.0,
7560,7296,334,2712.0,
7576,4072,339,2712.0,
7583,6723,8756,3139.0,
7586,9473,5411,2640.0,
7689,8398,17141,2720.0,
7738,9347,107,3112.0,
7828,8947,402,2712.0,
7911,9063,3314,2712.0,
7912,7167,3314,2712.0,
7921,4068,1411,2712.0,
7929,4508,5411,2640.0,
8013,9726,8836,4377.0,
8232,9667,339,2712.0,
8234,7161,339,2712.0,
8330,9756,17311,3366.0,
8556,6213,847,2683.0,
8563,8026,3314,2712.0,
8862,9291,847,2683.0,
8864,7569,847,2683.0,
9313,4132,1157,2683.0,
9618,8075,1157,2683.0,
9796,6215,847,2683.0,
9798,9439,3314,2712.0,
9949,9097,17,2683.0,
10294,6217,1157,2683.0,
10460,6411,3250,2683.0,
10583,6756,8855,2720.0,
10632,7802,17439,2683.0,
11443,4501,3314,2712.0,
11530,4147,1775,2720.0,
11563,5078,17,2683.0,
11735,4132,3250,2683.0,
11774,9473,3697,2640.0,
11894,4534,1157,2683.0,
12689,4501,402,2712.0,
12775,4508,3697,2640.0,
12895,6290,17,2683.0,
13338,8075,3250,2683.0,
13339,4534,3250,2683.0,
13369,3353,3697,2640.0,
13818,9772,2830,4410.0,
13819,9759,2245,4410.0,
13838,9798,5643,4332.0,
13839,9794,5642,2973.0,
13858,9799,158,,
13859,9800,7797,,
13860,9801,8,,
13861,9802,8,,
13862,9803,8,,
13863,9804,8,,
13864,9805,8,,
13865,9806,7428,,
13921,11249,771,2815.0,
13935,10893,3062,2815.0,
13981,9905,3449,4003.0,
13999,10818,4576,2702.0,
14019,10762,17719,3338.0,
14115,10346,36,2683.0,
14117,10885,7,2683.0,
14135,11249,217,2815.0,
14187,10645,17616,2815.0,
14268,10599,7,2683.0,
14269,10597,7,2683.0,
14343,10809,17801,2815.0,
14395,9904,771,2815.0,
14422,10373,219,4003.0,
14423,10328,7,2683.0,
14442,11121,2254,2683.0,
14467,11362,771,2815.0,
14490,9843,7,2683.0,
14650,10994,7,2683.0,
14734,11089,36,2683.0,
14735,10467,7,2683.0,
14823,10282,36,2683.0,
14824,9905,219,4003.0,
15008,10993,36,2683.0,
15009,10330,36,2683.0,
15077,10763,17733,3138.0,
15123,10041,3449,4003.0,
15208,10003,2254,2683.0,
15247,11120,771,2815.0,
15278,11189,36,2683.0,
15520,11362,217,2815.0,
15547,9876,771,2815.0,
15548,11114,17588,2702.0,
15576,10041,219,4003.0,
15595,11041,2254,2683.0,
15606,10670,217,2815.0,
15607,9904,217,2815.0,
15670,9845,36,2683.0,
15770,11363,3449,4003.0,
15819,10996,9985,2712.0,
15821,10989,219,4003.0,
15822,10887,7,2683.0,
15871,9981,1369,2683.0,
15872,11276,17085,3376.0,
15875,10883,17848,2683.0,
15886,10807,17798,2683.0,
15909,11190,36,2683.0,
15910,10889,36,2683.0,
15911,11282,219,4003.0,
15934,11251,217,2815.0,
15959,9935,1493,2702.0,
16008,10989,3449,4003.0,
16010,10373,3449,4003.0,
16040,10024,2383,2702.0,
16068,11279,7,2683.0,
16162,10469,36,2683.0,
16197,11120,217,2815.0,
16230,11251,771,2815.0,
16231,10644,17613,2683.0,
16232,10509,17592,3077.0,
16246,11014,7113,2683.0,
16256,10739,17711,4003.0,
16258,10526,17604,2683.0,
16259,11281,36,2683.0,
16286,11245,3449,4003.0,
16303,10064,5366,2690.0,
16308,10788,17776,2690.0,
16311,10774,17757,3376.0,
16312,10784,17775,2834.0,
16313,11099,17575,2712.0,
16318,10720,17697,3062.0,
16319,10670,771,2815.0,
16320,10656,17644,2702.0,
16322,10671,17660,2683.0,
16334,10046,4293,2683.0,
16342,11245,219,4003.0,
16343,11363,219,4003.0,
16392,9983,1407,3062.0,
16393,10838,17829,2739.0,
16395,10865,17835,3062.0,
16396,10029,3179,2702.0,
16424,10890,36,2683.0,
16445,9876,217,2815.0,
16452,11282,3449,4003.0,
16469,10821,17820,2681.0,
16499,9862,761,2776.0,
16609,12590,2914,2683.0,
16648,12307,2163,2805.0,
16662,13217,18228,2748.0,
16674,12579,107,3112.0,
16875,12774,107,3112.0,
17230,12547,8266,3545.0,
17254,13104,18062,4003.0,
17651,14316,18450,2683.0,
18411,11848,4701,3376.0,
18636,11476,700,2683.0,
18640,11819,2616,2696.0,
18833,13395,18291,3749.0,
18873,11367,300,2712.0,
18900,12533,402,2712.0,
18903,11467,402,2712.0,
18983,12247,846,2640.0,
19019,12908,9926,2683.0,
19050,13207,18188,2702.0,
19185,14314,5767,2683.0,
19259,11367,402,2712.0,
19358,11851,4413,2683.0,
19368,11903,5767,2683.0,
19411,11458,347,2702.0,
19412,14384,107,3112.0,
19441,12575,402,2712.0,
19707,12591,4741,2683.0,
19708,14390,4741,2683.0,
19728,11689,3415,2683.0,
19764,13362,18278,4003.0,
19924,11473,779,3683.0,
20039,12545,846,2640.0,
20113,12771,107,3112.0,
20114,12244,107,3112.0,
20115,12575,300,2712.0,
20442,11471,846,2640.0,
20472,11687,700,2683.0,
20521,14391,107,3112.0,
20555,12777,402,2712.0,
20680,12596,9926,2683.0,
20719,14351,347,2702.0,
20722,11683,107,3112.0,
20795,14546,18538,2691.0,
20850,14407,18515,3037.0,
20866,13365,18281,2720.0,
20867,13130,18116,3077.0,
20869,13452,18329,2702.0,
20870,13007,17980,2846.0,
20876,13083,17984,2886.0,
20878,11822,3166,2711.0,
20882,11478,3299,2683.0,
20883,12617,9926,2683.0,
20884,12905,9926,2683.0,
20885,12460,7175,2782.0,
20886,11547,1093,2748.0,
20906,13396,18304,2818.0,
20907,13348,18276,4003.0,
20908,11438,398,2773.0,
20912,12433,7108,2753.0,
20914,13234,18262,3244.0,
20916,11371,157,2681.0,
20917,12647,17017,2677.0,
20919,12678,300,2712.0,
20954,12374,402,2712.0,
21052,11752,2914,2683.0,
21076,13470,18440,4003.0,
21077,13416,18307,2683.0,
21085,12973,17962,3077.0,
21090,14375,3299,2683.0,
21091,11689,3299,2683.0,
21093,12589,5767,2683.0,
21120,13205,18163,2702.0,
21121,12950,17953,2681.0,
21122,14394,18494,2636.0,
21133,12241,347,2702.0,
21134,12929,107,3112.0,
21136,12567,300,2712.0,
21137,12533,300,2712.0,
21138,12529,300,2712.0,
21162,12571,402,2712.0,
21163,12567,402,2712.0,
21164,12785,402,2712.0,
21245,12641,846,2640.0,
21271,12968,17960,2846.0,
21282,12365,3415,2683.0,
21283,11478,3415,2683.0,
21284,14371,945,2683.0,
21288,12620,9926,2683.0,
21290,12593,9926,2683.0,
21321,11837,3317,2640.0,
21323,13106,18067,2702.0,
21327,11845,4372,3683.0,
21333,13085,18028,2739.0,
21336,12580,107,3112.0,
21338,12040,107,3112.0,
21467,12747,2914,2683.0,
21469,12548,4701,3376.0,
21503,14375,3415,2683.0,
21504,12361,945,2683.0,
21505,12361,700,2683.0,
21506,14371,700,2683.0,
21548,13113,18071,2714.0,
21550,13192,18160,2937.0,
21551,12571,300,2712.0,
21552,11467,300,2712.0,
21667,14387,4701,3376.0,
21712,12831,17818,2712.0,
21713,13465,18375,2712.0,
21736,13212,18190,3683.0,
21746,13084,18004,2720.0,
21749,12542,107,3112.0,
21751,12374,300,2712.0,
21752,12793,300,2712.0,
21782,12781,402,2712.0,
21862,14382,846,2640.0,
21914,13174,18156,2815.0,
21916,13169,18121,2702.0,
21929,12785,300,2712.0,
21930,12781,300,2712.0,
21931,12777,300,2712.0,
22109,12992,17968,3139.0,
22122,11638,1259,2696.0,
22165,12529,402,2712.0,
22167,12678,402,2712.0,
22279,11841,4187,4003.0,
22287,11687,945,2683.0,
22303,11642,2163,2805.0,
22326,11634,2928,2702.0,
22472,13102,18055,2818.0,
22475,12365,3299,2683.0,
22476,11476,945,2683.0,
22509,12551,8577,2702.0,
22512,13122,18103,2683.0,
22513,12835,107,3112.0,
22553,12793,402,2712.0,
22642,12299,846,2640.0,
22660,11846,4741,2683.0,
22671,13346,18273,4003.0,
22821,18781,405,4377.0,
22823,18892,1850,2683.0,
22824,15736,1850,2683.0,
22826,15734,1850,2683.0,
22827,14854,1299,4003.0,
22853,15735,3703,2683.0,
22854,18890,3703,2683.0,
22856,15734,3703,2683.0,
22857,15733,3703,2683.0,
22867,14620,4999,2683.0,
22871,19774,17398,2714.0,
22897,18767,140,3139.0,
22899,21726,17147,2712.0,
22902,21894,18695,2702.0,
22903,14842,6983,3376.0,
22904,19003,18998,2681.0,
22905,19213,18747,2702.0,
22906,21994,18634,3717.0,
22907,14640,5283,3093.0,
22909,19416,18969,2683.0,
23014,18782,405,4377.0,
23015,15735,1850,2683.0,
23017,15733,1850,2683.0,
23053,18892,3703,2683.0,
23055,15857,4203,2683.0,
23056,21976,18600,2681.0,
23068,21867,18700,2702.0,
23069,16041,1347,2681.0,
23100,14632,5753,4003.0,
23101,19135,18872,4420.0,
23112,18871,516,3138.0,
23116,21904,18627,3717.0,
23118,14810,6875,2683.0,
23237,18890,1850,2683.0,
23238,14855,1299,4003.0,
23265,14855,7240,4003.0,
23267,15827,4646,2745.0,
23274,19203,18725,2640.0,
23275,16040,1347,2681.0,
23302,14837,8202,2683.0,
23308,22020,19253,3244.0,
23315,19711,18974,3717.0,
23317,19167,18879,2681.0,
23323,21720,17678,2683.0,
23424,15878,5018,2683.0,
23503,19202,19326,2683.0,
23665,22014,10073,2683.0,
23770,18885,1438,2683.0,
23848,22015,10074,4003.0,
23958,15881,5018,2683.0,
24124,15876,5018,2683.0,
24125,15874,5018,2683.0,
24209,17829,36,2683.0,
24210,17825,36,2683.0,
24405,17839,36,2683.0,
24581,17835,36,2683.0,
24753,19195,18893,3193.0,
24859,15888,5018,2683.0,
24957,18877,1028,2677.0,
25087,16759,3613,2683.0,
25096,19412,18800,2640.0,
25122,19354,18918,2859.0,
25126,22001,8301,2683.0,
25318,17827,36,2683.0,
25688,19743,18818,2690.0,
25694,19166,18878,2805.0,
25713,17828,36,2683.0,
25930,17830,36,2683.0,
26068,15859,4203,2683.0,
26222,15885,5018,2683.0,
26502,17832,36,2683.0,
26881,17836,36,2683.0,
26971,15889,5018,2683.0,
27050,22008,9925,2683.0,
28063,15882,5018,2683.0,
28135,21827,10076,2683.0,
28139,18876,1028,2677.0,
28142,22009,9925,2683.0,
28472,15858,4203,2683.0,
28533,19191,18891,2683.0,
28644,18886,1438,2683.0,
28716,21828,10083,2683.0,
28717,22017,19242,3796.0,
28837,16295,1299,4003.0,
28904,14639,3939,2683.0,
28926,17826,36,2683.0,
29015,15886,5018,2683.0,
29037,16296,7240,4003.0,
29039,14854,7240,4003.0,
29212,16298,7240,4003.0,
29214,16758,3613,2683.0,
29226,18888,972,3717.0,
29259,21682,17638,2712.0,
29260,14818,4747,2973.0,
29277,16933,9843,2681.0,
29278,17838,36,2683.0,
29410,15736,3703,2683.0,
29451,19356,18760,2782.0,
29456,19155,18874,3162.0,
29457,14633,5755,4003.0,
29462,19370,18774,2834.0,
29471,18880,1490,2711.0,
29473,15862,5314,3048.0,
29604,14856,7240,4003.0,
29654,22002,8301,2683.0,
29674,16932,9843,2681.0,
29675,19105,19016,4029.0,
29677,17831,36,2683.0,
29824,16043,1347,2681.0,
29862,14804,5539,2683.0,
30014,16295,7240,4003.0,
30050,16960,3074,4003.0,
30058,21992,18604,2834.0,
30065,19130,18865,3093.0,
30066,19744,18823,2805.0,
30070,14833,8200,2683.0,
30161,18887,1438,2683.0,
30268,21865,18651,2683.0,
30273,19188,19319,2683.0,
30434,16766,2562,3717.0,
30664,19413,18800,2640.0,
30667,21996,9665,2683.0,
30705,15860,4077,3546.0,
30709,18990,18057,3280.0,
30814,15875,5018,2683.0,
30897,22016,10075,4003.0,
31013,15877,5018,2683.0,
31245,16042,1347,2681.0,
31447,15826,4646,2745.0,
31498,15825,4397,2859.0,
31626,15884,5018,2683.0,
31840,15890,5710,2683.0,
31877,18768,140,3139.0,
31894,19198,18895,2683.0,
31895,19096,18846,3717.0,
31896,19098,19014,2681.0,
31995,15879,5018,2683.0,
32082,16761,3396,2928.0,
32083,15863,5314,3048.0,
32230,16760,3613,2683.0,
32235,19740,18817,3062.0,
32269,22013,10072,2683.0,
32277,21866,18610,4003.0,
32284,19407,18936,4003.0,
32288,18874,726,2834.0,
32290,19773,18828,2973.0,
32291,17834,36,2683.0,
32393,16296,1299,4003.0,
32469,14836,8202,2683.0,
32585,15887,5018,2683.0,
32624,14621,4999,2683.0,
32859,18883,885,3225.0,
32860,21998,9668,2683.0,
33441,18766,140,3139.0,
33458,17837,36,2683.0,
33628,21681,17784,2683.0,
33639,19362,18764,3683.0,
33641,18993,17689,2690.0,
33642,15895,5766,2683.0,
33650,17833,36,2683.0,
33762,15880,5018,2683.0,
34184,15856,4203,2683.0,
34226,15894,5766,2683.0,
34326,14856,1299,4003.0,
34366,19414,18813,2937.0,
34509,16298,1299,4003.0,
34694,15883,5018,2683.0,
34783,14805,5539,2683.0,
48529,38091,7099,3080.0,
48877,36368,17671,2754.0,
49367,37373,7327,2690.0,
49431,37044,3525,3139.0,
49471,37032,19429,2739.0,
49505,36056,3731,4377.0,
49516,37045,19450,2931.0,
49580,37046,19458,2683.0,
49706,36801,17739,2937.0,
49758,36061,4821,3077.0,
49828,37025,19423,2702.0,
50057,36049,3525,3139.0,
50661,38443,8725,3139.0,
51248,35258,103,2773.0,
51251,37383,103,2773.0,
51295,35966,1303,2869.0,
51341,36151,5241,4410.0,
51344,36369,17707,3338.0,
51398,38095,8298,2745.0,
51482,38559,17859,,
51493,38580,781,3683.0,
51507,38615,19662,4003.0,
51512,38599,19630,2690.0,
51516,38625,687,3048.0,
51528,38576,19651,4003.0,
51551,38562,5752,2702.0,
51569,38590,71,2681.0,
51574,38595,19723,3112.0,
51581,38566,19652,4003.0,
51582,38631,19643,4003.0,
51591,38594,17603,2711.0,
51601,38606,19626,2748.0,
51607,38597,71,2681.0,
51623,38565,19647,2683.0,
51624,38602,5626,2712.0,
