molregno,pref_name,chembl_id,max_phase,therapeutic_flag,dosed_ingredient,structure_type,chebi_par_id,molecule_type,first_approval,oral,parenteral,topical,black_box_warning,natural_product,first_in_class,chirality,prodrug,inorganic_flag,usan_year,availability_type,usan_stem,polymer_flag,usan_substem,usan_stem_definition,indication_class,withdrawn_flag,chemical_probe,orphan
7291,,CHEMBL10649,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7292,,CHEMBL267087,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7293,,CHEMBL10624,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7294,,CHEMBL417245,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7295,,CHEMBL10449,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7296,,CHEMBL10419,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7297,,CHEMBL273840,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7298,,CHEMBL10743,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7299,,CHEMBL10755,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7300,,CHEMBL10378,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7301,,CHEMBL10389,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7302,,CHEMBL10390,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7303,,CHEMBL267815,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7304,,CHEMBL275440,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7306,,CHEMBL269454,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7307,,CHEMBL275677,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7308,,CHEMBL10312,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7309,,CHEMBL10276,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7310,,CHEMBL266390,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7311,,CHEMBL10301,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7312,,CHEMBL269405,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7314,,CHEMBL274840,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7315,,CHEMBL10471,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7316,,CHEMBL10447,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7317,,CHEMBL268753,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7319,,CHEMBL10534,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7320,,CHEMBL10782,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7321,,CHEMBL10570,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7322,,CHEMBL10467,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7323,,CHEMBL10365,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7324,,CHEMBL10376,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7325,,CHEMBL10665,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7327,,CHEMBL10715,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7328,,CHEMBL10716,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7329,,CHEMBL10400,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7330,,CHEMBL276901,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7331,,CHEMBL10549,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7332,,CHEMBL10535,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7333,,CHEMBL10530,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7334,,CHEMBL273501,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7335,,CHEMBL10361,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7336,,CHEMBL416702,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7337,,CHEMBL10420,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7338,,CHEMBL273263,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7339,,CHEMBL10192,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7340,,CHEMBL266388,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7341,,CHEMBL275129,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7342,,CHEMBL263974,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7343,9-AMINOCAMPTOTHECIN,CHEMBL274070,2.0,0,0,MOL,80755.0,Small molecule,,0,0,0,0,1,0,1,0,0,,,,0,,,,0,0,0
7344,,CHEMBL10685,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7345,,CHEMBL10695,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7346,,CHEMBL10552,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7347,IMIRESTAT,CHEMBL269455,2.0,0,0,MOL,,Small molecule,,0,0,0,0,0,0,2,0,0,,,-stat,0,-stat (-restat),enzyme inhibitors: aldose-reductase inhibitors,,0,0,0
7349,,CHEMBL10195,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7350,,CHEMBL276640,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7351,,CHEMBL10196,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7352,,CHEMBL10210,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7353,,CHEMBL10689,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7354,,CHEMBL10466,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7355,CLOXACEPRIDE,CHEMBL10445,2.0,0,0,MOL,,Small molecule,,0,0,0,0,0,0,2,0,0,,,-pride,0,-pride,sulpride derivatives and analogs,,0,0,0
7356,,CHEMBL273719,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7357,,CHEMBL10468,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7358,,CHEMBL10597,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7359,,CHEMBL10427,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7360,,CHEMBL10414,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7361,,CHEMBL10428,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7362,,CHEMBL267083,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7363,,CHEMBL267084,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7364,,CHEMBL10491,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7365,,CHEMBL10416,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7366,,CHEMBL10741,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7367,,CHEMBL10766,,0,0,MOL,,Small molecule,,0,0,0,0,1,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7368,,CHEMBL10490,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7369,,CHEMBL10795,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7371,,CHEMBL10693,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7372,,CHEMBL10694,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7373,,CHEMBL10745,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7374,,CHEMBL10746,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7375,,CHEMBL442327,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7376,,CHEMBL275568,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7377,,CHEMBL10959,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7378,,CHEMBL267089,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7379,,CHEMBL276377,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7380,,CHEMBL10586,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7381,,CHEMBL10587,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7382,,CHEMBL10375,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7383,,CHEMBL10598,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7384,,CHEMBL10426,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7385,,CHEMBL268023,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7386,,CHEMBL10364,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7387,,CHEMBL273464,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7389,,CHEMBL10404,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7390,,CHEMBL10458,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7392,,CHEMBL10749,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7393,,CHEMBL10580,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7394,,CHEMBL274900,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7395,,CHEMBL10483,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7396,,CHEMBL274790,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7397,,CHEMBL273382,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7398,,CHEMBL10740,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7399,,CHEMBL267813,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7400,,CHEMBL267814,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7401,,CHEMBL274899,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7402,,CHEMBL10482,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7403,,CHEMBL276200,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7407,,CHEMBL10923,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7408,,CHEMBL417793,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7409,,CHEMBL10433,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7410,,CHEMBL10434,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7411,,CHEMBL10362,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7412,,CHEMBL10538,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7413,,CHEMBL10525,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7414,,CHEMBL416520,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7415,,CHEMBL273684,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7416,,CHEMBL10581,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7417,,CHEMBL10582,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7418,,CHEMBL10728,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7419,,CHEMBL10739,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7420,,CHEMBL273909,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7421,,CHEMBL10651,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7422,,CHEMBL10639,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7423,,CHEMBL275904,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7424,,CHEMBL10533,,0,0,MOL,,Small molecule,,0,0,0,0,1,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7425,,CHEMBL10641,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7426,,CHEMBL274151,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7427,HYDROXYCAMPTOTHECIN,CHEMBL273862,3.0,0,0,MOL,81395.0,Small molecule,,0,0,0,0,1,0,1,0,0,,,,0,,,,0,0,0
7428,,CHEMBL274382,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7429,,CHEMBL10660,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7430,,CHEMBL10966,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7431,,CHEMBL266619,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7432,,CHEMBL10967,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7433,,CHEMBL10724,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7434,,CHEMBL273887,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7435,,CHEMBL268020,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7436,,CHEMBL273863,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7437,,CHEMBL10571,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7438,,CHEMBL10453,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7439,,CHEMBL10349,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7440,,CHEMBL10350,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7442,,CHEMBL162210,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7443,,CHEMBL10553,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7444,,CHEMBL275676,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7445,,CHEMBL10960,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7446,,CHEMBL10596,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7447,,CHEMBL10751,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7448,,CHEMBL10493,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7449,,CHEMBL7088,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7450,,CHEMBL10412,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7451,ZENARESTAT,CHEMBL10413,2.0,0,0,MOL,,Small molecule,,0,0,0,0,1,0,2,0,0,1998.0,,-stat,0,-stat (-restat),enzyme inhibitors: aldose-reductase inhibitors,,0,0,0
7452,,CHEMBL10564,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7453,,CHEMBL10363,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7454,,CHEMBL10565,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7455,,CHEMBL266392,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7456,,CHEMBL10934,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7457,,CHEMBL10943,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7458,,CHEMBL10956,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7459,,CHEMBL10856,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7460,,CHEMBL10893,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7461,,CHEMBL429950,,0,0,MOL,73630.0,Small molecule,,0,0,0,0,1,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7462,,CHEMBL273634,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7463,,CHEMBL10505,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7464,,CHEMBL10391,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7465,,CHEMBL10443,,0,0,MOL,,Small molecule,,0,0,0,0,1,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7467,,CHEMBL10377,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7468,,CHEMBL273936,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7469,,CHEMBL10752,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7470,,CHEMBL274818,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7471,,CHEMBL276439,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7472,,CHEMBL269407,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7473,,CHEMBL274604,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7474,,CHEMBL10406,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7475,,CHEMBL10495,,0,0,MOL,,Small molecule,,0,0,0,0,1,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7476,,CHEMBL10496,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7477,,CHEMBL10522,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7478,,CHEMBL428166,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7479,,CHEMBL10353,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7480,,CHEMBL10261,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7481,,CHEMBL10158,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7482,,CHEMBL10864,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7483,,CHEMBL10865,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7484,,CHEMBL10779,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7485,,CHEMBL274856,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7486,,CHEMBL10894,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7487,,CHEMBL273949,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7489,,CHEMBL10429,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7490,,CHEMBL268018,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7491,,CHEMBL10537,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7492,,CHEMBL269456,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7493,,CHEMBL10742,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7494,ILOPROST,CHEMBL494,4.0,1,1,MOL,63916.0,Small molecule,2003.0,0,0,1,0,0,0,0,0,0,2004.0,1.0,-prost,0,-prost,prostaglandins,,0,0,0
7495,,CHEMBL430136,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
7496,,CHEMBL10615,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
