activity_id,bei,sei,le,lle
54459,15.5,16.68,0.3,0.31
54460,14.77,15.89,0.29,0.08
54462,13.8,3.35,0.26,8.51
54463,21.53,13.12,0.39,2.8
54499,18.49,14.2,0.38,1.61
54501,19.8,25.16,0.36,3.18
54502,18.8,23.9,0.35,2.82
54503,16.81,21.36,0.31,2.09
54504,25.73,39.63,0.47,4.46
54507,19.03,10.36,0.35,4.24
54508,21.22,11.56,0.39,5.16
54518,18.12,14.89,0.35,3.48
54524,29.83,24.73,0.56,6.49
54526,18.9,47.76,0.37,2.22
54527,14.79,37.38,0.29,0.59
54528,15.91,40.2,0.31,1.04
54542,13.98,8.2,0.27,1.16
54545,22.54,30.47,0.59,5.58
54551,18.34,14.39,0.35,0.98
54552,15.91,11.4,0.3,3.37
54553,19.4,13.9,0.37,4.79
54554,20.23,14.49,0.39,5.12
54558,15.45,8.49,0.29,5.05
54561,14.88,7.1,0.28,3.76
54564,19.21,8.45,0.37,1.91
54565,18.71,6.38,0.35,5.45
54566,18.33,6.25,0.34,5.29
54567,16.3,6.23,0.3,3.78
54585,18.09,7.84,0.35,2.51
54586,19.07,8.26,0.37,2.87
54587,17.88,7.75,0.35,2.43
54590,15.92,7.06,0.38,2.26
54591,17.21,7.63,0.41,2.73
54592,19.73,8.75,0.47,3.65
54599,22.07,7.91,0.52,4.27
54600,24.12,8.64,0.56,4.9
54603,14.07,5.84,0.26,2.73
54607,12.43,3.96,0.24,5.64
54612,17.73,7.26,0.35,4.57
54625,20.73,20.28,0.39,5.08
54626,14.53,14.22,0.27,2.45
54633,18.4,18.0,0.34,4.09
54634,16.21,15.85,0.3,3.16
54643,32.12,17.92,0.61,5.75
54644,8.14,2.05,0.15,7.16
54646,9.79,2.33,0.19,9.1
54678,14.81,55.65,0.3,-0.5
54679,13.63,51.19,0.27,-1.06
54681,18.11,63.24,0.34,1.47
54682,15.96,55.74,0.3,0.53
54684,17.75,8.35,0.33,3.6
54685,17.75,8.35,0.33,3.6
54686,15.63,6.62,0.29,3.08
54687,14.63,6.2,0.27,2.61
54688,15.85,6.31,0.29,1.08
54689,24.89,10.25,0.47,4.42
54690,18.24,7.51,0.34,2.23
54691,21.67,6.66,0.44,8.32
54694,11.45,2.46,0.22,4.71
54695,12.25,2.63,0.24,4.99
54696,14.39,3.28,0.27,5.59
54697,14.52,3.31,0.28,5.66
54698,19.06,11.43,0.38,4.72
54699,19.94,34.09,0.37,2.55
54700,13.59,23.23,0.25,-0.01
54701,12.95,22.13,0.24,-0.27
54706,24.91,5.92,0.55,7.09
54707,26.61,6.32,0.58,7.58
54708,25.61,6.08,0.56,7.29
54712,22.23,6.3,0.48,6.15
54713,24.03,6.81,0.52,6.77
54714,22.93,6.5,0.49,6.39
54718,21.99,9.24,0.41,3.96
54720,21.85,8.46,0.41,4.31
54722,12.24,4.91,0.23,1.7
54723,8.67,,,
54724,8.81,,,
54729,6.43,,,
54732,11.55,1.86,0.28,8.33
54736,16.3,5.52,0.33,5.27
54737,22.58,7.65,0.46,7.51
54738,20.09,6.81,0.41,6.62
54740,22.33,7.57,0.45,7.42
54753,21.04,5.59,0.48,6.31
54756,24.8,10.47,0.48,4.47
54757,24.8,10.47,0.48,4.47
54758,24.3,10.26,0.47,4.31
54760,11.3,11.4,0.24,-1.45
54764,17.91,8.51,0.35,4.78
54771,13.21,5.96,0.26,3.27
54772,18.23,8.22,0.36,5.45
54773,18.4,8.3,0.36,5.52
54774,14.56,6.56,0.29,3.86
54776,13.77,6.1,0.29,2.97
54777,20.47,9.07,0.42,5.82
54778,20.47,9.07,0.42,5.82
54779,15.46,6.85,0.32,3.69
54793,22.95,25.84,0.42,2.43
54798,22.3,24.21,0.41,1.75
54800,18.35,19.92,0.33,0.27
54802,17.64,19.15,0.32,0.01
54805,18.64,20.24,0.34,0.38
54811,15.79,17.14,0.29,-0.68
54813,26.06,8.99,0.47,6.44
54814,27.53,9.5,0.5,6.95
54815,24.04,8.3,0.44,5.74
54816,25.17,8.69,0.46,6.13
54821,53.26,20.56,0.99,6.08
54822,48.6,18.76,0.91,5.38
54823,53.26,20.56,0.99,6.08
54824,25.24,11.07,0.48,4.93
54825,15.71,6.89,0.3,2.27
54826,16.09,7.06,0.31,2.37
54830,23.92,12.19,0.48,8.44
54831,19.26,9.82,0.39,6.59
54832,13.53,6.89,0.27,4.31
54835,15.53,7.92,0.31,5.1
54836,16.24,8.28,0.33,5.39
54863,21.93,11.23,0.44,7.75
54864,18.6,9.53,0.38,6.42
54865,11.28,5.78,0.23,3.5
54868,16.82,8.62,0.34,5.71
54869,16.94,8.68,0.34,5.76
54917,28.69,20.04,0.52,5.22
54918,29.38,23.35,0.57,5.76
54919,20.86,18.53,0.39,3.67
54920,21.15,20.59,0.4,3.23
54923,12.8,8.77,0.26,-0.58
54924,26.34,17.35,0.62,4.57
54929,38.16,5.99,0.75,7.24
54939,12.41,8.16,0.26,1.29
54957,29.86,16.52,0.56,6.69
54969,17.84,17.55,0.34,2.43
54970,19.56,19.24,0.37,3.1
54971,22.23,21.86,0.42,4.14
54972,18.74,18.44,0.36,2.78
54977,16.54,6.05,0.33,2.95
54988,5.8,,,
54989,6.63,,,
54990,24.15,5.37,0.45,3.68
54991,26.17,5.82,0.48,4.12
55000,12.24,4.56,0.23,3.46
55001,12.6,4.69,0.23,3.64
55011,22.37,8.83,0.47,5.52
55013,22.24,8.78,0.47,5.47
55058,29.94,29.78,0.6,5.72
55060,17.5,10.92,0.32,2.1
55061,15.67,12.43,0.29,1.66
55062,19.56,11.03,0.36,5.44
55068,25.96,12.54,0.48,5.8
55069,25.67,12.4,0.47,5.71
55070,26.21,12.67,0.48,5.88
55071,30.19,14.59,0.56,7.12
55074,16.37,,,
55075,16.71,,,
55076,16.1,,,
55077,20.96,,,
55078,17.66,,,
55085,18.55,10.34,0.39,1.46
55086,18.55,10.34,0.39,1.46
55090,15.53,10.56,0.33,0.56
55091,14.33,9.75,0.31,0.12
55092,10.82,7.36,0.23,-1.2
55094,16.11,9.13,0.29,3.44
55095,16.28,9.23,0.3,3.51
55096,9.65,4.88,0.18,0.8
55097,13.82,10.67,0.26,0.76
55100,18.66,3.96,0.34,3.04
55101,20.12,4.27,0.37,3.37
55124,18.2,6.27,0.35,2.96
55127,19.84,24.51,0.37,0.08
55128,19.03,23.52,0.36,-0.21
55129,16.34,20.19,0.31,-1.17
55130,25.91,19.72,0.54,2.86
55137,27.91,18.91,0.75,4.11
55138,24.44,20.03,0.47,3.68
55139,11.42,5.17,0.21,0.44
55141,8.56,5.98,0.19,0.1
55175,12.27,5.75,0.24,2.58
55194,20.34,6.54,0.41,2.75
55195,20.9,6.72,0.42,2.89
55354,23.41,13.32,0.43,4.29
55378,28.43,10.26,0.53,4.94
55450,29.63,10.67,0.54,4.3
55471,18.39,9.49,0.34,3.18
55472,18.62,9.61,0.34,3.26
55494,21.21,3.62,0.43,7.71
55495,21.6,3.69,0.44,7.78
55498,19.84,14.79,0.37,3.56
55499,19.07,14.22,0.35,3.31
55500,18.99,14.16,0.35,3.28
55504,22.54,18.74,0.41,3.7
55505,20.73,17.24,0.38,3.17
55506,25.06,20.84,0.45,4.44
55514,19.81,15.33,0.36,3.92
55515,19.53,15.11,0.36,3.82
55516,23.03,17.82,0.42,5.05
55517,23.34,18.06,0.43,5.15
55518,20.03,15.5,0.37,4.0
55519,15.5,5.37,0.29,2.48
55522,17.07,5.03,0.33,7.0
55523,10.27,3.03,0.2,4.14
55524,16.2,5.54,0.31,6.47
55526,31.98,6.37,0.61,9.8
55529,33.07,12.51,0.67,7.11
55530,25.55,9.67,0.52,5.22
55531,13.2,11.39,0.25,-1.11
55532,9.02,7.78,0.17,-3.52
55533,13.24,14.2,0.26,-1.11
55534,10.3,11.05,0.2,-2.57
55535,14.42,3.57,0.28,10.31
55537,10.91,2.7,0.21,8.29
55538,11.78,2.91,0.23,8.79
55543,19.38,27.25,0.4,2.77
55544,26.05,36.64,0.54,5.1
55557,21.54,27.13,0.41,1.62
55558,21.29,26.81,0.41,1.54
55559,32.75,35.13,0.66,5.05
55560,26.0,27.89,0.53,3.36
55562,28.18,33.6,0.57,4.08
55563,20.33,24.24,0.41,1.88
55569,21.32,13.1,0.4,5.15
55570,18.3,10.87,0.34,4.83
55571,20.94,11.61,0.39,5.58
55572,18.65,10.78,0.35,5.19
55581,16.98,7.18,0.35,2.83
55582,20.02,8.46,0.41,4.01
55587,15.8,9.31,0.38,2.45
55588,17.59,10.36,0.43,3.21
55589,13.99,8.24,0.34,1.68
55590,15.58,9.12,0.31,1.66
55591,18.45,10.8,0.37,2.87
55592,15.44,9.03,0.31,1.59
55594,21.46,9.81,0.4,5.38
55599,18.0,12.74,0.37,2.03
55600,18.01,12.74,0.37,2.03
55605,14.66,18.48,0.28,2.51
55606,16.6,20.93,0.32,3.39
55607,13.16,16.59,0.26,1.83
55608,15.63,6.13,0.3,3.53
55609,13.92,5.45,0.27,2.64
55610,14.07,6.57,0.28,2.24
55611,11.67,5.45,0.23,0.94
55612,14.98,7.03,0.27,2.16
55616,19.68,7.31,0.36,4.15
55623,13.71,7.9,0.27,3.92
55626,35.95,14.76,0.72,8.31
55631,17.94,6.21,0.4,3.11
55632,18.57,6.7,0.41,3.37
55633,15.03,5.36,0.33,3.77
55634,13.53,4.77,0.29,2.89
55646,15.53,19.43,0.31,0.37
55653,19.98,9.54,0.37,4.04
55654,13.68,6.53,0.25,0.92
55655,16.11,7.69,0.3,2.12
55657,18.06,7.89,0.33,3.54
55658,11.9,5.2,0.22,0.74
55659,17.15,7.5,0.31,3.13
55660,17.51,8.36,0.32,3.04
55661,12.13,5.79,0.22,0.36
55662,15.59,7.45,0.29,2.08
55663,11.21,4.61,0.21,1.55
55664,9.17,3.77,0.17,0.37
55665,11.33,4.66,0.21,1.62
55666,19.79,12.18,0.37,3.53
55667,12.79,7.87,0.24,0.63
55668,15.44,9.5,0.29,1.73
55674,16.8,9.23,0.31,2.64
55675,12.54,8.29,0.23,0.56
55677,19.11,6.98,0.36,3.25
55700,21.96,5.5,0.41,6.21
55707,37.76,7.1,0.82,7.8
55708,28.46,5.35,0.62,6.02
55711,16.32,16.23,0.3,0.8
55712,15.52,11.88,0.29,0.91
55714,13.08,7.67,0.24,2.38
55727,15.24,5.01,0.28,4.18
55746,10.2,4.58,0.2,2.92
55747,19.04,14.96,0.37,4.84
55748,16.05,12.61,0.31,3.44
55757,14.97,7.7,0.29,3.61
55760,18.51,5.78,0.37,6.13
55761,16.2,5.43,0.31,4.12
55773,19.0,14.19,0.35,1.22
55775,18.81,15.25,0.36,1.15
55783,7.86,2.67,0.15,3.87
55784,22.26,18.07,0.39,0.75
55786,14.96,8.28,0.28,2.68
55788,15.16,14.0,0.28,1.64
55790,10.67,6.52,0.19,0.21
55795,14.88,10.28,0.28,0.78
55796,20.75,16.08,0.41,2.51
55797,14.18,6.32,0.28,1.38
55814,27.0,8.95,0.5,3.86
55815,27.37,9.07,0.5,3.95
55820,24.23,10.18,0.56,4.31
55821,23.12,9.71,0.54,3.97
55824,19.36,7.53,0.35,2.04
55825,20.41,7.94,0.37,2.38
55844,10.71,3.67,0.2,3.56
55845,15.02,5.15,0.28,5.58
55846,16.06,5.51,0.3,6.06
55850,24.33,36.93,0.45,5.12
55851,17.67,26.82,0.33,2.6
55862,27.95,37.26,0.52,3.88
55863,16.54,23.33,0.31,1.65
55864,15.92,22.45,0.3,1.4
55865,15.75,22.21,0.3,1.33
55866,9.51,2.32,0.18,9.43
55868,6.48,1.57,0.12,6.25
55885,16.51,7.76,0.3,3.79
55886,16.65,6.84,0.31,3.04
55887,16.86,6.93,0.32,3.14
55888,15.08,7.55,0.28,2.07
55889,14.65,6.39,0.27,2.43
55890,13.78,6.01,0.25,2.01
55891,19.46,5.3,0.37,4.58
55892,23.84,9.39,0.44,5.37
55893,11.59,30.74,0.22,-1.48
55894,10.48,27.8,0.2,-2.12
55895,10.53,27.93,0.2,-2.09
55898,19.95,6.62,0.41,7.06
55899,17.07,5.89,0.34,6.38
55901,19.83,4.69,0.37,4.12
55902,22.04,5.21,0.41,4.72
55923,9.49,3.55,0.18,2.59
55924,9.14,3.41,0.18,2.29
55925,22.0,26.84,0.42,3.6
55926,13.1,15.99,0.25,0.09
55932,28.91,54.07,0.53,3.42
55933,23.7,44.33,0.43,1.88
55938,23.15,6.03,0.5,6.45
55939,25.08,6.53,0.54,7.06
55940,23.57,6.14,0.51,6.58
55971,13.15,4.65,0.25,2.41
55972,14.87,5.45,0.29,5.34
55973,14.24,5.22,0.27,5.01
55974,8.36,3.06,0.16,1.94
55975,13.11,4.73,0.26,4.54
55976,11.67,4.21,0.23,3.8
55977,7.93,2.86,0.15,1.88
55987,23.77,5.13,0.49,6.98
55988,16.56,3.57,0.34,4.82
55990,18.26,8.64,0.34,2.05
55991,16.93,8.01,0.31,1.68
55994,15.39,9.22,0.28,0.41
56005,18.67,14.71,0.48,6.25
56007,22.9,21.13,0.44,3.55
56009,11.43,9.03,0.22,-0.67
56010,16.03,12.65,0.31,1.46
56012,17.6,9.69,0.41,3.35
56013,18.12,9.97,0.42,3.55
56021,24.44,9.9,0.47,4.85
56022,24.68,10.0,0.47,4.93
56023,23.1,9.36,0.44,4.4
56024,16.5,6.99,0.32,4.82
56025,16.56,7.02,0.32,4.84
56027,11.97,11.5,0.24,-0.54
56041,13.14,5.81,0.26,2.66
56042,16.16,7.15,0.32,3.94
56043,17.75,7.86,0.35,4.62
56046,16.79,7.41,0.33,4.14
56047,19.35,8.54,0.38,5.26
56048,20.43,9.01,0.4,5.74
56049,14.48,6.39,0.28,3.12
56086,12.91,10.27,0.27,2.0
56087,11.19,8.9,0.23,0.93
56088,12.4,9.86,0.26,1.68
56089,10.79,8.58,0.22,0.68
56096,22.79,43.03,0.42,2.02
56101,16.84,36.62,0.35,0.04
56106,20.86,22.4,0.38,1.79
56107,24.75,10.5,0.48,3.09
56112,24.66,9.43,0.49,3.6
56116,24.67,63.61,0.45,3.4
56117,16.83,43.38,0.31,0.88
56119,28.35,14.16,0.51,3.03
56120,30.06,15.02,0.55,3.43
56124,29.39,22.01,0.54,5.8
56127,11.19,8.39,0.26,-0.51
56143,15.41,4.55,0.3,3.5
56144,15.41,4.55,0.3,3.5
56146,18.9,4.68,0.37,4.64
56147,18.6,4.6,0.36,4.54
56148,14.75,3.65,0.29,3.34
56149,17.11,5.12,0.34,4.76
56152,21.28,4.22,0.42,6.4
56154,15.33,3.04,0.31,4.4
56155,17.32,3.44,0.35,5.07
56161,21.02,17.77,0.38,2.35
56163,34.75,20.56,0.67,4.47
56169,7.84,3.27,0.16,0.86
56170,15.06,12.06,0.29,0.12
56227,13.6,4.14,0.27,2.62
56268,14.76,4.39,0.29,6.39
56269,11.86,3.53,0.23,5.01
56271,13.13,4.76,0.25,4.84
56272,16.02,5.8,0.3,6.35
56279,22.04,7.1,0.5,6.11
56285,22.46,6.92,0.46,5.9
56289,32.14,6.21,0.75,8.0
56294,31.47,6.01,0.6,4.78
56295,15.03,4.72,0.29,3.31
56301,17.08,17.92,0.32,2.07
56302,17.29,18.15,0.33,2.16
56303,15.89,16.68,0.3,1.57
56321,21.51,16.29,0.39,4.04
56349,30.74,12.55,0.58,5.01
56350,27.75,11.33,0.53,4.47
56352,11.13,6.12,0.21,1.51
56353,9.72,5.35,0.19,0.46
56360,11.33,5.73,0.23,-1.8
56361,8.22,4.15,0.17,-3.86
56363,21.8,12.7,0.41,4.41
56366,25.02,14.58,0.47,5.08
56368,32.2,9.06,0.65,4.95
56398,19.02,9.41,0.37,1.6
56399,18.69,9.25,0.37,1.51
56401,14.98,9.9,0.39,1.92
56402,13.27,8.77,0.35,1.29
56403,13.36,3.15,0.25,3.02
56404,15.45,3.64,0.29,3.68
56405,17.89,4.22,0.34,4.45
56408,15.46,3.54,0.29,3.23
56409,19.06,4.37,0.35,4.26
56410,20.15,4.62,0.38,4.57
56415,13.48,4.08,0.26,1.39
56436,20.9,9.82,0.4,2.33
56444,20.6,15.1,0.39,1.82
56445,19.25,14.11,0.37,1.33
56446,16.91,12.39,0.32,0.48
56447,18.0,13.2,0.34,0.88
56448,17.23,12.63,0.33,0.6
56449,14.06,10.31,0.27,-0.54
56450,13.86,9.48,0.27,-0.62
56451,13.86,9.48,0.27,-0.62
56452,13.86,9.48,0.27,-0.62
56453,12.15,5.82,0.22,0.45
56457,9.78,6.51,0.19,1.08
56459,14.38,9.13,0.28,3.95
56471,20.66,6.02,0.59,4.51
56472,29.46,8.58,0.84,6.72
56473,26.17,7.62,0.75,5.89
56474,28.94,8.43,0.83,6.59
56475,17.72,7.03,0.32,3.54
56502,20.11,5.58,0.37,2.43
56642,14.29,5.55,0.26,1.16
56662,7.45,2.45,0.14,4.15
56663,5.9,1.94,0.11,2.79
56668,22.89,11.75,0.42,5.05
56669,21.7,11.14,0.4,4.65
56674,20.91,8.78,0.39,6.52
56676,15.55,6.53,0.29,4.68
56678,17.87,7.5,0.34,5.47
56773,19.65,8.89,0.36,3.95
56774,20.77,9.39,0.38,4.28
56776,20.49,8.94,0.38,5.56
56777,17.16,7.48,0.32,4.39
56779,10.2,4.66,0.18,0.1
56781,7.32,3.6,0.14,-1.47
56789,16.44,15.86,0.34,0.34
56802,28.51,37.6,0.52,4.59
56803,23.54,31.04,0.43,3.05
56804,19.34,13.96,0.36,3.11
56805,19.39,13.99,0.36,3.12
56811,25.42,9.62,0.51,5.19
56815,9.2,8.64,0.18,-2.1
56816,8.61,8.09,0.17,-2.54
56817,14.6,15.66,0.29,-0.82
56818,12.13,13.0,0.24,-1.92
56822,23.08,18.99,0.43,3.44
56823,37.59,30.92,0.7,6.41
56825,22.73,20.71,0.42,4.36
56826,29.91,27.26,0.55,6.58
56832,22.53,28.56,0.44,3.74
56833,29.69,37.64,0.58,6.0
56843,22.91,28.84,0.44,2.02
56844,23.55,29.65,0.45,2.21
56845,19.57,9.72,0.4,3.58
56852,38.51,70.85,0.68,5.37
56856,32.28,34.34,0.65,5.42
56857,24.84,26.43,0.5,3.56
56863,19.2,11.08,0.36,4.91
56865,7.52,4.32,0.14,-1.11
56869,13.81,7.01,0.26,0.92
56871,10.47,4.64,0.2,4.2
56884,16.58,8.61,0.34,2.11
56885,19.89,10.33,0.41,3.36
56886,17.13,8.89,0.35,2.32
56887,17.53,9.25,0.38,2.52
56888,20.4,10.76,0.44,3.61
56889,17.2,9.08,0.37,2.39
56895,17.47,7.78,0.34,3.21
56896,21.95,9.77,0.43,4.75
56897,19.39,8.63,0.38,3.87
56899,15.28,9.49,0.3,1.28
56901,7.95,3.86,0.15,-1.1
56902,20.22,7.61,0.38,6.18
56907,19.47,12.92,0.41,2.8
56908,19.46,12.91,0.41,2.8
56909,19.97,13.79,0.41,3.45
56910,19.96,13.78,0.41,3.45
56911,11.61,21.23,0.22,-0.98
56913,20.0,28.66,0.39,4.24
56914,21.87,31.35,0.42,4.96
56915,15.36,22.02,0.3,2.46
56918,9.85,2.94,0.19,5.37
56919,18.28,8.24,0.32,2.26
56922,13.03,12.15,0.25,0.7
56925,17.47,6.17,0.33,3.69
56931,19.3,8.05,0.36,4.04
56937,17.72,12.6,0.32,2.96
56938,14.49,8.03,0.28,4.11
56939,24.12,11.78,0.47,4.24
56960,15.72,5.99,0.35,2.15
56963,21.05,9.2,0.38,4.9
56964,14.6,6.38,0.27,1.97
56965,17.04,7.45,0.31,3.07
56967,17.92,8.07,0.33,3.48
56968,12.12,5.46,0.22,0.76
56969,16.58,7.47,0.3,2.85
56970,13.15,5.24,0.24,2.28
56971,9.82,3.92,0.18,0.48
56972,12.82,5.11,0.24,2.1
56973,11.06,4.55,0.2,1.46
56974,9.11,3.75,0.17,0.33
56975,10.48,4.31,0.19,1.13
56982,15.82,7.01,0.31,5.08
56983,13.69,6.06,0.27,4.01
56985,16.69,8.65,0.35,4.69
56986,15.02,7.78,0.32,3.86
56993,13.51,7.01,0.29,3.11
57000,25.26,7.36,0.48,10.97
57001,19.58,5.71,0.37,8.6
57002,18.72,5.46,0.35,8.25
57003,18.25,5.32,0.35,8.05
57004,17.93,5.23,0.34,7.92
57005,24.84,7.24,0.47,10.8
57006,19.66,14.72,0.37,3.76
57007,16.85,8.13,0.31,2.84
57008,18.84,13.92,0.34,1.59
57018,12.48,9.33,0.23,1.43
57019,11.33,6.44,0.21,0.3
57020,15.39,11.5,0.28,0.32
57021,20.68,25.83,0.38,2.17
57022,14.25,9.58,0.26,0.24
57025,3.19,,,
57028,21.34,49.25,0.39,3.11
57029,18.46,42.59,0.34,2.06
57030,17.98,41.49,0.33,1.89
57032,17.15,9.39,0.37,3.34
57039,13.01,7.52,0.24,1.8
57040,22.44,12.98,0.41,6.01
57042,28.43,36.02,0.53,4.09
57043,23.3,29.53,0.43,2.77
57044,18.1,27.94,0.34,1.14
57045,18.35,28.32,0.34,1.22
57051,11.08,5.33,0.21,3.23
57055,10.83,5.21,0.21,3.09
57056,21.87,17.19,0.41,4.69
57057,20.64,16.23,0.39,4.14
57058,17.94,14.11,0.34,2.95
57059,16.96,13.34,0.32,2.51
57060,19.41,15.88,0.37,4.12
57061,15.48,12.66,0.3,2.3
57075,13.94,7.51,0.27,2.65
57095,13.73,5.3,0.27,2.95
57101,15.96,13.79,0.31,3.65
57102,15.76,13.61,0.3,3.57
57103,20.75,17.93,0.4,5.68
57105,29.49,17.99,0.52,3.39
57106,19.03,11.61,0.34,0.55
57107,34.42,20.19,0.61,3.07
57113,15.22,21.79,0.3,0.36
57114,21.09,4.68,0.41,5.38
57115,23.33,5.18,0.45,6.02
57116,39.5,7.2,0.73,5.32
57117,37.87,6.9,0.7,5.09
57119,20.27,7.77,0.39,3.07
57120,22.49,8.62,0.43,3.69
57123,18.13,7.34,0.35,1.81
57124,19.75,8.0,0.38,2.29
57127,20.79,5.99,0.39,3.79
57128,23.76,6.84,0.44,4.64
57131,14.4,5.85,0.27,2.3
57132,7.6,3.09,0.14,-1.37
57135,12.21,3.2,0.24,6.79
57145,20.79,20.9,0.42,1.6
57146,14.43,3.78,0.28,5.24
57148,17.31,4.54,0.33,6.34
57149,13.34,4.24,0.26,4.74
57150,14.16,4.5,0.27,5.09
57151,18.23,5.8,0.35,6.86
57152,18.34,6.93,0.35,5.88
57153,17.11,6.47,0.32,5.33
57161,46.88,8.53,0.9,7.71
57162,43.57,7.92,0.83,7.15
57165,25.17,44.07,0.46,5.08
57166,28.6,6.68,0.53,6.19
57167,18.67,63.11,0.35,1.84
57168,15.72,53.13,0.29,0.6
57170,21.48,7.2,0.4,5.5
57171,21.01,7.04,0.4,5.32
57172,27.84,13.65,0.54,4.27
57173,29.78,14.59,0.58,4.8
57176,21.86,5.78,0.41,6.4
57177,17.89,7.21,0.36,5.69
57178,17.5,4.99,0.38,8.99
57188,15.79,3.24,0.33,8.38
57189,16.92,3.47,0.36,8.9
57190,16.21,3.32,0.34,8.57
57191,10.44,2.02,0.21,10.8
57192,11.55,2.23,0.24,11.57
57193,10.93,2.11,0.22,11.14
57199,21.95,8.5,0.41,4.34
57206,25.7,7.24,0.51,6.35
57207,5.53,,,
57209,15.72,7.1,0.29,4.69
57219,16.29,6.7,0.31,4.53
57220,12.95,5.33,0.25,2.93
57221,9.15,3.76,0.18,1.11
57222,13.91,5.04,0.26,4.69
57223,12.37,4.48,0.24,3.84
57224,7.87,2.85,0.15,1.33
57225,9.61,3.98,0.18,1.55
57226,12.01,4.98,0.23,2.97
57227,8.67,3.59,0.17,0.99
57228,12.62,4.53,0.24,4.58
57229,12.48,4.48,0.24,4.51
57230,8.59,3.08,0.17,2.48
57234,16.75,5.66,0.31,2.17
57259,22.95,5.52,0.5,6.88
57260,14.58,3.51,0.32,4.09
57262,22.72,9.17,0.44,3.62
57263,21.2,8.55,0.41,3.17
57265,19.74,10.42,0.39,4.59
57266,19.93,10.52,0.39,4.67
57267,16.62,8.77,0.33,3.29
57268,20.16,10.64,0.4,4.77
57269,19.93,10.52,0.39,4.67
57271,19.93,10.52,0.39,4.67
57272,20.89,11.02,0.41,5.07
57273,19.93,10.52,0.39,4.67
57274,18.06,9.53,0.35,3.89
57275,18.48,9.76,0.36,4.07
57276,18.48,9.76,0.36,4.07
57277,14.48,8.82,0.29,2.35
57278,15.78,9.61,0.31,2.98
57279,14.09,8.58,0.28,2.16
57280,17.14,7.06,0.34,5.1
57304,26.89,24.77,0.5,3.74
57305,25.66,23.64,0.48,3.35
57306,23.9,22.01,0.45,2.8
57308,23.63,21.77,0.44,2.71
57314,24.97,23.0,0.47,3.13
57323,24.01,43.31,0.43,2.22
57325,17.43,31.44,0.31,-0.31
57327,16.15,29.13,0.29,-0.8
57330,14.83,26.76,0.27,-1.3
57334,15.53,8.02,0.29,6.53
57335,23.34,11.53,0.53,3.64
57340,25.36,8.69,0.5,5.6
57391,16.29,8.25,0.36,3.23
57392,18.12,9.18,0.4,3.96
57396,25.44,20.22,0.49,4.63
57397,22.21,21.92,0.49,3.93
57404,20.78,13.72,0.43,3.23
57405,17.95,11.85,0.38,2.28
57406,22.52,14.87,0.47,3.82
57407,14.61,9.61,0.3,2.36
57438,19.71,4.14,0.41,4.91
57439,20.83,4.38,0.44,5.17
57440,14.28,4.99,0.28,1.67
57445,20.1,4.06,0.38,3.03
57446,22.52,4.55,0.42,3.53
57455,16.76,5.92,0.33,5.49
57456,12.17,4.3,0.24,3.46
57458,8.61,3.16,0.16,1.4
57459,9.88,3.62,0.18,2.04
57461,25.32,7.05,0.48,8.67
57462,17.79,4.95,0.34,6.03
57467,21.29,5.11,0.44,5.55
57495,14.91,4.54,0.3,3.02
57496,14.88,5.51,0.3,2.67
57497,15.1,5.02,0.3,2.0
57543,28.64,17.03,0.59,4.81
57544,28.92,17.2,0.6,4.88
57548,11.34,5.92,0.22,3.46
57549,10.58,5.52,0.2,2.88
57559,11.64,6.48,0.22,4.29
57560,10.91,6.07,0.21,3.72
57571,12.02,5.95,0.25,1.58
57580,21.88,12.87,0.42,4.22
57583,22.94,13.49,0.44,4.44
57592,19.19,14.07,0.36,1.31
57593,19.01,13.93,0.36,1.24
57594,15.08,11.05,0.29,-0.18
57595,28.78,35.0,0.53,4.33
57598,13.42,11.75,0.25,0.6
57599,10.29,9.01,0.2,-1.22
57600,15.34,8.07,0.28,3.95
57603,14.61,6.16,0.27,2.17
57604,18.13,,,
57605,17.95,,,
57606,17.57,,,
57607,21.76,,,
57608,18.2,,,
57610,22.51,12.08,0.44,5.11
57611,21.16,11.36,0.42,4.64
57612,21.32,11.44,0.42,4.69
57613,23.16,12.43,0.46,5.33
57614,19.59,10.51,0.39,4.09
57622,19.85,11.06,0.42,1.86
57623,19.85,11.06,0.42,1.86
57626,18.73,11.61,0.42,1.51
57627,17.7,10.97,0.39,1.16
57628,16.5,9.49,0.31,3.32
57629,15.29,7.3,0.28,3.88
57630,13.67,9.85,0.28,1.25
57633,16.95,3.88,0.32,3.65
57634,21.12,4.84,0.39,4.85
57635,19.63,4.5,0.37,4.42
57639,14.95,4.25,0.27,1.67
57640,14.83,4.21,0.27,1.63
57645,22.45,8.44,0.42,7.64
57646,22.12,8.32,0.42,7.51
57647,23.41,8.8,0.44,8.01
57648,15.03,5.65,0.28,4.76
57649,20.94,7.87,0.4,7.05
57650,18.35,6.9,0.35,6.05
57666,17.64,8.16,0.32,5.24
57675,10.9,5.83,0.2,0.89
57679,31.71,17.75,0.71,3.77
57715,8.48,8.15,0.16,-0.85
57719,20.72,5.13,0.44,6.07
57720,22.41,5.54,0.48,6.62
57721,22.81,5.64,0.49,6.75
57722,26.33,6.51,0.56,7.9
57792,13.72,3.89,0.26,7.98
57793,14.16,4.01,0.27,8.23
57794,13.81,3.91,0.26,8.03
